Facility,Chargecode,Description,Rev,CPT,1/1/22 Fee
BAYCARE,10006027,"OCULAR IMP, AQUEOUS DRAIN DE",278,C1783,"3,752.65"
BAYCARE,10006027,"PMKR, DUAL, RATE-RESP",278,C1785,"9,298.52"
BAYCARE,10006027,"PMKR, SINGLE, RATE-RESP",278,C1786,"18,782.41"
BAYCARE,10006027,"PATIENT PROGR, NEUROSTIM",278,C1787,"3,082.23"
BAYCARE,10006027,"PORT, INDWELLING, IMP",278,C1788,891.77
BAYCARE,10006027,"PROSTHESIS, BREAST, IMP",278,C1789,"3,057.93"
BAYCARE,10006027,"PROSTHESIS, PENILE, INFLATAB",278,C1813,"16,772.92"
BAYCARE,10006027,"PROS, URINARY SPH, IMP",278,C1815,"13,178.93"
BAYCARE,10006027,GENERATOR NEURO RECHG BAT SY,278,C1820,"40,524.79"
BAYCARE,10006027,"STENT, COATED/COV W/DEL SYS",278,C1874,"4,855.52"
BAYCARE,10006027,"STENT, NON-COA/NON-COV W/DEL",278,C1876,"4,836.70"
BAYCARE,10006027,VENA CAVA FILTER,278,C1880,"4,592.62"
BAYCARE,10006027,"AICD, OTHER THAN SING/DUAL",278,C1882,"46,621.11"
BAYCARE,10006027,"CATHETER, ABLATION",278,C1886,"8,223.81"
BAYCARE,10006027,"CATHETER, GUIDING",278,C1887,685.94
BAYCARE,10006027,"IMPLANT/INSERT DEVICE, NOC",278,C1889,"5,248.69"
BAYCARE,10006027,"INTRO/SHEATH,FIXED,PEEL-AWAY",278,C1892,127.98
BAYCARE,10006027,"INTRO/SHEATH, FIXED,NON-PEEL",278,C1893,711.19
BAYCARE,10006027,"INTRO/SHEATH, NON-LASER",278,C1894,125.78
BAYCARE,10006027,"LEAD, NEUROSTIM TEST KIT",278,C1897,"2,137.81"
BAYCARE,10006027,"LEAD, PMKR, OTHER THAN TRANS",278,C1898,"1,432.82"
BAYCARE,10006027,"LEAD, CORONARY VENOUS",278,C1900,"4,035.83"
BAYCARE,10006027,"STENT, NON-COR, TEM W/O DEL",278,C2617,282.48
BAYCARE,10006027,"PROBE/NEEDLE, CRYO",278,C2618,"4,432.76"
BAYCARE,10006027,"PMKR, OTHER THAN SING/DUAL",278,C2621,"19,989.66"
BAYCARE,10006027,"CATH, TRANSLUMIN, DRUG-COAT",278,C2623,"3,636.36"
BAYCARE,10006027,WIRELESS PRESSURE SENSOR,278,C2624,"51,782.02"
BAYCARE,10006027,"STENT, NON-COR, TEM W/DEL SY",278,C2625,472.61
BAYCARE,10006027,"CATHETER, OCCLUSION",278,C2628,"1,079.14"
BAYCARE,10006027,KO ADJ JNT POS R SUP PRE CST,278,L1832,260.89
BAYCARE,10006027,EWHO RIGID W/O JNTS CF,278,L3763,756.54
BAYCARE,10006027,"WHFO, RIGID W/O JOINTS",278,L3808,361.82
BAYCARE,10006027,WHO W/O JOINTS CF,278,L3906,498.70
BAYCARE,10006027,MASTECTOMY BRA,278,L8000,90.87
BAYCARE,10006027,PROSTHETIC IMPLANT NOS,278,L8699,"2,519.35"
BAYCARE,10006027,INTEGRA BMWD,278,Q4104,"14,816.84"
BAYCARE,10006027,ALLODERM,278,Q4116,"22,918.22"
BAYCARE,10006027,FLEXHD/ALLOPATCHHD/MATRIXHD,278,Q4128,"17,647.54"
BAYCARE,10006027,POST CHMBR INTRAOCULAR LENS,278,V2632,306.58
BAYCARE,10006027,CORNEAL TISSUE PROCESSING,278,V2785,"10,941.14"
BAYCARE,10006027,ASTIGMATISM-CORRECT FUNCTION,278,V2787,421.89
BAYCARE,10006027,PRESBYOPIA-CORRECT FUNCTION,278,V2788,"1,098.51"
BAYCARE,10002800,ABATACEPT 250 MG IV SOLR,250,J0129,285.01
BAYCARE,10002800,ACETAMINOPHEN 10 MG/ML IV SOLN,250,J0131,31.82
BAYCARE,10002800,ACETAZOLAMIDE SODIUM 500 MG IJ SOLR,250,J1120,60.03
BAYCARE,10002800,ACETYLCYSTEINE 200 MG/ML IV SOLN,250,J0132,33.77
BAYCARE,10002800,ACYCLOVIR SODIUM 50 MG/ML IV SOLN,250,J0133,31.64
BAYCARE,10002800,ADENOSINE (DIAGNOSTIC) 3 MG/ML IV SOLN,250,J0153,33.61
BAYCARE,10002800,ADENOSINE 12 MCG/ML IN NS SOLUTION INTRACORONARY,250,J0153,102.33
BAYCARE,10002800,ADENOSINE 6 MG/2ML IV SOLN,250,J0153,32.56
BAYCARE,10002800,ADO-TRASTUZUMAB EMTANSINE 100 MG IV SOLR,250,J9354,228.59
BAYCARE,10002800,ADO-TRASTUZUMAB EMTANSINE 160 MG IV SOLR,250,J9354,228.55
BAYCARE,10002800,ALBUMIN HUMAN 25 % IV SOLN,250,P9047,240.86
BAYCARE,10002800,ALBUMIN HUMAN 5 % IV SOLN,250,P9045,219.74
BAYCARE,10002800,ALTEPLASE 100 MG IV SOLR,250,J2997,421.79
BAYCARE,10002800,ALTEPLASE 2 MG IJ SOLR,250,J2997,315.17
BAYCARE,10002800,ALTEPLASE 50 MG IV SOLR,250,J2997,357.84
BAYCARE,10002800,AMIKACIN SULFATE 500 MG/2ML IJ SOLN,250,J0278,34.59
BAYCARE,10002800,AMINOLEVULINIC ACID HCL 1.5 G PO SOLR,250,C9399,"7,060.95"
BAYCARE,10002800,AMIODARONE 150 MG/100 ML DEXTROSE BOLUS (PREMIX),250,J0282,96.65
BAYCARE,10002800,AMIODARONE HCL 150 MG/3ML IV SOLN,250,J0282,32.36
BAYCARE,10002800,AMIODARONE HCL 450 MG/9ML IV SOLN,250,J0282,32.04
BAYCARE,10002800,AMPHOTERICIN B 50 MG IV SOLR,250,J0285,172.24
BAYCARE,10002800,AMPHOTERICIN B LIPOSOME 50 MG IV SUSR,250,J0289,97.57
BAYCARE,10002800,AMPICILLIN (COMPOUNDED) 250 MG/ML IV SOLN,250,J0290,33.60
BAYCARE,10002800,AMPICILLIN 20 MG/ML IV SYRINGE (NEONATAL/PEDS <30 KG),250,J0290,82.74
BAYCARE,10002800,AMPICILLIN 250 MG/ML IM SOLR (HOSP USE ONLY NEO/PED),250,J0290,99.58
BAYCARE,10002800,AMPICILLIN SODIUM 1 G IJ SOLR,250,J0290,33.55
BAYCARE,10002800,AMPICILLIN SODIUM 2 G IJ/IV SOLR (WRAPPED),250,J0290,34.59
BAYCARE,10002800,AMPICILLIN-SULBACTAM SODIUM 1.5 (1-0.5) G IJ SOLR,250,J0295,39.29
BAYCARE,10002800,AMPICILLIN-SULBACTAM SODIUM 3 (2-1) G IJ SOLR,250,J0295,38.34
BAYCARE,10002800,ANGIOTENSIN II ACETATE 2.5 MG/ML IV SOLN,250,C9399,"6,052.33"
BAYCARE,10002800,ANTIHEMOPHILIC FACTOR-VWF 250-600 UNITS IV SOLR,250,J7187,35.64
BAYCARE,10002800,APREPITANT 40 MG PO CAPS,250,J8501,33.91
BAYCARE,10002800,ARGATROBAN 250 MG/2.5ML IV SOLN,250,J0883,34.74
BAYCARE,10002800,ARSENIC TRIOXIDE 10 MG/10ML IV SOLN,250,J9017,242.95
BAYCARE,10002800,ATEZOLIZUMAB 1200 MG/20ML IV SOLN,250,J9022,414.38
BAYCARE,10002800,ATEZOLIZUMAB 840 MG/14ML IV SOLN,250,J9022,413.00
BAYCARE,10002800,ATROPINE SULFATE 0.1 MG/ML IJ SOLN (WRAPPED),250,J0461,31.85
BAYCARE,10002800,ATROPINE SULFATE 0.4 MG/ML IJ SOLN(PF AND NON PF)(WRAPPED),250,J0461,31.93
BAYCARE,10002800,ATROPINE SULFATE 1 MG/ML IJ SOLN,250,J0461,31.79
BAYCARE,10002800,AVELUMAB 200 MG/10ML IV SOLN,250,J9023,437.74
BAYCARE,10002800,AZACITIDINE 10 MG/ML RECONSTITUTED SOLN,250,J9025,98.90
BAYCARE,10002800,AZACITIDINE 100 MG IJ SUSR (SPLIT X 2),250,J9025,98.90
BAYCARE,10002800,AZACITIDINE 25 MG/ML SUBQ CHEMO INJ,250,J9025,98.90
BAYCARE,10002803,AZATHIOPRINE 50 MG PO TABS,250,J7500,11.31
BAYCARE,10002803,AZITHROMYCIN 200 MG/5ML PO SUSR,250,Q0144,14.43
BAYCARE,10002800,AZITHROMYCIN 500 MG IV SOLR,250,J0456,43.63
BAYCARE,10002800,BACLOFEN 0.05 MG/ML IT SOLN,250,J0476,153.29
BAYCARE,10002800,BACLOFEN 10 MG/20ML IT SOLN,250,J0475,549.46
BAYCARE,10002800,BACLOFEN 10000 MCG/20ML IT SOLN(WRAPPED),250,J0475,472.34
BAYCARE,10002800,BACLOFEN 40000 MCG/20ML IT SOLN(WRAPPED),250,J0475,629.61
BAYCARE,10002800,BENDAMUSTINE HCL 100 MG/4ML IV SOLN,250,J9034,179.75
BAYCARE,10002800,BETAMETHASONE SOD PHOS & ACET 6 (3-3) MG/ML IJ SUSP,250,J0702,44.52
BAYCARE,10002800,BEVACIZUMAB 100 MG/4ML IV SOLN,250,J9035,417.09
BAYCARE,10002800,BEVACIZUMAB-AWWB 100 MG/4ML IV SOLN,250,Q5107,363.31
BAYCARE,10002800,BIVALIRUDIN TRIFLUOROACETATE 250 MG IV SOLR,250,J0583,32.68
BAYCARE,10002800,BLEOMYCIN SULFATE 15 UNITS IJ SOLR,250,J9040,172.54
BAYCARE,10002800,BORTEZOMIB 1 MG/ML IV PUSH INJECTION SOLN,250,J9041,280.07
BAYCARE,10002800,BORTEZOMIB SUBQ CHEMO INJECTION,250,J9041,279.38
BAYCARE,10002800,BRENTUXIMAB VEDOTIN 50 MG IV SOLR,250,J9042,812.11
BAYCARE,10002800,BRIVARACETAM 50 MG/5ML IV SOLN,250,C9399,192.75
BAYCARE,10002800,BUPIVACAINE LIPOSOME 1.3 % IJ SUSP,250,C9290,36.70
BAYCARE,10002800,BUPRENORPHINE HCL 2 MG SL SUBL,250,J0571,13.45
BAYCARE,10002800,BUPRENORPHINE HCL 8 MG SL SUBL,250,J0571,8.73
BAYCARE,10002800,BUPRENORPHINE HCL-NALOXONE HCL 2-0.5 MG SL FILM,250,J0572,26.60
BAYCARE,10002800,BUPRENORPHINE HCL-NALOXONE HCL 8-2 MG SL FILM,250,J0574,27.37
BAYCARE,10002800,BUTORPHANOL TARTRATE 1 MG/ML IJ SOLN,250,J0595,111.65
BAYCARE,10002800,CABAZITAXEL 60 MG/1.5ML IV SOLN,250,J9043,872.63
BAYCARE,10002800,CAFFEINE CITRATE 10 MG/ML D5W MAINTENANCE DOSE IV SYRINGE (NEONATAL/PEDS),250,J0706,97.42
BAYCARE,10002800,CAFFEINE CITRATE 60 MG/3ML IV SOLN,250,J0706,97.59
BAYCARE,10002800,CALCITONIN (SALMON) 200 UNIT/ML IJ SOLN,250,J0630,"5,464.36"
BAYCARE,10002800,CALCIUM GLUCONATE 10 % IV SOLN,250,J0610,66.66
BAYCARE,10002800,CALCIUM GLUCONATE 10 % SOLN (PN ONLY),250,J0610,46.84
BAYCARE,10002800,CALCIUM GLUCONATE 50 MG/ML IVPB SYRINGE (NEONATAL/PEDS <30 KG),250,J0610,99.50
BAYCARE,10002800,CANGRELOR TETRASODIUM 50 MG IV SOLR,250,C9460,90.24
BAYCARE,10002800,CARBOPLATIN 450 MG/45ML IV SOLN,250,J9045,105.54
BAYCARE,10002800,CARBOPLATIN 600 MG/60ML IV SOLN,250,J9045,103.22
BAYCARE,10002800,CARFILZOMIB 10 MG IV SOLR,250,J9047,268.76
BAYCARE,10002800,CARFILZOMIB 30 MG IV SOLR,250,J9047,268.76
BAYCARE,10002800,CARFILZOMIB 60 MG IV SOLR,250,J9047,266.94
BAYCARE,10002800,CEFAZOLIN 1000 MG/7.5ML SWFI IV SYRINGE (AAH PREMIX),250,J0690,98.00
BAYCARE,10002800,"CEFAZOLIN 133 MG/ML IV SYRINGE (DOSES NOT 1,2,3G)",250,J0690,97.87
BAYCARE,10002800,CEFAZOLIN 2000 MG/15ML SWFI IV SYRINGE (AAH PREMIX),250,J0690,33.27
BAYCARE,10002800,CEFAZOLIN 25MG/ML SOLUTION,250,J0690,31.62
BAYCARE,10002800,CEFAZOLIN 3000 MG/22.5ML SWFI IV SYRINGE (AAH PREMIX),250,J0690,97.99
BAYCARE,10002800,CEFAZOLIN 50 MG/0.5 ML SOLUTION,250,J0690,31.59
BAYCARE,10002800,CEFAZOLIN SODIUM 1 G IJ SOLR,250,J0690,33.02
BAYCARE,10002800,CEFAZOLIN SODIUM 10 G IJ SOLR,250,J0690,32.45
BAYCARE,10002800,CEFAZOLIN SODIUM 100 G IJ SOLR,250,J0690,33.32
BAYCARE,10002800,CEFAZOLIN SODIUM 300 G IJ SOLR,250,J0690,33.21
BAYCARE,10002800,CEFEPIME HCL 1 G IJ SOLR,250,J0692,38.38
BAYCARE,10002800,CEFEPIME HCL 2 G IJ SOLR,250,J0692,37.97
BAYCARE,10002800,CEFTAZIDIME 1 G IJ SOLR,250,J0713,37.55
BAYCARE,10002800,CEFTAZIDIME 2 G IV SOLR,250,J0713,37.02
BAYCARE,10002800,CEFTAZIDIME 20 MG/ML OPHTHALMIC SYRINGE,250,J0713,31.62
BAYCARE,10002800,CEFTAZIDIME 40 MG/ML IN D5W SYRINGE,250,J0713,98.77
BAYCARE,10002800,CEFTAZIDIME(COMPOUNDED) 20 MG/ML OPHTHALMIC DROPS (BOTTLE),250,J0713,23.31
BAYCARE,10002800,CEFTAZIDIME-AVIBACTAM 2.5 (2-0.5) G IV SOLR,250,J0714,385.61
BAYCARE,10002800,CEFTRIAXONE 350 MG/ML IM SOLN (1 G VIAL) RECON WITH LIDOCAINE 1%,250,J0696,33.64
BAYCARE,10002800,CEFTRIAXONE IN SWFI 100 MG/ML SYRINGE,250,J0696,96.49
BAYCARE,10002800,CEFTRIAXONE SODIUM 1 G IJ SOLR,250,J0696,32.68
BAYCARE,10002800,CEFTRIAXONE SODIUM 1 GM/10ML IV SOSY,250,J0696,97.61
BAYCARE,10002800,CEFTRIAXONE SODIUM 10 G IV SOLR,250,J0696,32.92
BAYCARE,10002800,CEFTRIAXONE SODIUM 100 G IJ SOLR,250,J0696,33.01
BAYCARE,10002800,CEFTRIAXONE SODIUM 2 GM/20ML IV SOSY,250,J0696,97.71
BAYCARE,10002800,CEFTRIAXONE SODIUM 250 MG IJ SOLR,250,J0696,34.20
BAYCARE,10002800,CEFTRIAXONE SODIUM 500 MG IJ SOLR,250,J0696,33.03
BAYCARE,10002800,CEFUROXIME SODIUM 1.5 G IV SOLR,250,J0697,41.26
BAYCARE,10002800,CEFUROXIME SODIUM 750 MG IJ SOLR,250,J0697,41.26
BAYCARE,10002800,CEMIPLIMAB-RWLC 350 MG/7ML IV SOLN,250,J9119,206.19
BAYCARE,10002800,CETUXIMAB 100 MG/50ML IV SOLN,250,J9055,361.40
BAYCARE,10002800,CHLOROPROCAINE HCL (PF) 3 % IJ SOLN,250,J2400,56.37
BAYCARE,10002800,CHLOROTHIAZIDE SODIUM 500 MG IV SOLR,250,J1205,157.58
BAYCARE,10002803,CHLORPROMAZINE HCL 10 MG PO TABS,250,Q0161,9.23
BAYCARE,10002803,CHLORPROMAZINE HCL 100 MG PO TABS,250,Q0161,8.50
BAYCARE,10002803,CHLORPROMAZINE HCL 25 MG PO TABS,250,Q0161,9.56
BAYCARE,10002800,CHLORPROMAZINE HCL 25 MG/ML IJ SOLN (WRAPPED),250,J3230,133.18
BAYCARE,10002800,CIPROFLOXACIN IN D5W 200 MG/100ML IV SOLN,250,J0744,102.15
BAYCARE,10002800,CIPROFLOXACIN IN D5W 400 MG/200ML IV SOLN,250,J0744,100.75
BAYCARE,10002800,CISPLATIN 100 MG/100ML IV SOLN,250,J9060,101.31
BAYCARE,10002800,CLONIDINE HCL (ANALGESIA) 100 MCG/ML EP SOLN,250,J0735,54.79
BAYCARE,10002800,CLONIDINE HCL (ANALGESIA) 500 MCG/ML EP SOLN,250,J0735,63.00
BAYCARE,10002800,CLONIDINE HCL(COMPOUNDED) 2000 MCG/ML INJ (HOSP USE ONLY),250,J0735,31.81
BAYCARE,10002800,COCAINE HCL 40 MG/ML NA SOLN,250,C9046,14.14
BAYCARE,10002800,COSYNTROPIN 0.25 MG INJ SOLN (WRAPPED),250,J0834,98.18
BAYCARE,10002800,CYANOCOBALAMIN 1000 MCG/ML IJ SOLN,250,J3420,40.32
BAYCARE,10002800,CYCLOPHOSPHAMIDE 1 G IJ SOLR,250,J9070,208.18
BAYCARE,10002803,CYCLOPHOSPHAMIDE 25 MG PO CAPS,250,J8530,21.05
BAYCARE,10002800,CYCLOPHOSPHAMIDE 500 MG IJ SOLR,250,J9070,208.08
BAYCARE,10002800,CYCLOSPORINE MODIFIED 100 MG PO CAPS,250,J7502,14.67
BAYCARE,10002800,CYCLOSPORINE MODIFIED 25 MG PO CAPS,250,J7515,11.26
BAYCARE,10002800,CYTARABINE (PF) 100 MG/ML IJ SOLN,250,J9100,98.51
BAYCARE,10002800,DACARBAZINE 200 MG IV SOLR,250,J9130,124.34
BAYCARE,10002800,DALBAVANCIN HCL 500 MG IV SOLR,250,J0875,91.85
BAYCARE,10002800,DAPTOMYCIN 500 MG IV SOLR,250,J0878,31.81
BAYCARE,10002800,DARATUMUMAB 100 MG/5ML IV SOLN,250,J9145,328.82
BAYCARE,10002800,DARATUMUMAB-HYALURONIDASE-FIHJ 1800-30000 MG-UT/15ML SC SOLN,250,J9144,316.20
BAYCARE,10002800,DARBEPOETIN ALFA 100 MCG/0.5ML IJ SOSY,250,J0881,60.06
BAYCARE,10002800,DARBEPOETIN ALFA 150 MCG/0.3ML IJ SOSY,250,J0881,60.69
BAYCARE,10002800,DARBEPOETIN ALFA 200 MCG/0.4ML IJ SOSY,250,J0881,60.06
BAYCARE,10002800,DARBEPOETIN ALFA 300 MCG/0.6ML IJ SOSY,250,J0881,60.38
BAYCARE,10002800,DARBEPOETIN ALFA 40 MCG/0.4ML IJ SOSY,250,J0881,60.06
BAYCARE,10002800,DARBEPOETIN ALFA 500 MCG/ML IJ SOSY,250,J0881,60.06
BAYCARE,10002800,DARBEPOETIN ALFA 60 MCG/0.3ML IJ SOSY,250,J0881,60.06
BAYCARE,10002800,DEFEROXAMINE MESYLATE 2 G IJ SOLR,250,J0895,53.64
BAYCARE,10002800,DEGARELIX ACETATE 80 MG SC SOLR,250,J9155,110.78
BAYCARE,10002800,DEGARELIX ACETATE(240 MG DOSE) 120 MG/VIAL SC SOLR,250,J9155,111.36
BAYCARE,10002800,DENOSUMAB 120 MG/1.7ML SC SOLN,250,J0897,111.19
BAYCARE,10002800,DENOSUMAB 60 MG/ML SC SOSY,250,J0897,118.13
BAYCARE,10002800,DESMOPRESSIN ACETATE 4 MCG/ML IJ SOLN(PF AND NON PF)(WRAPPED),250,J2597,55.05
BAYCARE,10002800,DEXAMETHASONE 0.5 MG PO TABS,250,J8540,8.31
BAYCARE,10002800,DEXAMETHASONE 1 MG PO TABS,250,J8540,8.36
BAYCARE,10002800,DEXAMETHASONE 12 MG/100 ML NS (AURORA PREMIX),250,J1100,99.04
BAYCARE,10002800,DEXAMETHASONE 20 MG/100 ML NS (AURORA PREMIX),250,J1100,97.18
BAYCARE,10002800,DEXAMETHASONE 4 MG PO TABS,250,J8540,8.28
BAYCARE,10002800,DEXAMETHASONE 6 MG PO TABS,250,J8540,8.33
BAYCARE,10002800,DEXAMETHASONE SOD PHOS 0.1 MG/ML IV SYR NEONATAL (DOSES < 0.2 MG),250,J1100,96.40
BAYCARE,10002800,DEXAMETHASONE SOD PHOS 0.5 MG/ML IV PEDS SYRINGE,250,J1100,96.57
BAYCARE,10002800,DEXAMETHASONE SOD PHOSPHATE PF 10 MG/ML IJ SOLN,250,J1100,32.25
BAYCARE,10002800,DEXAMETHASONE SODIUM PHOSPHATE 120 MG/30ML IJ SOLN,250,J1100,31.74
BAYCARE,10002800,DEXAMETHASONE SODIUM PHOSPHATE 20 MG/5ML IJ SOLN,250,J1100,31.70
BAYCARE,10002800,DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML IJ SOLN,250,J1100,32.25
BAYCARE,10002800,DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML PO SOLUTION,250,J1100,32.16
BAYCARE,10002800,DEXRAZOXANE HCL 500 MG IV SOLR,250,J1190,698.28
BAYCARE,10002807,DEXTROSE 5 % BOLUS,258,J7070,117.17
BAYCARE,10002807,DEXTROSE 5 % IV SOLN,258,J7060,103.27
BAYCARE,10002807,DEXTROSE 5 % IV SOLN (NEONATAL),258,J7060,34.74
BAYCARE,10002807,DEXTROSE 5% FLUSH IVPB,258,J7070,99.12
BAYCARE,10002800,DEXTROSE 50 % IV SOLN,250,J3490,64.83
BAYCARE,10002807,DEXTROSE IN LACTATED RINGERS 5 % IV SOLN,258,J7121,38.90
BAYCARE,10002807,DEXTROSE-NACL 5-0.9 % IV SOLN,258,J7042,31.05
BAYCARE,10002800,DIAZEPAM 5 MG/ML IJ SOLN,250,J3360,130.95
BAYCARE,10002800,DICYCLOMINE HCL 10 MG/ML IM SOLN,250,J0500,87.14
BAYCARE,10002800,DIGOXIN 0.25 MG/ML IJ SOLN,250,J1160,41.06
BAYCARE,10002800,DIHYDROERGOTAMINE MESYLATE 1 MG/ML IJ SOLN,250,J1110,184.91
BAYCARE,10002800,DIPHENHYDRAMINE HCL 50 MG/ML IJ SOLN,250,J1200,33.52
BAYCARE,10002800,DIPHTH-ACELL PERTUSSIS-TETANUS 25-58-10 LF-MCG/0.5 IM SUSP,250,90700,108.53
BAYCARE,10002800,DOBUTAMINE IN D5W 2 MG/ML IV SOLN,250,J1250,48.82
BAYCARE,10002800,DOBUTAMINE IN D5W 4-5 MG/ML-% IV SOLN,250,J1250,41.27
BAYCARE,10002800,DOCETAXEL 80 MG/8ML IV SOLN,250,J9171,100.21
BAYCARE,10002800,DOPAMINE IN D5W 1.6-5 MG/ML-% IV SOLN,250,J1265,30.53
BAYCARE,10002800,DOXERCALCIFEROL 4 MCG/2ML IV SOLN,250,J1270,37.40
BAYCARE,10002800,DOXORUBICIN HCL 2 MG/ML IV SOLN,250,J9000,105.34
BAYCARE,10002800,DOXORUBICIN HCL 2 MG/ML IV SOLN (SPLIT X 2),250,J9000,107.07
BAYCARE,10002800,DOXORUBICIN HCL 2 MG/ML IV SOLN (SPLIT X 3),250,J9000,107.06
BAYCARE,10002800,DOXORUBICIN HCL 2 MG/ML IV SOLN (SPLIT X 4),250,J9000,106.48
BAYCARE,10002800,DOXORUBICIN HCL LIPOSOMAL 2 MG/ML IV INJ,250,Q2050,546.77
BAYCARE,10002800,DOXORUBICIN LOADED BEADS ( 70-150 MICRON),250,J9000,128.70
BAYCARE,10002803,DRONABINOL 2.5 MG PO CAPS,250,Q0167,13.36
BAYCARE,10002800,DROPERIDOL 2.5 MG/ML IJ SOLN,250,J1790,36.48
BAYCARE,10002800,DTAP-HEPATITIS B RECOMB-IPV IM SUSP,250,90723,263.24
BAYCARE,10002800,DURVALUMAB 120 MG/2.4ML IV SOLN,250,J9173,400.49
BAYCARE,10002800,DURVALUMAB 500 MG/10ML IV SOLN,250,J9173,398.61
BAYCARE,10002800,EDARAVONE 30 MG/100ML IV SOLN,250,J1301,177.11
BAYCARE,10002800,ENOXAPARIN SODIUM 100 MG/ML SC SOLN,250,J1650,35.22
BAYCARE,10002800,ENOXAPARIN SODIUM 120 MG/0.8ML SC SOLN,250,J1650,35.21
BAYCARE,10002800,ENOXAPARIN SODIUM 150 MG/ML SC SOLN,250,J1650,35.31
BAYCARE,10002800,ENOXAPARIN SODIUM 30 MG/0.3ML SC SOLN,250,J1650,34.78
BAYCARE,10002800,ENOXAPARIN SODIUM 300 MG/3ML IJ SOLN,250,J1650,34.94
BAYCARE,10002800,ENOXAPARIN SODIUM 40 MG/0.4ML SC SOLN,250,J1650,36.88
BAYCARE,10002800,ENOXAPARIN SODIUM 60 MG/0.6ML SC SOLN,250,J1650,34.83
BAYCARE,10002800,ENOXAPARIN SODIUM 80 MG/0.8ML SC SOLN,250,J1650,36.73
BAYCARE,10002800,EPINEPHRINE 10 MCG/ML IV SOSY (WRAPPED),250,J0171,45.36
BAYCARE,10002800,EPINEPHRINE 4 MG/250 ML IN D5W PREMIX INFUSION 16 MCG/ML,250,J0171,35.46
BAYCARE,10002800,EPINEPHRINE ANAPHYLAXIS 1 MG/1ML KIT,250,J0171,35.23
BAYCARE,10002800,EPINEPHRINE HCL 0.1 MG/ML IJ SOSY(PF AND NON PF)(WRAPPED),250,J0171,33.38
BAYCARE,10002800,EPINEPHRINE HCL 1 MG/ML IJ SOLN(PF AND NON PF)(WRAPPED),250,J0171,34.88
BAYCARE,10002800,EPINEPHRINE PF 1 MG/ML IJ SOLN,250,J0171,34.85
BAYCARE,10002800,EPOETIN ALFA 10000 UNIT/ML IJ SOLN,250,J0885,86.95
BAYCARE,10002800,EPOETIN ALFA 20000 UNIT/ML IJ SOLN,250,J0885,86.95
BAYCARE,10002800,EPOETIN ALFA 40000 UNIT/ML IJ SOLN,250,J0885,86.95
BAYCARE,10002800,EPOETIN ALFA-EPBX 10000 UNIT/ML IJ SOLN,250,Q5106,65.69
BAYCARE,10002800,EPOETIN ALFA-EPBX 2000 UNIT/ML IJ SOLN,250,Q5106,61.04
BAYCARE,10002800,EPOETIN ALFA-EPBX 3000 UNIT/ML IJ SOLN,250,Q5106,65.58
BAYCARE,10002800,EPOETIN ALFA-EPBX 4000 UNIT/ML IJ SOLN,250,Q5106,65.58
BAYCARE,10002800,EPOETIN ALFA-EPBX 40000 UNIT/ML IJ SOLN,250,Q5106,65.58
BAYCARE,10002800,EPTIFIBATIDE 20 MG/10ML IV SOLN,250,J1327,47.28
BAYCARE,10002800,EPTIFIBATIDE 75 MG/100ML IV SOLN,250,J1327,116.62
BAYCARE,10002800,EPTINEZUMAB-JJMR 100 MG/ML IV SOLN,250,J3032,93.02
BAYCARE,10002800,ERIBULIN MESYLATE 1 MG/2ML IV SOLN,250,J9179,603.44
BAYCARE,10002800,ERTAPENEM SODIUM 1 G IJ SOLR,250,J1335,171.58
BAYCARE,10002800,ERYTHROMYCIN LACTOBIONATE 500 MG IV SOLR,250,J1364,248.27
BAYCARE,10002800,ETONOGESTREL 68 MG SC IMPL,250,J7307,"4,168.51"
BAYCARE,10002800,ETOPOSIDE 500 MG/25ML IV SOLN,250,J9181,99.00
BAYCARE,10002800,ETOPOSIDE PHOSPHATE 100 MG IV SOLR,250,J9181,153.58
BAYCARE,10002803,EVEROLIMUS 0.5 MG PO TABS,250,J7527,34.94
BAYCARE,10002803,EVEROLIMUS 0.75 MG PO TABS,250,J7527,43.67
BAYCARE,10002800,FAM-TRASTUZUMAB DERUXTEC-NXKI 100 MG IV SOLR,250,J9358,191.18
BAYCARE,10002800,FENTANYL 250 MCG/25 ML IN NS INFUSION SYR 10 MCG/ML,250,J3010,105.42
BAYCARE,10002800,FENTANYL 5 MCG/ML IV SYRINGE (NEONATAL/PEDS < 30 KG),250,J3010,96.55
BAYCARE,10002800,FENTANYL 62.5 MCG/25 ML IN D5W INFUSION SYR 2.5 MCG/ML,250,J3010,101.42
BAYCARE,10002800,FENTANYL CITRATE(COMPOUNDED) 5000 MCG/ML INJ (HOSP USE ONLY),250,J3010,96.53
BAYCARE,10002800,FENTANYL CITRATE-NACL 2.5-0.9 MG/250ML-% IV SOLN (WRAPPED),250,J3010,101.92
BAYCARE,10002800,FENTANYL PCA 10 MCG/ML SOLN (DISCRETE FIELDS),250,J3010,103.74
BAYCARE,10002800,FERRIC CARBOXYMALTOSE 750 MG/15ML IV SOLN,250,J1439,35.91
BAYCARE,10002800,FERUMOXYTOL 510 MG/17ML IV SOLN,250,Q0138,34.64
BAYCARE,10002800,FILGRASTIM-SNDZ 300 MCG/0.5ML IJ SOSY,250,Q5101,33.36
