Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBS_KS_2022,HEALTH_PARTNERS,HUMANA_MEDICARE,UHC_MILITARY___VA,UHC_VA_CCN,WPPA
5459613_1,SHOE POST OP FEMALE MED,Outpatient,0270,,,,0,26.50,26.50,23.32,26.50,N/A,23.32,26.50,N/A,N/A,25.71
5459614_1,SHOE POST OP MALE LG VELCRO,Inpatient,0270,,,,0,26.70,26.70,23.50,26.70,N/A,23.50,N/A,N/A,N/A,25.90
5459614_1,SHOE POST OP MALE LG VELCRO,Outpatient,0270,,,,0,26.70,26.70,23.50,26.70,N/A,23.50,26.70,N/A,N/A,25.90
5459615_1,SHOE POST OP MALE MED W/VELCRO,Inpatient,0270,,,,0,24.00,24.00,21.12,24.00,N/A,21.12,N/A,N/A,N/A,23.28
5459615_1,SHOE POST OP MALE MED W/VELCRO,Outpatient,0270,,,,0,24.00,24.00,21.12,24.00,N/A,21.12,24.00,N/A,N/A,23.28
5459617_1,SKIN STAPLER MULTI-SHOT 5,Inpatient,0270,,,,0,11.00,11.00,9.68,11.00,N/A,9.68,N/A,N/A,N/A,10.67
5459617_1,SKIN STAPLER MULTI-SHOT 5,Outpatient,0270,,,,0,11.00,11.00,9.68,11.00,N/A,9.68,11.00,N/A,N/A,10.67
5459618_1,SLICK STYLETTE 6FR OD BLUE SMALL,Inpatient,0270,,,,0,7.00,7.00,6.16,7.00,N/A,6.16,N/A,N/A,N/A,6.79
5459618_1,SLICK STYLETTE 6FR OD BLUE SMALL,Outpatient,0270,,,,0,7.00,7.00,6.16,7.00,N/A,6.16,7.00,N/A,N/A,6.79
5459619_1,SLING ARM CHILD LT BLUE,Inpatient,0270,,,,0,9.40,9.40,8.27,9.40,N/A,8.27,N/A,N/A,N/A,9.12
5459619_1,SLING ARM CHILD LT BLUE,Outpatient,0270,,,,0,9.40,9.40,8.27,9.40,N/A,8.27,9.40,N/A,N/A,9.12
5459620_1,SLING ARM INFANT LT BLUE,Inpatient,0270,,,,0,9.90,9.90,8.71,9.90,N/A,8.71,N/A,N/A,N/A,9.60
5459620_1,SLING ARM INFANT LT BLUE,Outpatient,0270,,,,0,9.90,9.90,8.71,9.90,N/A,8.71,9.90,N/A,N/A,9.60
5459621_1,SLING ARM LG,Inpatient,0270,,,,0,9.40,9.40,8.27,9.40,N/A,8.27,N/A,N/A,N/A,9.12
5459621_1,SLING ARM LG,Outpatient,0270,,,,0,9.40,9.40,8.27,9.40,N/A,8.27,9.40,N/A,N/A,9.12
5459622_1,SLING ARM MED LT BLUE,Inpatient,0270,,,,0,9.40,9.40,8.27,9.40,N/A,8.27,N/A,N/A,N/A,9.12
5459622_1,SLING ARM MED LT BLUE,Outpatient,0270,,,,0,9.40,9.40,8.27,9.40,N/A,8.27,9.40,N/A,N/A,9.12
5459623_1,SLING ARM SM LT BLUE,Inpatient,0270,,,,0,9.20,9.20,8.10,9.20,N/A,8.10,N/A,N/A,N/A,8.92
5459623_1,SLING ARM SM LT BLUE,Outpatient,0270,,,,0,9.20,9.20,8.10,9.20,N/A,8.10,9.20,N/A,N/A,8.92
5459624_1,SLING ARM SMALL LT BLUE,Inpatient,0270,,,,0,9.40,9.40,8.27,9.40,N/A,8.27,N/A,N/A,N/A,9.12
5459624_1,SLING ARM SMALL LT BLUE,Outpatient,0270,,,,0,9.40,9.40,8.27,9.40,N/A,8.27,9.40,N/A,N/A,9.12
5459626_1,SLING ARM W/SHOULDER PAD MED,Inpatient,0270,,,,0,11.40,11.40,10.03,11.40,N/A,10.03,N/A,N/A,N/A,11.06
5459626_1,SLING ARM W/SHOULDER PAD MED,Outpatient,0270,,,,0,11.40,11.40,10.03,11.40,N/A,10.03,11.40,N/A,N/A,11.06
5459629_1,SNARE LG OVAL 230CM FIRM WIRE  (27MM),Inpatient,0270,,,,0,57.00,57.00,50.16,57.00,N/A,50.16,N/A,N/A,N/A,55.29
5459629_1,SNARE LG OVAL 230CM FIRM WIRE  (27MM),Outpatient,0270,,,,0,57.00,57.00,50.16,57.00,N/A,50.16,57.00,N/A,N/A,55.29
5459630_1,L4350 SPLINT AIR ANKLE LG LT STANDARD 02AL,Inpatient,0274,L4350,Ankle control ortho pre ots,,0,53.10,53.10,46.73,53.10,N/A,46.73,N/A,N/A,N/A,51.51
5459630_1,L4350 SPLINT AIR ANKLE LG LT STANDARD 02AL,Outpatient,0274,L4350,Ankle control ortho pre ots,,0,53.10,53.10,46.73,53.10,N/A,46.73,53.10,0.00,N/A,51.51
5459632_1,L4350 SPLINT AIR ANKLE LT SM,Inpatient,0274,L4350,Ankle control ortho pre ots,,0,93.90,93.90,82.63,93.90,N/A,82.63,N/A,N/A,N/A,91.08
5459632_1,L4350 SPLINT AIR ANKLE LT SM,Outpatient,0274,L4350,Ankle control ortho pre ots,,0,93.90,93.90,82.63,93.90,N/A,82.63,93.90,0.00,N/A,91.08
5459633_1,L4350 SPLINT AIR ANKLE RT LARGE,Inpatient,0274,L4350,Ankle control ortho pre ots,,0,66.00,66.00,58.08,66.00,N/A,58.08,N/A,N/A,N/A,64.02
5459633_1,L4350 SPLINT AIR ANKLE RT LARGE,Outpatient,0274,L4350,Ankle control ortho pre ots,,0,66.00,66.00,58.08,66.00,N/A,58.08,66.00,0.00,N/A,64.02
5459634_1,L1906 SPLINT AIR ANKLE RT MED,Inpatient,0274,L4350,Ankle control ortho pre ots,,0,68.00,68.00,59.84,68.00,N/A,59.84,N/A,N/A,N/A,65.96
5459634_1,L1906 SPLINT AIR ANKLE RT MED,Outpatient,0274,L4350,Ankle control ortho pre ots,,0,68.00,68.00,59.84,68.00,N/A,59.84,68.00,0.00,N/A,65.96
5459635_1,L4350 SPLINT AIR ANKLE RT SM,Inpatient,0274,L4350,Ankle control ortho pre ots,,0,66.00,66.00,58.08,66.00,N/A,58.08,N/A,N/A,N/A,64.02
5459635_1,L4350 SPLINT AIR ANKLE RT SM,Outpatient,0274,L4350,Ankle control ortho pre ots,,0,66.00,66.00,58.08,66.00,N/A,58.08,66.00,0.00,N/A,64.02
5459636_1,L4350 SPLINT AIR ANKLE RT STANDARD 02A,Inpatient,0274,L4350,Ankle control ortho pre ots,,0,53.10,53.10,46.73,53.10,N/A,46.73,N/A,N/A,N/A,51.51
5459636_1,L4350 SPLINT AIR ANKLE RT STANDARD 02A,Outpatient,0274,L4350,Ankle control ortho pre ots,,0,53.10,53.10,46.73,53.10,N/A,46.73,53.10,0.00,N/A,51.51
5459637_1,L1908 SPLINT ANKLE AIR LT MED,Inpatient,0274,L4350,Ankle control ortho pre ots,,0,66.00,66.00,58.08,66.00,N/A,58.08,N/A,N/A,N/A,64.02
5459637_1,L1908 SPLINT ANKLE AIR LT MED,Outpatient,0274,L4350,Ankle control ortho pre ots,,0,66.00,66.00,58.08,66.00,N/A,58.08,66.00,0.00,N/A,64.02
5459638_1,L3908 SPLINT COLLES ALUMI FM LT MED,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,16.30,16.30,14.34,16.30,N/A,14.34,N/A,N/A,N/A,15.81
5459638_1,L3908 SPLINT COLLES ALUMI FM LT MED,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,16.30,16.30,14.34,16.30,N/A,14.34,16.30,0.00,N/A,15.81
5459639_1,L3908 SPLINT COLLES ALUMI FM LT SM,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,16.30,16.30,14.34,16.30,N/A,14.34,N/A,N/A,N/A,15.81
5459639_1,L3908 SPLINT COLLES ALUMI FM LT SM,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,16.30,16.30,14.34,16.30,N/A,14.34,16.30,0.00,N/A,15.81
5459640_1,L3908 SPLINT COLLES ALUMI FM RT LG,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,16.30,16.30,14.34,16.30,N/A,14.34,N/A,N/A,N/A,15.81
5459640_1,L3908 SPLINT COLLES ALUMI FM RT LG,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,16.30,16.30,14.34,16.30,N/A,14.34,16.30,0.00,N/A,15.81
5459641_1,L3908 SPLINT COLLES ALUMI FM RT MED,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,15.60,15.60,13.73,15.60,N/A,13.73,N/A,N/A,N/A,15.13
5459641_1,L3908 SPLINT COLLES ALUMI FM RT MED,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,15.60,15.60,13.73,15.60,N/A,13.73,15.60,0.00,N/A,15.13
5459642_1,L3908 SPLINT COLLES ALUMI FM RT SM,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,12.30,12.30,10.82,12.30,N/A,10.82,N/A,N/A,N/A,11.93
5459642_1,L3908 SPLINT COLLES ALUMI FM RT SM,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,12.30,12.30,10.82,12.30,N/A,10.82,12.30,0.00,N/A,11.93
5459643_1,L3908 SPLINT COLLES ALUMI LT LG,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,15.60,15.60,13.73,15.60,N/A,13.73,N/A,N/A,N/A,15.13
5459643_1,L3908 SPLINT COLLES ALUMI LT LG,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,15.60,15.60,13.73,15.60,N/A,13.73,15.60,0.00,N/A,15.13
5459644_1,SPLINT CONFORMABLE 3X35 (SCOTCHCAST),Inpatient,0270,,,,0,34.30,34.30,30.18,34.30,N/A,30.18,N/A,N/A,N/A,33.27
5459644_1,SPLINT CONFORMABLE 3X35 (SCOTCHCAST),Outpatient,0270,,,,0,34.30,34.30,30.18,34.30,N/A,30.18,34.30,N/A,N/A,33.27
5459645_1,SPLINT CONFORMABLE 4X15 (SCOTCHCAST),Inpatient,0270,,,,0,31.10,31.10,27.37,31.10,N/A,27.37,N/A,N/A,N/A,30.17
5459645_1,SPLINT CONFORMABLE 4X15 (SCOTCHCAST),Outpatient,0270,,,,0,31.10,31.10,27.37,31.10,N/A,27.37,31.10,N/A,N/A,30.17
5459646_1,SPLINT CONFORMING  (SAM),Inpatient,0270,,,,0,72.60,72.60,63.89,72.60,N/A,63.89,N/A,N/A,N/A,70.42
5459646_1,SPLINT CONFORMING  (SAM),Outpatient,0270,,,,0,72.60,72.60,63.89,72.60,N/A,63.89,72.60,N/A,N/A,70.42
5459647_1,SPLINT FINGER 4 PRONG,Inpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459647_1,SPLINT FINGER 4 PRONG,Outpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459651_1,SPLINT KNEE MED W/BUTTRESS & ADJ STRAPS,Inpatient,0274,,,,0,70.60,70.60,62.13,70.60,N/A,62.13,N/A,N/A,N/A,68.48
5459651_1,SPLINT KNEE MED W/BUTTRESS & ADJ STRAPS,Outpatient,0274,,,,0,70.60,70.60,62.13,70.60,N/A,62.13,70.60,N/A,N/A,68.48
5459652_1,SPLINT KNEE W/BUTTRESS & ADJ STRAPS LG,Inpatient,0274,,,,0,67.20,67.20,59.14,67.20,N/A,59.14,N/A,N/A,N/A,65.18
5459652_1,SPLINT KNEE W/BUTTRESS & ADJ STRAPS LG,Outpatient,0274,,,,0,67.20,67.20,59.14,67.20,N/A,59.14,67.20,N/A,N/A,65.18
5459653_1,L1812 SPLINT KNEE W/BUTTRESS & ADJ STRAPS XLG,Inpatient,0274,L1812,Ko elastic w/joints pre ots,,0,67.20,67.20,59.14,67.20,N/A,59.14,N/A,N/A,N/A,65.18
5459653_1,L1812 SPLINT KNEE W/BUTTRESS & ADJ STRAPS XLG,Outpatient,0274,L1812,Ko elastic w/joints pre ots,,0,67.20,67.20,59.14,67.20,N/A,59.14,67.20,0.00,N/A,65.18
5459654_1,L3984 SPLINT WRIST & FOREARM LT LG,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,20.60,20.60,18.13,20.60,N/A,18.13,N/A,N/A,N/A,19.98
5459654_1,L3984 SPLINT WRIST & FOREARM LT LG,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,20.60,20.60,18.13,20.60,N/A,18.13,20.60,0.00,N/A,19.98
5459655_1,L3908 SPLINT WRIST & FOREARM LT MED,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,21.70,21.70,19.10,21.70,N/A,19.10,N/A,N/A,N/A,21.05
5459655_1,L3908 SPLINT WRIST & FOREARM LT MED,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,21.70,21.70,19.10,21.70,N/A,19.10,21.70,0.00,N/A,21.05
5459656_1,L3984 SPLINT WRIST & FOREARM LT PED,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,21.70,21.70,19.10,21.70,N/A,19.10,N/A,N/A,N/A,21.05
5459656_1,L3984 SPLINT WRIST & FOREARM LT PED,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,21.70,21.70,19.10,21.70,N/A,19.10,21.70,0.00,N/A,21.05
5459657_1,L3984 SPLINT WRIST & FOREARM LT PED LEATHERETTE,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,29.50,29.50,25.96,29.50,N/A,25.96,N/A,N/A,N/A,28.62
5459657_1,L3984 SPLINT WRIST & FOREARM LT PED LEATHERETTE,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,29.50,29.50,25.96,29.50,N/A,25.96,29.50,0.00,N/A,28.62
5459658_1,L3984 SPLINT WRIST & FOREARM LT SM,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,21.70,21.70,19.10,21.70,N/A,19.10,N/A,N/A,N/A,21.05
5459658_1,L3984 SPLINT WRIST & FOREARM LT SM,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,21.70,21.70,19.10,21.70,N/A,19.10,21.70,0.00,N/A,21.05
5459660_1,L3984 SPLINT WRIST & FOREARM LT XLG,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,20.60,20.60,18.13,20.60,N/A,18.13,N/A,N/A,N/A,19.98
5459660_1,L3984 SPLINT WRIST & FOREARM LT XLG,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,20.60,20.60,18.13,20.60,N/A,18.13,20.60,0.00,N/A,19.98
5459661_1,L3984 SPLINT WRIST & FOREARM RT LG,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,20.60,20.60,18.13,20.60,N/A,18.13,N/A,N/A,N/A,19.98
5459661_1,L3984 SPLINT WRIST & FOREARM RT LG,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,20.60,20.60,18.13,20.60,N/A,18.13,20.60,0.00,N/A,19.98
5459663_1,L3984 SLPLINT WRIST & FOREARM RT MED,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,20.60,20.60,18.13,20.60,N/A,18.13,N/A,N/A,N/A,19.98
5459663_1,L3984 SLPLINT WRIST & FOREARM RT MED,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,20.60,20.60,18.13,20.60,N/A,18.13,20.60,0.00,N/A,19.98
5459664_1,L3908 SPLINT WRIST & FOREARM RT PED 6,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,20.60,20.60,18.13,20.60,N/A,18.13,N/A,N/A,N/A,19.98
5459664_1,L3908 SPLINT WRIST & FOREARM RT PED 6,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,20.60,20.60,18.13,20.60,N/A,18.13,20.60,0.00,N/A,19.98
5459665_1,L3908 SPLINT WRIST & FOREARM RT SM,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,20.60,20.60,18.13,20.60,N/A,18.13,N/A,N/A,N/A,19.98
5459665_1,L3908 SPLINT WRIST & FOREARM RT SM,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,20.60,20.60,18.13,20.60,N/A,18.13,20.60,0.00,N/A,19.98
5459667_1,L3908 SPLINT WRIST LT LG,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,10.70,10.70,9.42,10.70,N/A,9.42,N/A,N/A,N/A,10.38
5459667_1,L3908 SPLINT WRIST LT LG,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,10.70,10.70,9.42,10.70,N/A,9.42,10.70,0.00,N/A,10.38
5459668_1,L3984 SPLINT WRIST & FOREARM SPICA THUMB LT LG,Inpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,41.60,41.60,36.61,41.60,N/A,36.61,N/A,N/A,N/A,40.35
5459668_1,L3984 SPLINT WRIST & FOREARM SPICA THUMB LT LG,Outpatient,0274,L3908,Who cock-up nonmolde pre ots,,0,41.60,41.60,36.61,41.60,N/A,36.61,41.60,0.00,N/A,40.35
5459669_1,L3984 SPLINT WRIST & FOREARM SPICA THUMB LT MED,Inpatient,0274,L3807,Whfo w/o joints pre cst,,0,40.20,40.20,35.38,40.20,N/A,35.38,N/A,N/A,N/A,38.99
5459669_1,L3984 SPLINT WRIST & FOREARM SPICA THUMB LT MED,Outpatient,0274,L3807,Whfo w/o joints pre cst,,0,40.20,40.20,35.38,40.20,N/A,35.38,40.20,0.00,N/A,38.99
5459670_1,L3809 SPLINT WRIST & SPICA THUMB LT SM,Inpatient,0274,L3809,Whfo w/o joints pre ots,,0,50.50,50.50,44.44,50.50,N/A,44.44,N/A,N/A,N/A,48.99
5459670_1,L3809 SPLINT WRIST & SPICA THUMB LT SM,Outpatient,0274,L3809,Whfo w/o joints pre ots,,0,50.50,50.50,44.44,50.50,N/A,44.44,50.50,0.00,N/A,48.99
5459671_1,L3809 SPLINT WRIST & FOREARM SPICA THUMB LT XSM,Inpatient,0274,L3809,Whfo w/o joints pre ots,,0,50.50,50.50,44.44,50.50,N/A,44.44,N/A,N/A,N/A,48.99
5459671_1,L3809 SPLINT WRIST & FOREARM SPICA THUMB LT XSM,Outpatient,0274,L3809,Whfo w/o joints pre ots,,0,50.50,50.50,44.44,50.50,N/A,44.44,50.50,0.00,N/A,48.99
5459672_1,L3809 SPLINT WRIST & SPICA THUMB LT XXL,Inpatient,0274,L3809,Whfo w/o joints pre ots,,0,50.50,50.50,44.44,50.50,N/A,44.44,N/A,N/A,N/A,48.99
5459672_1,L3809 SPLINT WRIST & SPICA THUMB LT XXL,Outpatient,0274,L3809,Whfo w/o joints pre ots,,0,50.50,50.50,44.44,50.50,N/A,44.44,50.50,0.00,N/A,48.99
5459673_1,L3984 SPLINT WRIST & FOREARM SPICA THUMB RT LG,Inpatient,0274,L3807,Whfo w/o joints pre cst,,0,40.20,40.20,35.38,40.20,N/A,35.38,N/A,N/A,N/A,38.99
5459673_1,L3984 SPLINT WRIST & FOREARM SPICA THUMB RT LG,Outpatient,0274,L3807,Whfo w/o joints pre cst,,0,40.20,40.20,35.38,40.20,N/A,35.38,40.20,0.00,N/A,38.99
5459674_1,L3984 SPLINT WRIST & FOREARM SPICA THUMB RT MED,Inpatient,0274,L3807,Whfo w/o joints pre cst,,0,38.60,38.60,33.97,38.60,N/A,33.97,N/A,N/A,N/A,37.44
5459674_1,L3984 SPLINT WRIST & FOREARM SPICA THUMB RT MED,Outpatient,0274,L3807,Whfo w/o joints pre cst,,0,38.60,38.60,33.97,38.60,N/A,33.97,38.60,0.00,N/A,37.44
5459675_1,L3984 SPLINT WRIST & FOREARM SPICA THUMB RT SM,Inpatient,0274,L3807,Whfo w/o joints pre cst,,0,40.20,40.20,35.38,40.20,N/A,35.38,N/A,N/A,N/A,38.99
5459675_1,L3984 SPLINT WRIST & FOREARM SPICA THUMB RT SM,Outpatient,0274,L3807,Whfo w/o joints pre cst,,0,40.20,40.20,35.38,40.20,N/A,35.38,40.20,0.00,N/A,38.99
5459676_1,L3809 SPLINT WRIST & SPICA THUMB RT XSM,Inpatient,0274,L3809,Whfo w/o joints pre ots,,0,50.50,50.50,44.44,50.50,N/A,44.44,N/A,N/A,N/A,48.99
5459676_1,L3809 SPLINT WRIST & SPICA THUMB RT XSM,Outpatient,0274,L3809,Whfo w/o joints pre ots,,0,50.50,50.50,44.44,50.50,N/A,44.44,50.50,0.00,N/A,48.99
5459677_1,L3807 SPLINT WRIST & SPICA THUMB RT XXL,Inpatient,0274,L3807,Whfo w/o joints pre cst,,0,50.50,50.50,44.44,50.50,N/A,44.44,N/A,N/A,N/A,48.99
5459677_1,L3807 SPLINT WRIST & SPICA THUMB RT XXL,Outpatient,0274,L3807,Whfo w/o joints pre cst,,0,50.50,50.50,44.44,50.50,N/A,44.44,50.50,0.00,N/A,48.99
5459678_1,L3809 SPLINT/WRIST & SPICA THUMB LT XL,Inpatient,0274,L3809,Whfo w/o joints pre ots,,0,50.50,50.50,44.44,50.50,N/A,44.44,N/A,N/A,N/A,48.99
5459678_1,L3809 SPLINT/WRIST & SPICA THUMB LT XL,Outpatient,0274,L3809,Whfo w/o joints pre ots,,0,50.50,50.50,44.44,50.50,N/A,44.44,50.50,0.00,N/A,48.99
5459679_1,L3809 SPLINT/WRIST & SPICA THUMB RT XLG,Inpatient,0274,L3809,Whfo w/o joints pre ots,,0,50.50,50.50,44.44,50.50,N/A,44.44,N/A,N/A,N/A,48.99
5459679_1,L3809 SPLINT/WRIST & SPICA THUMB RT XLG,Outpatient,0274,L3809,Whfo w/o joints pre ots,,0,50.50,50.50,44.44,50.50,N/A,44.44,50.50,0.00,N/A,48.99
5459680_1,SPONGE DRAIN 4X4 6-PLY STR,Inpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459680_1,SPONGE DRAIN 4X4 6-PLY STR,Outpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459681_1,SPONGE GAUZE 2X2 8-PLY STR 2/PK,Inpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459681_1,SPONGE GAUZE 2X2 8-PLY STR 2/PK,Outpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459682_1,SPONGES 4X4 10/PK (TRAY),Inpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459682_1,SPONGES 4X4 10/PK (TRAY),Outpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459683_1,STAPLE REMOVER PRECISE DISP SCISSOR-HANDLE,Inpatient,0270,,,,0,6.00,6.00,5.28,6.00,N/A,5.28,N/A,N/A,N/A,5.82
5459683_1,STAPLE REMOVER PRECISE DISP SCISSOR-HANDLE,Outpatient,0270,,,,0,6.00,6.00,5.28,6.00,N/A,5.28,6.00,N/A,N/A,5.82
5459684_1,STERI STRIP CLOSURE 0.25X1.5,Inpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459684_1,STERI STRIP CLOSURE 0.25X1.5,Outpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459685_1,STERI STRIP CLOSURE 1/8X3,Inpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459685_1,STERI STRIP CLOSURE 1/8X3,Outpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459686_1,STERI STRIPS 0.5,Inpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459686_1,STERI STRIPS 0.5,Outpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459687_1,STERILE PAD 2X3 NON-ADHERENT/NON-ADHESIVE,Inpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,N/A,N/A,N/A,4.85
5459687_1,STERILE PAD 2X3 NON-ADHERENT/NON-ADHESIVE,Outpatient,0270,,,,0,5.00,5.00,4.40,5.00,N/A,4.40,5.00,N/A,N/A,4.85
5459688_1,STOCKING ANTI-EMB KNEE LARGE LONG,Inpatient,0270,,,,0,7.30,7.30,6.42,7.30,N/A,6.42,N/A,N/A,N/A,7.08
5459688_1,STOCKING ANTI-EMB KNEE LARGE LONG,Outpatient,0270,,,,0,7.30,7.30,6.42,7.30,N/A,6.42,7.30,N/A,N/A,7.08
5459689_1,STOCKING ANTI-EMB KNEE LARGE REGULAR,Inpatient,0270,,,,0,11.70,11.70,10.30,11.70,N/A,10.30,N/A,N/A,N/A,11.35
5459689_1,STOCKING ANTI-EMB KNEE LARGE REGULAR,Outpatient,0270,,,,0,11.70,11.70,10.30,11.70,N/A,10.30,11.70,N/A,N/A,11.35
5459690_1,STOCKING ANTI-EMB KNEE MED REGULAR,Inpatient,0270,,,,0,11.70,11.70,10.30,11.70,N/A,10.30,N/A,N/A,N/A,11.35
5459690_1,STOCKING ANTI-EMB KNEE MED REGULAR,Outpatient,0270,,,,0,11.70,11.70,10.30,11.70,N/A,10.30,11.70,N/A,N/A,11.35
5459691_1,STOCKING ANTI-EMB KNEE SMALL REGULAR,Inpatient,0270,,,,0,11.70,11.70,10.30,11.70,N/A,10.30,N/A,N/A,N/A,11.35
5459691_1,STOCKING ANTI-EMB KNEE SMALL REGULAR,Outpatient,0270,,,,0,11.70,11.70,10.30,11.70,N/A,10.30,11.70,N/A,N/A,11.35
5459692_1,STOCKING ANTI-EMB KNEE X-LARGE LONG,Inpatient,0270,,,,0,11.70,11.70,10.30,11.70,N/A,10.30,N/A,N/A,N/A,11.35
5459692_1,STOCKING ANTI-EMB KNEE X-LARGE LONG,Outpatient,0270,,,,0,11.70,11.70,10.30,11.70,N/A,10.30,11.70,N/A,N/A,11.35
5459693_1,STOCKING ANTI-EMB THIGH LARGE LONG,Inpatient,0270,,,,0,30.90,30.90,27.19,30.90,N/A,27.19,N/A,N/A,N/A,29.97
5459693_1,STOCKING ANTI-EMB THIGH LARGE LONG,Outpatient,0270,,,,0,30.90,30.90,27.19,30.90,N/A,27.19,30.90,N/A,N/A,29.97
5459694_1,STOCKING ANTI-EMB THIGH LARGE SHORT,Inpatient,0270,,,,0,31.10,31.10,27.37,31.10,N/A,27.37,N/A,N/A,N/A,30.17
5459694_1,STOCKING ANTI-EMB THIGH LARGE SHORT,Outpatient,0270,,,,0,31.10,31.10,27.37,31.10,N/A,27.37,31.10,N/A,N/A,30.17
5459695_1,STOCKING ANTI-EMB THIGH MED LONG,Inpatient,0270,,,,0,23.70,23.70,20.86,23.70,N/A,20.86,N/A,N/A,N/A,22.99
5459695_1,STOCKING ANTI-EMB THIGH MED LONG,Outpatient,0270,,,,0,23.70,23.70,20.86,23.70,N/A,20.86,23.70,N/A,N/A,22.99
5459696_1,STOCKING ANTI-EMB THIGH MED REGULAR,Inpatient,0270,,,,0,28.10,28.10,24.73,28.10,N/A,24.73,N/A,N/A,N/A,27.26
5459696_1,STOCKING ANTI-EMB THIGH MED REGULAR,Outpatient,0270,,,,0,28.10,28.10,24.73,28.10,N/A,24.73,28.10,N/A,N/A,27.26
5459697_1,STOCKING ANTI-EMB THIGH SMALL LONG,Inpatient,0270,,,,0,28.80,28.80,25.34,28.80,N/A,25.34,N/A,N/A,N/A,27.94
5459697_1,STOCKING ANTI-EMB THIGH SMALL LONG,Outpatient,0270,,,,0,28.80,28.80,25.34,28.80,N/A,25.34,28.80,N/A,N/A,27.94
5459698_1,STOCKING ANTI-EMB THIGH SMALL REGULAR,Inpatient,0270,,,,0,21.50,21.50,18.92,21.50,N/A,18.92,N/A,N/A,N/A,20.86
