Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Aetna,Cigna,First_Health,Meritain,Midlands_Choice,RURAL_CARRIERS,UHC
630857_1,MRI Face Neck Orbit w/ Contrast,Outpatient,0610,70542,"Magnetic resonance (eg, proton) imaging, orbit, face, and/or neck; with contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
630859_1,MRI Face Neck Orbit w/o Contrast,Inpatient,0619,70540,"Magnetic resonance (eg, proton) imaging, orbit, face, and/or neck; without contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
630859_1,MRI Face Neck Orbit w/o Contrast,Outpatient,0619,70540,"Magnetic resonance (eg, proton) imaging, orbit, face, and/or neck; without contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
630892_1,US Retroperitoneal Complete,Inpatient,0402,76770,"Ultrasound, retroperitoneal (eg, renal, aorta, nodes), real time with image documentation; complete",,0,255.0000,191.2500,191.2500,242.2500,229.5000,242.2500,242.2500,229.5000,242.2500,216.7500,242.2500
630892_1,US Retroperitoneal Complete,Outpatient,0402,76770,"Ultrasound, retroperitoneal (eg, renal, aorta, nodes), real time with image documentation; complete",,0,255.0000,191.2500,191.2500,242.2500,229.5000,242.2500,242.2500,229.5000,242.2500,216.7500,242.2500
630899_1,US Prostate Transrectal,Inpatient,0402,76872,"Ultrasound, transrectal",,0,525.0000,393.7500,393.7500,498.7500,472.5000,498.7500,498.7500,472.5000,498.7500,446.2500,498.7500
630899_1,US Prostate Transrectal,Outpatient,0402,76872,"Ultrasound, transrectal",,0,525.0000,393.7500,393.7500,498.7500,472.5000,498.7500,498.7500,472.5000,498.7500,446.2500,498.7500
630929_1,US Pelvis Non OB Complete,Inpatient,0402,76856,"Ultrasound, pelvic (nonobstetric), real time with image documentation; complete",,0,260.0000,195.0000,195.0000,247.0000,234.0000,247.0000,247.0000,234.0000,247.0000,221.0000,247.0000
630929_1,US Pelvis Non OB Complete,Outpatient,0402,76856,"Ultrasound, pelvic (nonobstetric), real time with image documentation; complete",,0,260.0000,195.0000,195.0000,247.0000,234.0000,247.0000,247.0000,234.0000,247.0000,221.0000,247.0000
631023_1,US LE Venous Duplex Left,Inpatient,0921,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,600.0000,450.0000,450.0000,570.0000,540.0000,570.0000,570.0000,540.0000,570.0000,510.0000,570.0000
631023_1,US LE Venous Duplex Left,Outpatient,0921,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,600.0000,450.0000,450.0000,570.0000,540.0000,570.0000,570.0000,540.0000,570.0000,510.0000,570.0000
631035_1,US LE Venous Doppler Bilateral,Inpatient,0921,93970,Duplex scan of extremity veins including responses to compression and other maneuvers; complete bilateral study,,0,600.0000,450.0000,450.0000,570.0000,540.0000,570.0000,570.0000,540.0000,570.0000,510.0000,570.0000
631035_1,US LE Venous Doppler Bilateral,Outpatient,0921,93970,Duplex scan of extremity veins including responses to compression and other maneuvers; complete bilateral study,,0,600.0000,450.0000,450.0000,570.0000,540.0000,570.0000,570.0000,540.0000,570.0000,510.0000,570.0000
631049_1,US LE Arterial Duplex Left,Inpatient,0921,93926,Duplex scan of lower extremity arteries or arterial bypass grafts; unilateral or limited study,,0,600.0000,450.0000,450.0000,570.0000,540.0000,570.0000,570.0000,540.0000,570.0000,510.0000,570.0000
631049_1,US LE Arterial Duplex Left,Outpatient,0921,93926,Duplex scan of lower extremity arteries or arterial bypass grafts; unilateral or limited study,,0,600.0000,450.0000,450.0000,570.0000,540.0000,570.0000,570.0000,540.0000,570.0000,510.0000,570.0000
631051_1,US LE Arterial Duplex Bilateral,Inpatient,0921,93925,Duplex scan of lower extremity arteries or arterial bypass grafts; complete bilateral study,,0,600.0000,450.0000,450.0000,570.0000,540.0000,570.0000,570.0000,540.0000,570.0000,510.0000,570.0000
631051_1,US LE Arterial Duplex Bilateral,Outpatient,0921,93925,Duplex scan of lower extremity arteries or arterial bypass grafts; complete bilateral study,,0,600.0000,450.0000,450.0000,570.0000,540.0000,570.0000,570.0000,540.0000,570.0000,510.0000,570.0000
631125_1,MRI LE Joint w/ + w/o Contrast Bilateral,Inpatient,0610,73723,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631125_1,MRI LE Joint w/ + w/o Contrast Bilateral,Outpatient,0610,73723,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631137_1,MRI LE Joint w/ Contrast Bilateral,Inpatient,0610,73722,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; with contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631137_1,MRI LE Joint w/ Contrast Bilateral,Outpatient,0610,73722,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; with contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631147_1,MRI LE Joint w/o Contrast Bilateral,Inpatient,0619,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631147_1,MRI LE Joint w/o Contrast Bilateral,Outpatient,0619,73721,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631151_1,US Head/Neck Soft Tissue,Inpatient,0402,76536,"Ultrasound, soft tissues of head and neck (eg, thyroid, parathyroid, parotid), real time with image documentation",,0,605.0000,453.7500,453.7500,574.7500,544.5000,574.7500,574.7500,544.5000,574.7500,514.2500,574.7500
631151_1,US Head/Neck Soft Tissue,Outpatient,0402,76536,"Ultrasound, soft tissues of head and neck (eg, thyroid, parathyroid, parotid), real time with image documentation",,0,605.0000,453.7500,453.7500,574.7500,544.5000,574.7500,574.7500,544.5000,574.7500,514.2500,574.7500
631155_1,MRI LE Non Joint w/ + w/o Contrast Bilat,Inpatient,0610,73720,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631155_1,MRI LE Non Joint w/ + w/o Contrast Bilat,Outpatient,0610,73720,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631175_1,MRI LE Non Joint w/ Contrast Left,Inpatient,0610,73719,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631175_1,MRI LE Non Joint w/ Contrast Left,Outpatient,0610,73719,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631181_1,MRI LE Non Joint w/o Contrast Bilat,Inpatient,0610,73718,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631181_1,MRI LE Non Joint w/o Contrast Bilat,Outpatient,0610,73718,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631199_1,MRI Pelvis w/ + w/o Contrast,Inpatient,0610,72197,"Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s), followed by contrast material(s) and further sequences",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631199_1,MRI Pelvis w/ + w/o Contrast,Outpatient,0610,72197,"Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s), followed by contrast material(s) and further sequences",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631201_1,US Guided Needle Placement,Inpatient,0402,76942,"Ultrasonic guidance for needle placement (eg, biopsy, aspiration, injection, localization device), imaging supervision and interpretation",,0,150.0000,112.5000,112.5000,142.5000,135.0000,142.5000,142.5000,135.0000,142.5000,127.5000,142.5000
631201_1,US Guided Needle Placement,Outpatient,0402,76942,"Ultrasonic guidance for needle placement (eg, biopsy, aspiration, injection, localization device), imaging supervision and interpretation",,0,150.0000,112.5000,112.5000,142.5000,135.0000,142.5000,142.5000,135.0000,142.5000,127.5000,142.5000
631203_1,MRI Pelvis w/ Contrast,Inpatient,0619,72196,"Magnetic resonance (eg, proton) imaging, pelvis; with contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631203_1,MRI Pelvis w/ Contrast,Outpatient,0619,72196,"Magnetic resonance (eg, proton) imaging, pelvis; with contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631208_1,MRI Pelvis w/o Contrast,Inpatient,0610,72195,"Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631208_1,MRI Pelvis w/o Contrast,Outpatient,0610,72195,"Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631242_1,MRI UE Joint w/ + w/o Contrast Left,Inpatient,0610,73223,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631242_1,MRI UE Joint w/ + w/o Contrast Left,Outpatient,0610,73223,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631257_1,MRI UE Joint w/ Contrast Left,Inpatient,0610,73222,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631257_1,MRI UE Joint w/ Contrast Left,Outpatient,0610,73222,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631269_1,MRI UE Joint w/o Contrast Left,Inpatient,0610,73221,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631269_1,MRI UE Joint w/o Contrast Left,Outpatient,0610,73221,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631277_1,MRI Spine Lumbar w/ + w/o Contrast,Inpatient,0612,72158,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; lumbar",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631277_1,MRI Spine Lumbar w/ + w/o Contrast,Outpatient,0612,72158,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; lumbar",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631283_1,MRI Spine Lumbar w/ Contrast,Inpatient,0612,72149,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, lumbar; with contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631283_1,MRI Spine Lumbar w/ Contrast,Outpatient,0612,72149,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, lumbar; with contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631287_1,MRI Spine Lumbar w/o Contrast,Inpatient,0612,72148,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, lumbar; without contrast material",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631287_1,MRI Spine Lumbar w/o Contrast,Outpatient,0612,72148,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, lumbar; without contrast material",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631289_1,MRI Spine Thoracic w/ Contrast,Inpatient,0612,72147,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, thoracic; with contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631289_1,MRI Spine Thoracic w/ Contrast,Outpatient,0612,72147,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, thoracic; with contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631293_1,MRI Spine Thoracic w/ + w/o Contrast,Inpatient,0612,72157,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; thoracic",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631293_1,MRI Spine Thoracic w/ + w/o Contrast,Outpatient,0612,72157,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; thoracic",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631295_1,MRI Spine Thoracic w/o Contrast,Inpatient,0612,72146,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, thoracic; without contrast material",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631295_1,MRI Spine Thoracic w/o Contrast,Outpatient,0612,72146,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, thoracic; without contrast material",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631347_1,MRI TMJ,Inpatient,0619,70336,"Magnetic resonance (eg, proton) imaging, temporomandibular joint(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631347_1,MRI TMJ,Outpatient,0619,70336,"Magnetic resonance (eg, proton) imaging, temporomandibular joint(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631355_1,MRI UE Non Joint w/ + w/o Contrast Left,Inpatient,0610,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631355_1,MRI UE Non Joint w/ + w/o Contrast Left,Outpatient,0610,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631367_1,MRI UE Non Joint w/ Contrast Left,Inpatient,0610,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631367_1,MRI UE Non Joint w/ Contrast Left,Outpatient,0610,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631400_1,MRI UE Non Joint w/o Contrast Left,Inpatient,0610,73218,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631400_1,MRI UE Non Joint w/o Contrast Left,Outpatient,0610,73218,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)",,0,790.0000,592.5000,592.5000,750.5000,711.0000,750.5000,750.5000,711.0000,750.5000,671.5000,750.5000
631567_1,Amylase Level,Inpatient,0300,82150,Amylase,,0,30.0000,22.5000,22.5000,28.5000,27.0000,28.5000,28.5000,27.0000,28.5000,25.5000,28.5000
631567_1,Amylase Level,Outpatient,0300,82150,Amylase,,0,30.0000,22.5000,22.5000,28.5000,27.0000,28.5000,28.5000,27.0000,28.5000,25.5000,28.5000
633594_1,Glucose Level,Inpatient,0300,82947,"Glucose; quantitative, blood (except reagent strip)",,0,42.0000,31.5000,31.5000,39.9000,37.8000,39.9000,39.9000,37.8000,39.9000,35.7000,39.9000
633594_1,Glucose Level,Outpatient,0300,82947,"Glucose; quantitative, blood (except reagent strip)",,0,42.0000,31.5000,31.5000,39.9000,37.8000,39.9000,39.9000,37.8000,39.9000,35.7000,39.9000
633605_1,Blood Urea Nitrogen,Inpatient,0300,84520,Urea nitrogen; quantitative,,0,42.0000,31.5000,31.5000,39.9000,37.8000,39.9000,39.9000,37.8000,39.9000,35.7000,39.9000
633605_1,Blood Urea Nitrogen,Outpatient,0300,84520,Urea nitrogen; quantitative,,0,42.0000,31.5000,31.5000,39.9000,37.8000,39.9000,39.9000,37.8000,39.9000,35.7000,39.9000
633606_1,Creatinine,Inpatient,0300,82565,Creatinine; blood,,0,42.0000,31.5000,31.5000,39.9000,37.8000,39.9000,39.9000,37.8000,39.9000,35.7000,39.9000
633606_1,Creatinine,Outpatient,0300,82565,Creatinine; blood,,0,42.0000,31.5000,31.5000,39.9000,37.8000,39.9000,39.9000,37.8000,39.9000,35.7000,39.9000
633610_1,Electrolyte Panel,Inpatient,0300,80051,Electrolyte panel This panel must include the following: Carbon dioxide (bicarbonate) (82374) Chloride (82435) Potassium (84132) Sodium (84295),,0,73.0000,54.7500,54.7500,69.3500,65.7000,69.3500,69.3500,65.7000,69.3500,62.0500,69.3500
633610_1,Electrolyte Panel,Outpatient,0300,80051,Electrolyte panel This panel must include the following: Carbon dioxide (bicarbonate) (82374) Chloride (82435) Potassium (84132) Sodium (84295),,0,73.0000,54.7500,54.7500,69.3500,65.7000,69.3500,69.3500,65.7000,69.3500,62.0500,69.3500
633611_1,Sodium Level,Inpatient,0300,84295,"Sodium; serum, plasma or whole blood",,0,49.0000,36.7500,36.7500,46.5500,44.1000,46.5500,46.5500,44.1000,46.5500,41.6500,46.5500
633611_1,Sodium Level,Outpatient,0300,84295,"Sodium; serum, plasma or whole blood",,0,49.0000,36.7500,36.7500,46.5500,44.1000,46.5500,46.5500,44.1000,46.5500,41.6500,46.5500
633616_1,Potassium Level,Inpatient,0300,84132,"Potassium; serum, plasma or whole blood",,0,49.0000,36.7500,36.7500,46.5500,44.1000,46.5500,46.5500,44.1000,46.5500,41.6500,46.5500
633616_1,Potassium Level,Outpatient,0300,84132,"Potassium; serum, plasma or whole blood",,0,49.0000,36.7500,36.7500,46.5500,44.1000,46.5500,46.5500,44.1000,46.5500,41.6500,46.5500
633621_1,Chloride Level,Inpatient,0300,82435,Chloride; blood,,0,18.0000,13.5000,13.5000,17.1000,16.2000,17.1000,17.1000,16.2000,17.1000,15.3000,17.1000
633621_1,Chloride Level,Outpatient,0300,82435,Chloride; blood,,0,18.0000,13.5000,13.5000,17.1000,16.2000,17.1000,17.1000,16.2000,17.1000,15.3000,17.1000
633628_1,Basic Metabolic Panel,Inpatient,0300,80048,"Basic metabolic panel (Calcium, total) This panel must include the following: Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520)",,0,74.0000,55.5000,55.5000,70.3000,66.6000,70.3000,70.3000,66.6000,70.3000,62.9000,70.3000
633628_1,Basic Metabolic Panel,Outpatient,0300,80048,"Basic metabolic panel (Calcium, total) This panel must include the following: Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Potassium (84132) Sodium (84295) Urea nitrogen (BUN) (84520)",,0,74.0000,55.5000,55.5000,70.3000,66.6000,70.3000,70.3000,66.6000,70.3000,62.9000,70.3000
633632_1,Alanine Aminotransferase,Inpatient,0300,84460,Transferase; alanine amino (ALT) (SGPT),,0,18.0000,13.5000,13.5000,17.1000,16.2000,17.1000,17.1000,16.2000,17.1000,15.3000,17.1000
633632_1,Alanine Aminotransferase,Outpatient,0300,84460,Transferase; alanine amino (ALT) (SGPT),,0,18.0000,13.5000,13.5000,17.1000,16.2000,17.1000,17.1000,16.2000,17.1000,15.3000,17.1000
633633_1,Aspartate Aminotransferase,Inpatient,0300,84450,Transferase; aspartate amino (AST) (SGOT),,0,36.0000,27.0000,27.0000,34.2000,32.4000,34.2000,34.2000,32.4000,34.2000,30.6000,34.2000
633633_1,Aspartate Aminotransferase,Outpatient,0300,84450,Transferase; aspartate amino (AST) (SGOT),,0,36.0000,27.0000,27.0000,34.2000,32.4000,34.2000,34.2000,32.4000,34.2000,30.6000,34.2000
633665_1,Beta Human Chorionic Gonadotropin Quantitative,Inpatient,0300,84702,"Gonadotropin, chorionic (hCG); quantitative",,0,55.0000,41.2500,41.2500,52.2500,49.5000,52.2500,52.2500,49.5000,52.2500,46.7500,52.2500
633665_1,Beta Human Chorionic Gonadotropin Quantitative,Outpatient,0300,84702,"Gonadotropin, chorionic (hCG); quantitative",,0,55.0000,41.2500,41.2500,52.2500,49.5000,52.2500,52.2500,49.5000,52.2500,46.7500,52.2500
633670_1,Bilirubin Direct,Inpatient,0300,82248,Bilirubin; direct,,0,28.0000,21.0000,21.0000,26.6000,25.2000,26.6000,26.6000,25.2000,26.6000,23.8000,26.6000
633670_1,Bilirubin Direct,Outpatient,0300,82248,Bilirubin; direct,,0,28.0000,21.0000,21.0000,26.6000,25.2000,26.6000,26.6000,25.2000,26.6000,23.8000,26.6000
633672_1,Bilirubin Total,Inpatient,0300,82247,Bilirubin; total,,0,29.0000,21.7500,21.7500,27.5500,26.1000,27.5500,27.5500,26.1000,27.5500,24.6500,27.5500
633672_1,Bilirubin Total,Outpatient,0300,82247,Bilirubin; total,,0,29.0000,21.7500,21.7500,27.5500,26.1000,27.5500,27.5500,26.1000,27.5500,24.6500,27.5500
633696_1,Complete Blood Count w/o Diff,Inpatient,0300,85027,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count)",,0,48.0000,36.0000,36.0000,45.6000,43.2000,45.6000,45.6000,43.2000,45.6000,40.8000,45.6000
633696_1,Complete Blood Count w/o Diff,Outpatient,0300,85027,"Blood count; complete (CBC), automated (Hgb, Hct, RBC, WBC and platelet count)",,0,48.0000,36.0000,36.0000,45.6000,43.2000,45.6000,45.6000,43.2000,45.6000,40.8000,45.6000
633705_1,Cholesterol,Inpatient,0300,82465,"Cholesterol, serum or whole blood, total",,0,36.0000,27.0000,27.0000,34.2000,32.4000,34.2000,34.2000,32.4000,34.2000,30.6000,34.2000
633705_1,Cholesterol,Outpatient,0300,82465,"Cholesterol, serum or whole blood, total",,0,36.0000,27.0000,27.0000,34.2000,32.4000,34.2000,34.2000,32.4000,34.2000,30.6000,34.2000
633709_1,Comprehensive Metabolic Panel,Inpatient,0300,80053,"Comprehensive metabolic panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphatase, alkaline (84075) Potassium (84132) Protein, total (84155) Sodium (84295) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450) Urea nitrogen (BUN) (84520)",,0,115.0000,86.2500,86.2500,109.2500,103.5000,109.2500,109.2500,103.5000,109.2500,97.7500,109.2500
633709_1,Comprehensive Metabolic Panel,Outpatient,0300,80053,"Comprehensive metabolic panel This panel must include the following: Albumin (82040) Bilirubin, total (82247) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphatase, alkaline (84075) Potassium (84132) Protein, total (84155) Sodium (84295) Transferase, alanine amino (ALT) (SGPT) (84460) Transferase, aspartate amino (AST) (SGOT) (84450) Urea nitrogen (BUN) (84520)",,0,115.0000,86.2500,86.2500,109.2500,103.5000,109.2500,109.2500,103.5000,109.2500,97.7500,109.2500
633713_1,CK-MB,Inpatient,0300,82553,"Creatine kinase (CK), (CPK); MB fraction only",,0,116.0000,87.0000,87.0000,110.2000,104.4000,110.2000,110.2000,104.4000,110.2000,98.6000,110.2000
633713_1,CK-MB,Outpatient,0300,82553,"Creatine kinase (CK), (CPK); MB fraction only",,0,116.0000,87.0000,87.0000,110.2000,104.4000,110.2000,110.2000,104.4000,110.2000,98.6000,110.2000
633718_1,D-Dimer,Inpatient,0300,85362,"Fibrin(ogen) degradation (split) products (FDP) (FSP); agglutination slide, semiquantitative",,0,72.0000,54.0000,54.0000,68.4000,64.8000,68.4000,68.4000,64.8000,68.4000,61.2000,68.4000
633718_1,D-Dimer,Outpatient,0300,85362,"Fibrin(ogen) degradation (split) products (FDP) (FSP); agglutination slide, semiquantitative",,0,72.0000,54.0000,54.0000,68.4000,64.8000,68.4000,68.4000,64.8000,68.4000,61.2000,68.4000
633733_1,Gamma Glutamyl Transferase,Inpatient,0300,82977,"Glutamyltransferase, gamma (GGT)",,0,39.0000,29.2500,29.2500,37.0500,35.1000,37.0500,37.0500,35.1000,37.0500,33.1500,37.0500
633733_1,Gamma Glutamyl Transferase,Outpatient,0300,82977,"Glutamyltransferase, gamma (GGT)",,0,39.0000,29.2500,29.2500,37.0500,35.1000,37.0500,37.0500,35.1000,37.0500,33.1500,37.0500
633741_1,Hemoglobin,Inpatient,0300,85018,Blood count; hemoglobin (Hgb),,0,28.0000,21.0000,21.0000,26.6000,25.2000,26.6000,26.6000,25.2000,26.6000,23.8000,26.6000
633741_1,Hemoglobin,Outpatient,0300,85018,Blood count; hemoglobin (Hgb),,0,28.0000,21.0000,21.0000,26.6000,25.2000,26.6000,26.6000,25.2000,26.6000,23.8000,26.6000
