cms_certification_num,payer,code,description,price,inpatient_outpatient
171313,MIN,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",2059.00,INPATIENT
171313,MAX,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",8764.68,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",6524.34,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",7011.75,INPATIENT
171313,Cigna Inpatient Allowable Rate,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",8764.68,INPATIENT
171313,Aetna Inpatient Allowable Rate,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",7380.79,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",2059.00,INPATIENT
171313,Average Total Charges,644,ENDOCRINE DISORDERS WITH CC,9276.64,INPATIENT
171313,MIN,644,ENDOCRINE DISORDERS WITH CC,2059.00,INPATIENT
171313,MAX,644,ENDOCRINE DISORDERS WITH CC,8812.80,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,644,ENDOCRINE DISORDERS WITH CC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,644,ENDOCRINE DISORDERS WITH CC,5855.30,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,644,ENDOCRINE DISORDERS WITH CC,7050.24,INPATIENT
171313,Cigna Inpatient Allowable Rate,644,ENDOCRINE DISORDERS WITH CC,8812.80,INPATIENT
171313,Aetna Inpatient Allowable Rate,644,ENDOCRINE DISORDERS WITH CC,7421.31,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,644,ENDOCRINE DISORDERS WITH CC,2059.00,INPATIENT
171313,Average Total Charges,689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,8596.87,INPATIENT
171313,MIN,689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,2059.00,INPATIENT
171313,MAX,689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,8167.03,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,6812.30,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,6533.62,INPATIENT
171313,Cigna Inpatient Allowable Rate,689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,8167.03,INPATIENT
171313,Aetna Inpatient Allowable Rate,689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,6877.50,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,2059.00,INPATIENT
171313,Average Total Charges,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,8816.16,INPATIENT
171313,MIN,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,2059.00,INPATIENT
171313,MAX,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,8375.36,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,6930.20,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,6700.28,INPATIENT
171313,Cigna Inpatient Allowable Rate,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,8375.36,INPATIENT
171313,Aetna Inpatient Allowable Rate,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,7052.93,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,2059.00,INPATIENT
171313,Average Total Charges,699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,7118.01,INPATIENT
171313,MIN,699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,2059.00,INPATIENT
171313,MAX,699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,6796.56,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,6796.56,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,5409.69,INPATIENT
171313,Cigna Inpatient Allowable Rate,699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,6762.11,INPATIENT
171313,Aetna Inpatient Allowable Rate,699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,5694.41,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,2059.00,INPATIENT
171313,Average Total Charges,743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,12075.67,INPATIENT
171313,MIN,743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,2059.00,INPATIENT
171313,MAX,743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,11471.88,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,8781.43,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,9177.51,INPATIENT
171313,Cigna Inpatient Allowable Rate,743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,11471.88,INPATIENT
171313,Aetna Inpatient Allowable Rate,743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,9660.53,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,2059.00,INPATIENT
171313,Average Total Charges,759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",8091.29,INPATIENT
171313,MIN,759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",2059.00,INPATIENT
171313,MAX,759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",7686.73,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",4245.51,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",6149.38,INPATIENT
171313,Cigna Inpatient Allowable Rate,759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",7686.73,INPATIENT
171313,Aetna Inpatient Allowable Rate,759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",6473.03,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",2059.00,INPATIENT
171313,Average Total Charges,785,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,11659.35,INPATIENT
171313,MIN,785,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,2059.00,INPATIENT
171313,MAX,785,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,11076.38,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,785,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,785,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,7050.62,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,785,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,8861.11,INPATIENT
171313,Cigna Inpatient Allowable Rate,785,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,11076.38,INPATIENT
171313,Aetna Inpatient Allowable Rate,785,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,9327.48,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,785,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,2059.00,INPATIENT
171313,Average Total Charges,788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,9130.55,INPATIENT
171313,MIN,788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,2059.00,INPATIENT
171313,MAX,788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,8674.02,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,7510.94,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,6939.22,INPATIENT
171313,Cigna Inpatient Allowable Rate,788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,8674.02,INPATIENT
171313,Aetna Inpatient Allowable Rate,788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,7304.44,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,2059.00,INPATIENT
171313,Average Total Charges,792,PREMATURITY WITHOUT MAJOR PROBLEMS,6154.74,INPATIENT
171313,MIN,792,PREMATURITY WITHOUT MAJOR PROBLEMS,2059.00,INPATIENT
171313,MAX,792,PREMATURITY WITHOUT MAJOR PROBLEMS,11204.48,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,792,PREMATURITY WITHOUT MAJOR PROBLEMS,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,792,PREMATURITY WITHOUT MAJOR PROBLEMS,11204.48,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,792,PREMATURITY WITHOUT MAJOR PROBLEMS,4677.60,INPATIENT
171313,Cigna Inpatient Allowable Rate,792,PREMATURITY WITHOUT MAJOR PROBLEMS,5847.00,INPATIENT
171313,Aetna Inpatient Allowable Rate,792,PREMATURITY WITHOUT MAJOR PROBLEMS,4923.79,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,792,PREMATURITY WITHOUT MAJOR PROBLEMS,2059.00,INPATIENT
171313,Average Total Charges,795,NORMAL NEWBORN,1496.23,INPATIENT
171313,MIN,795,NORMAL NEWBORN,1137.14,INPATIENT
171313,MAX,795,NORMAL NEWBORN,2351.00,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,795,NORMAL NEWBORN,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,795,NORMAL NEWBORN,1381.38,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,795,NORMAL NEWBORN,1137.14,INPATIENT
171313,Cigna Inpatient Allowable Rate,795,NORMAL NEWBORN,1421.42,INPATIENT
171313,Aetna Inpatient Allowable Rate,795,NORMAL NEWBORN,1196.98,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,795,NORMAL NEWBORN,2059.00,INPATIENT
171313,Average Total Charges,797,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,10192.95,INPATIENT
171313,MIN,797,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,2059.00,INPATIENT
171313,MAX,797,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,9683.30,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,797,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,797,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,7062.30,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,797,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,7746.64,INPATIENT
171313,Cigna Inpatient Allowable Rate,797,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,9683.30,INPATIENT
171313,Aetna Inpatient Allowable Rate,797,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,8154.36,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,797,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,2059.00,INPATIENT
171313,Average Total Charges,805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,6234.98,INPATIENT
171313,MIN,805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,2059.00,INPATIENT
171313,MAX,805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,10665.58,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,10665.58,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,4738.59,INPATIENT
171313,Cigna Inpatient Allowable Rate,805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,5923.23,INPATIENT
171313,Aetna Inpatient Allowable Rate,805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,4987.99,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,2059.00,INPATIENT
171313,Average Total Charges,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,9337.42,INPATIENT
171313,MIN,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,2059.00,INPATIENT
171313,MAX,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,8870.55,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,7373.76,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,7096.44,INPATIENT
171313,Cigna Inpatient Allowable Rate,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,8870.55,INPATIENT
171313,Aetna Inpatient Allowable Rate,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,7469.94,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,2059.00,INPATIENT
171313,Average Total Charges,812,RED BLOOD CELL DISORDERS WITHOUT MCC,7756.49,INPATIENT
171313,MIN,812,RED BLOOD CELL DISORDERS WITHOUT MCC,2059.00,INPATIENT
171313,MAX,812,RED BLOOD CELL DISORDERS WITHOUT MCC,7368.66,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,812,RED BLOOD CELL DISORDERS WITHOUT MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,812,RED BLOOD CELL DISORDERS WITHOUT MCC,6336.50,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,812,RED BLOOD CELL DISORDERS WITHOUT MCC,5894.93,INPATIENT
171313,Cigna Inpatient Allowable Rate,812,RED BLOOD CELL DISORDERS WITHOUT MCC,7368.66,INPATIENT
171313,Aetna Inpatient Allowable Rate,812,RED BLOOD CELL DISORDERS WITHOUT MCC,6205.19,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,812,RED BLOOD CELL DISORDERS WITHOUT MCC,2059.00,INPATIENT
171313,Average Total Charges,832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,3402.77,INPATIENT
171313,MIN,832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,2059.00,INPATIENT
171313,MAX,832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,5994.07,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,5994.07,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,2586.11,INPATIENT
171313,Cigna Inpatient Allowable Rate,832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,3232.63,INPATIENT
171313,Aetna Inpatient Allowable Rate,832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,2722.22,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,2059.00,INPATIENT
171313,Average Total Charges,833,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,6006.70,INPATIENT
171313,MIN,833,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,2059.00,INPATIENT
171313,MAX,833,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,5706.36,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,833,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,833,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,4005.22,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,833,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,4565.09,INPATIENT
171313,Cigna Inpatient Allowable Rate,833,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,5706.36,INPATIENT
171313,Aetna Inpatient Allowable Rate,833,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,4805.36,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,833,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,2059.00,INPATIENT
171313,Average Total Charges,868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,11569.33,INPATIENT
171313,MIN,868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,2059.00,INPATIENT
171313,MAX,868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,10990.86,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,7976.58,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,8792.69,INPATIENT
171313,Cigna Inpatient Allowable Rate,868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,10990.86,INPATIENT
171313,Aetna Inpatient Allowable Rate,868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,9255.46,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,2059.00,INPATIENT
171313,Average Total Charges,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,15371.77,INPATIENT
171313,MIN,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,2059.00,INPATIENT
171313,MAX,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,14603.18,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,9101.52,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,11682.55,INPATIENT
171313,Cigna Inpatient Allowable Rate,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,14603.18,INPATIENT
171313,Aetna Inpatient Allowable Rate,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,12297.42,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,2059.00,INPATIENT
171313,Average Total Charges,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",9344.78,INPATIENT
171313,MIN,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",2059.00,INPATIENT
171313,MAX,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",8877.54,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",6941.42,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",7102.03,INPATIENT
171313,Cigna Inpatient Allowable Rate,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",8877.54,INPATIENT
171313,Aetna Inpatient Allowable Rate,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",7475.82,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",2059.00,INPATIENT
171313,Average Total Charges,948,SIGNS AND SYMPTOMS WITHOUT MCC,9256.33,INPATIENT
171313,MIN,948,SIGNS AND SYMPTOMS WITHOUT MCC,2059.00,INPATIENT
171313,MAX,948,SIGNS AND SYMPTOMS WITHOUT MCC,8793.51,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,948,SIGNS AND SYMPTOMS WITHOUT MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,948,SIGNS AND SYMPTOMS WITHOUT MCC,4368.03,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,948,SIGNS AND SYMPTOMS WITHOUT MCC,7034.81,INPATIENT
171313,Cigna Inpatient Allowable Rate,948,SIGNS AND SYMPTOMS WITHOUT MCC,8793.51,INPATIENT
171313,Aetna Inpatient Allowable Rate,948,SIGNS AND SYMPTOMS WITHOUT MCC,7405.06,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,948,SIGNS AND SYMPTOMS WITHOUT MCC,2059.00,INPATIENT
171313,Average Total Charges,951,OTHER FACTORS INFLUENCING HEALTH STATUS,14807.29,INPATIENT
171313,MIN,951,OTHER FACTORS INFLUENCING HEALTH STATUS,2059.00,INPATIENT
171313,MAX,951,OTHER FACTORS INFLUENCING HEALTH STATUS,14066.93,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,951,OTHER FACTORS INFLUENCING HEALTH STATUS,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,951,OTHER FACTORS INFLUENCING HEALTH STATUS,5628.03,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,951,OTHER FACTORS INFLUENCING HEALTH STATUS,11253.54,INPATIENT
171313,Cigna Inpatient Allowable Rate,951,OTHER FACTORS INFLUENCING HEALTH STATUS,14066.93,INPATIENT
171313,Aetna Inpatient Allowable Rate,951,OTHER FACTORS INFLUENCING HEALTH STATUS,11845.83,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,951,OTHER FACTORS INFLUENCING HEALTH STATUS,2059.00,INPATIENT
171313,Average Total Charges,998,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,10167.74,INPATIENT
171313,MIN,998,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,0.00,INPATIENT
171313,MAX,998,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,9659.35,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,998,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,998,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,0.00,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,998,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,7727.48,INPATIENT
171313,Cigna Inpatient Allowable Rate,998,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,9659.35,INPATIENT
171313,Aetna Inpatient Allowable Rate,998,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,8134.19,INPATIENT
