Department Description,ChargeID,ChargeDesc,RevCode,UnitofMeasure,Price,CPT_CODE,MODIFIER_1,MODIFIER_2,De-Identified Minimum Outpatient Allowable Rate,De-Identified Maximum Outpatient Allowable Rate,De-Identified Minimum Inpatient Allowable Rate,De-Identified Maximum Inpatient Allowable Rate,Medicare Outpatient Allowable Rate,Medicare Inpatient Allowable Rate,Blue Cross Outpatient Allowable Rate,Blue Cross Inpatient Allowable Rate,United Healthcare Outpatient Allowable Rate,United Healthcare Inpatient Allowable Rate,Cigna Outpatient Allowable Rate,Cigna Inpatient Allowable Rate,Aetna Outpatient Allowable Rate,Aetna Inpatient Allowable Rate,WPPA Inc Outpatient Allowable Rate,WPPA Inc Inpatient Allowable Rate Per Day
PHARMACY,12501486,SENSORCAINE MPF 0.25% 10mL Inj,636,,$28.84 ,S0020,,,$12.11 ,$27.40 ,$0.00 ,$27.40 ,$12.11 ,$0.00 ,$24.51 ,$24.51 ,$22.41 ,$22.41 ,$27.40 ,$27.40 ,$23.07 ,,$17.30 ,$0.00
PHARMACY,12501487,FERRLECIT (sod fer gluc ) 62.5mg/5mL Inj,636,,$114.48 ,J2916,,,$48.08 ,$108.76 ,$0.00 ,$108.76 ,$48.08 ,$0.00 ,$97.31 ,$97.31 ,$88.95 ,$88.95 ,$108.76 ,$108.76 ,$91.58 ,,$68.69 ,$0.00
PHARMACY,12501488,FERRLECIT/NS IVPB: 25MG/50ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501489,FERRLECIT/NS IVPB: 100MG/100ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501490,FERRLECIT/NS IVPB: 125MG/100ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501491,potassium phosphates 45mmol/15mL Inj,250,,$52.44 ,,,,$0.00 ,$49.82 ,$0.00 ,$49.82 ,$22.02 ,$0.00 ,$44.57 ,$44.57 ,$40.75 ,$40.75 ,$49.82 ,$49.82 ,$41.95 ,,$0.00 ,$0.00
PHARMACY,12501492,potass phos IVPB          : 30MMOL/500ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501493,CLINIMIX TPN PREMIXED IV*,250,,$123.67 ,,,,$0.00 ,$117.49 ,$0.00 ,$117.49 ,$51.94 ,$0.00 ,$105.12 ,$105.12 ,$96.09 ,$96.09 ,$117.49 ,$117.49 ,$98.94 ,,$0.00 ,$0.00
PHARMACY,12501494,INFUVITE 2 X 5mL VIALS,636,,$0.00 ,J3490,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501495,VANCOCIN 250MG /NS 100ML IVPB,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501496,CIMZIA Inj 200mg/1mL Syringe(2 Per Pack),636,,"$4,489.19 ",J0717,,,"$1,885.46 ","$4,264.73 ",$0.00 ,"$4,264.73 ","$1,885.46 ",$0.00 ,"$3,815.81 ","$3,815.81 ","$3,488.10 ","$3,488.10 ","$4,264.73 ","$4,264.73 ","$3,591.35 ",,"$2,828.19 ",$0.00
PHARMACY,12501497,CUBICIN 500 MG IV,636,,$932.40 ,J0878,,,$391.61 ,$885.78 ,$0.00 ,$885.78 ,$391.61 ,$0.00 ,$792.54 ,$792.54 ,$724.47 ,$724.47 ,$885.78 ,$885.78 ,$745.92 ,,$587.41 ,$0.00
PHARMACY,12501498,CUBICIN/NS IVPB: 500MG/100ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501499,VANCOCIN IV 500MG,636,,$19.06 ,J3370,,,$8.01 ,$18.11 ,$0.00 ,$18.11 ,$8.01 ,$0.00 ,$16.20 ,$16.20 ,$14.81 ,$14.81 ,$18.11 ,$18.11 ,$15.25 ,,$11.44 ,$0.00
IV SOLUTIONS/THERAPY,12501500,IVF D5 1/2 NS 1000mL w/KCL 40 mEq,258,,$45.00 ,,,,$0.00 ,$42.75 ,$0.00 ,$42.75 ,$18.90 ,$0.00 ,$38.25 ,$38.25 ,$34.97 ,$34.97 ,$42.75 ,$42.75 ,$36.00 ,,$0.00 ,$0.00
PHARMACY,12501501,VANCOCIN 300MG /NS 100ML IVPB,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501502,BACTRIM Susp 400mg/80mg/10mL,259,,$6.10 ,,,,$0.00 ,$5.80 ,$0.00 ,$5.80 ,$2.56 ,$0.00 ,$5.19 ,$5.19 ,$4.74 ,$4.74 ,$5.80 ,$5.80 ,$4.88 ,,$0.00 ,$0.00
PHARMACY,12501503,NORCO Soln 7.5/325mg/15mL,259,,$17.14 ,,,,$0.00 ,$16.28 ,$0.00 ,$16.28 ,$7.20 ,$0.00 ,$14.57 ,$14.57 ,$13.32 ,$13.32 ,$16.28 ,$16.28 ,$13.71 ,,$0.00 ,$0.00
PHARMACY,12501504,CUBICIN 500 MG IV,636,,$0.00 ,J0878,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501505,CLEOCIN/NS IVPB: 600MG/100ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501506,(clindamycin) Inj 600mg/4mL,636,,$0.00 ,S0077,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501507,BAG BALM Oint 240mL,259,,$22.50 ,,,,$0.00 ,$21.38 ,$0.00 ,$21.38 ,$9.45 ,$0.00 ,$19.13 ,$19.13 ,$17.48 ,$17.48 ,$21.38 ,$21.38 ,$18.00 ,,$0.00 ,$0.00
PHARMACY,12501508,DECADRON  4MG/1ML/30ML IV/IM,636,,$88.78 ,J1100,,,$37.29 ,$84.34 ,$0.00 ,$84.34 ,$37.29 ,$0.00 ,$75.46 ,$75.46 ,$68.98 ,$68.98 ,$84.34 ,$84.34 ,$71.02 ,,$53.27 ,$0.00
PHARMACY,12501509,ZOSYN 250MG/NS 25ML IVPB,636,,$0.00 ,J2543,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501510,ZOSYN/NS IVPB :1.5GM/100ML,258,,$0.00 ,J2543,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501511,UNASYN/NS IVPB : 650MG/50ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501512,VANCOCIN 130MG /NS 100ML IVPB,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501513,VANCOCIN 175MG /NS 100ML IVPB,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501514,XARELTO Tab 15mg,259,,$46.56 ,,,,$0.00 ,$44.23 ,$0.00 ,$44.23 ,$19.56 ,$0.00 ,$39.58 ,$39.58 ,$36.18 ,$36.18 ,$44.23 ,$44.23 ,$37.25 ,,$0.00 ,$0.00
PHARMACY,12501515,TETANUS IMMUNE GLOBULIN Syringe 250 UNIT,636,,$269.25 ,J1670,,,$113.09 ,$255.79 ,$0.00 ,$255.79 ,$113.09 ,$0.00 ,$228.86 ,$228.86 ,$209.21 ,$209.21 ,$255.79 ,$255.79 ,$215.40 ,,$169.63 ,$0.00
PHARMACY,12501516,GARAMYCIN (gentamicin) IVPB 14mg/0.35mL,636,,$17.41 ,J1580,,,$7.31 ,$16.54 ,$0.00 ,$16.54 ,$7.31 ,$0.00 ,$14.80 ,$14.80 ,$13.53 ,$13.53 ,$16.54 ,$16.54 ,$13.93 ,,$10.45 ,$0.00
PHARMACY,12501517,ZITHROMAX/IVF    : 50MG/60ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501518,(TH) NORCO Tab 5mg/325mg,259,,$11.14 ,,,,$0.00 ,$10.58 ,$0.00 ,$10.58 ,$4.68 ,$0.00 ,$9.47 ,$9.47 ,$8.66 ,$8.66 ,$10.58 ,$10.58 ,$8.91 ,,$0.00 ,$0.00
PHARMACY,12501519,POLY-VI-SOL DROPS Susp 1 mL,259,,$32.07 ,,,,$0.00 ,$30.47 ,$0.00 ,$30.47 ,$13.47 ,$0.00 ,$27.26 ,$27.26 ,$24.92 ,$24.92 ,$30.47 ,$30.47 ,$25.66 ,,$0.00 ,$0.00
PHARMACY,12501520,MERREM 1GM INJ,636,,$48.55 ,J2185,,,$20.39 ,$46.12 ,$0.00 ,$46.12 ,$20.39 ,$0.00 ,$41.27 ,$41.27 ,$37.72 ,$37.72 ,$46.12 ,$46.12 ,$38.84 ,,$29.13 ,$0.00
PHARMACY,12501521,MERREM/NS IVPB : 1GM/100ML,636,,$0.00 ,J2185,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501522,SYNVISC (hylan G-F 20) Inj 2ml,636,,$920.52 ,J7325,,,$386.62 ,$874.49 ,$0.00 ,$874.49 ,$386.62 ,$0.00 ,$782.44 ,$782.44 ,$715.24 ,$715.24 ,$874.49 ,$874.49 ,$736.42 ,,$579.93 ,$0.00
PHARMACY,12501523,MERREM/NS IVPB : 2GM/250ML,250,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501524,(TH) CIPRODEX Otic 7.5mL,253,,$316.14 ,,,,$0.00 ,$300.33 ,$0.00 ,$300.33 ,$132.78 ,$0.00 ,$268.72 ,$268.72 ,$245.64 ,$245.64 ,$300.33 ,$300.33 ,$252.91 ,,$0.00 ,$0.00
PHARMACY,12501525,GARAMYCIN/NS IVPB: 371MG/250ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501526,ROCEPHIN 750MG/ NS 100ML IVPB,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501527,DELSYM COUGH MEDICINE 5OZ,259,SYRUP,$29.29 ,,,,$0.00 ,$27.83 ,$0.00 ,$27.83 ,$12.30 ,$0.00 ,$24.90 ,$24.90 ,$22.76 ,$22.76 ,$27.83 ,$27.83 ,$23.43 ,,$0.00 ,$0.00
PHARMACY,12501528,VANCOCIN/NS IVPB : 190MG,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501529,VANCOCIN/NS IVPB : 220MG,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501530,XYLOCAINE 4% topical solution 5mL,250,,$7.24 ,,,,$0.00 ,$6.88 ,$0.00 ,$6.88 ,$3.04 ,$0.00 ,$6.15 ,$6.15 ,$5.63 ,$5.63 ,$6.88 ,$6.88 ,$5.79 ,,$0.00 ,$0.00
PHARMACY,12501531,FLUMIST 2014-2015 0.2ML Intranasal,636,,$0.00 ,90656,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501532,MORPHINE SULFATE IR Soln 5mg/0.25mL,259,,$0.65 ,,,,$0.00 ,$0.62 ,$0.00 ,$0.62 ,$0.27 ,$0.00 ,$0.55 ,$0.55 ,$0.51 ,$0.51 ,$0.62 ,$0.62 ,$0.52 ,,$0.00 ,$0.00
PHARMACY,12501533,MAXIPIME/NS IVPB: 550MG/100ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501534,GARAMYCIN/NS IVPB: 160MG/100ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501535,FLUZONE 2014-2015 0.25mL Inj (PEDS),636,,$48.04 ,90656,,,$20.18 ,$45.64 ,$0.00 ,$45.64 ,$20.18 ,$0.00 ,$40.83 ,$40.83 ,$37.33 ,$37.33 ,$45.64 ,$45.64 ,$38.43 ,,$28.82 ,$0.00
PHARMACY,12501536,FLUZONE 2014-2015 0.1ML Intradermal ADLT,636,,$69.73 ,90656,,,$29.29 ,$66.24 ,$0.00 ,$66.24 ,$29.29 ,$0.00 ,$59.27 ,$59.27 ,$54.18 ,$54.18 ,$66.24 ,$66.24 ,$55.78 ,,$41.84 ,$0.00
PHARMACY,12501537,COMBIVENT RESPIMAT INH 20MCG/100MCG,259,,$893.12 ,,,,$0.00 ,$848.46 ,$0.00 ,$848.46 ,$375.11 ,$0.00 ,$759.15 ,$759.15 ,$693.95 ,$693.95 ,$848.46 ,$848.46 ,$714.50 ,,$0.00 ,$0.00
PHARMACY,12501538,VANCOCIN 1.3GM /NS 250ML IVPB,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501539,FLUZONE 2014-15 0.5mL SYR (ADULT),636,,$30.00 ,90656,,,$12.60 ,$28.50 ,$0.00 ,$28.50 ,$12.60 ,$0.00 ,$25.50 ,$25.50 ,$23.31 ,$23.31 ,$28.50 ,$28.50 ,$24.00 ,,$18.00 ,$0.00
PHARMACY,12501540,MERREM/NS IVPB : 500MG/100ML,636,,$0.00 ,J2185,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501541,MERREM/NS IVPB : 250MG/100ML,250,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501542,ENSURE Liquid 250 cal 237mL,259,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501543,BENEPROTEIN INSTANT PROTEIN POWDER,259,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501544,PRINCIPEN (ampicillin) Inj 250MG,636,,$31.24 ,J0290,,,$13.12 ,$29.68 ,$0.00 ,$29.68 ,$13.12 ,$0.00 ,$26.55 ,$26.55 ,$24.27 ,$24.27 ,$29.68 ,$29.68 ,$24.99 ,,$18.74 ,$0.00
PHARMACY,12501545,FLUZONE 2014-2015 0.25ML SYR (PEDS,636,,$30.00 ,90656,,,$12.60 ,$28.50 ,$0.00 ,$28.50 ,$12.60 ,$0.00 ,$25.50 ,$25.50 ,$23.31 ,$23.31 ,$28.50 ,$28.50 ,$24.00 ,,$18.00 ,$0.00
PHARMACY,12501546,EMEND CAPSULES 40 MG,259,,$289.98 ,,,,$0.00 ,$275.48 ,$0.00 ,$275.48 ,$121.79 ,$0.00 ,$246.48 ,$246.48 ,$225.31 ,$225.31 ,$275.48 ,$275.48 ,$231.98 ,,$0.00 ,$0.00
PHARMACY,12501547,ZITHROMAX/NS IVPB         : 200MG/100ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501548,ZITHROMAX/NS IVPB         : 100MG/100ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501549,DEMEROL  Ampule 25mg/0.5mL (0.5mL),636,,$15.58 ,J2175,,,$6.54 ,$14.80 ,$0.00 ,$14.80 ,$6.54 ,$0.00 ,$13.24 ,$13.24 ,$12.11 ,$12.11 ,$14.80 ,$14.80 ,$12.46 ,,$9.35 ,$0.00
PHARMACY,12501550,DMD COMPOUND NAUSEA CREAM Top,259,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501551,ZITHROMAX/IVF    : 60MG/60ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501552,ALBUMIN (HUMAN) 5% IV 500mL,636,,$398.83 ,P9045,,,$167.51 ,$378.89 ,$0.00 ,$378.89 ,$167.51 ,$0.00 ,$339.01 ,$339.01 ,$309.89 ,$309.89 ,$378.89 ,$378.89 ,$319.06 ,,$251.26 ,$0.00
PHARMACY,12501553,ROCEPHIN/IVPB  : 220MG/50ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501554,ZOSYN/NS 950MG IVPB: 950MG,258,,$0.00 ,J2543,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501555,ROCEPHIN/IVPB  : 150MG/50ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501556,RENVELA TAB 800 MG,259,,$17.80 ,,,,$0.00 ,$16.91 ,$0.00 ,$16.91 ,$7.48 ,$0.00 ,$15.13 ,$15.13 ,$13.83 ,$13.83 ,$16.91 ,$16.91 ,$14.24 ,,$0.00 ,$0.00
PHARMACY,12501557,DECADRON  Tab 40mg (#10 X 4MG),259,,$21.70 ,,,,$0.00 ,$20.62 ,$0.00 ,$20.62 ,$9.11 ,$0.00 ,$18.45 ,$18.45 ,$16.86 ,$16.86 ,$20.62 ,$20.62 ,$17.36 ,,$0.00 ,$0.00
PHARMACY,12501558,VANCOCIN 700MG /NS 250ML IVPB,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
IV SOLUTIONS/THERAPY,12501559,IVF NS 500mL w/KCL 20 mEq,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501560,EUFLEXXA 1% Inj 2 mL Syringe,636,,$657.47 ,J7323,,,$276.14 ,$624.60 ,$0.00 ,$624.60 ,$276.14 ,$0.00 ,$558.85 ,$558.85 ,$510.85 ,$510.85 ,$624.60 ,$624.60 ,$525.98 ,,$414.21 ,$0.00
PHARMACY,12501561,BI-EST COMPOUND CREAM Top,259,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501562,PRINCIPEN/NS IVPB : 215mg/50ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501563,GARAMYCIN (gentamicin) IVPB 17mg/0.425mL,636,,$17.41 ,J1580,,,$7.31 ,$16.54 ,$0.00 ,$16.54 ,$7.31 ,$0.00 ,$14.80 ,$14.80 ,$13.53 ,$13.53 ,$16.54 ,$16.54 ,$13.93 ,,$10.45 ,$0.00
PHARMACY,12501564,ZITHROMAX/IVPB: 85MG/50ML,258,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501565,TORADOL (ketorolac) Inj 60mg/2mL (2mL),636,,$17.20 ,J1885,,,$7.22 ,$16.34 ,$0.00 ,$16.34 ,$7.22 ,$0.00 ,$14.62 ,$14.62 ,$13.36 ,$13.36 ,$16.34 ,$16.34 ,$13.76 ,,$10.32 ,$0.00
PHARMACY,12501566,MAGNESIUM SULFATE 50% Inj 10gm/20mL,636,,$19.06 ,J3475,,,$8.01 ,$18.11 ,$0.00 ,$18.11 ,$8.01 ,$0.00 ,$16.20 ,$16.20 ,$14.81 ,$14.81 ,$18.11 ,$18.11 ,$15.25 ,,$11.44 ,$0.00
PHARMACY,12501567,VANTIN 200MG TAB,259,,$22.75 ,,,,$0.00 ,$21.61 ,$0.00 ,$21.61 ,$9.56 ,$0.00 ,$19.34 ,$19.34 ,$17.68 ,$17.68 ,$21.61 ,$21.61 ,$18.20 ,,$0.00 ,$0.00
PHARMACY,12501568,KCL IVPB:      10mEq/100ML,250,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501569,KCL IVPB:     20mEq/100ML,250,,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501570,GARAMYCIN (gentamicin) IVPB 13mg/0.325mL,636,,$0.00 ,J1580,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501571,PRINCIPEN (ampicillin) Inj 330MG,636,,$0.00 ,J0290,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,12501572,ZOSYN Inj 4.5gm,636,,$92.65 ,J2543,,,$38.91 ,$88.02 ,$0.00 ,$88.02 ,$38.91 ,$0.00 ,$78.75 ,$78.75 ,$71.99 ,$71.99 ,$88.02 ,$88.02 ,$74.12 ,,$55.59 ,$0.00
PHARMACY,12501573,CORDARONE (amiodarone) 900mg/D5W 500mL,636,,$194.99 ,J0282,,,$81.90 ,$185.24 ,$0.00 ,$185.24 ,$81.90 ,$0.00 ,$165.74 ,$165.74 ,$151.51 ,$151.51 ,$185.24 ,$185.24 ,$155.99 ,,$116.99 ,$0.00
PHARMACY,12501574,ZOSYN (piperacillin  IV-ADD 4.5gm,636,,$40.54 ,J2543,,,$17.03 ,$38.51 ,$0.00 ,$38.51 ,$17.03 ,$0.00 ,$34.46 ,$34.46 ,$31.50 ,$31.50 ,$38.51 ,$38.51 ,$32.43 ,,$24.32 ,$0.00
