id,accession_number,title,maker,ulan,department,classification,culture,period,creation_date,creation_date_earliest,creation_date_latest,accession_date,source_name,object_name,medium,Description,credit_line,paper_support,catalogue_raisonne,portfolio,signed,marks,inscriptions,filename,dimensions,element_type,width_cm,height_cm,depth_cm,width_in,height_in,depth_in,area_in,size_s_m_l,is_3d,orientation_p_l_s,copyright_holder,publicCaption,artistNationality,artistLifeSpan,description,terms,data_date
6177,84.32.4,Case with seals,Anonymous (French),not found,WCMA,WCMA-DEC ARTS,,,early 19th century,1800,1850,1984,Williams College Museum of Art,seals,gold,28 seals in case,Gift of John Davis Hatch V,,,,,,no inscription,84.32.4.jpg,Overall: 3 x 7/8 x 1/2 in. (7.6 x 2.2 x 1.3 cm),Overall,2.22,7.62,1.27,0.87,3.0,0.5,2.61,small,true,P,,,not found,not found,28 seals in case,Term not found,2022-06-14
6179,77.54,Untitled,Frederick Lane Sandback, 500032779,WCMA,WCMA-PRINTS,,,1976,1976,1976,1977,Williams College Museum of Art,etching,color etching and aquatint on paper,,"Museum purchase, Charles Webb Fund",,,,,,l.l. in pencil: 27/40; l.r. in pencil: Sandback 76; l.r. embossed: PB,77_54.jpg,"sheet: 21 7/16 x 35 7/16 in. (54.4 x 90 cm)
plate: 12 x 27 7/16 in. (30.5 x 69.7 cm)",sheet,90.0,54.4,0.0,35.43,21.42,0.0,758.91,large,false,L,Artist or artist's estate,,American, 1943-2003,,Term not found,2022-06-14
6181,93.1.54,Rip Van Winkle At Home,John Rogers,not found,WCMA,WCMA-SCULPTURE,,,1871,1871,1871,1993,Williams College Museum of Art,sculpture,cast plaster,fragment of log in frag bag,"Found in the collection and catalogued, 1993",,Wallace #122,,,,inscribed on posterior: PATENTED/ MAR. 14 1871; inscribed on front of base: RIP VAN WINKLE/ AT HOME; l.r.: JOHN ROGERS/ NEW YORK,93.1.54.jpg,"Overall: 18 5/16 in. (46.5 cm)
Base: 9 5/8 x 8 1/4 in. (24.5 x 21 cm)",Overall,0.0,46.5,0.0,0.0,18.31,0.0,0.0,small,false,P,,,American, 1829-1904,fragment of log in frag bag,Term not found,2022-06-14
6182,78.31.24,Netsuke depicting a reclining man on pedestal/bed,Japanese,not found,WCMA,WCMA-EASTERN,Japanese,,18th century,1700,1799,1978,Williams College Museum of Art,netsuke,ivory,,"Gift of Arthur J. Waterman, Class of 1928",,,,,,no inscription,78_31_24_a.jpg,Overall: 1 5/8 x 1 7/16 x 9/16 in. (4.2 x 3.6 x 1.5 cm),Overall,3.6,4.2,1.5,1.42,1.65,0.59,2.34,small,true,P,,,not found,not found,,Term not found,2022-06-14
6183,81.24.62,"Professor Butts, taking his morning exercise, kicks himself in the nose and sees a simple idea for cooling a plate of soup",Rube Goldberg, 500053744,WCMA,WCMA-DRAWING,,,c. 1930,1925,1935,1981,Williams College Museum of Art,drawing,pen and ink on cardboard,,Gift of George W. George,,,,,,,IMG_81.24.62.jpg,Overall: 9 x 21 in. (22.8 x 53.4 cm),Overall,53.4,22.8,0.0,21.02,8.98,0.0,188.76,medium,false,L,"Rube Goldberg, Inc.",,American, 1883-1970,,Term not found,2022-06-14
6184,70.25,"Untitled illustration to Apulejus, ""Amor und Psyche"", Munich, 1881",Max Klinger, 500023867,WCMA,WCMA-PRINTS,,,1881,1881,1881,1970,Williams College Museum of Art,etching,etching and woodcut on paper,,"Museum purchase, Ruth Sabin Weston Fund",,"Holstein Katalog 30, item 499",,,,verso l.r. in pencil: 48 [encircled]/ 20.00/ SF 2-18-0,70_25.jpg,"sheet: 13 13/16 x 9 3/16 in. (35.1 x 23.3 cm)
image: 9 7/8 x 6 11/16 in. (25.1 x 17 cm)",image,17.0,25.1,0.0,6.69,9.88,0.0,66.1,small,false,P,,,Austrian, 1857-1920,,Term not found,2022-06-14
6185,76.20,Fragment of a Column,Egyptian,not found,WCMA,WCMA-ANCIENT,,,Old Kingdom (2686-2181 BC),-2686,-2181,1976,Williams College Museum of Art,column | fragment,stone,,Anonymous gift,,,,,,no inscription,76_20_a.jpg,Overall: 4 11/16 x 6 5/8 x 3 1/4 in. (11.9 x 16.8 x 8.3 cm),Overall,16.8,11.9,8.3,6.61,4.69,3.27,31.0,small,true,L,,,not found,not found,,Term not found,2022-06-14
6186,39.1.134,Have You Answered the Red Cross Christmas Roll Call?,Harrison Fisher, 500032777,WCMA,WCMA-PRINTS,,,1918,1918,1918,1939,Williams College Museum of Art,poster,poster,,Anonymous gift,,,,,,,IMG_39.1.134.JPG,Overall: 30 x 27 15/16 in. (76.2 x 71 cm),Overall,71.0,76.2,0.0,27.95,30.0,0.0,838.5,large,false,P,,,American, 1875-1934,,Term not found,2022-06-14
6187,EL.86.69.2,"Elevation of the entrance, Beverly Hills Civic Center",Charles Willard Moore, 500021877,WCMA,WCMA-DRAWING,,,1982-1986,1982,1986,,Williams College Museum of Art,drawing,ink and watercolor on paper,,Extended loan from Charles W. Moore,,"Johnson 1986, WCMA, cat. no. 55",,,,no inscription,EL_86_69_2.jpg,sheet: 57 11/16 x 25 1/16 in. (146.6 x 63.7 cm),sheet,63.7,146.6,0.0,25.08,57.72,0.0,1447.62,large,false,P,,,not found,not found,,erm not found,2022-06-14
6188,58.21,Portrait of Count Philipe d'Arschot,Bernhard Heiliger, 500025399,WCMA,WCMA-SCULPTURE,,,1957,1957,1957,1958,Williams College Museum of Art,sculpture,brass,,"Museum purchase, Karl E. Weston Memorial Fund",,,,,,no inscription,IMG_BW58.21.jpg,"Overall: 21 5/8 x 13 x 11 13/16 in. (55 x 33 x 30 cm)
Base: 9 13/16 x 5 5/16 in. (25 x 13.5 cm)",Overall,33.0,55.0,30.0,12.99,21.65,11.81,281.23,medium,true,P,,,German, 1915-1995,,Term not found,2022-06-14
6189,91.44.1,Doll,Namji Cultural Group,not found,WCMA,WCMA-AFRICAN,Namji,,19th-20th Century,1800,1991,1991,Williams College Museum of Art,figurine,wood and hammered metal,,Gift of Albert F. Gordon,,,,,,,91_44_1_a.jpg,Overall: 14 3/4 x 4 3/4 x 7/8 in. (37.5 x 12 x 2.2 cm),Overall,12.0,37.5,2.2,4.72,14.76,0.87,69.67,small,true,P,,,not found,not found,,Term not found,2022-06-14
6191,75.32,Ces Dames des chars à l'hippodrome,James Tissot,not found,WCMA,WCMA-PRINTS,,,ca. 1885,1860,1910,1975,Williams College Museum of Art,etching,etching with drypoint,,"Gift of David Tunick, Class of 1966, in honor of S. Lane Faison, Jr., Class of 1929",,Beraldi 69,,,,in plate l.l.: J.J. Tissot,IMG_75.32.jpg,"plate: 15 11/16 x 9 15/16 in. (39.8 x 25.2 cm)
frame: 25 1/16 x 19 1/16 in. (63.6 x 48.4 cm)",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,false,,,,French, 1836-1902,,Term not found,2022-06-14
6192,59.21.33,Shawabti,Egyptian,not found,WCMA,WCMA-ANCIENT,,,Late Period (525-332 BC),-525,-332,1959,Williams College Museum of Art,shawabti,wood with traces of paint,,Gift of Horace Mayer,,,,,,no inscription,59_21_33_a.jpg,"Overall: 8 9/16 in. (21.7 cm)
Base: 1 13/16 x 2 5/16 x 2 5/16 in. (4.6 x 5.8 x 5.9 cm)",Overall,0.0,21.7,0.0,0.0,8.54,0.0,0.0,small,false,P,,,not found,not found,,Term not found,2022-06-14
6193,99.1.144,"The ""Bloody Shirt"" Reformed.",Thomas Nast, 500026650,WCMA,WCMA-PRINTS,,,"August 12, 1876",1876,1876,1999,Williams College Museum of Art,print,wood engraving on newsprint,,Gift of Irwin and Dianne Steinberg,,,,,,none,99_1_144.jpg,Overall: 10 11/16 x 15 15/16 in. (27.2 x 40.5 cm),Overall,40.5,27.2,0.0,15.94,10.71,0.0,170.72,medium,false,L,,,American, 1840-1902,,Term not found,2022-06-14
6195,81.24.7,Artist makes himself a peanut butter sandwich,Rube Goldberg, 500053744,WCMA,WCMA-DRAWING,,,c. 1960,1955,1965,1981,Williams College Museum of Art,drawing,pencil on paper,,Gift of George W. George,,,,,,,81_24_7.jpg,Overall: 8 9/16 x 11 in. (21.8 x 28 cm),Overall,28.0,21.8,0.0,11.02,8.58,0.0,94.55,medium,false,L,"Rube Goldberg, Inc.",,American, 1883-1970,,Term not found,2022-06-14
6199,93.1.104.C,Medallion of Napoleon,Anonymous (French),not found,WCMA,WCMA-DEC ARTS,,,early 19th century?,1800,1850,1993,Williams College Museum of Art,medallion,bronze,,"Found in the collection and catalogued, 1993",,,,,,on edge: [illegible mard]Bronze; recto: Bonaparte IER Consul de la Republique Fran.SE/ Andrieu.F; verso: À/ La Gloire/ des Armèes/ Francarses/ PAIX Generale/ 1801-1802,93_1_104_C_a.jpg,"Overall: 1 15/16 in., 3/16 in. (5 cm, 0.4 cm)",Overall,0.0,0.0,0.4,0.0,0.0,0.16,0.0,small,true,,,,not found,not found,,Term not found,2022-06-14
6201,94.1.29,Textile with geometric design (scarf ?),Anonymous,not found,WCMA,WCMA-DEC ARTS,,,no date,0,0,1994,Williams College Museum of Art,textile,textile,mustard yellow and white design,"Found in the collection and catalogued, 1994",,,,,,,,Overall: 40 3/4 x 42 11/16 in. (103.5 x 108.5 cm),Overall,108.5,103.5,0.0,42.72,40.75,0.0,1740.84,large,false,L,,,not found,not found,mustard yellow and white design,Term not found,2022-06-14
6202,25.1.1,Oil Lamp,Early Christian,not found,WCMA,WCMA-ANCIENT,,,no date,0,0,1925,Williams College Museum of Art,oil lamp,terracotta,,Gift of Mrs. James T. Leavitt,,,,,,no inscription,25_1_1_a.jpg,Overall: 5 1/8 x 3 7/16 x 2 3/8 in. (13 x 8.7 x 6 cm),Overall,8.73,6.03,0.0,3.44,2.37,0.0,8.15,small,false,L,,,not found,not found,,Term not found,2022-06-14
6203,RC.7.4,"OURS.. to fight for, Freedom from fear",Norman Rockwell,not found,WCMA,WCMA Reserve Collection,,,ca. 1940-1945,1935,1945,1982,Williams College Museum of Art,poster,poster,,"Gift of J. Thomas Wilson, Class of 1925",,,,,,,,Overall: 27 15/16 x 20 1/16 in. (71 x 51 cm),Overall,51.0,71.0,0.0,20.08,27.95,0.0,561.24,large,false,P,,,not found,not found,,erm not found,2022-06-14
6204,85.16.1,"The Cove, Gloucester, Mass.",Maurice Brazil Prendergast,not found,WCMA,WCMA-Prendergast,,,ca. 1920-1923,1920,1923,1985,Williams College Museum of Art,watercolor,"watercolor, pastel and charcoal on paper",,Gift of Mrs. Charles Prendergast in honor of President John W. Chandler,,CMO #1383,,,,l.r.: Prendergast,85_16_1_r1.jpg,"Overall: 13 7/8 x 19 7/8 in. (35.2 x 50.5 cm)
frame: 23 1/4 x 29 3/16 in. (59 x 74.2 cm)",Overall,50.5,35.2,0.0,19.88,13.86,0.0,275.54,medium,false,L,,"© Williams College Museum of Art, Williamstown, MA
Please contact the museum for permissions",American, 1858-1924,,Term not found,2022-06-14
6205,RC.43.C,"Berlin, 1991 (from ""Città Aperta - Open City""; portfolio of ten photographs with an essay by Lars Lerup published by Architecture at Rice in conjunction with the exhibition, ""Città Aperta - Open City"")",Luciano Rigolini,not found,WCMA,WCMA Reserve Collection,,,1991,1991,1991,1996,Williams College Museum of Art,photograph,black and white photograph,,"Gift of Rice University, School of Architecture",,,,,,,,"image: 14 1/16 x 14 in. (35.7 x 35.5 cm)
sheet: 24 5/8 x 17 1/4 in. (62.5 x 43.8 cm)",sheet,43.8,62.5,0.0,17.24,24.61,0.0,424.28,large,false,P,,,Swiss, 1950-,,Term not found,2022-06-14
6207,67.34.1,Female Bust (Madonna?),Anonymous,not found,WCMA,WCMA-SCULPTURE,,,no date,0,0,1967,Williams College Museum of Art,bust,white marble,,Anonymous gift,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,false,,,,not found,not found,,erm not found,2022-06-14
6209,49.17.2,Court of Justice,Thomas Nast, 500026650,WCMA,WCMA-DRAWING,,,no date,1840,1902,1949,Williams College Museum of Art,drawing,ink and pencil on paper,mounted on woodpulp core,Gift of Mabel Nast Crawford and Cyril Nast,,,,,,l.l. in ink: Th. Nast; verso l.c. in pencil: 209 [encircled],49_17_2.jpg,Overall: 21 1/8 x 28 1/2 in. (53.7 x 72.4 cm),Overall,72.4,53.7,0.0,28.5,21.14,0.0,602.49,large,false,L,,,American, 1840-1902,mounted on woodpulp core,Term not found,2022-06-14
6212,78.38.41,"Risk-Taking as a Function of the Situation (from ""General Dynamic F.U.N."")",Eduardo Luigi Paolozzi, 500027981,WCMA,WCMA-PRINTS,,,1968,1968,1968,1978,Williams College Museum of Art,screenprint,color screenprint,,Gift of Ben Wunsch through the Martin S. Ackerman Foundation,,,,,,no inscription,IMG_78.38.41.jpg,sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm),sheet,25.2,38.0,0.0,9.92,14.96,0.0,148.4,medium,false,P,"DACS, London",,British, 1924-2005,,Term not found,2022-06-14
6213,80.37.2.B,Selfportrait as Cloud,Dieter Roth, 500023079,WCMA,WCMA-DRAWING,,,c. 1976,1968,1976,1980,Williams College Museum of Art,drawing,pencil and ink on paper,,"Gift of George Heimbach, through the Martin S. Ackerman Foundation",,,,,,printed on cover: Selfportrait as Cloud/ Original Speedy Drawing by Dieter Roth; lower center of image in pencil: [illegible word]/DieterRoth,80_37_2_B_02.jpg,"Overall: 9 x 6 7/16 in. (22.9 x 16.4 cm)
sheet: 9 x 13 in. (22.9 x 33 cm)",sheet,33.0,22.9,0.0,12.99,9.02,0.0,117.17,medium,false,L,,,Swiss, 1930-1998,,Term not found,2022-06-14
6216,99.1.259,The Same Ultramontane Cat All Over the World.,Thomas Nast, 500026650,WCMA,WCMA-PRINTS,,,"April 3, 1875",1875,1875,1999,Williams College Museum of Art,print,wood engraving on newsprint,,Gift of Irwin and Dianne Steinberg,,,,,,none,99_1_259.jpg,Overall: 21 9/16 x 15 7/8 in. (54.7 x 40.3 cm),Overall,40.3,54.7,0.0,15.87,21.54,0.0,341.84,large,false,P,,,American, 1840-1902,,Term not found,2022-06-14
6218,79.75.67,Pot Sherd,Greek,not found,WCMA,WCMA-ANCIENT,Lerna,,no date,0,0,1979,Williams College Museum of Art,sherd,ceramic,,Gift of John Davis Hatch V,,,,,,,Lerna.jpg,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,false,,,,not found,not found,,erm not found,2022-06-14
6220,30.1.29,Plate,Syrian,not found,WCMA,WCMA-ANCIENT,,Roman Imperial Period,1-299 AD,1,299,1930,Williams College Museum of Art,glass plates,free-blown glass,"Thick, natural greenish-blue glass. Flat, uneven-bottomed plate with gently flaring, slightly convex sides. Pontil mark.",Gift of Mrs. Charles T. Cook,,,,,,,30_1_29_a.jpg,"rim: 6 5/8 in. (16.9 cm)
Overall: 1 3/16 in. (3 cm)",Overall,0.0,3.0,0.0,0.0,1.18,0.0,0.0,small,false,P,,,not found,not found,"Thick, natural greenish-blue glass. Flat, uneven-bottomed plate with gently flaring, slightly convex sides. Pontil mark.",Term not found,2022-06-14
6221,63.28,Castillo di Cennina,Federigo Andreotti, 500115742,WCMA,WCMA-PAINTING,,,1883,1883,1883,1963,Williams College Museum of Art,painting,oil on panel,,Gift of Horace L. Mayer,,,,,,,63_28.jpg,Overall: 6 3/4 x 10 1/2 in. (17.1 x 26.7 cm),Overall,26.67,17.14,0.0,10.5,6.75,0.0,70.88,small,false,L,,,Italian, 1847-1930,,erm not found,2022-06-14
6222,97.6,Madonna and Child with St. John the Baptist,Michele Tosini,not found,WCMA,WCMA-PAINTING,,,16th Century,1500,1599,1997,Williams College Museum of Art,painting,oil on panel,,Gift of Norman Leitman,,,,,,,97.6.jpg,Overall: 34 3/4 x 28 1/2 in. (88.3 x 72.4 cm),Overall,72.39,88.27,0.0,28.5,34.75,0.0,990.38,large,false,P,,,Italian, 1503-1577,,Term not found,2022-06-14
6225,33.2,View of Windsor Castle,Anthony Devis, 500009608,WCMA,WCMA-DRAWING,,,no date,1729,1816,1933,Williams College Museum of Art,watercolor,watercolor on paper,,Gift of Mr. Harold Trower,,,,,,verso l.c. in pencil: Windsor taken near Hitcham; verso l.c. in ink: Anthony Devis. [underlined] b. 1729-d. 1817.,33_2.jpg,Overall: 7 7/8 x 5 3/8 in. (20 x 13.6 cm),Overall,13.6,20.0,0.0,5.35,7.87,0.0,42.1,small,false,P,,,British, 1729-1816,,Term not found,2022-06-14
6226,94.24.19,Temple Ring,John A. Okulick,not found,WCMA,WCMA-DEC ARTS,,,,0,0,1994,Williams College Museum of Art,jewelry,sterling silver,,Gift of Carol and Saul Rosenzweig,,,,,,,94_24_19.jpg,Overall: 1 x 1 x 3/8 in. (2.5 x 2.5 x 1 cm),Overall,2.54,2.54,0.95,1.0,1.0,0.37,1.0,small,true,S,,,American, 1947-,,erm not found,2022-06-14
6228,82.22.36,Summer Harbor,Sigurd Skou, 500124244,WCMA,WCMA-DRAWING,,,no date,1829,1929,1982,Williams College Museum of Art,watercolor,pencil and watercolor on paper mounted on board,,Bequest of Kathryn Hurd,,,,,,l.l. in pencil: SIGURD SKOU; verso c. on mount in pencil: Summer Harbor; verso u.c. on mount in pencil and chalk: random numbers,82_22_36.jpg,"sheet: 18 1/16 x 18 1/16 in. (45.8 x 45.9 cm)
image: 11 13/16 x 11 15/16 in. (30 x 30.3 cm)",image,30.3,30.0,0.0,11.93,11.81,0.0,140.89,medium,false,L,,,not found,not found,,Term not found,2022-06-14
6229,80.45.1,"Death of Hektor, a Poem",Stanley William Hayter, 500010689,WCMA,WCMA-DEC ARTS,,,1979,1979,1979,1980,Williams College Museum of Art,book,unbound book of engravings,color engravings,"Gift of Robert Ford, through the Martin S. Ackerman Foundation",,,,,,first page c. in ink: 224/300/  Brian Coffey  SW Hayter; each engraving signed and numbered,80_45_1_printVII.jpg,Overall: 16 5/16 x 12 1/2 x 1 5/16 in. (41.4 x 31.7 x 3.3 cm),Overall,31.7,41.4,3.3,12.48,16.3,1.3,203.42,medium,true,P,,,British," 1901-1988),Brian Co",color engravings,Term not found,2022-06-14
6231,79.58.35,Untitled,Arthur Segal,not found,WCMA,WCMA-PRINTS,,,ca. 1910-1918,1900,1918,1979,Williams College Museum of Art,woodcut,woodcut,,"Gift of Steven Sohacki, through the Martin S. Ackerman Foundation",,,,,,,79_58_35.jpg,"sheet: 11 5/16 x 15 3/8 in. (28.7 x 39 cm)
image: 3 9/16 x 4 3/4 in. (9 x 12 cm)",image,12.0,9.0,0.0,4.72,3.54,0.0,16.71,small,false,L,,,Romania, 1875-1944,,Term not found,2022-06-14
6232,84.26.56,Untitled,Rube Goldberg, 500053744,WCMA,WCMA-DRAWING,,,no date,1883,1970,1984,Williams College Museum of Art,drawing,pencil on paper,,Gift of George W. George,,,,,,,84_26_56_r.jpg,Overall: 8 9/16 x 11 in. (21.7 x 27.9 cm),Overall,27.9,21.7,0.0,10.98,8.54,0.0,93.77,medium,false,L,"Rube Goldberg, Inc.",,American, 1883-1970,,Term not found,2022-06-14
6235,43.2.12.A,Chest of Drawers,New Hampshire,not found,WCMA,WCMA-DEC ARTS,,,c. 1795-1820,1795,1820,1943,Williams College Museum of Art,furniture,mahogany,,"Bequest of Charles M. Davenport, Class of 1901",,,,,,,IMG_43.2.12.A.snap.jpg,Overall: 38 1/2 x 40 x 21 1/4 in. (97.8 x 101.6 x 54 cm),Overall,101.6,97.8,54.0,40.0,38.5,21.26,1540.0,large,true,L,,,not found,not found,,Term not found,2022-06-14
6236,71.14,The Laocoön,Anonymous (Italian),not found,WCMA,WCMA-PRINTS,,,second quarter of the 16th century?,1525,1550,1971,Williams College Museum of Art,woodcut,woodcut on paper,,"Gift of David Tunick, Class of 1966",,"Passavant VI, 243, 97",,,,verso l.c. in pencil: 13K; verso l.c. in pencil: Dec.Affeu-Laocoon nach Titian/ vou Nic Boldrini/ Pass VI frag.243 No97; verso l.r. in pencil: 302 III[in box]/ 090  $90.,71_14.jpg,"sheet: 10 5/8 x 16 1/16 in. (27 x 40.8 cm)
mat: 15 7/8 x 22 in. (40.3 x 55.9 cm)",sheet,40.8,26.99,0.0,16.06,10.62,0.0,170.56,medium,false,L,,,not found,not found,,Term not found,2022-06-14
6237,39.1.158,"The Roll Call, A Masque of the Red Cross",Arnold Genthe, 500023229,WCMA,WCMA-PRINTS,,,1918?,1918,1918,1939,Williams College Museum of Art,poster,poster,,Anonymous gift,,,,,,,IMG_39.1.158.JPG,Overall: 31 1/2 x 18 5/8 in. (80 x 47.3 cm),Overall,47.3,80.0,0.0,18.62,31.5,0.0,586.53,large,false,P,,,"American, born Germa", 1869-1942,,Term not found,2022-06-14
6238,50.20.7,Stone Brushing of Bronze Vessels,North Central China,not found,WCMA,WCMA-EASTERN,Chinese,,no date,0,0,1950,Williams College Museum of Art,print,ink on rice paper,wood block print,"Gift of Louis J. Hector, Class of 1938",,,,,,calligraphic inscription,50_20_7.jpg,Overall: 37 15/16 x 12 3/8 in. (96.4 x 31.4 cm),Overall,31.4,96.4,0.0,12.36,37.95,0.0,469.06,large,false,P,,,not found,not found,wood block print,Term not found,2022-06-14
6240,95.7.S,"Untitled (from ""Artists' Impressions"")",Edward Ruscha, 500024159,WCMA,WCMA-PRINTS,,,1991,1991,1991,1995,Williams College Museum of Art,lithograph,lithograph on paper,,"Museum purchase, Kathryn Hurd Fund",,,,,,recto l.l. in pencil: 23/30; l.r. in pencil: Ed Ruscha '91; verso l.r. in pencil: 91-320/ White Arches,95_7_S.jpg,"sheet: 12 x 12 in. (30.5 x 30.5 cm)
image: 5 7/8 x 4 1/8 in. (15 x 10.5 cm)",image,10.5,15.0,0.0,4.13,5.91,0.0,24.41,small,false,P,The Artist,,American, 1937-,,Term not found,2022-06-14
6241,90.1,Untitled,Lelio Orsi,not found,WCMA,WCMA-DRAWING,,,16th century,1500,1599,1990,Williams College Museum of Art,drawing,ink on paper,,"Gift of John M. Topham, in honor of Andrew S. Keck, Class of 1924",,,,,,"verso: upper half on mattboard in ink: Written on Mat/""Leli Orsi Da Novelara""; l.l. corner on backing in ink: Prop./J.M. Topham/716-381-4381",IMG_90.1.jpg,"image: 3 7/8 x 6 9/16 in. (9.8 x 16.7 cm)
frame: 8 x 10 13/16 in. (20.3 x 27.5 cm)",image,16.7,9.8,0.0,6.57,3.86,0.0,25.36,small,false,L,,,Italian, 1511-1587,,Term not found,2022-06-14
6243,88.6.110,Horse Brass Martingale,British,not found,WCMA,WCMA-DEC ARTS,,,19th - early 20th century,1800,1950,1988,Williams College Museum of Art,leatherwork,leather and brass,,"Gift of J. Rodney Weiss, Class of 1955, from the collection of the late Dr. Bernard H. Hall",,,,,,,IMG_88.6.110.jpg,Overall: 41 1/2 x 3 15/16 in. (105.4 x 10 cm),Overall,10.0,0.0,0.0,3.94,0.0,0.0,0.0,small,false,L,,,not found,not found,,Term not found,2022-06-14
6248,92.23.F,"Semina Two (from ""Semina"")",Wallace Berman, 500025293,WCMA,WCMA-PHOTO,,,1955-64; reprinted 1988-1992,1955,1992,1992,Williams College Museum of Art,booklet; collage,offset lithograph and letterpress printing,14 pages,Museum purchase,,,,,,"on p. 12, verso l.l. in ball point pen: Jaltoon; verso typed on sticker: During the second week of a scheduled/ month exhibit of my paintings and/ sculpture, members of the vice squad/ entered the Ferus art gallery and con-/ fiscated a copy of 'Semina 1' which/ was exhibited  as an important part of/ a work entitled 'Temple'.  Brought be-/ fore the righteous judge Kenneth Hol-/ iday, who, taking the allegorical/ drawing in question out of context,/ declared me guilty of displaying lewd/ and pornographic matter./ I will continue to print 'Semina'/ from locations other than this city/ of degenerate angels./ Wallace Berman/ Los Angeles/ Dec. 1957",92_23_F.jpg,Overall: 8 9/16 x 5 13/16 in. (21.7 x 14.7 cm),Overall,14.7,21.7,0.0,5.79,8.54,0.0,49.45,small,false,P,The Estate of the Artist,,not found,not found,14 pages,Term not found,2022-06-14
6249,1870.1.1,Human Head Wearing a Peaked Headdress,Maya,not found,WCMA,WCMA-AMERINDIAN,,,"Terminal Classic, 800-900",800,900,1870,Williams College Museum of Art,architectural element; tenon,limestone,tenon,"Interdepartmental transfer from the Lyceum of Natural History, Williams College",,,,,,,1870_1_1_a.jpg,Overall: 14 15/16 x 10 5/8 x 24 7/16 in. (38 x 27 x 62 cm),Overall,27.0,38.0,0.0,10.63,14.96,0.0,159.02,medium,false,P,,,not found,not found,tenon,Term not found,2022-06-14
6250,92.14.E,"Drawings (from ""The Ritual Series"")",Michael Singer, 500095365,WCMA,WCMA-PRINTS,,,1980-1987,1980,1987,1992,Williams College Museum of Art,lithograph,14 off-set lithographs,"black and white, in a folio","Museum purchase, Kathryn Hurd Fund",,,,,,,92_14_E_p01.jpg,Overall: 20 1/16 x 16 in. (50.9 x 40.6 cm),Overall,40.6,50.9,0.0,15.98,20.04,0.0,320.24,large,false,P,,,American, 1945-,"black and white, in a folio",Term not found,2022-06-14
6251,92.14.B,"Indoor Sculpture (from ""The Ritual Series"")",Michael Singer, 500095365,WCMA,WCMA-PRINTS,,,1978-1988,1978,1988,1992,Williams College Museum of Art,lithograph,12 off-set lithographs,in a folio,"Museum purchase, Kathryn Hurd Fund",,,,,,,92_14_B_p01.jpg,Overall: 20 1/16 x 16 in. (50.9 x 40.6 cm),Overall,40.6,50.9,0.0,15.98,20.04,0.0,320.24,large,false,P,,,American, 1945-,in a folio,Term not found,2022-06-14
6252,91.10,Painting with Two Balls I,Jasper Johns, 500022247,WCMA,WCMA-PRINTS,,,1962,1962,1962,1991,Williams College Museum of Art,lithograph,color lithograph on paper,,"Gift of Elizabeth Congleton Ohly and John Hallowell Ohly, Sr., Class of 1933",,,,,,lower edge in stone: painting with two balls 1962 j.johns; l.l. in pencil: 18/39 I,91_10.jpg,"image: 20 3/16 x 16 7/16 in. (51.2 x 41.7 cm)
frame: 30 11/16 x 25 13/16 in. (78 x 65.5 cm)",image,41.7,51.2,0.0,16.42,20.16,0.0,331.03,large,false,P,"VAGA at Artist Rights Society (ARS), New York",,not found,not found,,Term not found,2022-06-14
6254,43.2.170,Platter,American?,not found,WCMA,WCMA-DEC ARTS,,,no date,0,0,1943,Williams College Museum of Art,platter,pewter,,"Bequest of Charles M. Davenport, Class of 1901",,,,,,"stamped on base: [symbols, letters and four smith stamps]",43.2.170.JPG,"Overall: 15/16 in. (2.4 cm)
rim: 14 13/16 in. (37.6 cm)",Overall,0.0,2.4,0.0,0.0,0.94,0.0,0.0,small,false,P,,,not found,not found,,Term not found,2022-06-14
6257,95.4.92,The White Horse and Circus Rider,Maurice Brazil Prendergast,not found,WCMA,WCMA-Prendergast,,,ca. 1893-1895,1893,1895,1995,Williams College Museum of Art,watercolor,watercolor and pencil on paper,,Bequest of Mrs. Charles Prendergast,,CMO #593,,,,unsigned,95_4_92_r1.jpg,Overall: 9 1/4 x 4 3/8 in. (23.5 x 11.1 cm),Overall,11.1,23.5,0.0,4.37,9.25,0.0,40.42,small,false,P,,"© Williams College Museum of Art, Williamstown, MA
Please contact the museum for permissions",American, 1858-1924,,Term not found,2022-06-14
6259,99.14.2,Royal display cloth,Bamum Cultural Group,not found,WCMA,WCMA-AFRICAN,Bamum,,19th-20th century,1800,1999,1999,Williams College Museum of Art,textile,painted and resist-dyed woven cotton,,Gift of Suzanne Bach,,,,,,,99_14_2_a.jpg,Overall: 152 x 58 in. (386.1 x 147.3 cm),Overall,147.32,0.0,0.0,58.0,0.0,0.0,0.0,small,false,L,,,not found,not found,,Term not found,2022-06-14
