object_number,accession_number,title,maker_full_name,culture,period,date_description,year_start,year_end,accession_year,category,materials,credit_line,inscriptions,dimensions,image_url,source_1,maker_birth_year,maker_death_year,institution_name,institution_city,institution_state,institution_country,institution_latitude,institution_longitude
4316,94.1.31,Cloud collar and border,Chinese,Chinese,,Late 19th-early 20th century (before 1911),1850,1911,1994,textile,embroidered silk,"Found in the collection and catalogued, 1994",,Overall: 52 9/16 x 57 7/8 in. (133.5 x 147 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4316,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4317,A.1.2.OOOO,Screw hole starter,Charles Prendergast,,,19th-20th century,1863,1948,1998,tool,steel | wood,"Williams College Museum of Art, Prendergast Archive and Study Center, Gift of Mrs. Charles Prendergast",,Overall: 4 3/4 x 2 9/16 x 9/16 in. (12 x 6.5 x 1.5 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4317,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4318,RC.58.10,"Bijin-ga, Beauties",Kitagawa Utamaro,Japanese,,ca. 1875,1850,1900,2001,print,woodblock print,"Gift of Orson L. St. John, Class of 1928 in memory of Charles Francis Gaskill, Class of 1928, Talcott Miner Banks, Class of 1928, Gordon Bailey Washburn, Class of 1928, John W.G. Tenney, Class of 1928 and Bronson Fargo, Class of 1951",,Overall: 13 1/4 x 17 1/4 in. (33.7 x 43.8 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4318,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4320,75.27.D,"Bridget Bishop (from ""Witches of Salem"")",Thom O'Connor,,,1972,1972,1972,1975,etching,etching on paper,"Museum purchase, Joseph O. Eaton Fund",l.l. in pencil: IV; l.r. in pencil: ThomO'Connor,"plate: 2 3/16 x 3 7/16 in. (5.5 x 8.8 cm)
sheet: 11 7/8 x 9 in. (30.2 x 22.8 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4320,https://github.com/wcmaart/collection, 1937,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4321,EL.75.3.19,Ring with intaglio Fortuna,Roman,Roman,Roman,100-200 AD,100,200,,ring,gold and carnelian,"Collection of the Son and Daughters of Charles Bolles Bolles-Rogers, Class of 1907",,Overall: 11/16 x 3/8 x 1/4 in. (1.8 x 0.9 x 0.6 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4321,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4322,A.1.2.C,brush,Charles Prendergast,,,19th-20th century,1863,1948,1998,tool | brush,"wood, animal hair","Williams College Museum of Art, Prendergast Archive and Study Center, Gift of Mrs. Charles Prendergast",,Overall: 4 1/2 x 3 13/16 x 3/8 in. (11.5 x 9.7 x 1 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4322,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4323,77.9.38,Sleeping Girl,Frederick S. Franck,,,1956,1956,1956,1977,painting,oil on canvas,"Bequest of Lawrence H. Bloedel, Class of 1923",l.l. in oil: Franck,frame: 32 5/16 x 42 5/16 in. (82 x 107.5 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4323,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4324,75.43.4.P,Warrior,Etruscan,,,600-500 BC,-600,-500,1975,intaglio | scarab,carnelian,"Gift of the son and daughters of Charles Bolles-Rogers, Class of 1907: Frederick Van D. Rogers, Mary Rogers Savage, and Nancy Rogers Pierson",,Overall: 5/8 x 1/2 x 3/8 in. (1.6 x 1.3 x 1 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4324,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4325,TI.22,Needlepoint,Italian,,,18th century,1700,1799,1930,textile,needlepoint,"Gift of Joseph O. Eaton, Class of 1895, in 1930",,Overall: 20 1/16 x 54 5/16 in. (51 x 138 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4325,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4326,TL.94.61.5.A,Frame,Anonymous,,,19th-20th century,1863,1948,1994,frame,wood,Gift of Mrs. Charles Prendergast,,"H: 16 in, W: 13 1/2 in",https://get-thumb.herokuapp.com/getThumb.php?objectid=4326,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4327,80.27.2,Triangles within a Square IV,Gordon House,,,1971,1971,1971,1980,etching,etching on paper,"Gift of Neil Dorman, through the Martin S. Ackerman Foundation",l.l. in pencil: Tri 4 B; l.c. in pencil: 33/40e; l.r. in pencil: Gordon House `71,"sheet: 24 13/16 x 17 15/16 in. (63 x 45.5 cm)
image: 10 1/16 x 9 15/16 in. (25.5 x 25.2 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4327,https://github.com/wcmaart/collection, 1932,2004,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4328,52.19,Romantic Harbor,Leonid (Leonid Berman),,,1929,1929,1929,1952,painting,oil on canvas,Gift of Henry Russell Hitchcock,l.l. corner in oil: Leonid Berman/29; verso u.r. on stretcher on label: Wadsworth Athenaeum/Leonide/Henry Daniell Hitchcock/[illeg]; verso overall on stretcher in chalk and pencil: [various numbers]; verso c.r. stamped: Toiles & Couleurs-Fines/Paul Foinet Fils/21 Rue Brea Paris; verso l.r. in chalk: L B,Overall: 19 3/4 x 28 3/4 in. (50.2 x 73 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4328,https://github.com/wcmaart/collection, 1896,1976,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4329,EL.83.13.21,Piece of photography hardware,Anonymous,,,,0,0,,hardware | photography t&e,metal and rubber,"On extended loan from Robert M. Dunn, Class of 1931",,,https://get-thumb.herokuapp.com/getThumb.php?objectid=4329,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4330,79.58.57,Untitled,Arthur Segal,,,ca. 1910-1918,1900,1918,1979,woodcut,woodcut,"Gift of Steven Sohacki, through the Martin S. Ackerman Foundation",,"sheet: 15 3/8 x 23 in. (39 x 58.4 cm)
image: 7 1/16 x 8 11/16 in. (17.9 x 22 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4330,https://github.com/wcmaart/collection, 1875,1944,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4331,39.1.180,The First Three!,Ben L. Kidder,,,1918,1918,1918,1939,poster,poster,Anonymous gift,,Overall: 27 9/16 x 20 1/2 in. (70 x 52.1 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4331,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4332,80.46.3,"Untitled (from ""Son of Bitch"")",Elliott Erwitt,,,published 1974,1974,1974,1980,photograph,duplicate photographic print,Gift of James L. Melcher,verso l.r. in pencil: Elliott Erwitt/ 73-1-54/#11A  #1 1/2FICT.,"sheet: 11 x 13 7/8 in. (28 x 35.3 cm)
image: 8 1/16 x 12 1/16 in. (20.4 x 30.6 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4332,https://github.com/wcmaart/collection, 1928,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4334,91.40.14,Nu au chapeau,Pablo Picasso,,,1937,1937,1937,1991,drawing,ink on paper,Gift of Peggie Dwight,signed lr. in pen: Picasso,Overall: 13 1/2 x 10 in. (34.3 x 25.4 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4334,https://github.com/wcmaart/collection, 1881,1973,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4337,63.29,Madonna and Child,Flemish,,,early 15th century,1400,1450,1963,costume,thread | velvet,Gift of Horace L. Mayer,,"image: 7 5/16 x 2 9/16 in. (18.5 x 6.5 cm)
Overall: 9 7/16 x 9 1/16 in. (24 x 23 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4337,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4338,TFL.1,The Annunciation,Flemish,,,15th century ?,1400,1499,1938,textile,embroidered silk on linen,"Gift of Mrs. Edwin Howland Blashfield, 1938",verso c.r. in pencil: #79 Patt [?]/1 1/2/ [illegible]/but as [illegible]/ 2 1/2 [illegible],Overall: 7 11/16 x 16 1/8 in. (19.5 x 41 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4338,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4341,60.21,St. Louis Union Station,Frederick E. Conway,,,c. 1948,1943,1953,1960,painting,oil on masonite board,"Gift of Bernard Heineman, Jr., Class of 1945",u.r. in oil: Fred Conway,"frame: 22 5/8 x 36 1/4 in. (57.5 x 92 cm)
Overall: 18 1/2 x 32 1/16 in. (47 x 81.5 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4341,https://github.com/wcmaart/collection, 1900,1973,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4343,89.20.11,Calligraphy,Wang Chi-Yuan,Chinese,,,1895,1975,1989,drawing,ink on rice paper,Gift of the School of Chinese Brushwork,,Overall: 47 15/16 x 11 5/16 in. (121.7 x 28.7 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4343,https://github.com/wcmaart/collection, 1895,1975,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4345,78.30.23,Sanford R. Gifford (1823-1880),Anonymous (American),,,ca. 1860,1835,1885,1978,daguerreotype,daguerreotype,Gift of Dr. and Mrs. Gifford M. Lloyd,,Overall: 2 15/16 x 2 7/16 x 11/16 in. (7.4 x 6.2 x 1.8 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4345,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4346,79.75.117,Pot Sherd,Greek,Tiryns,,,0,0,1979,sherd,ceramic,Gift of John Davis Hatch V,,,https://get-thumb.herokuapp.com/getThumb.php?objectid=4346,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4347,94.11,Curved Tonal Brown Area,Robert Peter Mangold,,,1966,1966,1966,1994,painting,acrylic and pencil on board,"Museum purchase, Kathryn Hurd Fund","verso u.r. in pencil: R Mangold 1966, Curved Tonal Brown Area",frame: 24 x 24 x 3/4 in. (61 x 61 x 1.9 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4347,https://github.com/wcmaart/collection, 1937,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4348,79.75.73,Pot Sherd,Greek,Aegina,,,0,0,1979,sherd,ceramic,Gift of John Davis Hatch V,,,https://get-thumb.herokuapp.com/getThumb.php?objectid=4348,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4349,66.19,Untitled,Helen Frankenthaler,,,1961,1961,1961,1966,drawing,oil on paper,"Gift of Sam Hunter, Class of 1944",l.r. in ink: Frankenthaler/ `61,frame: 31 1/8 × 41 1/8 × 2 in. (79.1 × 104.5 × 5.1 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4349,https://github.com/wcmaart/collection, 1928,2011,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4350,79.75.48,Pot Sherd,Greek,Argros,,,0,0,1979,sherd,ceramic,Gift of John Davis Hatch V,,,https://get-thumb.herokuapp.com/getThumb.php?objectid=4350,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4351,61.7,Niagara Falls,William Morris Hunt,,,1878,1878,1878,1961,painting,oil on canvas,Gift of the estate of J. Malcolm Forbes,,"frame: 80 x 117 1/2 x 5 1/2 in. (203.2 x 298.5 x 14 cm)
62 1/4 x 99 in. (158.1 x 251.5 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4351,https://github.com/wcmaart/collection, 1824,1879,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4352,67.34.3,Portrait of a woman in green dress,Anonymous (American),,,1920?,1920,1930,1967,painting,oil on canvas,Anonymous gift,l.l. in oil: R[illegible] 19[20 ? illegible],,https://get-thumb.herokuapp.com/getThumb.php?objectid=4352,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4353,92.21.14,Chicago,Harry Morey Callahan,,,1949,1949,1949,1992,photograph,dye transfer print,"Gift of Mr. and Mrs. Richard R. Jeffrey, Class of 1952",l.r. in pencil: Harry Callahan,"sheet: 10 9/16 x 14 1/2 in. (26.8 x 36.8 cm)
image: 8 11/16 x 13 5/16 in. (22.1 x 33.8 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4353,https://github.com/wcmaart/collection, 1912,1999,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4356,93.1.9,Plan of the Campus of Williams College,Cram|Goodhue|and Ferguson,,,c. 1910,1890,1930,1993,drawing,"pencil, colored pencil on tissue","Found in the collection and catalogued, 1993",l.c. in pencil: Campus of Williams College/ Showing Site of the Grace Chapin Hall/ And Location of Future Buildings/ Cram Goodhue and Ferguson Architects/ Boston and New York,"image: 36 13/16 x 24 13/16 in. (93.5 x 63 cm)
frame: 41 1/4 x 31 5/16 in. (104.7 x 79.5 cm)
sheet: 38 5/8 x 26 1/4 in. (98.1 x 66.7 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4356,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4357,62.41.45,"""Annie G."" galloping, Animal Locomotion, Plate #627",Eadweard Muybridge,,,1887,1887,1887,1962,photograph,collotype,Williams College Museum of Art,,"sheet: 19 1/16 x 23 11/16 in. (48.4 x 60.2 cm)
frame: 22 7/8 x 28 7/8 x 2 in. (58.1 x 73.3 x 5.1 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4357,https://github.com/wcmaart/collection, 1830,1904,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4358,77.9.42,Gothic Bird,Morris Cole Graves,,,1954,1954,1954,1977,tempera,tempera on paper,"Bequest of Lawrence H. Bloedel, Class of 1923",l.r. in pencil: MGraves,frame: 50 3/8 x 23 5/8 in. (128 x 60 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4358,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4359,RC.5.48,"Blind Time III, No. 2",Robert Morris,,,1977,1977,1977,1992,print,lithograph on paper,Gift of the artist,l.l. in pencil: Blind Time III No. 2. 20/20; l.r. in pencil: R.Morris [underlined]/ 77 AA,sheet: 31 3/4 x 47 5/8 in. (80.7 x 121 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4359,https://github.com/wcmaart/collection, 1931,2018,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4360,83.35.7,"Mental Patient in Asylum (from ""Haiti"")",W. Eugene Smith,,,1958-59,1958,1959,1983,photograph,gelatin silver print,Gift of H. Christopher Luce,verso c. below stamp in pencil: 7 [in square],"sheet: 13 1/16 x 14 1/16 in. (33.2 x 35.7 cm)
image: 8 11/16 x 13 1/4 in. (22 x 33.6 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4360,https://github.com/wcmaart/collection, 1918,1978,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4363,86.25.1,"Portrait of Edward Dorr Griffin (1770-1837), Third President of Williams College 1821-36, Professor 1808-22",Waldo & Jewett,,,c. 1821,1796,1846,1986,painting,oil on panel,"Museum purchase, with funds provided by an anonymous donor",verso in pencil: [names and addresses],Overall: 32 11/16 x 25 1/2 in. (83 x 64.7 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4363,https://github.com/wcmaart/collection, 1783,1874,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4364,RC.5.63,"Blind Time III, No. 3",Robert Morris,,,1977,1977,1977,1992,print,lithograph on paper,Gift of the artist,,sheet: 31 3/4 x 47 5/8 in. (80.7 x 121 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4364,https://github.com/wcmaart/collection, 1931,2018,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4365,93.1.112,Fragment,Anonymous,,,,0,0,1993,fragment,marble,"Found in the collection and catalogued, 1993",,Overall: 4 3/16 x 5 11/16 in. (10.6 x 14.5 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4365,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4366,M.2002.2.7,"""Suckers""",Wayne Thiebaud,,,1967,1967,1967,2002,lithograph,lithograph on paper,"Gift of Susan W. Paine in honor of Stephen D. Paine, Class of 1954","l.r. in pencil: Thiebaud state I 76/150; verso c. stamped: HUNTINGTON FRAME CO. & GALLERY/ 303 Columbus Avenue/ Boston,Mass. 02116 267-4020","(sight): 14 7/16 x 20 3/4 in. (36.7 x 52.7 cm)
frame: 21 5/8 x 27 5/16 in. (55 x 69.3 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4366,https://github.com/wcmaart/collection, 1920,2021,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4367,80.11.A,Summer Suite B,Conrad Marca-Relli,,,1970,1970,1970,1980,collage,paper and burlap,"Gift of Graham Loving, through the Martin S. Ackerman Foundation",l.l. in pencil: 3/50; l.r. in pencil: MARCA-RELLI/70,Overall: 19 5/8 x 26 7/8 in. (49.9 x 68.2 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4367,https://github.com/wcmaart/collection, 1913,2000,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4368,55.15,"Head of a Girl (from ""Gongora- Vingt Poèmes"")",Pablo Picasso,,,1947-1948,1947,1948,1955,drypoint,drypoint and aquatint on paper,Museum purchase,l.c. in pencil:65-64-15 CLK $45.-,"sheet: 15 x 11 1/16 in. (38.1 x 28.1 cm)
image: 12 5/8 x 8 1/4 in. (32 x 21 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4368,https://github.com/wcmaart/collection, 1881,1973,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4369,92.3.13,"Life's little jokes-- number 596,384| Mike & Ike - They Look Alike",Rube Goldberg,,,c. 1915-1934,1915,1934,1992,drawing,pen and ink on paper,"Gift of George W. George, Class of 1941",,Overall: 8 13/16 x 20 1/2 in. (22.4 x 52 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4369,https://github.com/wcmaart/collection, 1883,1970,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4372,78.38.7,"Astute Sizing Up Perfume Trends (from ""General Dynamic F.U.N."")",Eduardo Luigi Paolozzi,,,1968,1968,1968,1978,lithograph,color photo lithograph on paper,Gift of Ben Wunsch through the Martin S. Ackerman Foundation,verso c. stamped: [title]; verso l.r. stamped: [stylised facsimile of artist's signature]; verso l.l. stamped: [publishers mark],sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4372,https://github.com/wcmaart/collection, 1924,2005,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4373,92.22.62,"""The Brown Sisters"", Harwichport",Nicholas Nixon,,,1978,1978,1978,1992,photograph,gelatin silver print,Gift of Tennyson and Fern Schad,"verso, l.l. in pencil: Heather Brown, Mimi Brown, Betse Brown Nixon, Laurie Brown; verso l.c. in pencil: Harwichport, Mass. 1978; verso l.r. in pencil: Nicholas Nixon",Overall: 7 7/8 x 9 13/16 in. (20 x 25 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4373,https://github.com/wcmaart/collection, 1947,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4374,93.8.1,Makeup cup,Greek,,,500-400 BC,-500,-400,1993,cup | makeup holder,terracotta,"Gift of Henry N. Flynt, Jr., Class of 1944",on bottom in pencil: 211/ RR,Overall: 3 1/4 in. (8.3 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4374,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4377,94.28.D,"Water fountain, Havana, 1932 (from ""Walker Evans I"")",Walker Evans,,,1977,1977,1977,1994,photograph,black and white photograph,"Museum purchase, Karl E. Weston Memorial Fund",l.l. in pencil: 4 23/75; l.r. embossed: [Evans Estate stamp],"image: 6 7/16 x 8 3/8 in. (16.4 x 21.3 cm)
sheet: 10 15/16 x 14 in. (27.8 x 35.5 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4377,https://github.com/wcmaart/collection, 1903,1975,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4378,92.5.172,Death of the Virgin,After Rembrandt van Rijn,,,,1639,1939,1992,print,print reproduction,"Found in the collection and catalogued, 1992",l.l. in image: Rembrandt 1639,"sheet: 16 5/8 x 12 7/8 in. (42.3 x 32.7 cm)
image: 15 9/16 x 12 3/8 in. (39.5 x 31.4 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4378,https://github.com/wcmaart/collection, 1609,1669,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4380,85.22.7,Dancer #1,Maurice Brazil Prendergast,,,ca. 1912-1915,1912,1915,1985,drawing,pencil on paper,Gift of Mrs. Charles Prendergast,"u.l. in pencil: #17""DANCER#1 "" 1916.; l.r. stamped: E. PRENDERGAST COLLECTION","Overall: 12 x 9 1/2 in. (30.5 x 24.1 cm)
frame: 19 1/8 x 15 1/16 in. (48.6 x 38.3 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4380,https://github.com/wcmaart/collection, 1858,1924,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4382,81.13.17,Pipe in Bowl,Patrick Caulfield,,,c. 1976,1971,1981,1981,screenprint,color screenprint on paper,"Gift of Saul Steinberg, through the Martin S. Ackerman Foundation",l.r. in pencil: Patrick Caulfield 51/76; verso ina another hand l.c. in pencil: CAULFIELD Pipe in Bowl,"sheet: 22 15/16 x 23 in. (58.3 x 58.4 cm)
image: 16 x 16 in. (40.6 x 40.6 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4382,https://github.com/wcmaart/collection, 1936,2005,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4383,94.24.7,Pyramid Pendant with Collar,Joan Brown,,,,0,0,1994,jewelry,"18K vermeil, sterling silver, emerald",Gift of Carol and Saul Rosenzweig,,Overall: 3 3/4 x 4 in. (9.5 x 10.2 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4383,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4384,93.1.183,Iris and birds,Peng-wei,Japanese,,20th century,1900,1999,1993,drawing,ink wash on paper,"Found in the collection and catalogued, 1993",l.r. in pencil: To Mr. Faison/ with Thanks Peng-Kwei,sheet: 11 1/4 x 16 1/8 in. (28.5 x 41 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4384,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4385,99.16.22,"Off El Moro, Puerto Rico",Philip Kappel,,,,1921,1981,1999,drypoint,drypoint and etching on paper,"Gift of David P. Tunick, Class of 1966",l.l. in plate: PHILIP KAPPEL; l.r. in pencil: Philip Kappel,"sheet: 14 15/16 x 11 7/16 in. (38 x 29.1 cm)
plate: 9 13/16 x 7 13/16 in. (25 x 19.9 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4385,https://github.com/wcmaart/collection, 1901,1981,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4388,85.46.39,Calligraphy,Chinese,Chinese,,,0,0,1985,drawing,ink on paper,Bequest of Jane T. Ritchie,,"sheet: 10 1/4 x 17 5/16 in. (26 x 43.9 cm)
frame: 12 1/16 x 19 1/2 in. (30.6 x 49.6 cm)",https://get-thumb.herokuapp.com/getThumb.php?objectid=4388,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4389,60.12,St. Anthony Abbot,Giovanni da Milano,,,ca. 1365,1315,1415,1960,panel,tempera on panel,Gift of the Samuel H. Kress Foundation,verso l.r. on original frame: [Kress collection label]; verso l.r. on original frame: [National Gallery of Art 1939 exhibition label]; verso l.l. on label on original frame: 336; verso overall in pencil and chalk on original frame: [numbers and letters]; recto overall in chalk on original frame: [numbers and letters],frame: 35 7/8 × 17 3/8 × 2 5/8 in. (91.1 × 44.1 × 6.7 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4389,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4390,99.1.126,The New Alliance.,Thomas Nast,,,"July 29, 1876",1876,1876,1999,print,wood engraving on newsprint,Gift of Irwin and Dianne Steinberg,none,Overall: 15 13/16 x 11 3/16 in. (40.2 x 28.4 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4390,https://github.com/wcmaart/collection, 1840,1902,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
4392,94.1.56,Highboy,Massachusetts,,,1770-1785,1770,1785,1959,furniture,wood | Tiger Maple,"Possibly(?) Bequest of Katharine F. Bryer White, wife of Walter Leroy White, Class of 1906",,Overall: 84 1/2 x 36 1/4 x 21 1/2 in. (214.6 x 92.1 x 54.6 cm),https://get-thumb.herokuapp.com/getThumb.php?objectid=4392,https://github.com/wcmaart/collection,,,Williams College Museum of Art (,Williamstown,Massachusetts,United States,42.7112131380762,-73.20269661733933
