name,business_type,state_registered,street_registered,city_registered,zip5_registered,filing_number,corp_id
R & M MUSIC COMPANY,CORPORATION,OK,,,,1900199985,1900199985
"DON'S COPIERS PLUS, INC.",CORPORATION,OK,,,,1900200080,1900200080
"ROSENCUTTER BROS., INC.",CORPORATION,OK,,,,1900200221,1900200221
"PROFESSIONAL BUILDING OF MCALESTER, INC.",CORPORATION,OK,,,,1900200345,1900200345
"BONANZA VAN LINES, INC.",CORPORATION,OK,,,,1900200676,1900200676
"HOUSTON-STAMBAUGH, INC.",CORPORATION,OK,,,,1900200897,1900200897
"TAP PETROLEUM, INC.",CORPORATION,OK,,,,1900200998,1900200998
"G. H. BLANKENSHIP, INC.",CORPORATION,OK,,,,1900201149,1900201149
"TRAVELERS MOTOR CLUB, INC.",CORPORATION,OK,,,,1900201178,1900201178
"ROY H. SMITH & SON, INC.",CORPORATION,OK,,,,1900201272,1900201272
NICOMA PARK SHEET METAL & AIR CONDITIONING CO.,CORPORATION,OK,,,,1900201469,1900201469
"OKLAHOMA TANK LINES, INC.",CORPORATION,OK,,,,1900201482,1900201482
MCCOY TREE SURGERY CO.,CORPORATION,OK,,,,1900201585,1900201585
"DUNCAN IRON & METAL, INC.",CORPORATION,OK,,,,1900202002,1900202002
"PUCKETT'S FOOD STORES, INC.",CORPORATION,OK,,,,1900202177,1900202177
"PUCKETT GROCERY CO., INC.",CORPORATION,OK,,,,1900202178,1900202178
"SOUTHWEST CHRISTIAN DAY CARE CENTER, INC.",CORPORATION,OK,,,,1900202354,1900202354
"ROGERS DRUG COMPANY, INC.",CORPORATION,OK,,,,1900202434,1900202434
"MAIN AUTOMOTIVE SUPPLY, INC.",CORPORATION,OK,,,,1900202481,1900202481
"S.A.W., INCORPORATED",CORPORATION,OK,,,,1900202505,1900202505
"PERKINS WHISTLESTOP, INC.",CORPORATION,OK,,,,1900202542,1900202542
"MYERS LAUNDRY-CLEANERS OF WEATHERFORD,INC.",CORPORATION,OK,,,,1900202657,1900202657
THE CROW CORPORATION,CORPORATION,OK,,,,1900202724,1900202724
"CLINTON LAUNDRY AND CLEANERS, INC.",CORPORATION,OK,,,,1900202748,1900202748
FOWLER VENDING CORPORATION,CORPORATION,OK,,,,1900202913,1900202913
"GLEN CHAMBERS EVANGELISTIC ASSOCIATION, INC.",CORPORATION,OK,,,,1900203082,1900203082
THE BELVADERE CORPORATION,CORPORATION,OK,,,,1900203367,1900203367
"DUNCAN BUILDERS SUPPLY, INC.",CORPORATION,OK,,,,1900203395,1900203395
"TRADE WINDS MOTOR HOTEL EAST, INC.",CORPORATION,OK,,,,1900203568,1900203568
"VINYARD, INC.",CORPORATION,OK,,,,1900203579,1900203579
"TULSA FOODS, INC.",CORPORATION,OK,,,,1900203652,1900203652
"DISCOUNT TIRES OF OKLAHOMA, INC.",CORPORATION,OK,,,,1900203783,1900203783
B B R OIL CORPORATION,CORPORATION,OK,,,,1900203861,1900203861
"YATES, INC.",CORPORATION,OK,,,,1900203884,1900203884
"BOWER IMPLEMENT COMPANY, INC.",CORPORATION,OK,,,,1900204006,1900204006
HENSON CONSTRUCTION CO.,CORPORATION,OK,,,,1900204084,1900204084
"BUCHANAN FOOD STORE, INC.",CORPORATION,OK,,,,1900204253,1900204253
"CHESSER AUTO SERVICE, INC.",CORPORATION,OK,,,,1900204334,1900204334
"TRACO ADVERTISING, INC.",CORPORATION,OK,,,,1900204679,1900204679
"ARCO WAREHOUSE CO., INC.",CORPORATION,OK,,,,1900204714,1900204714
"CREST DISCOUNT FOODS, INC.",CORPORATION,OK,,,,1900204891,1900204891
"MILO GORDON, INC.",CORPORATION,OK,,,,1900205186,1900205186
"RALPH & SONS TIRE CENTER, INC.",CORPORATION,OK,,,,1900205225,1900205225
CEC CORPORATION,CORPORATION,OK,,,,1900205272,1900205272
"WOMACK MACHINE SUPPLY COMPANY OF OKLAHOMA, INC.",CORPORATION,OK,,,,1900205470,1900205470
"JOHNSON BROTHER'S INVESTMENT, INC.",CORPORATION,OK,,,,1900205514,1900205514
"AUTO SUPPLY WAREHOUSE, INC.",CORPORATION,OK,,,,1900205808,1900205808
"SMITH & SONS INSURANCE AGENCY, INC.",CORPORATION,OK,,,,1900205823,1900205823
"HIGHWAY CONTRACTORS, INC.",CORPORATION,OK,,,,1900205839,1900205839
"PHILWELL, INC.",CORPORATION,OK,,,,1900205881,1900205881
"STANFIELD PRINTING CO., INC.",CORPORATION,OK,,,,1900206068,1900206068
"CIMMARRON HOMES, INC.",CORPORATION,OK,,,,1900206079,1900206079
CARNES PETROLEUM CORPORATION,CORPORATION,OK,,,,1900206099,1900206099
"MILLS WELL SERVICE, INC.",CORPORATION,OK,,,,1900206239,1900206239
"CALLAWAY INVESTMENTS, INC.",CORPORATION,OK,,,,1900206291,1900206291
"DYER ENTERPRISES, INC.",CORPORATION,OK,,,,1900206325,1900206325
"HITCH FEEDERS I, INC.",CORPORATION,OK,,,,1900206566,1900206566
THE KEY MANAGEMENT COMPANY,CORPORATION,OK,,,,1900206647,1900206647
CATLETT MINERALS CORPORATION,CORPORATION,OK,,,,1900206736,1900206736
WARREN PROFESSIONAL BUILDING CORPORATION,CORPORATION,OK,,,,1900206784,1900206784
"CEDAR RIDGE COUNTRY CLUB, INC.",CORPORATION,OK,,,,1900206827,1900206827
"ARCHER CONSOLIDATED, INC.",CORPORATION,OK,,,,1900206870,1900206870
"THE DESIGNERS, INC.",CORPORATION,OK,,,,1900207325,1900207325
"GEORGE TOWNSEND & CO., INC.",CORPORATION,OK,,,,1900207433,1900207433
"GLENN SUPPLY COMPANY, INC.",CORPORATION,OK,,,,1900207461,1900207461
"MUSKOGEE TRANSFER AND STORAGE CO., INC.",CORPORATION,OK,,,,1900207640,1900207640
"PRYOR STONE, INC.",CORPORATION,OK,,,,1900207783,1900207783
FOUNTAIN VIEW MANOR INC.,CORPORATION,OK,,,,1900207811,1900207811
"FIRST BETHANY BANCORP, INC.",CORPORATION,OK,,,,1900207825,1900207825
SCHWAB & COMPANY,CORPORATION,OK,,,,1900207910,1900207910
"K. S. OIL COMPANY, INC.",CORPORATION,OK,,,,1900208054,1900208054
"INDUSTRIAL RUBBER, INC.",CORPORATION,OK,,,,1900208078,1900208078
DAVE ALLERT COMPANY,CORPORATION,OK,,,,1900208138,1900208138
GUY B. KIKER COMPANY,CORPORATION,OK,,,,1900208171,1900208171
GATEWAY TRUCKING CO.,CORPORATION,OK,,,,1900208228,1900208228
"SPIRO NURSING HOME, INC.",CORPORATION,OK,,,,1900208594,1900208594
"KENCO INTERNATIONAL, INC.",CORPORATION,OK,,,,1900208607,1900208607
"DURANT-FOODS, INC.",CORPORATION,OK,,,,1900208721,1900208721
FOUR J. CORPORATION,CORPORATION,OK,,,,1900208807,1900208807
A. L. SMITH INC.,CORPORATION,OK,,,,1900208914,1900208914
"CRABBS TRANSPORT, INC.",CORPORATION,OK,,,,1900208975,1900208975
"DETERMAN-SCHEIRMAN, INC.",CORPORATION,OK,,,,1900209040,1900209040
"ALDERWOODS (OKLAHOMA), INC.",CORPORATION,OK,,,,1900209147,1900209147
JACK BOWKER FORD LEASING COMPANY,CORPORATION,OK,,,,1900209152,1900209152
EMPLOYERS CASUALTY CORPORATION,CORPORATION,OK,,,,1900209198,1900209198
MANHATTAN ROAD & BRIDGE COMPANY,CORPORATION,OK,,,,1900209201,1900209201
FABWELL CORPORATION,CORPORATION,OK,,,,1900209558,1900209558
"TRIANGLE / A & E, INC.",CORPORATION,OK,,,,1900209630,1900209630
"ROSS TRANSPORTATION, INC.",CORPORATION,OK,,,,1900209695,1900209695
"H & H PROTECTIVE COATINGS COMPANY, INC.",CORPORATION,OK,,,,1900209733,1900209733
"B & B TOOL CO., INC",CORPORATION,OK,,,,1900209949,1900209949
MAXWELL SUPPLY CO.,CORPORATION,OK,,,,1900210033,1900210033
"FLORENCE PARK APARTMENT HOMES ASSOCIATION, INC.",CORPORATION,OK,,,,1900210043,1900210043
SHIELD MANUFACTURING CORPORATION,CORPORATION,OK,,,,1900210103,1900210103
"BACHMAN SERVICES, INC.",CORPORATION,OK,,,,1900210184,1900210184
"GAM ENTERPRISES, INC.",CORPORATION,OK,,,,1900210253,1900210253
MONTE CASSINO SCHOLARSHIP FOUNDATION,CORPORATION,OK,,,,1900210401,1900210401
"GUARANTY ABSTRACT COMPANY OF JEFFERSON COUNTY, ""INC.""",CORPORATION,OK,,,,1900210479,1900210479
THE H. PAT HENSON COMPANY,CORPORATION,OK,,,,1900210655,1900210655
"SPACE CENTER, INC.",CORPORATION,OK,,,,1900210664,1900210664
"MAGIC EMPIRE RECREATION, INC.",CORPORATION,OK,,,,1900210799,1900210799
"SYNERGY DATACOM SUPPLY, INC.",CORPORATION,OK,,,,1900210867,1900210867
"TWIN R NO. 1, INC.",CORPORATION,OK,,,,1900210891,1900210891
"TWIN R NO. 2, INC.",CORPORATION,OK,,,,1900210892,1900210892
"PIZZA HUT OF MIAMI, INC.",CORPORATION,OK,,,,1900211092,1900211092
SUNRISE SUPPLY CO.,CORPORATION,OK,,,,1900211146,1900211146
E. V. COX CONSTRUCTION CO.,CORPORATION,OK,,,,1900211201,1900211201
DUB STONE CO.,CORPORATION,OK,,,,1900211331,1900211331
"GRISHAM CONSTRUCTION COMPANY, INC.",CORPORATION,OK,,,,1900211492,1900211492
SHAWNEE CONSTRUCTION COMPANY,CORPORATION,OK,,,,1900211503,1900211503
PENNANT PETROLEUM COMPANY,CORPORATION,OK,,,,1900211779,1900211779
H & M PIPE BEVELING MACHINE COMPANY,CORPORATION,OK,,,,1900211812,1900211812
RE-CON COMPANY,CORPORATION,OK,,,,1900211817,1900211817
"MLS TECHNOLOGY, INC.",CORPORATION,OK,,,,1900211918,1900211918
"ARROW SIGN CO., INC.",CORPORATION,OK,,,,1900212053,1900212053
"EVANS & EVANS, INC.",CORPORATION,OK,,,,1900212156,1900212156
SUNDANCE OIL COMPANY,CORPORATION,OK,,,,1900212275,1900212275
"CIMARRON VALLEY CITIZENS BAND RADIO CLUB, INC.",CORPORATION,OK,,,,1900212398,1900212398
"CRUISE AVIATION ASSOCIATES, INC.",CORPORATION,OK,,,,1900212417,1900212417
"QUEENSTON, INC.",CORPORATION,OK,,,,1900212486,1900212486
"KOONS & ASSOCIATES, INC.",CORPORATION,OK,,,,1900212569,1900212569
OVERHEAD DOOR COMPANY OF TULSA,CORPORATION,OK,,,,1900212601,1900212601
"POWER MILL CONTRACTORS, INC.",CORPORATION,OK,,,,1900212715,1900212715
"POWER EQUIPMENT & ENGINEERING, INC.",CORPORATION,OK,,,,1900212716,1900212716
"UNITED STEEL ERECTORS, INC.",CORPORATION,OK,,,,1900212789,1900212789
"MCBURR, INC.",CORPORATION,OK,,,,1900212975,1900212975
"WHB COMPANY, INC.",CORPORATION,OK,,,,1900213208,1900213208
"NAME BRANDS, INC.",CORPORATION,OK,,,,1900213317,1900213317
SOUTHSIDE AUCTION CO.,CORPORATION,OK,,,,1900213445,1900213445
"JENSEN'S, INC.",CORPORATION,OK,,,,1900213457,1900213457
ENID GRAIN INSPECTION CO.,CORPORATION,OK,,,,1900213583,1900213583
"EITZEN AGENCY, INC.",CORPORATION,OK,,,,1900213699,1900213699
THE B & F CORPORATION,CORPORATION,OK,,,,1900213784,1900213784
"SONIC DRIVE-IN, DEL CITY, INC.",CORPORATION,OK,,,,1900213856,1900213856
CUNNINGHAM INTERIORS INC.,CORPORATION,OK,,,,1900213972,1900213972
"SUBURBAN CHEVROLET, INC.",CORPORATION,OK,,,,1900213979,1900213979
"S & W TRANSPORTS, INC.",CORPORATION,OK,,,,1900214118,1900214118
GOMACO INC.,CORPORATION,OK,,,,1900214319,1900214319
"MANLEY CAPITAL GROUP, INC.",CORPORATION,OK,,,,1900214352,1900214352
JOHN M. CAMPBELL AND COMPANY,CORPORATION,OK,,,,1900214508,1900214508
D & D SURPLUS SALES INC.,CORPORATION,OK,,,,1900214823,1900214823
ENID IRON & METAL CO.,CORPORATION,OK,,,,1900214852,1900214852
W.M. HEITGRAS COMPANY,CORPORATION,OK,,,,1900214862,1900214862
ANDERSON MUSIC COMPANY,CORPORATION,OK,,,,1900214905,1900214905
"R & R ENGINEERING CO., INC.",CORPORATION,OK,,,,1900215048,1900215048
SANDRIDGE AIRPARK INC.,CORPORATION,OK,,,,1900215120,1900215120
CAC FINANCIAL CORP.,CORPORATION,OK,,,,1900215126,1900215126
"WITHROW OIL CO., INC.",CORPORATION,OK,,,,1900215143,1900215143
"PALU BEDDING CO., INC.",CORPORATION,OK,,,,1900215154,1900215154
"NORTHWEST CONCRETE PRODUCTS, INC.",CORPORATION,OK,,,,1900215222,1900215222
"HERMETIC SWITCH, INC.",CORPORATION,OK,,,,1900215281,1900215281
"PORTER-STRAIT INSTRUMENT COMPANY, INCORPORATED",CORPORATION,OK,,,,1900215308,1900215308
MASTER KRAFT TOOLING CORPORATION,CORPORATION,OK,,,,1900215407,1900215407
"HINCHEY FORD, INC.",CORPORATION,OK,,,,1900215528,1900215528
EDA+FKI ENGINEERS PC,CORPORATION,OK,,,,1900215536,1900215536
THE LANDON COMPANY,CORPORATION,OK,,,,1900215689,1900215689
THE GILL ROYALTY COMPANY,CORPORATION,OK,,,,1900215717,1900215717
"DEHART AIR CONDITIONING AND ELECTRONICS, INC.",CORPORATION,OK,,,,1900216068,1900216068
"FILM PORT, INC.",CORPORATION,OK,,,,1900216112,1900216112
"TONKAWA FOUNDRY, INC.",CORPORATION,OK,,,,1900216133,1900216133
ROSS SEED COMPANY,CORPORATION,OK,,,,1900216202,1900216202
CMI TEREX CORPORATION,CORPORATION,OK,,,,1900216389,1900216389
RATLIFF CITY WORKERS CLUB,CORPORATION,OK,,,,1900216468,1900216468
"SMITH ROYALTIES, INC.",CORPORATION,OK,,,,1900216500,1900216500
"SEWELL BROS., INC.",CORPORATION,OK,,,,1900216501,1900216501
SHIRLYN CORPORATION,CORPORATION,OK,,,,1900216648,1900216648
"KENTUCKY FRIED CHICKEN OF MCALESTER, OKLAHOMA, INC.",CORPORATION,OK,,,,1900216659,1900216659
"THE PRENTICE-HALL CORPORATION SYSTEM, OKLAHOMA, INC.",CORPORATION,OK,,,,1900216772,1900216772
"HELMERICH & PAYNE PROPERTIES, INC.",CORPORATION,OK,,,,1900216960,1900216960
R V CORPORATION,CORPORATION,OK,,,,1900217136,1900217136
HINTON REFRIGERATION COMPANY,CORPORATION,OK,,,,1900217312,1900217312
"CENTURY ENTERPRISES MANAGEMENT, LTD.",CORPORATION,OK,,,,1900217407,1900217407
"WALTER REED, INCORPORATED",CORPORATION,OK,,,,1900217425,1900217425
SAIED MUSIC COMPANY,CORPORATION,OK,,,,1900217476,1900217476
"BOB LOWE FARM MACHINERY, INC.",CORPORATION,OK,,,,1900217484,1900217484
"ARN-EL ENTERPRISES, INC.",CORPORATION,OK,,,,1900217491,1900217491
"ENID CONCRETE CO., INC.",CORPORATION,OK,,,,1900217610,1900217610
"CAREY JOHNSON OIL COMPANY, INC.",CORPORATION,OK,,,,1900217622,1900217622
BERNHARDT OIL CORPORATION,CORPORATION,OK,,,,1900217668,1900217668
"TERRA-MAR, INC.",CORPORATION,OK,,,,1900217687,1900217687
"DEMCO PRINTING, INC.",CORPORATION,OK,,,,1900217725,1900217725
"HITCH COMMODITIES, INC.",CORPORATION,OK,,,,1900217741,1900217741
"HENNINGER-ALLEN FUNERAL HOME, INC.",CORPORATION,OK,,,,1900217772,1900217772
M. E. K. CORPORATION,CORPORATION,OK,,,,1900217793,1900217793
GROSSMAN AND KEITH ENGINEERING CO.,CORPORATION,OK,,,,1900217834,1900217834
"JOHN HOFF CO., INC.",CORPORATION,OK,,,,1900217843,1900217843
KILPATRICK INVESTMENT COMPANY,CORPORATION,OK,,,,1900217969,1900217969
"K & K MANUFACTURING, INC.",CORPORATION,OK,,,,1900218024,1900218024
"AERO-SPACE REPORTS, INC.",CORPORATION,OK,,,,1900218099,1900218099
BTI CORPORATION,CORPORATION,OK,,,,1900218166,1900218166
"MORGAN, LTD.",CORPORATION,OK,,,,1900218168,1900218168
"CHAMPLIN FIREARMS, INC.",CORPORATION,OK,,,,1900218187,1900218187
"HAMPTON RANCH, INC.",CORPORATION,OK,,,,1900218335,1900218335
"MOTOR SALES, INC.",CORPORATION,OK,,,,1900218476,1900218476
KRAFTOURS COMPANY,CORPORATION,OK,,,,1900218489,1900218489
"AMUNDSEN COMMERCIAL KITCHENS, INC.",CORPORATION,OK,,,,1900218657,1900218657
"BACON, INCORPORATED",CORPORATION,OK,,,,1900218663,1900218663
"BUDDY'S PRODUCE OF OKLA. CITY, INC.",CORPORATION,OK,,,,1900218665,1900218665
"DAN YOUNG & CO., INC.",CORPORATION,OK,,,,1900218714,1900218714
"MERRITT PROPERTIES, INC.",CORPORATION,OK,,,,1900218827,1900218827
"WASHINGTON SQUARE, INC.",CORPORATION,OK,,,,1900218875,1900218875
LAMBERT CONSTRUCTION COMPANY,CORPORATION,OK,,,,1900219097,1900219097
AIR COMFORT INC.,CORPORATION,OK,,,,1900219111,1900219111
"DICKEY INSURANCE AGENCY, INC.",CORPORATION,OK,,,,1900219357,1900219357
"A. & R. AUTO SUPPLY, INC.",CORPORATION,OK,,,,1900219384,1900219384
"COMMANDER MILLS, INC.",CORPORATION,OK,,,,1900219639,1900219639
FARMER'S SUPPLY AND TRANSPORTATION COMPANY,CORPORATION,OK,,,,1900219876,1900219876
"POWERS MUFFLER SHOP, INC.",CORPORATION,OK,,,,1900219911,1900219911
"WANENMACHER AND MUELLER, INC.",CORPORATION,OK,,,,1900219967,1900219967
"JAMES HODGE FORD, INC.",CORPORATION,OK,,,,1900220327,1900220327
"WILLIAMS MANAGEMENT SERVICES, INC.",CORPORATION,OK,,,,1900220681,1900220681
"THE WESTERN ART FUND, INC.",CORPORATION,OK,,,,1900220802,1900220802
"L. R. MCBRIDE, INC.",CORPORATION,OK,,,,1900220896,1900220896
CAMERON INVESTMENT CORPORATION,CORPORATION,OK,,,,1900220920,1900220920
"MIDWEST BAKERS SUPPLY CO., INC.",CORPORATION,OK,,,,1900221056,1900221056
REBEL OIL COMPANY,CORPORATION,OK,,,,1900221143,1900221143
"GILLIAM HOG & CATTLE, INC.",CORPORATION,OK,,,,1900221182,1900221182
AUTOFORDABLES FINANCE CORPORATION,CORPORATION,OK,,,,1900221430,1900221430
DISCOUNT PHARMACIES INC.,CORPORATION,OK,,,,1900221433,1900221433
"AMERICAN BANCORPORATION, INC.",CORPORATION,OK,,,,1900221493,1900221493
"CLAREMORE NURSING HOME, INC.",CORPORATION,OK,,,,1900221520,1900221520
"HITCHCOCK DISTRIBUTING, INC.",CORPORATION,OK,,,,1900221667,1900221667
"W - W TRAILER MANUFACTURERS, INC.",CORPORATION,OK,,,,1900221784,1900221784
"ORAL HEALTH PRODUCTS, INC.",CORPORATION,OK,,,,1900221935,1900221935
"SOONER COMPLETIONS, INC.",CORPORATION,OK,,,,1900221943,1900221943
MOCK BROS. CATTLE CO.,CORPORATION,OK,,,,1900221983,1900221983
"WOODWARD FURNITURE AND APPLIANCE, INC.",CORPORATION,OK,,,,1900222112,1900222112
JOHN SHURTLEFF CORPORATION,CORPORATION,OK,,,,1900222178,1900222178
INVESTORS CONSTRUCTION CORPORATION,CORPORATION,OK,,,,1900222223,1900222223
"ALLEN CAMPER MFG. COMPANY, INC.",CORPORATION,OK,,,,1900222273,1900222273
"A-1 MOVERS, INC.",CORPORATION,OK,,,,1900222365,1900222365
"CLARE DILLON ELECTRIC SERVICE, INC.",CORPORATION,OK,,,,1900222426,1900222426
"GUY W. LEWIS, INC.",CORPORATION,OK,,,,1900222510,1900222510
TULSA TRUCK MANUFACTURING CO.,CORPORATION,OK,,,,1900222671,1900222671
G. O. WILLIAMS OIL CO.,CORPORATION,OK,,,,1900222744,1900222744
CONCOURT PETROLEUM CORPORATION,CORPORATION,OK,,,,1900222749,1900222749
"AUTO REFINISH DISTRIBUTORS, INC.",CORPORATION,OK,,,,1900222925,1900222925
"BMCFERRELL, INC.",CORPORATION,OK,,,,1900222950,1900222950
"DON HILL, INC.",CORPORATION,OK,,,,1900223152,1900223152
BOKF COMMUNITY DEVELOPMENT FUND II,CORPORATION,OK,,,,1900223390,1900223390
"ZODIAC CLUBS, INC.",CORPORATION,OK,,,,1900223541,1900223541
"THE QUINTIN LITTLE COMPANY, INC.",CORPORATION,OK,,,,1900223703,1900223703
DIGGER OIL & GAS CO.,CORPORATION,OK,,,,1900223728,1900223728
FRONTIER MUSIC COMPANY,CORPORATION,OK,,,,1900223870,1900223870
"PADGHAM TOYOTA, INC.",CORPORATION,OK,,,,1900223888,1900223888
"JACKSON & JACKSON, INC.",CORPORATION,OK,,,,1900223897,1900223897
"SWAN BROTHERS DAIRY, INC.",CORPORATION,OK,,,,1900223898,1900223898
RUSSELL L. ROBERTS BUILDING CO.,CORPORATION,OK,,,,1900223900,1900223900
"PHIL ROBERTS HOMES, INC.",CORPORATION,OK,,,,1900223901,1900223901
"SOBER BROTHERS, INC.",CORPORATION,OK,,,,1900224062,1900224062
"PERRY'S FORD, INC.",CORPORATION,OK,,,,1900224196,1900224196
FREDDIE'S INCORPORATED,CORPORATION,OK,,,,1900224268,1900224268
"WRIGHT LAND & CATTLE CO., INC.",CORPORATION,OK,,,,1900224320,1900224320
"YOUNG BROS., INC.",CORPORATION,OK,,,,1900224537,1900224537
"TOLAND & JOHNSTON, INC.",CORPORATION,OK,,,,1900224573,1900224573
"CROSS WINDS CLUB, INC.",CORPORATION,OK,,,,1900224613,1900224613
"DICK BAILEY MOTORS, INC.",CORPORATION,OK,,,,1900224683,1900224683
CHRISTIAN CONSTRUCTION COMPANY,CORPORATION,OK,,,,1900224702,1900224702
LEAKE INVESTMENT COMPANY,CORPORATION,OK,,,,1900224971,1900224971
"BARTHEL AND GIBSON ASSOCIATES, INC.",CORPORATION,OK,,,,1900225068,1900225068
"COMANCHE LUMBER COMPANY, INC.",CORPORATION,OK,,,,1900225099,1900225099
"RICK THOMPSON CONSTRUCTION, INC.",CORPORATION,OK,,,,1900225268,1900225268
"ELIZABETH RISSMANN AND COMPANY, INC.",CORPORATION,OK,,,,1900225483,1900225483
"TDW (US), INC.",CORPORATION,OK,,,,1900225507,1900225507
"IDEAL CONSTRUCTION, INC.",CORPORATION,OK,,,,1900225532,1900225532
"KING-LINDSEY, INC.",CORPORATION,OK,,,,1900225661,1900225661
BOB BROOKS MOTOR COMPANY,CORPORATION,OK,,,,1900225710,1900225710
"GARBE INDUSTRIES, INCORPORATED",CORPORATION,OK,,,,1900225720,1900225720
"SALINA-SPAVINAW TELEPHONE COMPANY, INC.",CORPORATION,OK,,,,1900225780,1900225780
MALI CORPORATION,CORPORATION,OK,,,,1900226071,1900226071
"HUNZICKER BROTHERS, INC.",CORPORATION,OK,,,,1900226218,1900226218
"PASCHALL PROPERTIES, INC.",CORPORATION,OK,,,,1900226317,1900226317
"SILICONE SPECIALTIES, INC.",CORPORATION,OK,,,,1900226322,1900226322
HARVEY'S INC.,CORPORATION,OK,,,,1900226339,1900226339
"MOORMAN'S CARPETS, INC.",CORPORATION,OK,,,,1900226340,1900226340
"PALEO, INC.",CORPORATION,OK,,,,1900226370,1900226370
THE BILL BECKMAN COMPANY,CORPORATION,OK,,,,1900226376,1900226376
W. D. DISTRIBUTING CO. OF OKLAHOMA,CORPORATION,OK,,,,1900226478,1900226478
"OKLAHOMA TRANSMISSION SUPPLY, INC.",CORPORATION,OK,,,,1900226671,1900226671
"G-M AGENCY, INC.",CORPORATION,OK,,,,1900226683,1900226683
"JAY FAMILY DRUG, INC.",CORPORATION,OK,,,,1900226841,1900226841
"C. WATTS AND SONS CONSTRUCTION CO., INC.",CORPORATION,OK,,,,1900226930,1900226930
"CAPITOL ELECTRIC MOTOR REPAIR, INC.",CORPORATION,OK,,,,1900226981,1900226981
"KELSEY COMPANY, INC.",CORPORATION,OK,,,,1900226984,1900226984
DUB STONE CONSTRUCTION CO.,CORPORATION,OK,,,,1900227005,1900227005
"SPAETH, INC.",CORPORATION,OK,,,,1900227018,1900227018
"BAKER PHARMACY, INC.",CORPORATION,OK,,,,1900227103,1900227103
"U. I. SMITH, INC.",CORPORATION,OK,,,,1900227231,1900227231
"BARNES FARMS, INC.",CORPORATION,OK,,,,1900227276,1900227276
"JAY GRIFFIN PAINTING, INC.",CORPORATION,OK,,,,1900227682,1900227682
"WESTERN REALTY COMPANY, A CORPORATION",CORPORATION,OK,,,,1900227848,1900227848
LADUSAU-EVANS FUNERAL HOME INC.,CORPORATION,OK,,,,1900227970,1900227970
AMERICAN CHRISTIAN COLLEGE INC.,CORPORATION,OK,,,,1900228016,1900228016
"THE CALICO CONNECTION, INC.",CORPORATION,OK,,,,1900228060,1900228060
VICE SHEET METAL COMPANY,CORPORATION,OK,,,,1900228216,1900228216
MILLER GLASS CO.,CORPORATION,OK,,,,1900228294,1900228294
"CREEK COUNTY ABSTRACT COMPANY, INC.",CORPORATION,OK,,,,1900228344,1900228344
DECK OIL CO.,CORPORATION,OK,,,,1900228378,1900228378
MAXWELL RESOURCES CORPORATION,CORPORATION,OK,,,,1900228453,1900228453
"EARL'S FLOWERS AND GIFTS, INC.",CORPORATION,OK,,,,1900228571,1900228571
BCJ CORPORATION,CORPORATION,OK,,,,1900228669,1900228669
"ELECTRO ENTERPRISES, INC.",CORPORATION,OK,,,,1900228711,1900228711
"THE TIRE BARN, INC.",CORPORATION,OK,,,,1900228826,1900228826
THE JINNY-ANN #4 CORP.,CORPORATION,OK,,,,1900228916,1900228916
HEALTHMARK SYSTEMS & SERVICES CO.,CORPORATION,OK,,,,1900228918,1900228918
"FASHIONS FAIR, INC",CORPORATION,OK,,,,1900228974,1900228974
MIN-TEX OIL CORPORATION,CORPORATION,OK,,,,1900229023,1900229023
"BRAND EXPORT PACKING OF OKLAHOMA, INC.",CORPORATION,OK,,,,1900229056,1900229056
WATERS ELECTRIC INCORPORATED,CORPORATION,OK,,,,1900229078,1900229078
SOUTHWESTERN PROCESS SUPPLY COMPANY,CORPORATION,OK,,,,1900229394,1900229394
"D. E. RICE CONSTRUCTION CO., INC.",CORPORATION,OK,,,,1900229566,1900229566
"AYERS NURSING HOME, INC.",CORPORATION,OK,,,,1900229650,1900229650
"JUSTICE GOLF CAR CO., INC.",CORPORATION,OK,,,,1900230357,1900230357
"LEGGETT SUPPLY, INC.",CORPORATION,OK,,,,1900230417,1900230417
"EMPIRE TRUCK REBUILDERS, INC.",CORPORATION,OK,,,,1900230434,1900230434
THE TRIBUNE CORPORATION,CORPORATION,OK,,,,1900230451,1900230451
"INLAND INVESTMENT COMPANY, INC.",CORPORATION,OK,,,,1900230505,1900230505
MASTER FINANCE CORPORATION,CORPORATION,OK,,,,1900230714,1900230714
WALKER-PIERCE ROYALTY CO. INC.,CORPORATION,OK,,,,1900230790,1900230790
CUSACK WHOLESALE MEAT COMPANY,CORPORATION,OK,,,,1900230855,1900230855
"OILFIELD SPECIALTY DISTRIBUTORS, INC.",CORPORATION,OK,,,,1900231116,1900231116
"AUTOPILOTS CENTRAL, INC.",CORPORATION,OK,,,,1900231175,1900231175
"KELLY'S PLUMBING & HEATING, INC.",CORPORATION,OK,,,,1900231248,1900231248
"TURNER & COMPANY, INC.",CORPORATION,OK,,,,1900231249,1900231249
"GIBSON & SONS, INC.",CORPORATION,OK,,,,1900231396,1900231396
"A. J. RYDER, INC.",CORPORATION,OK,,,,1900231443,1900231443
ALLSTATES CONSTRUCTION & EQUIPMENT COMPANY,CORPORATION,OK,,,,1900231483,1900231483
"B. C. CLARK, INC.",CORPORATION,OK,,,,1900231570,1900231570
ANCHOR PAINT MFG. CO.,CORPORATION,OK,,,,1900231625,1900231625
