Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBS_BLUE_CHOICE,BCBS_CAP,CHOICE_CARE_MEDICARE,OPTUM_VA_CCN,UHC_ALL_PAYER
5690764_1,LTC Cath Leg Strap,Inpatient,0270,,,,0,8.80,8.36,7.48,8.80,N/A,N/A,N/A,N/A,7.48
5690764_1,LTC Cath Leg Strap,Outpatient,0270,,,,0,8.80,8.36,7.48,8.80,7.48,7.92,8.80,8.80,7.48
5690765_1,LTC Catheter Tray/Foley 16FR,Inpatient,0270,,,,0,17.60,16.72,14.96,17.60,N/A,N/A,N/A,N/A,14.96
5690765_1,LTC Catheter Tray/Foley 16FR,Outpatient,0270,,,,0,17.60,16.72,14.96,17.60,14.96,15.84,17.60,17.60,14.96
5690766_1,LTC Tray Cath Urethral,Inpatient,0270,,,,0,4.50,4.28,3.83,4.50,N/A,N/A,N/A,N/A,3.83
5690766_1,LTC Tray Cath Urethral,Outpatient,0270,,,,0,4.50,4.28,3.83,4.50,3.83,4.05,4.50,4.50,3.83
5690767_1,LTC Urinary Bag (Night Bag),Inpatient,0270,,,,0,7.00,6.65,5.95,7.00,N/A,N/A,N/A,N/A,5.95
5690767_1,LTC Urinary Bag (Night Bag),Outpatient,0270,,,,0,7.00,6.65,5.95,7.00,5.95,6.30,7.00,7.00,5.95
5690768_1,LTC Alcohol,Inpatient,0270,82077,"Alcohol (ethanol); any specimen except urine and breath, immunoassay (eg, IA, EIA, ELISA, RIA, EMIT, FPIA) and enzymatic methods (eg, alcohol dehydrogenase)",,0,4.20,3.99,3.57,4.20,N/A,N/A,N/A,N/A,3.57
5690768_1,LTC Alcohol,Outpatient,0270,82077,"Alcohol (ethanol); any specimen except urine and breath, immunoassay (eg, IA, EIA, ELISA, RIA, EMIT, FPIA) and enzymatic methods (eg, alcohol dehydrogenase)",,0,4.20,3.99,3.57,4.20,3.57,3.78,4.20,4.20,3.57
5690769_1,LTC Hydrogen Peroxide,Inpatient,0270,,,,0,3.00,2.85,2.55,3.00,N/A,N/A,N/A,N/A,2.55
5690769_1,LTC Hydrogen Peroxide,Outpatient,0270,,,,0,3.00,2.85,2.55,3.00,2.55,2.70,3.00,3.00,2.55
5690897_1,LTC Cath Leg Bag,Inpatient,0270,,,,0,3.77,3.58,3.20,3.77,N/A,N/A,N/A,N/A,3.20
5690897_1,LTC Cath Leg Bag,Outpatient,0270,,,,0,3.77,3.58,3.20,3.77,3.20,3.39,3.77,3.77,3.20
5707665_2,J3490 Aspirin 81mg oral tablet,Outpatient,0637,A9270,Non-covered item or service,,1,1.30,1.24,1.11,1.30,1.11,1.17,1.30,1.30,1.11
5709484_2,VA0018C,Outpatient,0521,,,,0,550.00,522.50,309.32,522.50,467.50,495.00,309.32,0.00,467.50
5709876_1,LTC In Line O2 Water Trap,Inpatient,0270,,,,0,3.94,3.74,3.35,3.94,N/A,N/A,N/A,N/A,3.35
5709876_1,LTC In Line O2 Water Trap,Outpatient,0270,,,,0,3.94,3.74,3.35,3.94,3.35,3.55,3.94,3.94,3.35
5709877_1,LTC O2 Mask,Inpatient,0270,,,,0,3.97,3.77,3.37,3.97,N/A,N/A,N/A,N/A,3.37
5709877_1,LTC O2 Mask,Outpatient,0270,,,,0,3.97,3.77,3.37,3.97,3.37,3.57,3.97,3.97,3.37
5709878_1,LTC Dressing Telfa Island,Inpatient,0270,,,,0,14.28,13.57,12.14,14.28,N/A,N/A,N/A,N/A,12.14
5709878_1,LTC Dressing Telfa Island,Outpatient,0270,,,,0,14.28,13.57,12.14,14.28,12.14,12.85,14.28,14.28,12.14
5709880_1,LTC Blue Remedy Lotion,Inpatient,0270,,,,0,21.70,20.62,18.45,21.70,N/A,N/A,N/A,N/A,18.45
5709880_1,LTC Blue Remedy Lotion,Outpatient,0270,,,,0,21.70,20.62,18.45,21.70,18.45,19.53,21.70,21.70,18.45
5709881_1,LTC Skin Repair Cream,Inpatient,0270,,,,0,50.68,48.15,43.08,50.68,N/A,N/A,N/A,N/A,43.08
5709881_1,LTC Skin Repair Cream,Outpatient,0270,,,,0,50.68,48.15,43.08,50.68,43.08,45.61,50.68,50.68,43.08
5709882_1,LTC Swivel Connector,Inpatient,0270,,,,0,3.00,2.85,2.55,3.00,N/A,N/A,N/A,N/A,2.55
5709882_1,LTC Swivel Connector,Outpatient,0270,,,,0,3.00,2.85,2.55,3.00,2.55,2.70,3.00,3.00,2.55
5709883_1,LTC Calazime Lotion,Inpatient,0270,,,,0,12.10,11.50,10.29,12.10,N/A,N/A,N/A,N/A,10.29
5709883_1,LTC Calazime Lotion,Outpatient,0270,,,,0,12.10,11.50,10.29,12.10,10.29,10.89,12.10,12.10,10.29
5709884_1,LTC Aerosol Mask,Inpatient,0270,,,,0,3.10,2.95,2.64,3.10,N/A,N/A,N/A,N/A,2.64
5709884_1,LTC Aerosol Mask,Outpatient,0270,,,,0,3.10,2.95,2.64,3.10,2.64,2.79,3.10,3.10,2.64
5719040_1,99211 Treatment Room Established Patient Level 1 (Nurse Only Visit),Inpatient,0761,99211,"Office or other outpatient visit for the evaluation and management of an established patient, that may not require the presence of a physician or other qualified health care professional. Usually, the presenting problem(s) are minimal.",,0,35.00,33.25,29.75,35.00,N/A,N/A,N/A,N/A,29.75
5719040_1,99211 Treatment Room Established Patient Level 1 (Nurse Only Visit),Outpatient,0761,99211,"Office or other outpatient visit for the evaluation and management of an established patient, that may not require the presence of a physician or other qualified health care professional. Usually, the presenting problem(s) are minimal.",,0,35.00,33.25,29.75,35.00,33.25,35.00,35.00,35.00,29.75
5719056_1,SZ 3 MCGRATH LARYNGOSCOPE BLADE,Inpatient,,,,,0,91.70,87.12,77.95,91.70,N/A,N/A,N/A,N/A,77.95
5719056_1,SZ 3 MCGRATH LARYNGOSCOPE BLADE,Outpatient,,,,,0,91.70,87.12,77.95,91.70,77.95,82.53,91.70,91.70,77.95
5719058_1,SZ 4 MCGRATH LARYNGOSCOPE BLADE,Inpatient,,,,,0,91.70,87.12,77.95,91.70,N/A,N/A,N/A,N/A,77.95
5719058_1,SZ 4 MCGRATH LARYNGOSCOPE BLADE,Outpatient,,,,,0,91.70,87.12,77.95,91.70,77.95,82.53,91.70,91.70,77.95
5728976_1,ELECTRODE CPR FOR ER,Inpatient,,,,,0,180.80,171.76,153.68,180.80,N/A,N/A,N/A,N/A,153.68
5728976_1,ELECTRODE CPR FOR ER,Outpatient,,,,,0,180.80,171.76,153.68,180.80,153.68,162.72,180.80,180.80,153.68
5736496_1,"Myoglobin, Serum - QST",Inpatient,0309,83874,Myoglobin,,0,82.00,77.90,12.92,82.00,N/A,N/A,N/A,N/A,69.70
5736496_1,"Myoglobin, Serum - QST",Outpatient,0309,83874,Myoglobin,,0,82.00,77.90,12.92,82.00,44.83,47.19,82.00,12.92,69.70
5736497_1,"Alcohol, Ethyl QST",Inpatient,0309,82077,"Alcohol (ethanol); any specimen except urine and breath, immunoassay (eg, IA, EIA, ELISA, RIA, EMIT, FPIA) and enzymatic methods (eg, alcohol dehydrogenase)",,0,72.00,68.40,17.27,72.00,N/A,N/A,N/A,N/A,61.20
5736497_1,"Alcohol, Ethyl QST",Outpatient,0309,82077,"Alcohol (ethanol); any specimen except urine and breath, immunoassay (eg, IA, EIA, ELISA, RIA, EMIT, FPIA) and enzymatic methods (eg, alcohol dehydrogenase)",,0,72.00,68.40,17.27,72.00,61.20,64.80,72.00,17.27,61.20
5737125_1,82570 CREATININE OTHER QST,Inpatient,0309,82570,Creatinine; other source,,0,44.00,41.80,5.18,44.00,N/A,N/A,N/A,N/A,37.40
5737125_1,82570 CREATININE OTHER QST,Outpatient,0309,82570,Creatinine; other source,,0,44.00,41.80,5.18,44.00,20.25,21.32,44.00,5.18,37.40
5744975_1,AMMONIA INHALANT,Inpatient,,,,,0,3.00,2.85,2.55,3.00,N/A,N/A,N/A,N/A,2.55
5744975_1,AMMONIA INHALANT,Outpatient,,,,,0,3.00,2.85,2.55,3.00,2.55,2.70,3.00,3.00,2.55
5786590_1,G2023 Specimen Collect Covid-19,Inpatient,0300,G2023,Specimen collect covid-19,,1,40.00,38.00,10.20,40.00,N/A,N/A,N/A,N/A,34.00
5786590_1,G2023 Specimen Collect Covid-19,Outpatient,0300,G2023,Specimen collect covid-19,,1,40.00,38.00,10.20,40.00,10.20,10.74,40.00,23.46,34.00
5788536_1,COVID-19 - State,Inpatient,0309,U0001,2019-ncov diagnostic p,,1,150.00,142.50,84.38,150.00,N/A,N/A,N/A,N/A,127.50
5788536_1,COVID-19 - State,Outpatient,0309,U0001,2019-ncov diagnostic p,,1,150.00,142.50,84.38,150.00,84.38,88.82,150.00,0.00,127.50
5790503_1,"SARS-CoV-2 RNA (COVID-19), Qualitative NAAT - QST",Inpatient,0309,87635,"Infectious agent detection by nucleic acid (DNA or RNA); severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (Coronavirus disease [COVID-19]), amplified probe technique",,0,150.00,142.50,107.40,150.00,N/A,N/A,N/A,N/A,127.50
5790503_1,"SARS-CoV-2 RNA (COVID-19), Qualitative NAAT - QST",Outpatient,0309,87635,"Infectious agent detection by nucleic acid (DNA or RNA); severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (Coronavirus disease [COVID-19]), amplified probe technique",,0,150.00,142.50,107.40,150.00,107.40,113.05,150.00,0.00,127.50
5796256_1,87076 RL CULTURE/ID ANAEROBIC BACTERIA,Inpatient,0300,87076,"Culture, bacterial; anaerobic isolate, additional methods required for definitive identification, each isolate",,0,61.00,57.95,8.08,61.00,N/A,N/A,N/A,N/A,51.85
5796256_1,87076 RL CULTURE/ID ANAEROBIC BACTERIA,Outpatient,0300,87076,"Culture, bacterial; anaerobic isolate, additional methods required for definitive identification, each isolate",,0,61.00,57.95,8.08,61.00,28.83,30.35,61.00,8.08,51.85
5814203_1,COVID-19 SARS Ag,Inpatient,0300,87426,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; severe acute respiratory syndrome coronavirus (eg, SARS-CoV, SARS-CoV-2 [COVID-19])",,0,150.00,142.50,127.50,150.00,N/A,N/A,N/A,N/A,127.50
5814203_1,COVID-19 SARS Ag,Outpatient,0300,87426,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; severe acute respiratory syndrome coronavirus (eg, SARS-CoV, SARS-CoV-2 [COVID-19])",,0,150.00,142.50,127.50,150.00,127.50,135.00,150.00,0.00,127.50
5840698_1,"SARS-CoV-2 Serology (COVID-19) Antibody (IgG), Immunoassay - QST",Inpatient,0309,86769,Antibody; severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (Coronavirus disease [COVID-19]),,0,200.00,190.00,21.35,200.00,N/A,N/A,N/A,N/A,170.00
5840698_1,"SARS-CoV-2 Serology (COVID-19) Antibody (IgG), Immunoassay - QST",Outpatient,0309,86769,Antibody; severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (Coronavirus disease [COVID-19]),,0,200.00,190.00,21.35,200.00,21.35,22.47,200.00,0.00,170.00
5861081_1,ABO Group and Rh Type - QST,Inpatient,0309,86900,"Blood typing, serologic; ABO",,0,35.00,33.25,2.99,35.00,N/A,N/A,N/A,N/A,29.75
5861081_1,ABO Group and Rh Type - QST,Outpatient,0309,86900,"Blood typing, serologic; ABO",,0,35.00,33.25,2.99,35.00,15.56,16.38,35.00,2.99,29.75
5861179_1,86901 RL BLOOD TYPE RH(D) (Bill Item ID: 5861081),Inpatient,0309,86901,"Blood typing, serologic; Rh (D)",,0,33.00,31.35,2.99,33.00,N/A,N/A,N/A,N/A,28.05
5861179_1,86901 RL BLOOD TYPE RH(D) (Bill Item ID: 5861081),Outpatient,0309,86901,"Blood typing, serologic; Rh (D)",,0,33.00,31.35,2.99,33.00,15.27,16.07,33.00,2.99,28.05
5885579_1,AQUACEL AG,Inpatient,0270,,,,0,30.40,28.88,25.84,30.40,N/A,N/A,N/A,N/A,25.84
5885579_1,AQUACEL AG,Outpatient,0270,,,,0,30.40,28.88,25.84,30.40,25.84,27.36,30.40,30.40,25.84
5901918_1,LTC TOOTHETTE,Inpatient,0270,,,,0,3.30,3.14,2.81,3.30,N/A,N/A,N/A,N/A,2.81
5901918_1,LTC TOOTHETTE,Outpatient,0270,,,,0,3.30,3.14,2.81,3.30,2.81,2.97,3.30,3.30,2.81
5901922_1,LTC Hydraguard Cream,Inpatient,0270,,,,0,9.00,8.55,7.65,9.00,N/A,N/A,N/A,N/A,7.65
5901922_1,LTC Hydraguard Cream,Outpatient,0270,,,,0,9.00,8.55,7.65,9.00,7.65,8.10,9.00,9.00,7.65
5901926_1,LTC Anti Fungal Powder,Inpatient,0270,,,,0,10.40,9.88,8.84,10.40,N/A,N/A,N/A,N/A,8.84
5901926_1,LTC Anti Fungal Powder,Outpatient,0270,,,,0,10.40,9.88,8.84,10.40,8.84,9.36,10.40,10.40,8.84
5901930_1,LTC Ace Wrap 6' x 15yd,Inpatient,0270,,,,0,11.00,10.45,9.35,11.00,N/A,N/A,N/A,N/A,9.35
5901930_1,LTC Ace Wrap 6' x 15yd,Outpatient,0270,,,,0,11.00,10.45,9.35,11.00,9.35,9.90,11.00,11.00,9.35
5901934_1,LTC Medipore Tape,Inpatient,0270,,,,0,9.80,9.31,8.33,9.80,N/A,N/A,N/A,N/A,8.33
5901934_1,LTC Medipore Tape,Outpatient,0270,,,,0,9.80,9.31,8.33,9.80,8.33,8.82,9.80,9.80,8.33
5903530_1,LTC Bubble Humidifier,Inpatient,0270,,,,0,3.60,3.42,3.06,3.60,N/A,N/A,N/A,N/A,3.06
5903530_1,LTC Bubble Humidifier,Outpatient,0270,,,,0,3.60,3.42,3.06,3.60,3.06,3.24,3.60,3.60,3.06
5903853_2,90472 Admin IM addl - Admin Charge (Vaccine),Outpatient,0521,90472,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); each additional vaccine (single or combination vaccine/toxoid) (List separately in addition to code for primary procedure)",,0,16.00,15.20,7.60,309.32,7.60,8.00,309.32,0.00,13.60
5908671_1,LTC Sterile Water,Inpatient,0270,,,,0,7.40,7.03,6.29,7.40,N/A,N/A,N/A,N/A,6.29
5908671_1,LTC Sterile Water,Outpatient,0270,,,,0,7.40,7.03,6.29,7.40,6.29,6.66,7.40,7.40,6.29
5910569_1,G0009 Admin Pneumococcal - Admin Charge (Pneumococcal Vaccine),Inpatient,0521,G0009,Admin pneumococcal vaccine,,1,74.00,70.30,7.60,309.32,N/A,N/A,N/A,N/A,62.90
5910569_1,G0009 Admin Pneumococcal - Admin Charge (Pneumococcal Vaccine),Outpatient,0521,G0009,Admin pneumococcal vaccine,,1,74.00,70.30,7.60,309.32,7.60,8.00,309.32,0.00,62.90
5910569_2,G0009 Admin Pneumococcal - Admin Charge (Pneumococcal Vaccine),Outpatient,0521,G0009,Admin pneumococcal vaccine,,1,16.00,15.20,7.60,309.32,7.60,8.00,309.32,0.00,13.60
5910570_2,90474 Admin Oral/Nasal addl - Admin Charge (Oral/Nasal Vaccine),Outpatient,0521,90474,Immunization administration by intranasal or oral route; each additional vaccine (single or combination vaccine/toxoid) (List separately in addition to code for primary procedure),,0,16.00,15.20,13.60,309.32,13.60,14.40,309.32,0.00,13.60
5910571_2,90473 Admin Oral/Nasal - Admin Charge (Oral/Nasal Vaccine),Outpatient,0521,90473,Immunization administration by intranasal or oral route; 1 vaccine (single or combination vaccine/toxoid),,0,16.00,15.20,13.60,309.32,13.60,14.40,309.32,0.00,13.60
5910572_1,G0008 Admin Influenza - Admin Charge (Influenza Vaccine),Inpatient,0521,G0008,Admin influenza virus vac,,1,16.00,15.20,7.60,309.32,N/A,N/A,N/A,N/A,13.60
5910572_1,G0008 Admin Influenza - Admin Charge (Influenza Vaccine),Outpatient,0521,G0008,Admin influenza virus vac,,1,16.00,15.20,7.60,309.32,7.60,8.00,309.32,0.00,13.60
5910572_2,G0008 Admin Influenza - Admin Charge (Influenza Vaccine),Outpatient,0771,G0008,Admin influenza virus vac,,1,16.00,15.20,7.60,20.50,7.60,8.00,16.00,20.50,13.60
5910573_1,G0010 Admin Hepatitis B - Admin Charge (Hepatitis B Vaccine),Inpatient,0521,G0010,Admin hepatitis b vaccine,,1,74.00,70.30,62.90,309.32,N/A,N/A,N/A,N/A,62.90
5910573_1,G0010 Admin Hepatitis B - Admin Charge (Hepatitis B Vaccine),Outpatient,0521,G0010,Admin hepatitis b vaccine,,1,74.00,70.30,62.90,309.32,62.90,66.60,309.32,0.00,62.90
5910573_2,G0010 Admin Hepatitis B - Admin Charge (Hepatitis B Vaccine),Outpatient,0521,G0010,Admin hepatitis b vaccine,,1,16.00,15.20,13.60,309.32,13.60,14.40,309.32,0.00,13.60
5913090_1,"SARS CoV-2, Influenza A/B Panel",Inpatient,0300,87428,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; severe acute respiratory syndrome coronavirus (eg, SARS-CoV, SARS-CoV-2 [COVID-19]) and influenza virus types A and B",,0,230.00,218.50,195.50,230.00,N/A,N/A,N/A,N/A,195.50
5913090_1,"SARS CoV-2, Influenza A/B Panel",Outpatient,0300,87428,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; severe acute respiratory syndrome coronavirus (eg, SARS-CoV, SARS-CoV-2 [COVID-19]) and influenza virus types A and B",,0,230.00,218.50,195.50,230.00,195.50,207.00,230.00,0.00,195.50
5920231_2,99202 Office or other outpatient visit for the E/M of a new patient straight forward or 15-29 min,ProFee,0983,99202,"Office or other outpatient visit for the evaluation and management of a new patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 15-29 minutes of total time is spent on the date of the encounter.",,0,146.00,138.70,138.70,138.70,N/A,N/A,N/A,N/A,N/A
5920232_2,99203 Office or other outpatient visit for the E/M of a new patient low or 30-44 min,Outpatient,0521,99203,"Office or other outpatient visit for the evaluation and management of a new patient, which requires a medically appropriate history and/or examination and low level of medical decision making. When using time for code selection, 30-44 minutes of total time is spent on the date of the encounter.",,0,225.00,213.75,95.00,309.32,95.00,100.00,309.32,0.00,191.25
5920232_3,99203 Office or other outpatient visit for the E/M of a new patient low or 30-44 min,ProFee,0983,99203,"Office or other outpatient visit for the evaluation and management of a new patient, which requires a medically appropriate history and/or examination and low level of medical decision making. When using time for code selection, 30-44 minutes of total time is spent on the date of the encounter.",,0,225.00,213.75,213.75,213.75,N/A,N/A,N/A,N/A,N/A
5920233_2,99204 Office or other outpatient visit for the E/M of a new patient moderate or 45-59 min,Outpatient,0521,99204,"Office or other outpatient visit for the evaluation and management of a new patient, which requires a medically appropriate history and/or examination and moderate level of medical decision making. When using time for code selection, 45-59 minutes of total time is spent on the date of the encounter.",,0,302.00,286.90,95.00,309.32,95.00,100.00,309.32,0.00,256.70
5920234_2,99205 Office or other outpatient visit for the E/M of a new patient high or 60-74 min,ProFee,0983,99205,"Office or other outpatient visit for the evaluation and management of a new patient, which requires a medically appropriate history and/or examination and high level of medical decision making. When using time for code selection, 60-74 minutes of total time is spent on the date of the encounter.",,0,375.00,356.25,356.25,356.25,N/A,N/A,N/A,N/A,N/A
5920234_3,99205 Office or other outpatient visit for the E/M of a new patient high or 60-74 min,ProFee,0983,99205,"Office or other outpatient visit for the evaluation and management of a new patient, which requires a medically appropriate history and/or examination and high level of medical decision making. When using time for code selection, 60-74 minutes of total time is spent on the date of the encounter.",,0,375.00,356.25,356.25,356.25,N/A,N/A,N/A,N/A,N/A
5920236_2,99212 Office visit for the E/M of an established pt straight forward or 10-19 min,Outpatient,0521,99212,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",,0,90.00,85.50,49.40,309.32,49.40,52.00,309.32,0.00,76.50
5920237_2,99213 Office visit for the E/M of an established pt low or 20-29 min,Outpatient,0521,99213,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and low level of medical decision making. When using time for code selection, 20-29 minutes of total time is spent on the date of the encounter.",,0,115.00,109.25,63.65,309.32,63.65,67.00,309.32,0.00,97.75
5920237_3,99213 Office visit for the E/M of an established pt low or 20-29 min,ProFee,0983,99213,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and low level of medical decision making. When using time for code selection, 20-29 minutes of total time is spent on the date of the encounter.",,0,115.00,109.25,109.25,109.25,N/A,N/A,N/A,N/A,N/A
5920238_2,99214 Office visit for the E/M of an established pt moderate or 30-39 min,Outpatient,0521,99214,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and moderate level of medical decision making. When using time for code selection, 30-39 minutes of total time is spent on the date of the encounter.",,0,169.00,160.55,76.00,309.32,76.00,80.00,309.32,0.00,143.65
5920239_2,99215 Office visit for the E/M of an established pt high or 40-54 min,ProFee,0983,99215,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and high level of medical decision making. When using time for code selection, 40-54 minutes of total time is spent on the date of the encounter.",,0,192.00,182.40,182.40,182.40,N/A,N/A,N/A,N/A,N/A
5920239_3,99215 Office visit for the E/M of an established pt high or 40-54 min,ProFee,0983,99215,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and high level of medical decision making. When using time for code selection, 40-54 minutes of total time is spent on the date of the encounter.",,0,192.00,182.40,182.40,182.40,N/A,N/A,N/A,N/A,N/A
5920555_1,LTC Spirometer,Inpatient,0270,,,,0,6.80,6.46,5.78,6.80,N/A,N/A,N/A,N/A,5.78
5920555_1,LTC Spirometer,Outpatient,0270,,,,0,6.80,6.46,5.78,6.80,5.78,6.12,6.80,6.80,5.78
5921145_1,"TR M0243 IV infusion, casirivimab and imdevimab includes infusion and post admin monitoring",Inpatient,0771,M0243,Casirivi and imdevi infusion,,1,450.00,427.50,382.50,450.00,N/A,N/A,N/A,N/A,382.50
5921145_1,"TR M0243 IV infusion, casirivimab and imdevimab includes infusion and post admin monitoring",Outpatient,0771,M0243,Casirivi and imdevi infusion,,1,450.00,427.50,382.50,450.00,382.50,405.00,450.00,450.00,382.50
5921373_2,91300 Pfizer-BioNTech Covid-19 Vaccine 30mcg/0.3mL dosage,Outpatient,0636,91300,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, spike protein, preservative free, 30 mcg/0.3mL dosage, diluent reconstituted, for intramuscular use",,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5921374_2,91301 Moderna COVID-19 Vaccine 100mcg/0.5mL dosage,Outpatient,0636,91301,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, spike protein, preservative free, 100 mcg/0.5mL dosage, for intramuscular use",,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5923778_1,"ER M0243 IV infusion, casirivimab and imdevimab includes infusion and post admin monitoring",Inpatient,0771,M0243,Casirivi and imdevi infusion,,1,450.00,427.50,382.50,450.00,N/A,N/A,N/A,N/A,382.50
5923778_1,"ER M0243 IV infusion, casirivimab and imdevimab includes infusion and post admin monitoring",Outpatient,0771,M0243,Casirivi and imdevi infusion,,1,450.00,427.50,382.50,450.00,382.50,405.00,450.00,450.00,382.50
5925530_1,0012A 2nd Dose Moderna COVID-19 Vaccine - Admin Charge (Moderna COVID-19 Vaccine),Inpatient,0521,0012A,"Immunization administration by intramuscular injection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, spike protein, preservative free, 100 mcg/0.5mL dosage; second dose",,0,35.00,33.25,29.75,309.32,N/A,N/A,N/A,N/A,29.75
5925530_1,0012A 2nd Dose Moderna COVID-19 Vaccine - Admin Charge (Moderna COVID-19 Vaccine),Outpatient,0521,0012A,"Immunization administration by intramuscular injection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, spike protein, preservative free, 100 mcg/0.5mL dosage; second dose",,0,35.00,33.25,29.75,309.32,29.75,31.50,309.32,0.00,29.75
5925530_2,0012A 2nd Dose Moderna COVID-19 Vaccine - Admin Charge (Moderna COVID-19 Vaccine),Outpatient,0771,0012A,"Immunization administration by intramuscular injection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, spike protein, preservative free, 100 mcg/0.5mL dosage; second dose",,0,35.00,33.25,29.75,35.00,29.75,31.50,35.00,35.00,29.75
5925531_1,0011A 1st Dose Moderna COVID-19 Vaccine - Admin Charge (Moderna COVID-19 Vaccine),Inpatient,0771,0011A,"Immunization administration by intramuscular injection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, spike protein, preservative free, 100 mcg/0.5mL dosage; first dose",,0,23.00,21.85,19.55,23.00,N/A,N/A,N/A,N/A,19.55
5925531_1,0011A 1st Dose Moderna COVID-19 Vaccine - Admin Charge (Moderna COVID-19 Vaccine),Outpatient,0771,0011A,"Immunization administration by intramuscular injection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, spike protein, preservative free, 100 mcg/0.5mL dosage; first dose",,0,23.00,21.85,19.55,23.00,19.55,20.70,23.00,23.00,19.55
5925531_2,0011A 1st Dose Moderna COVID-19 Vaccine - Admin Charge (Moderna COVID-19 Vaccine),Outpatient,0771,0011A,"Immunization administration by intramuscular injection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, spike protein, preservative free, 100 mcg/0.5mL dosage; first dose",,0,23.00,21.85,19.55,23.00,19.55,20.70,23.00,23.00,19.55
5926820_1,LTC Peri Wash,Inpatient,0270,,,,0,4.10,3.90,3.49,4.10,N/A,N/A,N/A,N/A,3.49
5926820_1,LTC Peri Wash,Outpatient,0270,,,,0,4.10,3.90,3.49,4.10,3.49,3.69,4.10,4.10,3.49
5932609_1,LTC Cleansing Lotion,Inpatient,0270,,,,0,12.30,11.69,10.46,12.30,N/A,N/A,N/A,N/A,10.46
5932609_1,LTC Cleansing Lotion,Outpatient,0270,,,,0,12.30,11.69,10.46,12.30,10.46,11.07,12.30,12.30,10.46
5932613_1,LTC 7.5 Sterile Glove,Inpatient,0270,,,,0,3.60,3.42,3.06,3.60,N/A,N/A,N/A,N/A,3.06
5932613_1,LTC 7.5 Sterile Glove,Outpatient,0270,,,,0,3.60,3.42,3.06,3.60,3.06,3.24,3.60,3.60,3.06
5935409_1,LTC 3-Way Foley,Inpatient,0270,,,,0,34.00,32.30,28.90,34.00,N/A,N/A,N/A,N/A,28.90
5935409_1,LTC 3-Way Foley,Outpatient,0270,,,,0,34.00,32.30,28.90,34.00,28.90,30.60,34.00,34.00,28.90
