property_type,property_id,physical_address,city,zip5,sale_type,sale_price,sale_date,county,state,source_url
1100 - RESIDENTIAL - SINGLE UNIT,39947,2 PHINNEY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,390000,2014-07-15 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39950,480 MONTGOMERY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,298000,2017-03-13 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39951,472 MONTGOMERY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,385000,2020-09-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39952,464 MONTGOMERY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,415000,2020-05-28 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39953,444 MONTGOMERY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,480000,2020-10-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39954,430 MONTGOMERY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,500000,2021-08-31 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39956,411 MONTGOMERY LN,PORT LUDLOW,98365,QUIT CLAIM DEED,0,2019-04-19 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39957,431 MONTGOMERY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,303000,2016-06-03 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39959,463 MONTGOMERY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,93500,2020-10-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39960,471 MONTGOMERY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,380000,2020-06-01 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39962,60 CONDON LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,489000,2018-02-13 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39964,42 CONDON LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,0,2018-12-10 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39966,20 CONDON LN,PORT LUDLOW,98365,TRED,0,2016-11-03 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39967,14 CONDON LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,445000,2015-07-31 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39968,10 CONDON LN,PORT LUDLOW,98365,QUIT CLAIM DEED,0,2021-08-03 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39969,15 CONDON LN,PORT LUDLOW,98365,WARRANTY DEED,0,2019-12-10 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39970,21 CONDON LN,PORT LUDLOW,98365,QUIT CLAIM DEED,0,2019-01-29 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39971,25 CONDON LN,PORT LUDLOW,98365,QUIT CLAIM DEED,0,2016-01-28 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39975,61 CONDON LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,560000,2015-07-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39978,121 CONDON LN,PORT LUDLOW,98365,PARTIAL RELEASED OF DEED OF TRUST,620000,2015-07-29 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39979,141 CONDON LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,530000,2015-03-04 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39980,171 CONDON LN,PORT LUDLOW,98365,PARTIAL RELEASED OF DEED OF TRUST,0,2021-10-26 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39981,181 CONDON LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,720000,2020-02-28 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39982,191 CONDON LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,880000,2021-03-22 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39985,221 CONDON LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,590000,2019-01-11 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39987,210 CONDON LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,384000,2019-11-12 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,39988,200 CONDON LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,70000,2016-02-19 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,39990,184 CONDON LN,PORT LUDLOW,,SPECIAL WARRANTY DEED,65000,2020-07-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39991,170 CONDON LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,399000,2020-04-10 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39992,150 CONDON LN,PORT LUDLOW,98365,QUIT CLAIM DEED,0,2021-10-20 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39994,120 CONDON LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,407000,2015-12-01 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39995,531 MONTGOMERY LN,PORT LUDLOW,98365,QUIT CLAIM DEED,0,2020-01-13 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39996,543 MONTGOMERY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,215000,2012-09-27 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,39998,561 MONTGOMERY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,400000,2017-12-01 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40001,621 MONTGOMERY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,440000,2019-11-26 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40002,631 MONTGOMERY LN,PORT LUDLOW,98365,SPWD,239900,2015-12-21 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40006,636 MONTGOMERY LN,PORT LUDLOW,98365,SPWD,269900,2016-04-29 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,40007,0 MONTGOMERY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,35000,2016-08-05 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40009,574 MONTGOMERY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,345000,2019-05-24 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,40010,560 MONTGOMERY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,70000,2021-08-04 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40011,540 MONTGOMERY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,459000,2021-07-08 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40012,530 MONTGOMERY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,43000,2018-10-22 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40014,15 AMES LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,299500,2017-01-20 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40015,23 AMES LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,299000,2019-03-22 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40016,41 AMES LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,350000,2019-12-11 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40020,103 AMES LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,225000,2014-07-31 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40022,90 AMES LN,PORT LUDLOW,98365,QUIT CLAIM DEED,0,2020-01-22 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40023,82 AMES LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,229900,2015-03-23 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40030,53 SAYWARD LN,PORT LUDLOW,98365,QUIT CLAIM DEED,0,2021-09-20 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,40031,53 SAYWARD LN,PORT LUDLOW,98365,QUIT CLAIM DEED,0,2021-09-20 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40034,103 SAYWARD LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,175000,2015-09-01 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40035,100 SAYWARD LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,225000,2014-03-31 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40037,84 SAYWARD LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,310000,2020-10-01 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40038,72 SAYWARD LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,399500,2018-11-01 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40040,42 SAYWARD LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,295000,2015-10-15 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40044,43 TYEE LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,379500,2019-06-03 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,40045,43 TYEE LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,379500,2019-06-03 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40046,63 TYEE LN,PORT LUDLOW,98365,QUIT CLAIM DEED,0,2018-02-09 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40047,91 TYEE LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,270000,2016-07-28 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40048,93 TYEE LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,44000,2017-05-01 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40049,92 TYEE LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,390000,2015-12-22 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40054,24 TYEE LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,280000,2015-10-09 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40055,25 EVANS LN,PORT LUDLOW,98365,SPWD,212400,2015-03-23 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40056,35 EVANS LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,549000,2020-08-18 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40057,45 EVANS LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,549000,2020-08-18 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40063,80 EVANS LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,259000,2017-04-28 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40064,72 EVANS LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,230000,2015-06-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40068,64 EVANS LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,272000,2018-05-25 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40071,91 CRESSEY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,150000,2021-07-29 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40074,75 CRESSEY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,548500,2021-12-10 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40076,35 CRESSEY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,360000,2019-12-20 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40077,21 CRESSEY LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,135000,2012-08-09 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40078,12 CASCADE LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,362500,2020-08-03 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40079,22 CASCADE LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,0,2014-07-31 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40082,96 CASCADE LN,PORT LUDLOW,98365,PARTIAL RELEASED OF DEED OF TRUST,0,2021-10-25 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40085,103 CASCADE LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,0,2014-11-19 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40086,95 CASCADE LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,245000,2015-06-11 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40088,61 CASCADE LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,342596,2018-10-12 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40089,51 CASCADE LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,265000,2017-02-01 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40090,31 CASCADE LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,307000,2018-03-15 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40095,46 OLYMPIC LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,450000,2021-05-06 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40096,80 OLYMPIC LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,329500,2015-06-29 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40100,71 OLYMPIC LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,497500,2020-09-09 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40101,61 OLYMPIC LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,295000,2018-01-12 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40102,53 OLYMPIC LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,310000,2016-03-15 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40103,45 OLYMPIC LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,334000,2016-01-12 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40108,331 RAINIER LN,PORT LUDLOW,98365,QUIT CLAIM DEED,0,2012-04-20 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40112,251 RAINIER LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,506000,2021-10-19 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40115,370 RAINIER LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,0,2018-08-24 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,40116,380 RAINIER LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,27000,2020-08-24 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40117,396 RAINIER LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,444000,2019-08-16 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40119,432 RAINIER LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,345000,2015-11-04 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40120,442 RAINIER LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,418000,2017-03-01 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40123,490 RAINIER LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,245000,2019-09-09 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40125,20 RAINIER CT,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,399000,2018-05-21 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40127,40 RAINIER CT,PORT LUDLOW,98365,QUIT CLAIM DEED,0,2020-05-20 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40128,493 RAINIER LN,PORT LUDLOW,98365,SLWD,235500,2016-06-29 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40130,473 RAINIER LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,265000,2017-12-22 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40135,395 RAINIER LN,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,30000,2017-05-10 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40139,339 MACHIAS LOOP RD,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,29000,2016-08-22 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40141,323 MACHIAS LOOP RD,PORT LUDLOW,98365,QUIT CLAIM DEED,0,2014-09-25 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40142,303 MACHIAS LOOP RD,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,260000,2015-07-31 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40143,281 MACHIAS LOOP RD,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,615000,2021-06-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40145,247 MACHIAS LOOP RD,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,245755,2013-10-15 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40146,340 MACHIAS LOOP RD,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,267500,2016-01-15 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40154,162 MACHIAS LOOP RD,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,492500,2021-10-12 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40155,114 MACHIAS LOOP RD,PORT LUDLOW,98365,QUIT CLAIM DEED,30000,2022-01-31 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40156,82 MACHIAS LOOP RD,PORT LUDLOW,98365,QUIT CLAIM DEED,0,2017-03-14 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,40157,70 MACHIAS LOOP RD,PORT LUDLOW,98365,SPECIAL WARRANTY DEED,325000,2016-08-16 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
