Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna,Exchange_-Common_Ground,Health_EOS,Humana_WVN,Humana_HMO,Humana_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"BAY AREA","CHARGE","10002800","FUROSEMIDE 10 MG/ML IJ SOLN","J1940","6.58","5.99","2.36","2.61","3.84","3.55","5.67","4.54","5.99","3.95","5.00","5.59","5.92","3.99","5.59","4.59","3.39","3.82","3.62","2.36","5.99"
"BAY AREA","CHARGE","10002800","FUROSEMIDE 10 MG/ML IV SYR NEONATAL/PEDS < 30 KG (DOSES > OR = 2 MG)","J1940","0.02","0.02","0.01","0.01","0.01","0.01","0.02","0.01","0.02","0.01","0.02","0.02","0.02","0.01","0.02","0.01","0.01","0.01","0.01","0.01","0.02"
"BAY AREA","CHARGE","10002800","LEVETIRACETAM 500 MG/5ML IV SOLN","J1953","0.18","0.16","0.04","0.04","0.05","0.10","0.15","0.12","0.16","0.11","0.14","0.15","0.16","0.05","0.15","0.13","0.09","0.10","0.10","0.04","0.16"
"BAY AREA","CHARGE","10002800","LEVOFLOXACIN IN D5W 250 MG/50ML IV SOLN","J1956","21.69","19.74","3.66","4.01","14.42","11.71","18.68","14.97","19.74","13.01","16.48","18.44","19.52","7.75","18.44","15.12","6.38","7.44","11.93","3.66","19.74"
"BAY AREA","CHARGE","10002800","LEVOFLOXACIN IN D5W 500 MG/100ML IV SOLN","J1956","17.23","15.68","2.90","3.18","11.46","9.30","14.84","11.89","15.68","10.34","13.09","14.65","15.51","6.16","14.65","12.01","5.07","5.91","9.48","2.90","15.68"
"BAY AREA","CHARGE","10002800","LEVOFLOXACIN IN D5W 750 MG/150ML IV SOLN","J1956","16.08","14.63","2.71","2.97","10.69","8.68","13.84","11.10","14.63","9.65","12.22","13.67","14.47","5.75","13.67","11.21","4.73","5.51","8.84","2.71","14.63"
"BAY AREA","CHARGE","10002800","LINEZOLID 600 MG/300ML IV SOLN","J2020","40.35","36.72","8.94","9.14","11.09","21.79","34.74","27.84","36.72","24.21","30.67","34.30","36.32","10.16","34.30","28.12","19.48","21.48","22.19","8.94","36.72"
"BAY AREA","CHARGE","10002800","LORAZEPAM 0.5 MG/ML IV SYRINGE (NEONATAL/PEDS < 30 KG)","J2060","0.05","0.05","0.02","0.02","0.03","0.03","0.04","0.03","0.05","0.03","0.04","0.04","0.05","0.03","0.04","0.03","0.03","0.03","0.03","0.02","0.05"
"BAY AREA","CHARGE","10002800","LORAZEPAM 2 MG/ML IJ SOLN","J2060","1.88","1.71","0.73","0.79","1.28","1.02","1.62","1.30","1.71","1.13","1.43","1.60","1.69","0.98","1.60","1.31","0.95","1.07","1.03","0.73","1.71"
"BAY AREA","CHARGE","10002800","MANNITOL 25 % IV SOLN","J2150","6.83","6.22","1.51","1.55","1.88","3.69","5.88","4.71","6.22","4.10","5.19","5.81","6.15","1.72","5.81","4.76","3.30","3.64","3.76","1.51","6.22"
"BAY AREA","CHARGE","10002800","MEPERIDINE HCL 25 MG/ML IJ SOLN","J2175","10.08","9.17","6.13","6.13","5.93","5.44","8.68","6.96","9.17","6.05","7.66","8.57","9.07","8.01","8.57","7.03","6.39","7.39","5.54","5.44","9.17"
"BAY AREA","CHARGE","10002800","MEPERIDINE HCL 50 MG/ML IJ SOLN","J2175","9.32","8.48","5.67","5.67","5.49","5.03","8.02","6.43","8.48","5.59","7.08","7.92","8.39","7.41","7.92","6.50","5.91","6.83","5.13","5.03","8.48"
"BAY AREA","CHARGE","10002800","MEPERIDINE RANGE INJ","J2175","8.15","7.42","4.96","4.96","4.80","4.40","7.02","5.62","7.42","4.89","6.19","6.93","7.34","6.48","6.93","5.68","5.17","5.97","4.48","4.40","7.42"
"BAY AREA","CHARGE","10002800","MEROPENEM 1 G IV SOLR","J2185","2.93","2.67","0.65","0.66","0.81","1.58","2.52","2.02","2.67","1.76","2.23","2.49","2.64","0.74","2.49","2.04","1.41","1.56","1.61","0.65","2.67"
"BAY AREA","CHARGE","10002800","MEROPENEM 20 MG/ML IV SYRINGE (NEONATAL/PEDS < 30 KG)","J2185","0.18","0.16","0.04","0.04","0.05","0.10","0.15","0.12","0.16","0.11","0.14","0.15","0.16","0.05","0.15","0.13","0.09","0.10","0.10","0.04","0.16"
"BAY AREA","CHARGE","10002800","MEROPENEM 500 MG IV SOLR","J2185","3.60","3.28","0.80","0.82","0.99","1.94","3.10","2.48","3.28","2.16","2.74","3.06","3.24","0.91","3.06","2.51","1.74","1.92","1.98","0.80","3.28"
"BAY AREA","CHARGE","10002800","MICAFUNGIN SODIUM 100 MG IV SOLR","J2248","2.75","2.50","0.61","0.62","0.76","1.49","2.37","1.90","2.50","1.65","2.09","2.34","2.48","0.69","2.34","1.92","1.33","1.46","1.51","0.61","2.50"
"BAY AREA","CHARGE","10002800","MICAFUNGIN SODIUM 50 MG IV SOLR","J2248","2.63","2.39","0.58","0.60","0.72","1.42","2.26","1.81","2.39","1.58","2.00","2.24","2.37","0.66","2.24","1.83","1.27","1.40","1.45","0.58","2.39"
"BAY AREA","CHARGE","10002800","MIDAZOLAM 100 MG /100 ML NS INFUSION SEDATION /ANALGESIA","J2250","1.35","1.23","0.54","0.54","0.80","0.73","1.16","0.93","1.23","0.81","1.03","1.15","1.22","0.84","1.15","0.94","0.70","0.81","0.74","0.54","1.23"
"BAY AREA","CHARGE","10002800","MIDAZOLAM 100 MG/100 ML NS (PREMIX)","J2250","1.03","0.94","0.41","0.41","0.61","0.56","0.89","0.71","0.94","0.62","0.78","0.88","0.93","0.64","0.88","0.72","0.54","0.62","0.57","0.41","0.94"
"BAY AREA","CHARGE","10002800","MIDAZOLAM HCL (PF NASAL) 10 MG/2 ML KIT","J2250","0.18","0.16","0.07","0.07","0.11","0.10","0.15","0.12","0.16","0.11","0.14","0.15","0.16","0.11","0.15","0.13","0.09","0.11","0.10","0.07","0.16"
"BAY AREA","CHARGE","10002800","MIDAZOLAM HCL (PF) 2 MG/2ML IJ SOLN","J2250","3.03","2.76","1.21","1.21","1.79","1.64","2.61","2.09","2.76","1.82","2.30","2.58","2.73","1.89","2.58","2.11","1.58","1.82","1.67","1.21","2.76"
"BAY AREA","CHARGE","10002800","MIDAZOLAM HCL (PF) 5 MG/5ML IJ SOLN","J2250","2.86","2.60","1.14","1.14","1.69","1.54","2.46","1.97","2.60","1.72","2.17","2.43","2.57","1.78","2.43","1.99","1.49","1.72","1.57","1.14","2.60"
"BAY AREA","CHARGE","10002800","MIDAZOLAM HCL 1 MG/ML IJ SOLN (PF AND NON PF)(WRAPPED)","J2250","3.00","2.73","1.19","1.20","1.77","1.62","2.58","2.07","2.73","1.80","2.28","2.55","2.70","1.87","2.55","2.09","1.57","1.80","1.65","1.19","2.73"
"BAY AREA","CHARGE","10002800","MIDAZOLAM HCL 10 MG/2ML IJ SOLN","J2250","0.38","0.35","0.15","0.15","0.22","0.21","0.33","0.26","0.35","0.23","0.29","0.32","0.34","0.24","0.32","0.26","0.20","0.23","0.21","0.15","0.35"
"BAY AREA","CHARGE","10002800","MORPHINE INJ","J2270","8.65","7.87","2.36","2.58","5.75","4.67","7.45","5.97","7.87","5.19","6.57","7.35","7.79","3.43","7.35","6.03","3.40","3.95","4.76","2.36","7.87"
"BAY AREA","CHARGE","10002800","MORPHINE PCA 1 MG/ML SOLN (DISCRETE FIELDS)","J2270","15.56","14.16","4.24","4.65","10.34","8.40","13.40","10.74","14.16","9.34","11.83","13.23","14.00","6.18","13.23","10.85","6.12","7.10","8.56","4.24","14.16"
"BAY AREA","CHARGE","10002800","MORPHINE PF 0.2 MG/ML IV SYRINGE (NEONATAL/PEDS < 30 KG)","J2270","0.20","0.18","0.05","0.06","0.13","0.11","0.17","0.14","0.18","0.12","0.15","0.17","0.18","0.08","0.17","0.14","0.08","0.09","0.11","0.05","0.18"
"BAY AREA","CHARGE","10002800","MORPHINE SULFATE (PF) 1 MG/ML IJ SOLN","J2270","7.50","6.83","2.04","2.24","4.98","4.05","6.46","5.18","6.83","4.50","5.70","6.38","6.75","2.98","6.38","5.23","2.95","3.42","4.13","2.04","6.83"
"BAY AREA","CHARGE","10002800","MORPHINE SULFATE (PF) 10 MG/ML IV SOLN","J2270","7.88","7.17","2.15","2.35","5.24","4.26","6.78","5.44","7.17","4.73","5.99","6.70","7.09","3.13","6.70","5.49","3.10","3.60","4.33","2.15","7.17"
"BAY AREA","CHARGE","10002800","MORPHINE SULFATE (PF) 2 MG/ML IJ SOLN","J2270","8.75","7.96","2.39","2.61","5.81","4.73","7.53","6.04","7.96","5.25","6.65","7.44","7.88","3.47","7.44","6.10","3.44","3.99","4.81","2.39","7.96"
"BAY AREA","CHARGE","10002800","MORPHINE SULFATE (PF) 2 MG/ML IV SOLN","J2270","8.67","7.89","2.36","2.59","5.76","4.68","7.46","5.98","7.89","5.20","6.59","7.37","7.80","3.44","7.37","6.04","3.41","3.96","4.77","2.36","7.89"
"BAY AREA","CHARGE","10002800","MORPHINE SULFATE (PF) 4 MG/ML IJ SOLN","J2270","5.86","5.33","1.60","1.75","3.89","3.16","5.05","4.04","5.33","3.52","4.45","4.98","5.27","2.33","4.98","4.08","2.30","2.67","3.22","1.60","5.33"
"BAY AREA","CHARGE","10002800","MORPHINE SULFATE (PF) 4 MG/ML IV SOLN","J2270","7.42","6.75","2.02","2.22","4.93","4.01","6.39","5.12","6.75","4.45","5.64","6.31","6.68","2.95","6.31","5.17","2.92","3.39","4.08","2.02","6.75"
"BAY AREA","CHARGE","10002800","MORPHINE SULFATE 10 MG/ML IV SOLN(PF AND NON PF)(WRAPPED)","J2270","8.14","7.41","2.22","2.43","5.41","4.40","7.01","5.62","7.41","4.88","6.19","6.92","7.33","3.23","6.92","5.67","3.20","3.71","4.48","2.22","7.41"
"BAY AREA","CHARGE","10002800","MORPHINE SULFATE 2 MG/ML IV SOLN(PF AND NON PF)(WRAPPED)","J2270","7.16","6.52","1.95","2.14","4.76","3.87","6.16","4.94","6.52","4.30","5.44","6.09","6.44","2.84","6.09","4.99","2.82","3.27","3.94","1.95","6.52"
"BAY AREA","CHARGE","10002800","MORPHINE SULFATE 25 MG/ML IV SOLN","J2270","1.33","1.21","0.36","0.40","0.88","0.72","1.15","0.92","1.21","0.80","1.01","1.13","1.20","0.53","1.13","0.93","0.52","0.61","0.73","0.36","1.21"
"BAY AREA","CHARGE","10002800","MORPHINE SULFATE 4 MG/ML IV SOLN(PF AND NON PF)(WRAPPED)","J2270","6.80","6.19","1.85","2.03","4.52","3.67","5.85","4.69","6.19","4.08","5.17","5.78","6.12","2.70","5.78","4.74","2.67","3.10","3.74","1.85","6.19"
"BAY AREA","CHARGE","10002800","MORPHINE SULFATE 50 MG/ML IV SOLN","J2270","0.46","0.42","0.13","0.14","0.31","0.25","0.40","0.32","0.42","0.28","0.35","0.39","0.41","0.18","0.39","0.32","0.18","0.21","0.25","0.13","0.42"
"BAY AREA","CHARGE","10002800","MORPHINE SULFATE-NACL 100-0.9 MG/100ML-% IV SOLN","J2270","4.60","4.19","1.25","1.37","3.06","2.48","3.96","3.17","4.19","2.76","3.50","3.91","4.14","1.83","3.91","3.21","1.81","2.10","2.53","1.25","4.19"
"BAY AREA","CHARGE","10002800","ZICONOTIDE ACETATE 500 MCG/20ML IT SOLN","J2278","38.59","35.12","8.55","8.74","10.61","20.84","33.23","26.63","35.12","23.15","29.33","32.80","34.73","9.72","32.80","26.90","18.63","20.54","21.22","8.55","35.12"
"BAY AREA","CHARGE","10002800","ZICONOTIDE ACETATE 500 MCG/5ML IT SOLN","J2278","40.52","36.87","8.98","9.18","11.14","21.88","34.89","27.96","36.87","24.31","30.80","34.44","36.47","10.20","34.44","28.24","19.56","21.57","22.29","8.98","36.87"
"BAY AREA","CHARGE","10002800","MOXIFLOXACIN HCL IN NACL 400 MG/250ML IV SOLN","J2280","61.05","55.56","13.53","13.83","16.78","32.97","52.56","42.12","55.56","36.63","46.40","51.89","54.95","15.37","51.89","42.55","29.47","32.50","33.58","13.53","55.56"
"BAY AREA","CHARGE","10002800","NALOXONE HCL 0.4 MG/ML IJ SOLN(WRAPPED)","J2310","27.21","24.76","6.70","7.11","16.96","14.69","23.43","18.77","24.76","16.33","20.68","23.13","24.49","16.11","23.13","18.97","14.88","17.38","14.97","6.70","24.76"
"BAY AREA","CHARGE","10002800","NALOXONE HCL 1 MG/ML IJ SOLN(WRAPPED)","J2310","53.99","49.13","13.30","14.10","33.65","29.15","46.49","37.25","49.13","32.39","41.03","45.89","48.59","31.97","45.89","37.63","29.53","34.48","29.69","13.30","49.13"
"BAY AREA","CHARGE","10002800","NATALIZUMAB 300 MG/15ML IV CONC","J2323","118.22","107.58","25.07","25.23","25.51","63.84","101.79","81.57","107.58","70.93","89.85","100.49","106.40","29.33","100.49","82.40","59.37","65.28","65.02","25.07","107.58"
"BAY AREA","CHARGE","10002800","OCRELIZUMAB 300 MG/10ML IV SOLN","J2350","202.14","183.95","48.15","48.36","48.73","109.16","174.04","139.48","183.95","121.28","153.63","171.82","181.93","48.51","171.82","140.89","101.20","111.29","111.18","48.15","183.95"
"BAY AREA","CHARGE","10002800","OCTREOTIDE ACETATE 20 MG IM KIT","J2353","752.06","684.37","197.10","198.29","200.46","406.11","647.52","518.92","684.37","451.24","571.57","639.25","676.85","185.73","639.25","524.19","372.56","409.89","413.63","185.73","684.37"
"BAY AREA","CHARGE","10002800","OCTREOTIDE ACETATE 30 MG IM KIT","J2353","751.53","683.89","196.96","198.15","200.32","405.83","647.07","518.56","683.89","450.92","571.16","638.80","676.38","185.60","638.80","523.82","372.30","409.60","413.34","185.60","683.89"
"BAY AREA","CHARGE","10002800","OCTREOTIDE ACETATE 100 MCG/ML IJ SOLN","J2354","3.35","3.05","0.74","0.76","0.92","1.81","2.88","2.31","3.05","2.01","2.55","2.85","3.02","0.84","2.85","2.33","1.62","1.78","1.84","0.74","3.05"
"BAY AREA","CHARGE","10002800","OCTREOTIDE ACETATE 50 MCG/ML IJ SOLN","J2354","9.65","8.78","2.14","2.19","2.65","5.21","8.31","6.66","8.78","5.79","7.33","8.20","8.69","2.43","8.20","6.73","4.66","5.14","5.31","2.14","8.78"
"BAY AREA","CHARGE","10002800","OCTREOTIDE ACETATE 500 MCG/ML IJ SOLN","J2354","3.13","2.85","0.69","0.71","0.86","1.69","2.69","2.16","2.85","1.88","2.38","2.66","2.82","0.79","2.66","2.18","1.51","1.67","1.72","0.69","2.85"
"BAY AREA","CHARGE","10002800","OMALIZUMAB 150 MG SC SOLR","J2357","180.46","164.22","39.98","40.89","49.60","97.45","155.38","124.52","164.22","108.28","137.15","153.39","162.41","45.44","153.39","125.78","87.12","96.06","99.25","39.98","164.22"
"BAY AREA","CHARGE","10002800","ORPHENADRINE CITRATE 30 MG/ML IJ SOLN","J2360","15.39","14.00","5.90","6.46","10.62","8.31","13.25","10.62","14.00","9.23","11.70","13.08","13.85","9.86","13.08","10.73","7.89","8.94","8.46","5.90","14.00"
"BAY AREA","CHARGE","10002800","PHENYLEPHRINE 100 MCG/ML IJ SOLN(WRAPPED)","J2370","6.07","5.52","2.15","2.15","3.58","3.28","5.23","4.19","5.52","3.64","4.61","5.16","5.46","3.01","5.16","4.23","2.78","3.22","3.34","2.15","5.52"
"BAY AREA","CHARGE","10002800","PHENYLEPHRINE HCL 10 MG/ML INJ SOLN (WRAPPED)","J2370","1.66","1.51","0.59","0.59","0.98","0.90","1.43","1.15","1.51","1.00","1.26","1.41","1.49","0.82","1.41","1.16","0.76","0.88","0.91","0.59","1.51"
"BAY AREA","CHARGE","10002800","PHENYLEPHRINE(COMPOUNDED) 1 MG/ML IV SOLN","J2370","4.97","4.52","1.76","1.76","2.93","2.68","4.28","3.43","4.52","2.98","3.78","4.22","4.47","2.46","4.22","3.46","2.28","2.64","2.73","1.76","4.52"
"BAY AREA","CHARGE","10002800","ONDANSETRON HCL 4 MG/2ML IJ SOLN","J2405","0.50","0.46","0.14","0.15","0.32","0.27","0.43","0.35","0.46","0.30","0.38","0.43","0.45","0.24","0.43","0.35","0.22","0.25","0.28","0.14","0.46"
"BAY AREA","CHARGE","10002800","ONDANSETRON HCL 40 MG/20ML IJ SOLN","J2405","0.45","0.41","0.13","0.14","0.29","0.24","0.39","0.31","0.41","0.27","0.34","0.38","0.41","0.21","0.38","0.31","0.20","0.23","0.25","0.13","0.41"
"BAY AREA","CHARGE","10002800","PALONOSETRON HCL 0.25 MG/5ML IV SOLN","J2469","6.25","5.69","1.66","1.76","1.93","3.38","5.38","4.31","5.69","3.75","4.75","5.31","5.63","1.16","5.31","4.36","3.23","3.53","3.44","1.16","5.69"
"BAY AREA","CHARGE","10002800","PARICALCITOL 5 MCG/ML IV SOLN","J2501","12.73","11.58","2.82","2.88","3.50","6.87","10.96","8.78","11.58","7.64","9.67","10.82","11.46","3.21","10.82","8.87","6.15","6.78","7.00","2.82","11.58"
"BAY AREA","CHARGE","10002800","PEGFILGRASTIM 6 MG/0.6ML SC  SOSY","J2505","14,577.30","13,265.34","2,897.41","2,957.58","3,067.89","7,871.74","12,551.06","10,058.34","13,265.34","8,746.38","11,078.75","12,390.71","13,119.57","2,896.07","12,390.71","10,160.38","7,305.52","8,029.59","8,017.52","2,896.07","13,265.34"
"BAY AREA","CHARGE","10002800","PEGFILGRASTIM 6 MG/0.6ML SC PSKT","J2505","14,591.62","13,278.37","2,900.26","2,960.49","3,070.91","7,879.47","12,563.38","10,068.22","13,278.37","8,754.97","11,089.63","12,402.88","13,132.46","2,898.91","12,402.88","10,170.36","7,312.70","8,037.48","8,025.39","2,898.91","13,278.37"
"BAY AREA","CHARGE","10002800","PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR","J2543","4.59","4.18","0.75","0.79","2.87","2.48","3.95","3.17","4.18","2.75","3.49","3.90","4.13","1.50","3.90","3.20","1.39","1.63","2.52","0.75","4.18"
"BAY AREA","CHARGE","10002800","PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR","J2543","6.94","6.32","1.13","1.20","4.33","3.75","5.98","4.79","6.32","4.16","5.27","5.90","6.25","2.27","5.90","4.84","2.11","2.46","3.82","1.13","6.32"
"BAY AREA","CHARGE","10002800","PIPERACILLIN-TAZOBACTAM 3000 MG-375 MG PEDS IV SOLR (HOSP USE ONLY)","J2543","10.76","9.79","1.75","1.86","6.72","5.81","9.26","7.42","9.79","6.46","8.18","9.15","9.68","3.52","9.15","7.50","3.27","3.82","5.92","1.75","9.79"
"BAY AREA","CHARGE","10002800","PHENOBARBITAL SODIUM 130 MG/ML IJ SOLN","J2560","177.99","161.97","39.44","40.33","48.92","96.11","153.25","122.81","161.97","106.79","135.27","151.29","160.19","44.82","151.29","124.06","85.93","94.75","97.89","39.44","161.97"
"BAY AREA","CHARGE","10002800","PHENOBARBITAL SODIUM 65 MG/ML IJ SOLN","J2560","131.30","119.48","29.09","29.75","36.09","70.90","113.05","90.60","119.48","78.78","99.79","111.61","118.17","33.06","111.61","91.52","63.39","69.89","72.22","29.09","119.48"
"BAY AREA","CHARGE","10002800","OXYTOCIN 10 UNIT/ML IJ SOLN","J2590","6.69","6.09","1.48","1.52","1.84","3.61","5.76","4.62","6.09","4.01","5.08","5.69","6.02","1.68","5.69","4.66","3.23","3.56","3.68","1.48","6.09"
"BAY AREA","CHARGE","10002800","OXYTOCIN-SODIUM CHLORIDE 30-0.9 UT/500ML-% IV SOLN","J2590","27.72","25.23","6.14","6.28","7.62","14.97","23.87","19.13","25.23","16.63","21.07","23.56","24.95","6.98","23.56","19.32","13.38","14.76","15.25","6.14","25.23"
"BAY AREA","CHARGE","10002800","OXYTOCIN-SODIUM CHLORIDE 30-0.9 UT/500ML-% IV SOLN (ML/HR)","J2590","27.72","25.23","6.14","6.28","7.62","14.97","23.87","19.13","25.23","16.63","21.07","23.56","24.95","6.98","23.56","19.32","13.38","14.76","15.25","6.14","25.23"
"BAY AREA","CHARGE","10002800","DESMOPRESSIN ACETATE 4 MCG/ML IJ SOLN","J2597","35.09","31.93","7.77","7.95","9.65","18.95","30.21","24.21","31.93","21.05","26.67","29.83","31.58","8.84","29.83","24.46","16.94","18.68","19.30","7.77","31.93"
"BAY AREA","CHARGE","10002800","PROPOFOL 10 MG/ML IV BOLUS","J2704","14.46","13.16","3.80","3.81","8.53","7.81","12.45","9.98","13.16","8.68","10.99","12.29","13.01","6.88","12.29","10.08","5.85","6.76","7.95","3.80","13.16"
"BAY AREA","CHARGE","10002800","PROPOFOL 10 MG/ML IV EMUL - SEDATION AND ANALGESIA","J2704","0.53","0.48","0.14","0.14","0.31","0.29","0.46","0.37","0.48","0.32","0.40","0.45","0.48","0.25","0.45","0.37","0.21","0.25","0.29","0.14","0.48"
"BAY AREA","CHARGE","10002800","PROPOFOL 10 MG/ML IV EMUL(WRAPPED)","J2704","0.55","0.50","0.14","0.14","0.32","0.30","0.47","0.38","0.50","0.33","0.42","0.47","0.50","0.26","0.47","0.38","0.22","0.26","0.30","0.14","0.50"
"BAY AREA","CHARGE","10002800","NEOSTIGMINE METHYLSULFATE 1 MG/ML IV SOLN(WRAPPED)","J2710","10.06","9.15","1.63","1.63","5.94","5.43","8.66","6.94","9.15","6.04","7.65","8.55","9.05","4.69","8.55","7.01","4.20","4.83","5.53","1.63","9.15"
"BAY AREA","CHARGE","10002800","NEOSTIGMINE METHYLSULFATE 10 MG/10ML IV SOLN","J2710","5.19","4.72","0.84","0.84","3.06","2.80","4.47","3.58","4.72","3.11","3.94","4.41","4.67","2.42","4.41","3.62","2.17","2.49","2.85","0.84","4.72"
"BAY AREA","CHARGE","10002800","METOCLOPRAMIDE HCL 5 MG/ML IJ SOLN","J2765","3.58","3.26","1.36","1.51","2.45","1.93","3.08","2.47","3.26","2.15","2.72","3.04","3.22","1.96","3.04","2.50","1.75","2.01","1.97","1.36","3.26"
"BAY AREA","CHARGE","10002800","ROPIVACAINE 0.2% EPIDURAL","J2795","13.58","12.36","1.71","1.71","8.01","7.33","11.69","9.37","12.36","8.15","10.32","11.54","12.22","6.78","11.54","9.47","5.99","6.77","7.47","1.71","12.36"
"BAY AREA","CHARGE","10002800","ROPIVACAINE 0.2% NERVE BLOCK 250 ML INFUSION","J2795","13.53","12.31","1.70","1.70","7.98","7.31","11.65","9.34","12.31","8.12","10.28","11.50","12.18","6.76","11.50","9.43","5.97","6.75","7.44","1.70","12.31"
"BAY AREA","CHARGE","10002800","ROPIVACAINE HCL 10 MG/ML IJ SOLN","J2795","0.20","0.18","0.03","0.03","0.12","0.11","0.17","0.14","0.18","0.12","0.15","0.17","0.18","0.10","0.17","0.14","0.09","0.10","0.11","0.03","0.18"
"BAY AREA","CHARGE","10002800","ROPIVACAINE HCL 2 MG/ML IJ SOLN","J2795","0.77","0.70","0.10","0.10","0.45","0.42","0.66","0.53","0.70","0.46","0.59","0.65","0.69","0.38","0.65","0.54","0.34","0.38","0.42","0.10","0.70"
"BAY AREA","CHARGE","10002800","ROPIVACAINE HCL 5 MG/ML IJ SOLN","J2795","0.17","0.15","0.02","0.02","0.10","0.09","0.15","0.12","0.15","0.10","0.13","0.14","0.15","0.08","0.14","0.12","0.08","0.08","0.09","0.02","0.15"
"BAY AREA","CHARGE","10002800","ROMIPLOSTIM 500 MCG SC SOLR","J2796","289.46","263.41","64.13","65.60","79.57","156.31","249.23","199.73","263.41","173.68","219.99","246.04","260.51","72.88","246.04","201.75","139.74","154.08","159.20","64.13","263.41"
"BAY AREA","CHARGE","10002800","ROMIPLOSTIM 500 MCG/ML SUBQ SOLN","J2796","287.52","261.64","63.70","65.16","79.03","155.26","247.55","198.39","261.64","172.51","218.52","244.39","258.77","72.39","244.39","200.40","138.80","153.05","158.14","63.70","261.64"
"BAY AREA","CHARGE","10002800","SINCALIDE 5 MCG IJ SOLR","J2805","167.08","152.04","37.94","41.11","46.91","90.22","143.86","115.29","152.04","100.25","126.98","142.02","150.37","151.00","142.02","116.45","98.62","106.91","91.89","37.94","152.04"
"BAY AREA","CHARGE","10002800","METHYLPREDNISOLONE SODIUM SUCC 40 MG IJ SOLR","J2920","19.58","17.82","3.95","4.28","10.98","10.57","16.86","13.51","17.82","11.75","14.88","16.64","17.62","5.85","16.64","13.65","6.74","7.25","10.77","3.95","17.82"
"BAY AREA","CHARGE","10002800","METHYLPREDNISOLONE SODIUM SUCC 1000 MG IJ SOLR","J2930","28.44","25.88","14.04","15.23","18.59","15.36","24.49","19.62","25.88","17.06","21.61","24.17","25.60","18.65","24.17","19.82","17.14","18.79","15.64","14.04","25.88"
"BAY AREA","CHARGE","10002800","METHYLPREDNISOLONE SODIUM SUCC 125 MG IJ SOLR","J2930","34.45","31.35","17.00","18.45","22.52","18.60","29.66","23.77","31.35","20.67","26.18","29.28","31.01","22.59","29.28","24.01","20.76","22.77","18.95","17.00","31.35"
"BAY AREA","CHARGE","10002800","METHYLPREDNISOLONE SODIUM SUCC 500 MG IJ SOLR","J2930","45.10","41.04","22.26","24.16","29.49","24.35","38.83","31.12","41.04","27.06","34.28","38.34","40.59","29.58","38.34","31.43","27.17","29.80","24.81","22.26","41.04"
"BAY AREA","CHARGE","10002800","ALTEPLASE 100 MG IV SOLR","J2997","398.12","362.29","39.01","42.72","266.67","214.98","342.78","274.70","362.29","238.87","302.57","338.40","358.31","84.92","338.40","277.49","41.42","48.29","218.97","39.01","362.29"
"BAY AREA","CHARGE","10002800","ALTEPLASE 2 MG IJ SOLR","J2997","356.77","324.66","34.96","38.28","238.98","192.66","307.18","246.17","324.66","214.06","271.15","303.25","321.09","76.10","303.25","248.67","37.11","43.28","196.22","34.96","324.66"
"BAY AREA","CHARGE","10002800","ALTEPLASE 50 MG IV SOLR","J2997","410.86","373.88","40.26","44.09","275.21","221.86","353.75","283.49","373.88","246.52","312.25","349.23","369.77","87.63","349.23","286.37","42.74","49.84","225.97","40.26","373.88"
"BAY AREA","CHARGE","10002800","ALTEPLASE/BSS 100 MCG/ML OPHTHALMIC SYRINGE","J2997","1,667.08","1,517.04","163.36","178.88","1,116.67","900.22","1,435.36","1,150.29","1,517.04","1,000.25","1,266.98","1,417.02","1,500.37","355.57","1,417.02","1,161.95","173.42","202.21","916.89","163.36","1,517.04"
"BAY AREA","CHARGE","10002800","ALTEPLASE/BSS 12.5 MCG/0.1 ML OPHTHALMIC SYRINGE","J2997","1,333.65","1,213.62","130.69","143.10","893.32","720.17","1,148.27","920.22","1,213.62","800.19","1,013.57","1,133.60","1,200.29","284.45","1,133.60","929.55","138.74","161.77","733.51","130.69","1,213.62"
"BAY AREA","CHARGE","10002800","FENTANYL 250 MCG/25 ML IN NS INFUSION SYR 10 MCG/ML","J3010","2.37","2.16","0.56","0.57","1.42","1.28","2.04","1.64","2.16","1.42","1.80","2.01","2.13","1.19","2.01","1.65","1.05","1.21","1.30","0.56","2.16"
"BAY AREA","CHARGE","10002800","FENTANYL 5 MCG/ML IV SYRINGE (NEONATAL/PEDS < 30 KG)","J3010","0.17","0.15","0.04","0.04","0.10","0.09","0.15","0.12","0.15","0.10","0.13","0.14","0.15","0.09","0.14","0.12","0.08","0.09","0.09","0.04","0.15"
"BAY AREA","CHARGE","10002800","FENTANYL 62.5 MCG/25 ML IN D5W INFUSION SYR 2.5 MCG/ML","J3010","1.66","1.51","0.39","0.40","1.00","0.90","1.43","1.15","1.51","1.00","1.26","1.41","1.49","0.84","1.41","1.16","0.73","0.84","0.91","0.39","1.51"
