name,restaurant_name,identifier,calories,fat_g,carbohydrates_g,protein_g,sodium_mg,price_usd,cholesterol_mg,fiber_g,sugars_g
SPRITE STRAWBERRY,PERKINS RESTAURANT AND BAKERY,NATIONAL,200,0.00,51,0,55,,0,0,51
SPRITE VANILLA,PERKINS RESTAURANT AND BAKERY,NATIONAL,200,0.00,51,0,55,,0,0,51
SPRITE ZERO,HAPPY JOE'S,NATIONAL,0,0.00,0,0,0,,0,0,0
SPRITE ZERO,PERKINS RESTAURANT AND BAKERY,NATIONAL,5,0.00,1,0,55,,0,0,0
SPRITE ZERO,PITA PIT,NATIONAL,5,0.00,0,0,80,,0,0,0
SPRITE ZERO (PR),CHEESECAKE FACTORY,NATIONAL,0,0.00,0,0,15,,0,0,0
SPRITE ZERO CHERRY,PERKINS RESTAURANT AND BAKERY,NATIONAL,5,0.00,1,0,55,,0,0,0
SPRITE ZERO GRAPE,PERKINS RESTAURANT AND BAKERY,NATIONAL,5,0.00,1,0,55,,0,0,0
SPRITE ZERO ORANGE,PERKINS RESTAURANT AND BAKERY,NATIONAL,5,0.00,1,0,55,,0,0,0
SPRITE ZERO ORANGE VANILLA,PERKINS RESTAURANT AND BAKERY,NATIONAL,5,0.00,1,0,55,,0,0,0
SPRITE ZERO PEACH,PERKINS RESTAURANT AND BAKERY,NATIONAL,5,0.00,1,0,55,,0,0,0
SPRITE ZERO RASPBERRY,PERKINS RESTAURANT AND BAKERY,NATIONAL,5,0.00,1,0,55,,0,0,0
SPRITE ZERO STRAWBERRY,PERKINS RESTAURANT AND BAKERY,NATIONAL,5,0.00,1,0,55,,0,0,0
SPRITE ZERO VANILLA,PERKINS RESTAURANT AND BAKERY,NATIONAL,5,0.00,1,0,55,,0,0,0
"SPRITE ZERO, 12 OZ",BLIMPIE,NATIONAL,0,0.00,0,0,45,,0,0,0
"SPRITE ZERO, 16 OZ",BLIMPIE,NATIONAL,0,0.00,0,0,70,,0,0,0
"SPRITE ZERO, 21 OZ",BLIMPIE,NATIONAL,5,0.00,0,0,80,,0,0,0
"SPRITE ZERO, 28 OZ",BLIMPIE,NATIONAL,10,0.00,0,0,120,,0,0,0
"SPRITE ZERO, DINE-IN",PIZZA RANCH,NATIONAL,0,0.00,0,0,65,,0,0,0
"SPRITE ZERO, KIDS",PIZZA RANCH,NATIONAL,0,0.00,0,0,30,,0,0,0
"SPRITE ZERO, LARGE",GATTI'S PIZZA,NATIONAL,10,,,,,,,,
"SPRITE ZERO, TO GO",PIZZA RANCH,NATIONAL,0,0.00,0,0,60,,0,0,0
"SPRITE, 12 OZ",BLIMPIE,NATIONAL,160,0.00,43,0,70,,0,0,43
"SPRITE, 12OZ",GODFATHER'S PIZZA,NATIONAL,150,0.00,37,0,70,,0,0,36
"SPRITE, 16 OZ",BLIMPIE,NATIONAL,240,0.00,64,0,110,,0,0,64
"SPRITE, 16OZ",GODFATHER'S PIZZA,NATIONAL,200,0.00,49,0,90,,0,0,49
"SPRITE, 2 LITER",GODFATHER'S PIZZA,NATIONAL,850,0.00,220,0,380,,0,0,220
"SPRITE, 20OZ",GODFATHER'S PIZZA,NATIONAL,250,0.00,61,0,115,,0,0,61
"SPRITE, 21 OZ",BLIMPIE,NATIONAL,280,0.00,75,0,125,,0,0,75
"SPRITE, 22OZ",GODFATHER'S PIZZA,NATIONAL,280,0.00,67,0,125,,0,0,67
"SPRITE, 28 OZ",BLIMPIE,NATIONAL,420,0.00,114,0,190,,0,0,114
"SPRITE, 32OZ",GODFATHER'S PIZZA,NATIONAL,400,0.00,98,0,180,,0,0,97
"SPRITE, 8OZ",GODFATHER'S PIZZA,NATIONAL,100,0.00,25,0,45,,0,0,24
"SPRITE, DINE-IN",PIZZA RANCH,NATIONAL,290,0.00,74,0,65,,0,0,65
"SPRITE, KIDS",PERKINS RESTAURANT AND BAKERY,NATIONAL,150,0.00,38,0,70,,0,0,38
"SPRITE, KIDS",PIZZA RANCH,NATIONAL,130,0.00,34,0,30,,0,0,30
"SPRITE, KIDS CUP",GATTI'S PIZZA,NATIONAL,140,,,,,,,,
"SPRITE, LARGE",GATTI'S PIZZA,NATIONAL,380,,,,,,,,
"SPRITE, LARGE",LENNY'S GRILL & SUBS,NATIONAL,390,0.00,100,0,90,,0,0,89
"SPRITE, LARGE",PERKINS RESTAURANT AND BAKERY,NATIONAL,200,0.00,51,0,95,,0,0,51
"SPRITE, MEDIUM",LENNY'S GRILL & SUBS,NATIONAL,260,0.00,66,0,60,,0,0,58
"SPRITE, REGULAR",GATTI'S PIZZA,NATIONAL,240,,,,,,,,
"SPRITE, SMALL",LENNY'S GRILL & SUBS,NATIONAL,150,0.00,37,0,35,,0,0,33
"SPRITE, TO GO",PIZZA RANCH,NATIONAL,280,0.00,70,0,60,,0,0,62
SPROUTED GRAIN VEGAN BAGEL,STARBUCKS,NATIONAL,330,6.00,57,12,490,,0,7,4
SPUMONI ICE CREAM,HAPPY JOE'S,NATIONAL,160,6.00,17,2,50,,25,0,14
SPUMONI ICE CREAM,NESTLE TOLLHOUSE CAFE,NATIONAL,140,7.00,17,2,40,,20,0,14
"SQUIRT CITRUS SODA, 12 OZ",BLIMPIE,NATIONAL,150,0.00,39,0,50,,0,0,39
"SQUIRT CITRUS SODA, 16 OZ",BLIMPIE,NATIONAL,220,0.00,59,0,70,,0,0,58
"SQUIRT CITRUS SODA, 21 OZ",BLIMPIE,NATIONAL,290,0.00,76,0,65,,0,0,75
"SQUIRT CITRUS SODA, 28 OZ",BLIMPIE,NATIONAL,390,0.00,104,0,130,,0,0,103
"SRIRACHA BBQ BONELESS WINGS, SHORT",OLD CHICAGO,NATIONAL,480,18.00,49,27,2230,,70,3,11
"SRIRACHA BBQ BONELESS WINGS, SHORT WITH SIDE OF BLEU CHEESE DRESSING",OLD CHICAGO,NATIONAL,670,39.00,50,28,2600,,85,3,12
"SRIRACHA BBQ BONELESS WINGS, SHORT WITH SIDE OF RANCH DRESSING",OLD CHICAGO,NATIONAL,630,33.00,52,28,2440,,80,3,12
"SRIRACHA BBQ BONELESS WINGS, TALL",OLD CHICAGO,NATIONAL,950,36.00,96,53,4440,,140,5,22
"SRIRACHA BBQ BONELESS WINGS, TALL WITH SIDE OF BLEU CHEESE DRESSING",OLD CHICAGO,NATIONAL,1280,71.00,99,56,5070,,165,5,24
"SRIRACHA BBQ BONELESS WINGS, TALL WITH SIDE OF RANCH DRESSING",OLD CHICAGO,NATIONAL,1200,61.00,101,56,4790,,155,5,24
"SRIRACHA BBQ WINGS, SHORT",OLD CHICAGO,NATIONAL,580,29.00,26,51,1140,,215,1,18
"SRIRACHA BBQ WINGS, SHORT WITH SIDE OF BLEU CHEESE DRESSING",OLD CHICAGO,NATIONAL,780,50.00,27,53,1520,,230,1,19
"SRIRACHA BBQ WINGS, SHORT WITH SIDE OF RANCH DRESSING",OLD CHICAGO,NATIONAL,730,44.00,29,53,1350,,220,1,19
"SRIRACHA BBQ WINGS, TALL",OLD CHICAGO,NATIONAL,1060,57.00,26,102,1370,,425,1,18
"SRIRACHA BBQ WINGS, TALL WITH SIDE OF BLEU CHEESE DRESSING",OLD CHICAGO,NATIONAL,1380,92.00,29,105,2000,,450,1,21
"SRIRACHA BBQ WINGS, TALL WITH SIDE OF RANCH DRESSING",OLD CHICAGO,NATIONAL,1310,82.00,31,105,1720,,440,1,21
SRIRACHA BLUE CRUMBLE WINGS,CHEEBURGER CHEEBURGER,NATIONAL,620,48.00,12,32,1290,,125,0,2
"SRIRACHA CHICKEN PITA ON GLUTEN FREE WRAP, BIGGER",PITA PIT,NATIONAL,610,31.00,60,40,1820,,170,6,16
"SRIRACHA CHICKEN PITA ON GLUTEN FREE WRAP, SMALLER",PITA PIT,NATIONAL,420,20.00,50,23,1150,,110,4,10
"SRIRACHA CHICKEN PITA ON WHEAT, BIGGER",PITA PIT,NATIONAL,570,23.00,48,40,1650,,170,5,10
"SRIRACHA CHICKEN PITA ON WHEAT, SMALLER",PITA PIT,NATIONAL,340,12.00,32,22,910,,110,3,4
"SRIRACHA CHICKEN PITA ON WHITE, BIGGER",PITA PIT,NATIONAL,570,23.00,51,40,1710,,170,4,10
"SRIRACHA CHICKEN PITA ON WHITE, SMALLER",PITA PIT,NATIONAL,340,12.00,34,22,960,,110,1,4
"SRIRACHA CHICKEN SALAD, BIGGER",PITA PIT,NATIONAL,390,22.00,15,34,1310,,170,2,10
"SRIRACHA CHICKEN SALAD, SMALLER",PITA PIT,NATIONAL,190,11.00,5,17,650,,110,0,4
SRIRACHA SMACK BURGER,ISLANDS FINE BURGERS & DRINKS,NATIONAL,1080,67.00,58,60,2780,,200,3,14
"SRIRCHA SAUCE, BIGGER PORTION",PITA PIT,NATIONAL,5,0.00,1,0,70,,0,0,1
"SRIRCHA, SMALLER PORTION",PITA PIT,NATIONAL,0,0.00,1,0,40,,0,0,1
STACKED NACHOS,ON THE BORDER MEXICAN GRILL & CANTINA,NATIONAL,2010,128.00,146,75,3850,,205,22,15
STACKED TURKEY AND BACON CLLUB,OLD CHICAGO,NATIONAL,650,29.00,57,40,2320,,65,4,7
STACKED TURKEY AND BACON CLLUB WITH SUBSTITUTE A GLUTEN FREE BUN,OLD CHICAGO,NATIONAL,900,38.00,95,44,2650,,70,9,10
STANDARD PARTY PACK,ON THE BORDER MEXICAN GRILL & CANTINA,NATIONAL,9770,555.00,972,250,21380,,710,142,129
STARBUCKS BOTTLED CARAMEL FRAPPUCCINO COFFEE DRINK,STARBUCKS,NATIONAL,200,3.00,37,6,100,,15,0,32
STARBUCKS BOTTLED COFFEE FRAPPUCCINO COFFEE DRINK,STARBUCKS,NATIONAL,200,3.00,37,6,100,,15,0,32
STARBUCKS BOTTLED DARK CHOCOLATE MOCHA FRAPPUCCINO COFFEE DRINK,STARBUCKS,NATIONAL,280,5.00,50,10,280,,20,0,48
STARBUCKS BOTTLED MOCHA FRAPPUCCINO COFFEE DRINK,STARBUCKS,NATIONAL,180,3.00,33,7,95,,15,0,31
STARBUCKS BOTTLED MOCHA LIGHT FRAPPUCCINO COFFEE DRINK,STARBUCKS,NATIONAL,100,3.00,12,6,95,,15,0,11
STARBUCKS BOTTLED VANILLA FRAPPUCCINO COFFEE DRINK,STARBUCKS,NATIONAL,200,3.00,37,6,100,,15,0,31
STARBUCKS BOTTLED VANILLA LIGHT FRAPPUCCINO COFFEE DRINK,STARBUCKS,NATIONAL,100,3.00,12,6,95,,15,0,11
STARBUCKS DOUBLESHOT ENERGY MOCHA DRINK,STARBUCKS,NATIONAL,200,2.00,33,12,160,,15,0,26
STARBUCKS DOUBLESHOT ENERGY VANILLA DRINK,STARBUCKS,NATIONAL,210,2.00,34,12,180,,15,0,25
STARBUCKS DOUBLESHOT ENERGY VANILLA LIGHT DRINK,STARBUCKS,NATIONAL,130,2.00,20,9,125,,10,2,14
STARBUCKS DOUBLESHOT ENERGY WHITE CHOCOLATE DRINK,STARBUCKS,NATIONAL,210,3.00,31,11,170,,15,1,28
STARBUCKS DOUBLESHOT LIGHT ESPRESSO DRINK,STARBUCKS,NATIONAL,70,4.00,5,3,50,,15,0,5
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH 2% MILK, GRANDE",STARBUCKS,NATIONAL,100,1.00,20,3,40,,5,0,18
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH 2% MILK, TALL",STARBUCKS,NATIONAL,80,1.00,14,3,35,,5,0,13
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH 2% MILK, VENTI",STARBUCKS,NATIONAL,170,2.00,33,4,55,,5,0,29
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH ALMOND MILK, GRANDE",STARBUCKS,NATIONAL,90,1.00,18,1,35,,0,0,16
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH ALMOND MILK, TALL",STARBUCKS,NATIONAL,60,1.00,13,1,35,,0,0,11
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH ALMOND MILK, VENTI",STARBUCKS,NATIONAL,140,2.00,30,2,50,,0,0,26
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH COCONUT MILK, GRANDE",STARBUCKS,NATIONAL,90,2.00,19,1,35,,0,0,17
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH COCONUT MILK, TALL",STARBUCKS,NATIONAL,70,2.00,13,1,30,,0,0,12
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH COCONUT MILK, VENTI",STARBUCKS,NATIONAL,150,2.00,32,2,50,,0,0,28
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH NONFAT MILK, GRANDE",STARBUCKS,NATIONAL,90,0.00,20,3,35,,0,0,18
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH NONFAT MILK, TALL",STARBUCKS,NATIONAL,70,0.00,14,3,35,,0,0,13
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH NONFAT MILK, VENTI",STARBUCKS,NATIONAL,150,0.00,33,4,50,,0,0,29
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH SOY MILK, GRANDE",STARBUCKS,NATIONAL,100,1.00,21,3,35,,0,0,18
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH SOY MILK, TALL",STARBUCKS,NATIONAL,80,1.00,15,2,30,,0,0,13
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH SOY MILK, VENTI",STARBUCKS,NATIONAL,170,2.00,34,4,45,,0,0,29
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH WHOLE MILK, GRANDE",STARBUCKS,NATIONAL,110,2.00,20,3,35,,5,0,18
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH WHOLE MILK, TALL",STARBUCKS,NATIONAL,90,2.00,14,2,35,,5,0,13
"STARBUCKS DOUBLESHOT ON ICE SWEETENED WITH WHOLE MILK, VENTI",STARBUCKS,NATIONAL,180,3.00,33,4,50,,10,0,29
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENED WITH 2% MILK, GRANDE",STARBUCKS,NATIONAL,45,1.00,5,3,40,,5,0,3
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENED WITH 2% MILK, TALL",STARBUCKS,NATIONAL,40,1.00,4,3,35,,5,0,3
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENED WITH 2% MILK, VENTI",STARBUCKS,NATIONAL,70,2.00,8,4,55,,5,0,4
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENED WITH ALMOND MILK, GRANDE",STARBUCKS,NATIONAL,30,1.00,3,1,35,,0,0,1
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENED WITH ALMOND MILK, TALL",STARBUCKS,NATIONAL,25,1.00,3,1,35,,0,0,1
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENED WITH ALMOND MILK, VENTI",STARBUCKS,NATIONAL,45,2.00,6,2,55,,0,0,1
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENED WITH COCONUT MILK, GRANDE",STARBUCKS,NATIONAL,35,2.00,4,1,35,,0,0,2
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENED WITH COCONUT MILK, TALL",STARBUCKS,NATIONAL,30,2.00,4,1,30,,0,0,2
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENED WITH COCONUT MILK, VENTI",STARBUCKS,NATIONAL,50,2.00,7,2,50,,0,0,3
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENED WITH NONFAT MILK, GRANDE",STARBUCKS,NATIONAL,35,0.00,5,3,35,,0,0,3
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENED WITH NONFAT MILK, TALL",STARBUCKS,NATIONAL,30,0.00,5,3,35,,0,0,3
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENED WITH NONFAT MILK, VENTI",STARBUCKS,NATIONAL,50,0.00,8,4,50,,0,0,5
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENED WITH SOY MILK, GRANDE",STARBUCKS,NATIONAL,45,1.00,6,3,35,,0,0,3
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENED WITH SOY MILK, TALL",STARBUCKS,NATIONAL,40,1.00,5,2,30,,0,0,3
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENED WITH SOY MILK, VENTI",STARBUCKS,NATIONAL,70,2.00,10,4,50,,0,0,5
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENED WITH WHOLE MILK, GRANDE",STARBUCKS,NATIONAL,50,2.00,5,3,35,,5,0,3
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENED WITH WHOLE MILK, VENTI",STARBUCKS,NATIONAL,80,3.00,8,4,55,,10,0,4
"STARBUCKS DOUBLESHOT ON ICE UNSWEETENEDD WITH WHOLE MILK, TALL",STARBUCKS,NATIONAL,45,2.00,4,2,35,,5,0,3
STEAK & CHEESE HOAGIE W/ POTATO CHIPS,PIZZA HUT,NATIONAL,940,42.00,89,53,2910,,120,4,9
STEAK & CHEESE HOAGIE W/ STRAIGHT-CUT FRIES,PIZZA HUT,NATIONAL,1260,56.00,133,55,3720,,125,6,10
STEAK & EGG BISCUIT (REGULAR BISCUIT),MCDONALD'S,NATIONAL,540,32.00,38,25,,,280,2,3
STEAK & EGG MCMUFFIN,MCDONALD'S,NATIONAL,430,23.00,31,26,750,2.79,300,4,3
STEAK & EGGS,CLAIM JUMPER,NATIONAL,720,50.00,30,40,860,,100,0,0
"STEAK & EGGS (WITH BACON, POTATOES & MULTI-GRAIN TOAST)",TGI FRIDAY'S,NATIONAL,1060,67.00,59,56,2820,,485,6,9
"STEAK & EGGS (WITH SAUSAGE, POTATOES & MULTI-GRAIN TOAST)",TGI FRIDAY'S,NATIONAL,1130,77.00,58,51,2730,,490,6,8
STEAK & EGGS WITH BUTTER,CLAIM JUMPER,NATIONAL,800,60.00,30,40,950,,100,0,0
STEAK & EGGS WITH SOURDOUGH,CLAIM JUMPER,NATIONAL,880,50.00,60,40,1130,,100,0,0
STEAK & EGGS WITH WHEAT,CLAIM JUMPER,NATIONAL,1020,50.00,90,50,1400,,100,10,10
STEAK & PEPPERS SKILLET,PERKINS RESTAURANT AND BAKERY,NATIONAL,800,43.00,58,44,1710,,120,7,5
STEAK & SHRIMP COMBO,CLAIM JUMPER,NATIONAL,770,52.00,17,55,1320,,185,1,2
STEAK AND CHEESE PRETZEL CRUSTED CALZONE,OLD CHICAGO,NATIONAL,1520,75.00,131,79,2950,,205,8,11
"STEAK AND POTATO SOUP, LARGE",HALE AND HEARTY SOUPS,NATIONAL,400,14.00,34,34,1500,,70,4,6
"STEAK AND POTATO SOUP, MEDIUM",HALE AND HEARTY SOUPS,NATIONAL,300,11.00,26,26,1130,,55,3,5
"STEAK AND POTATO SOUP, SMALL",HALE AND HEARTY SOUPS,NATIONAL,200,7.00,17,17,750,,35,2,3
STEAK DIANE,CHEESECAKE FACTORY,NATIONAL,1150,65.00,67,76,2750,,260,6,14
STEAK DIANE AND HERB CRUSTED SALMON,CHEESECAKE FACTORY,NATIONAL,1710,121.00,74,81,2210,,355,6,15
"STEAK FAJITA PITA ON GLUTEN FREE WRAP, SMALLER",PITA PIT,NATIONAL,450,24.00,51,17,960,,180,4,9
"STEAK FAJITA PITA ON WHEAT, SMALLER",PITA PIT,NATIONAL,370,16.00,33,16,720,,180,3,3
"STEAK FAJITA PITA ON WHITE, SMALLER",PITA PIT,NATIONAL,370,16.00,35,16,770,,180,1,3
"STEAK FAJITA PITA ORIGINAL ON GLUTEN FREE WRAP, BIGGER",PITA PIT,NATIONAL,700,39.00,63,28,1410,,220,5,15
"STEAK FAJITA PITA ORIGINAL ON WHEAT, BIGGER",PITA PIT,NATIONAL,660,31.00,51,28,1240,,220,4,9
"STEAK FAJITA PITA ORIGINAL ON WHITE, BIGGER",PITA PIT,NATIONAL,660,31.00,54,28,1300,,220,3,9
"STEAK FAJITA SALAD, BIGGER",PITA PIT,NATIONAL,480,30.00,18,22,910,,220,1,9
"STEAK FAJITA SALAD, SMALLER",PITA PIT,NATIONAL,230,15.00,6,11,460,,180,0,3
"STEAK MATE, GRILLED SHRIMP",OUTBACK STEAKHOUSE,NATIONAL,150,9.00,490,14,0,,110,1,2
STEAK PHILLY SALAD,LENNY'S GRILL & SUBS,NATIONAL,410,21.00,15,40,1490,,110,4,7
STEAK QUESADILLA AND FRIES (REGIONAL),OUTBACK STEAKHOUSE,NATIONAL,2000,125.00,135,82,3260,,305,9,5
STEAK RANCHERO BURRITO,KWIK TRIP,NATIONAL,330,14.00,34,16,960,,35,1,3
STEAK SALAD,SAMUEL MANCINO'S ITALIAN EATERY,NATIONAL,500,26.00,19,48,1700,,115,5,10
STEAK SAUCE,PERKINS RESTAURANT AND BAKERY,NATIONAL,25,0.00,6,0,500,,0,0,4
"STEAK TOPPER, ONIONS",CLAIM JUMPER,NATIONAL,50,0.00,10,0,200,,0,0,0
"STEAK TOPPER, SAUTEED MUSHROOMS",CLAIM JUMPER,NATIONAL,100,10.00,0,0,310,,0,0,0
"STEAK TOPPER, SAUTEED MUSHROOMS & ONIONS",CLAIM JUMPER,NATIONAL,310,30.00,10,0,720,,0,0,0
"STEAK TOPPER, SHRIMP, COCONUT",CLAIM JUMPER,NATIONAL,340,10.00,50,10,1210,,70,0,10
"STEAK TOPPER, SHRIMP, FRIED",CLAIM JUMPER,NATIONAL,400,5.00,60,30,2070,,150,0,10
"STEAK TOPPER, SHRIMP, GRILLED",CLAIM JUMPER,NATIONAL,200,10.00,0,20,390,,150,0,0
"STEAK, EGG & CHEESE BAGEL",MCDONALD'S,NATIONAL,670,33.00,1510,12,1510,3.89,63,56,3
"STEAKHOUSE BEEF (CINCINNATI), LARGE",POTBELLY,NATIONAL,1240,58.00,104,77,2780,,170,6,8
"STEAKHOUSE BEEF (CINCINNATI), REGULAR",POTBELLY,NATIONAL,810,38.00,65,51,1820,,115,4,5
"STEAKHOUSE BEEF (CINCINNATI), SMALL",POTBELLY,NATIONAL,400,19.00,33,25,910,,55,2,3
STEAKHOUSE MAC & CHEESE BITES,OUTBACK STEAKHOUSE,NATIONAL,770,54.00,47,24,1250,,60,4,1
"STEAKHOUSE NACHOS (REGIONAL, WEST COAST)",OUTBACK STEAKHOUSE,NATIONAL,1980,157.00,79,60,6310,,260,7,7
STEAKHOUSE PHILLY SANDWICH,OUTBACK STEAKHOUSE,NATIONAL,1040,61.00,54,68,2080,,210,4,9
"STEAKHOUSE QUESADILLA, REGULAR",OUTBACK STEAKHOUSE,NATIONAL,1590,107.00,78,77,2390,,290,4,5
"STEAKHOUSE QUESADILLA, SMALL (REGIONAL)",OUTBACK STEAKHOUSE,NATIONAL,820,55.00,40,39,1210,,150,2,3
STEAKHOUSE SALAD,OUTBACK STEAKHOUSE,NATIONAL,1000,67.00,47,52,1800,,115,6,29
STEAKHOUSE SALAD WRAP (REGIONAL),OUTBACK STEAKHOUSE,NATIONAL,900,44.00,68,55,2060,,110,4,10
"STEAMED 2% MILK, GRANDE",STARBUCKS,NATIONAL,200,8.00,19,13,190,,30,0,19
"STEAMED 2% MILK, SHORT",STARBUCKS,NATIONAL,100,4.00,10,7,95,,15,0,10
"STEAMED 2% MILK, TALL",STARBUCKS,NATIONAL,160,6.00,15,10,150,,25,0,15
"STEAMED 2% MILK, VENTI",STARBUCKS,NATIONAL,260,10.00,25,17,240,,40,0,25
"STEAMED ALMOND MILK, GRANDE",STARBUCKS,NATIONAL,100,7.00,9,3,190,,0,2,6
"STEAMED ALMOND MILK, SHORT",STARBUCKS,NATIONAL,50,4.00,4,1,95,,0,1,3
"STEAMED ALMOND MILK, TALL",STARBUCKS,NATIONAL,80,5.00,7,2,140,,0,1,5
"STEAMED ALMOND MILK, VENTI",STARBUCKS,NATIONAL,130,9.00,11,3,240,,0,2,8
"STEAMED APPLE JUICE, GRANDE",STARBUCKS,NATIONAL,220,0.00,55,0,20,,0,0,50
"STEAMED APPLE JUICE, KIDS",STARBUCKS,NATIONAL,110,0.00,28,0,0,,0,0,25
"STEAMED APPLE JUICE, SHORT",STARBUCKS,NATIONAL,120,0.00,30,0,10,,0,0,27
"STEAMED APPLE JUICE, TALL",STARBUCKS,NATIONAL,170,0.00,44,0,15,,0,0,39
"STEAMED APPLE JUICE, VENTI",STARBUCKS,NATIONAL,280,0.00,69,0,25,,0,0,62
"STEAMED COCONUT MILK, GRANDE",STARBUCKS,NATIONAL,150,9.00,15,1,170,,0,0,14
"STEAMED COCONUT MILK, SHORT",STARBUCKS,NATIONAL,70,5.00,7,0,85,,0,0,7
"STEAMED COCONUT MILK, TALL",STARBUCKS,NATIONAL,110,7.00,11,1,130,,0,0,11
"STEAMED COCONUT MILK, VENTI",STARBUCKS,NATIONAL,180,12.00,18,1,220,,0,0,17
"STEAMED NONFAT MILK, GRANDE",STARBUCKS,NATIONAL,140,0.00,20,14,170,,10,0,20
"STEAMED NONFAT MILK, SHORT",STARBUCKS,NATIONAL,70,0.00,10,7,85,,5,0,10
"STEAMED NONFAT MILK, TALL",STARBUCKS,NATIONAL,110,0.00,15,10,130,,5,0,15
"STEAMED NONFAT MILK, VENTI",STARBUCKS,NATIONAL,170,0.00,25,17,220,,10,0,25
STEAMED RICE (REGIONAL),OUTBACK STEAKHOUSE,NATIONAL,270,0.00,59,6,500,,0,0,1
"STEAMED SOY MILK, GRANDE",STARBUCKS,NATIONAL,200,6.00,25,11,150,,0,2,20
"STEAMED SOY MILK, SHORT",STARBUCKS,NATIONAL,100,3.00,12,5,75,,0,1,10
"STEAMED SOY MILK, TALL",STARBUCKS,NATIONAL,150,4.00,19,8,110,,0,1,15
"STEAMED SOY MILK, VENTI",STARBUCKS,NATIONAL,250,8.00,31,14,190,,0,2,25
STEAMED VEGGIES WITH BUTTER,ISLANDS FINE BURGERS & DRINKS,NATIONAL,170,12.00,11,4,160,,30,4,4
"STEAMED WHOLE MILK, GRANDE",STARBUCKS,NATIONAL,250,13.00,19,13,170,,40,0,19
"STEAMED WHOLE MILK, SHORT",STARBUCKS,NATIONAL,120,7.00,10,6,90,,20,0,10
"STEAMED WHOLE MILK, TALL",STARBUCKS,NATIONAL,190,10.00,15,10,135,,30,0,15
"STEAMED WHOLE MILK, VENTI",STARBUCKS,NATIONAL,310,17.00,25,16,220,,50,0,25
"STEAMER (CONCORDIA), 12 FL OZ",KWIK TRIP,NATIONAL,120,2.50,13,8,120,,10,0,12
"STEAMER (CONCORDIA), 16 FL OZ",KWIK TRIP,NATIONAL,160,3.50,18,11,170,,15,0,16
STEAMER - 12 OZ,AROMA JOE'S,NATIONAL,180,7.00,18,12,170,,30,0,18
STEAMER - 16 OZ,AROMA JOE'S,NATIONAL,240,10.00,23,16,230,,40,0,23
STEAMER - 20 OZ,AROMA JOE'S,NATIONAL,310,12.00,29,20,290,,50,0,29
STEAMER - 24 OZ,AROMA JOE'S,NATIONAL,370,14.00,35,24,340,,60,0,35
"STEAMER WITH CARAMEL FLAVOR (CONCORDIA), 12 FL OZ",KWIK TRIP,NATIONAL,230,2.50,41,8,190,,10,0,40
"STEAMER WITH CARAMEL FLAVOR (CONCORDIA), 16 FL OZ",KWIK TRIP,NATIONAL,380,3.50,74,11,300,,15,0,73
"STEAMER WITH HAZELNUT FLAVOR (CONCORDIA), 12 FL OZ",KWIK TRIP,NATIONAL,230,2.50,40,8,120,,10,0,39
"STEAMER WITH HAZELNUT FLAVOR (CONCORDIA), 16 FL OZ",KWIK TRIP,NATIONAL,380,3.50,71,11,170,,15,0,70
"STEAMER WITH SUGAR FREE VANILLA FLAVOR (CONCORDIA), 12 FL OZ",KWIK TRIP,NATIONAL,120,2.50,13,8,120,,10,0,12
"STEAMER WITH SUGAR FREE VANILLA FLAVOR (CONCORDIA), 16 FL OZ",KWIK TRIP,NATIONAL,160,3.50,18,11,170,,15,0,16
