name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,corp_id 
"ROSE CITY VETERANS OF FOREIGN WARS POST NO. 10442, VETERANS OF FOREIGN WARS OF THE UNITED STATES, INC.",NONPROFIT,AR,6101 HWY 70,NORTH LITTLE ROCK,72117,AR,6101 HWY 70,NORTH LITTLE ROCK,72117,100044653,17502
"NORTHWEST ARKANSAS HOME BUILDERS ASSOCIATION, INC.",NONPROFIT,AR,"1458 PLAZA PLACE,SUITE 101",SPRINGDALE,72764,AR,2022 LONG STREET,SPRINGDALE,72764,100037701,17503
"BIG JOHN TREE TRANSPLANTER MFG., AND TRUCK SALES, INC.",CORPORATION,AR,2528 WOODLAND BLUFF DRIVE,HEBER SPRINGS,72543,FL,511 SEAWINDS,SANTA ROSA,32459,100006804,17510
THE CAMDEN CLUB,NONPROFIT,AR,502 BROADWAY,CAMDEN,71701,AR,502 BROADWAY,CAMDEN,71701,100009622,17513
"WRIGHT LAND COMPANY, INC.",CORPORATION,AR,BX 830,FORREST CITY,72335,,,,,100056167,17516
"MCCULLAR FARMS, INC.",CORPORATION,AR,104 RACHAEL CIRCLE,OSCEOLA,72370,,,,,100033722,17527
"CAPITOL GLASS COMPANY, INC.",CORPORATION,AR,1602 QUAIL CREEK DR.,CONWAY,72032,AR,P.O. BOX 2677,LITTLE ROCK,72203,100009869,17531
"G & G AUTO PARTS & SERVICE, INC.",CORPORATION,AR,501 E. LINE RD.,SEARCY,72143,AR,501 E LINE RD,SEARCY,72143,100020978,17543
"BALTZ FEED COMPANY, INC.",CORPORATION,AR,828 HWY 67 NORTH,POCAHONTAS,72455,,,,,100005429,17547
D. K. INSULATION & DRY WALL INC.,CORPORATION,AR,274 HAZEL ST.,HOT SPRINGS,71901,AR,P.O. BOX 98,JESSIEVILLE,71949,100014696,17552
"CHICK-A-DILLY PROPERTIES, INC., OF CAMDEN",CORPORATION,AR,315 EAST MAIN,EL DORADO,71730,,,,,100011169,17563
"VOEGELE MECHANICAL CONTRACTORS, INC.",CORPORATION,AR,3601 RUSSELL DR,NORTH LITTLE ROCK,72117,,,,,100053584,17574
THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,NONPROFIT,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,SD,C/OTHE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,SIOUX FALLS,57117,100060212,17580
"FORREST CITY ASPHALT, INC.",CORPORATION,AR,205 N. WASHINGTON,FORREST CITY,72335,,,,,100020167,17587
"SPRINGHILL ACRES HOMEOWNERS ASSOCIATION, INC.",NONPROFIT,AR,1604 MULBERRY ACRES DRIVE,BRYANT,72019,,,,,100048639,17594
JACK HARTSELL CONSTRUCTION COMPANY,CORPORATION,AR,319 GILL ST.,LITTLE ROCK,72205,AR,319 GILL ST.,LITTLE ROCK,72205,100024009,17600
"J. N. BICKERSTAFF FARMS, INC.",CORPORATION,AR,502 S. FIRST ST.,MORO,72368,AR,P.O. BOX 128,MORO,72368,100006725,17630
"HICK'S FARMS, INC.",CORPORATION,AR,811 SW FOURTH,WALNUT RIDGE,72476,,,,,100024713,17631
"ARKOTEX, INC.",CORPORATION,AR,20811 ARKOTEX ROAD,SILOAM SPRINGS,72761,,,,,100004093,17633
MID-ARKANSAS VENDING INCORPORATED,CORPORATION,AR,2800 EAST DIXON ROAD,LITTLE ROCK,72206,,,,,100034641,17647
"HAROLD SENTER FARMS, INC.",CORPORATION,AR,201 N. SCHOOL STREET,KEISER,72351,,,,,100046118,17662
"UNITED WAY OF CENTRAL ARKANSAS, INC.",NONPROFIT,AR,1110 W OAK STREET,CONWAY,72032,AR,1110 W OAK STREET,CONWAY,72032,100052804,17666
"THOMAS PETROLEUM, INC.",CORPORATION,AR,3053 HIGHWAY 49,WEST HELENA,72390,,,,,100050922,17669
BULL MOTOR COMPANY,CORPORATION,AR,224 HWY 64 E,WYNNE,72396,AR,224 HWY 64 E,WYNNE,72396,100008686,17679
BRYCE CORPORATION,CORPORATION,AR,"300 SPRING BUILDING SUITE 900,300 SPRING ST.",LITTLE ROCK,72201,,,,,100058150,17680
"ARKANSAS BLUEGRASS ASSOCIATION, INC.",NONPROFIT,AR,96 BUCK ROAD,GLENWOOD,71943,AR,95 BUCK ROAD,GLENWOOD,71943,100002681,17683
"NORTHSIDE HEATING AND AIR CONDITIONING, INC.",CORPORATION,AR,1616 SPLAWN DRIVE,NORTH LITTLE ROCK,72118,,,,,100037620,17686
"THE BUG MAN, INC.",CORPORATION,AR,2700 BOOKER STREET,LITTLE ROCK,72204,,,,,100008643,17687
"BALLENGER ENTERPRISES, INC.",CORPORATION,AR,"7500 DOLLARWAY RD,SUITE 405",WHITE HALL,71602,,,,,100005411,17697
"THE HATHAWAY GROUP, INC.",CORPORATION,AR,2100 RIVERDALE RD. STE 100,LITTLE ROCK,72202,,,,,100024079,17698
"SONIC DRIVE-IN, BATESVILLE, INC.",CORPORATION,AR,104 TULAKA BLVD,HEBER SPRINGS,72543,,,,,100047537,17703
"ARKANSAS GOOD ROADS/TRANSPORTATION COUNCIL, INC.",NONPROFIT,AR,"9 SHACKLEFORD PLAZA,SUITE 1",LITTLE ROCK,72211,AR,PO BOX 25854,LITTLE ROCK,72221,100003135,17704
"ALBERT J. SPIELER POST NO. 8, THE AMERICAN LEGION DEPARTMENT OF ARKANSAS",NONPROFIT,AR,601 N HANCOCK,CHARLESTON,72933,AR,PO BOX 393,CHARLESTON,72933,100048460,17717
"SOUTH ARKANSAS TRUCK CO., INC.",CORPORATION,AR,1575 CASH RD,CAMDEN,71701,AR,1755 MT HOLLY RD,CAMDEN,71701,100047657,17724
"THE JAMES WEISMAN CORPORATION, INC.",CORPORATION,AR,105 WEST CAPITOL,LITTLE ROCK,72201,,,,,100054496,17725
"E. L. HALL FARM, INC.",CORPORATION,AR,14 CHENAL CIRCLE,LITTLE ROCK,72223,,,,,100023369,17728
B & L AMUSEMENT INCORPORATED,CORPORATION,AR,1520 ROGERS AVE.,FORT SMITH,72901,,,,,100004895,17730
"NEWPORT SHEET METAL, INC.",CORPORATION,AR,108 NORTH STATE ST.,NEWPORT,72112,,,,,100037042,17749
BRECKENRIDGE - UNION WATER USERS ASSOCIATION,NONPROFIT,AR,412 THIRD STREET,NEWPORT,72112,AR,412 THIRD ST,NEWPORT,72112,100007992,17751
"FIRST TITLE SERVICES, INC.",CORPORATION,AR,214 NORTH WASHINGTON SUITE 516,EL DORADO,71730,,,,,100019670,17753
"GAINESVILLE CHURCH OF CHRIST, INC.",NONPROFIT,AR,145 GREENE 155 ROAD,PARAGOULD,72450,AR,771 GREENE 525 ROAD,PARAGOULD,72450,100021123,17775
"KIWANIS CLUB OF GRAVETTE, ARKANSAS",NONPROFIT,AR,205 MAIN ST SE,GRAVETTE,72736,AR,205 MAIN STREET SE,GRAVETTE,72736,100029581,17776
"JOHNSON COUNTY GRAPHIC, INC.",CORPORATION,AR,203 E. CHERRY ST.,CLARKSVILLE,72830,,,,,100028283,17779
"GMRI, INC.",CORPORATION,AR,609 SW 8TH STREET #600,BENTONVILLE,72712,,,,,100060886,17780
"R.D.V., INC.",CORPORATION,AR,3 THOMAS PARK CIRCLE,LITTLE ROCK,72223,,,,,100042566,17790
ARKANSAS SHERIFFS' ASSOCIATION,NONPROFIT,AR,1400 WEST 4TH ST.,LITTLE ROCK,72201,AR,1400 W 4TH ST,LITTLE ROCK,72201,100003718,17797
FIRST BAPTIST CHURCH OF BARLING,NONPROFIT,AR,1900 DENALI WAY,BARLING,72923,AR,701 VILLAGE DR,LAVACA,72941,100019403,17799
"END-TIME HANDMAIDENS, INC.",NONPROFIT,AR,717 ENGELTAL VALLEY ROAD,JASPER,72641,AR,717 ENGELTAL VALLEY ROAD,JASPER,72641,100017810,17800
VILONIA INVESTMENT CORPORATION,CORPORATION,AR,"RT. 1, BOX 344",VILONIA,72173,,,,,100053507,17811
ARKANSAS CPCU SOCIETY CHAPTER,NONPROFIT,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,PA,720 PROVIDENCE ROAD,MALVERN,19355,100002779,17826
"J.D. & BILLY HINES TRUCKING, INC.",CORPORATION,AR,407 HINES BOULEVARD,PRESCOTT,71857,,,,,100025022,17839
"DOYLE SIMS FARM, INC.",CORPORATION,AR,1107 CROOKED BAYOU DR,MCGEHEE,71654,,,,,100046923,17846
"NORRIS A. SIMS, SR. FARMS, INC.",CORPORATION,AR,1306 CROOKED BAYOU DRIVE,MCGEHEE,71654,,,,,100046931,17847
"BOWMAN BROTHERS, INC.",CORPORATION,AR,1007 HWY 18,LAKE CITY,72347,,,,,100007706,17860
"BISMARCK SUMMER SPORTS, INC.",NONPROFIT,AR,7543 HIGHWAY 7,BISMARCK,71929,AR,7543 HIGHWAY 7,BISMARCK,71929,100006992,17862
"ROY G. BENNETT FARMS, INC.",CORPORATION,AR,13617 HWY 39,HOLLY GROVE,72069,,,,,100006332,17865
"WILSON CEMETERY ASSOCIATION, INCORPORATION OF CLEVELAND COUNTY, ARKANSAS",NONPROFIT,AR,990 WHITE OAK BLUFF RD,RISON,71665,AR,990 WHITE OAK BLUFF ROAD,RISON,71665,100055570,17870
"APACHE DISTRIBUTING, INC.",CORPORATION,AR,711 SOUTH 10TH,FORT SMITH,72901,,,,,100002170,17873
"J. & W. DISTRIBUTORS, INC.",CORPORATION,AR,310 W NORTHEND AVENUE,PARAGOULD,72450,,,,,100027403,17879
"SOUTHERN CAST PRODUCTS, INC.",CORPORATION,AR,5701 KRUEGER DR.,JONESBORO,72401,,,,,100047861,17880
"JACK W. FLOWERS & ASSOCIATES, INC.",CORPORATION,AR,6907 PONTIAC DR,NORTH LITTLE ROCK,72116,,,,,100019947,17890
"LONG'S ROOFING & SHEET METAL WORKS, INC.",CORPORATION,AR,"556 INDUSTRIAL RD,P. O. BOX 2034",EL DORADO,71730,,,,,100031833,17893
LYTLE LAKE FARMS INC.,CORPORATION,AR,3718 EAST LAKE DRIVE,PINE BLUFF,71603,,,,,100032200,17897
"LOLLARS CREEK FARM, INC.",CORPORATION,AR,1852 E JOYCE BLVD,FAYETTEVILLE,72703,,,,,100031781,17902
"ORELAN JOHNSON FARMS, INC.",CORPORATION,AR,52 REJ ROAD,ENGLAND,72046,,,,,100028395,17916
"MAGIE MABREY HUGHES EYE CLINIC, P.A.",CORPORATION,AR,1504 CALDWELL ST.,CONWAY,72032,,,,,100032566,17925
FARMERS FIRST GIN COMPANY,CORPORATION,AR,3244 N STATE HWY 181,BLYTHEVILLE,72315,AR,665 W STATE HWY 18,BLYTHEVILLE,72315,100049125,17928
"JAEGER + HAINES, INC.",CORPORATION,AR,4268 GABEL DRIVE,FAYETTEVILLE,72703,,,,,100027710,17935
J D TOOL & ENGINEERING INCORPORATED,CORPORATION,AR,705 OLD HWY 9 BOX 403,CLINTON,72031,,,,,100027330,17942
"WEST FORK FARMS, INC.",CORPORATION,AR,47 S NEW YORK,BRINKLEY,72021,,,,,100054630,17943
"CHAPEL HILL CEMETERY ASSOCIATION, INC.",NONPROFIT,AR,147 DALLAS 263,SPARKMAN,71763,,,,,100010956,17947
"LOMANCO, INC.",CORPORATION,AR,2101 W. MAIN ST.,JACKSONVILLE,72076,,,,,100031790,17959
ARKANSAS DISABILITY COALITION,NONPROFIT,AR,13301 BETTY CIRCLE,ALEXANDER,72002,AR,PO BOX 31420,LITTLE ROCK,72260,100002832,17960
NORTHEAST ARKANSAS ANGUS ASSOCIATION,NONPROFIT,AR,449 DAIRY LANE,CONCORDCONCORD,72523,AR,449 DAIRY LANE,CONCORD,72523,100037522,17962
LEGENDS OF ARKANSAS,NONPROFIT,AR,1820 N 50TH,FORT SMITH,72904,AR,1820 NORTH 50TH,FORT SMITH,72904,100038761,17970
"THE PRAIRIE COUNTY FAIR AND LIVESTOCK SHOW, INCORPORATED",NONPROFIT,AR,10175 SANDY BANKS ROAD,BISCOE,72017,,,,,100041415,17972
KELTNER MARKETING CORPORATION,CORPORATION,AR,10200 RODNEY PARHAM RD.,LITTLE ROCK,72207,,,,,100029196,17981
"DEERE CREDIT, INC.",CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100059570,17991
ENTRUST CORPORATION (DE),CORPORATION,AR,"124 W CAPITOL AVE, STE 1900",LITTLE ROCK,72201,,,,,100059489,18006
ALCO MANAGEMENT INC.,CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100056841,18008
BENTONVILLE CHURCH OF THE NAZARENE,NONPROFIT,AR,"220 NW ""A"" ST",BENTONVILLE,72712,AR,"2202 NW ""A"" STREET",BENTONVILLE,72712,100006461,18013
"ROD'S PIZZA CELLAR, INC.",CORPORATION,AR,209 HOBSON AVE.,HOT SPRINGS,71913,,,,,100123131,18015
SANDPIPER PROPERTY OWNERS' ASSOCIATION,NONPROFIT,AR,2200 PEACH TREE DRIVE,LITTLE ROCK,72211,AR,2020 PEACH TREE DRIVE,LITTLE ROCK,72211,100045492,18018
"ADAMS TRUSS, INC.",CORPORATION,AR,12425 S. COLLINS ROAD,GENTRY,72734,,,,,100000829,18023
"THE HUMANE SOCIETY OF GARLAND COUNTY, INC.",NONPROFIT,AR,120 HAMILTON VIEW COVE,HOT SPRINGS NATIONAL PARK,71913,AR,1323 HIGHWAY 128,LONSDALE,72087,100021245,18024
"ALCO PROPERTIES, INC.",CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100056842,18025
"DELBERT GEORGE & SONS, INC.",CORPORATION,AR,1303 PHILLIPS 514 ROAD,LAMBROOK,72353,,,,,100021590,18029
CHI ST. VINCENT HOSPITAL HOT SPRINGS,NONPROFIT,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,AR,300 WERNER ST.,HOT SPRINGS,71913,100045318,18037
"RONALD D. SMITH, M.D., P.A.",CORPORATION,AR,527 NORTH 6TH STREET,BLYTHEVILLE,72315,AR,527 N 6TH STREET,BLYTHEVILLE,72315,100047331,18044
"SMACKOVER PAVING CO., INC.",CORPORATION,AR,463 TINSLEY ROAD,EL DORADO,71730,,,,,100009086,18055
"A. L. TURNER FARMS, INC.",CORPORATION,AR,2012 BEUMER ST.,STUTTGART,72160,,,,,100052215,18061
"ARK-TEX FABRICS, INC.",CORPORATION,AR,449 LAKESIDE,CAMDEN,71701,AR,PO BOX 219,CAMDEN,71711,100002420,18064
"MCQUEEN & CO., LTD.",CORPORATION,AR,100 E. DANIELS ST.,DERMOTT,71638,,,,,100034010,18073
"D J ASSOCIATES, INC.",CORPORATION,AR,8411 SOUTH ZERO STREET,FORT SMITH,72903,,,,,100014646,18080
"DUB'S AUTO SERVICE, INC.",CORPORATION,AR,415 S. EAST,BENTON,72015,,,,,100016668,18099
ROGERS DOOR CO.,CORPORATION,AR,2709 N. DRAKE STREET,FAYETTEVILLE,72703,AR,2709 N DRAKE,FAYETTEVILLE,72703,100044448,18103
"MCGEE MONUMENT COMPANY, INC.",CORPORATION,AR,105 WARD DRIVE,MORRILTON,72110,,,,,100033825,18113
"P C L, CORPORATION",CORPORATION,AR,14675 OLD MILITARY LANE,HARRISBURG,72432,,,,,100039168,18118
CECIL MOSELEY AIR CONDITIONING AND HEATING CO.,CORPORATION,AR,7818 LEAWOOD BLVD.,LITTLE ROCK,72205,,,,,100035825,18130
"ARKANSAS COWBOYS ASSOCIATION, INC.",NONPROFIT,AR,86 N RIDGE ROAD,CAVE CITY,72521,AR,86 N RIDGE ROAD,CAVE CITY,72521,100002911,18136
ROBBIE AND CHRIS CORPORATION,CORPORATION,AR,1106 W. POPLAR STREET,ROGERS,72756,AR,1106 W POPLAR STREET,ROGERS,72756,100044174,18137
"SOUTH BEND VOLUNTEER FIRE DEPARTMENT, INC.",NONPROFIT,AR,55 COLE DRIVE,JACKSONVILLE,72076,AR,4414 AR HWY 294,JACKSONVILLE,72076,100047666,18139
"FAMILY SERVICE AGENCY, INC.",NONPROFIT,AR,628 W. BROADWAY SUITE 300,NORTH LITTLE ROCK,72114,AR,"628 W. BROADWAY, STE 300",NORTH LITTLE ROCK,72114,100018682,18143
"GOOD OLD DAYS FOODS, INC.",CORPORATION,AR,9225 SIBLEY HOLE ROAD,LITTLE ROCK,72219,,,,,100022107,18145
RAY LEWIS CORPORATION,CORPORATION,AR,620 NORTH 5TH,DEQUEEN,71832,,,,,100031057,18147
"ARGENIA, INC.",CORPORATION,AR,11524 FAIRVIEW ROAD,LITTLE ROCK,72212,,,,,100002361,18161
"B. F. MCGRAW, INC.",CORPORATION,AR,10750 STATE HWY 114 E,GOULD,71643,,,,,100033859,18168
"NATURAL STEPS CEMETERY TRUST, INC.",NONPROFIT,AR,12623 HWY 300,ROLAND,72135,AR,12623 HWY 300,ROLAND,72135,100036677,18178
"HEATH & HOUSE CONSTRUCTION COMPANY, INC.",CORPORATION,AR,1805 WHEELER AVENUE,WEST MEMPHIS,72301,,,,,100024309,18196
"COMPREHENSIVE JUVENILE SERVICES, INC.",NONPROFIT,AR,1606 SOUTH J STREET,FORT SMITH,72901,AR,1606 SOUTH J STREET,FORT SMITH,72901,100012709,18217
"FRATESI INVESTMENTS, INC.",CORPORATION,AR,721 HWY 5 NORTH,MOUNTAIN HOME,72653,,,,,100000275,18220
"S.E. ARNOLD AND COMPANY, INC.",CORPORATION,AR,7619 CANTRELL ROAD,LITTLE ROCK,72227,,,,,100004157,18228
"PNC, INC.",NONPROFIT,AR,500 S. MAIN ST,HOPE,71802,AR,PO BOX 1540,HOPE,71802,100036834,18229
"MID-AMERICA MISSION, INC.",NONPROFIT,AR,54 COUNTRY ROAD 8052,GREEN FOREST,72638,AR,54 COUNTY ROAD 8052,GREEN FOREST,72638,100063377,18232
"JOHN MINOR COMPANY, INC.",CORPORATION,AR,117 WALNUT ST.,NEWPORT,72112,,,,,100035131,18237
"DIAL FARMS, INC.",CORPORATION,AR,200 WYATT RD,PINE BLUFF,71601,,,,,100015810,18243
"BENCHMARK CONSTRUCTION OF NWA, INC.",CORPORATION,AR,333 W. POPLAR,FAYETTEVILLE,72703,,,,,100032984,18260
"J.K.S. CATTLE COMPANY, INC.",CORPORATION,AR,458 BLACKSNAKE ROAD,HOT SPRINGS,71913,,,,,100025755,18274
"JERRY WARD FARMS, INC.",CORPORATION,AR,18 COMMENTARY DR,LITTLE ROCK,72223,,,,,100054067,18275
"NEW RANCHETTE HOMESITES, INC.",CORPORATION,AR,5 LORNA DRIVE,LITTLE ROCK,72205,AR,3219 OZARK ST,LITTLE ROCK,72205,100036957,18277
"THE MUSEUM OF AUTOMOBILES, INC.",NONPROFIT,AR,8 JONES LANE,MORRILTON,72110,AR,8 JONES LANE,MORRILTON,72110,100036281,18294
"NEEL'S FOOD SERVICE, INC.",CORPORATION,AR,10708 KENT COURT,FORT SMITH,72908,,,,,100036735,18307
"ECCLESIA, INC.",NONPROFIT,AR,9653 NATIONS DRIVE,SPRINGDALE,72762,AR,9653 NATIONS DRIVE,SPRINGDALE,72762,100017246,18309
"TOMLINSON ASPHALT COMPANY, INC.",CORPORATION,AR,1411 VAN ASCHE DRIVE,FAYETTEVILLE,72704,,,,,100051355,18319
"CONWAY COUNTY COMMUNITY SERVICE, INCORPORATED",NONPROFIT,AR,100 S CHEROKEE ST,MORRILTON,72110,AR,100 S CHEROKEE STREET,MORRILTON,72110,100013079,18326
GESCO CO. INC.,CORPORATION,AR,2000 THAYER,LITTLE ROCK,72202,,,,,100021611,18334
"SMITH GENERATOR, INC.",CORPORATION,AR,1208 WEST THIRD,HOPE,71801,,,,,100047200,18349
"GEORGE W. SMITH, M.D., P.A.",CORPORATION,AR,"704 WEST GROVE,SUITE 2",EL DORADO,71730,AR,704 WEST GROVE,EL DORADO,71730,100047271,18358
"ARKANSAS ACADEMY OF FAMILY PHYSICIANS, INC.",NONPROFIT,AR,"2101 CONGO ROAD,SUITE 500",BENTON,72223,AR,2101 CONGO ROAD,BENTON,72015,100002470,18381
"GLENWOOD READY-MIX, INC.",CORPORATION,AR,607 N. FIRST STREET,GLENWOOD,71943,,,,,100021864,18385
KIRK EQUIPMENT COMPANY,CORPORATION,AR,1504 E. KINGSHIGHWAY,PARAGOULD,72450,,,,,100029524,18391
"DR. RANDY L. ASHLEY, P.A.",CORPORATION,AR,"324 PROFESSIONAL BLDG.,,NORTH",LITTLE ROCK,72114,,,,,100004339,18403
"FIRST ARKANSAS INSURANCE/PINE BLUFF, INC.",CORPORATION,AR,3009 MARKET ST,PINE BLUFF,71601,AR,3009 MARKET STREET,PINE BLUFF,71601,100019372,18407
"JACKSON RENTALS, INC.",CORPORATION,AR,100 E. THIRD ST.,MOUNTAIN HOME,72653,,,,,100027602,18413
"W. P. MALONE, INC.",CORPORATION,AR,518 CLAY STREET,ARKADELPHIA,71923,AR,518 CLAY STREET,ARKADELPHIA,71923,100032739,18414
"PAYLESS SHOESOURCE, INC.",CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100067546,18415
"DELTA COUNTRY CLUB, INC.",NONPROFIT,AR,211 GLOSUP ROAD,MC GEHEE,71654,AR,PO BOX 846,MCGEHEE,71654,100015438,18416
"AMERICAN EQUIPMENT COMPANY, INC.",CORPORATION,AR,"300 SPRING BUILDING, SUITE 900,300 S. SPRING STREET",LITTLE ROCK,72201,,,,,100057000,18421
PINE RIDGE CEMETARY CORPORATION,NONPROFIT,AR,1816 GRANT,GRAPEVINE,72057,AR,1779 GRANT 192,GRAPEVINE,72057,100040669,18429
"DON'S SUPPLY, INC.",CORPORATION,AR,9912 INTERSTATE 30,LITTLE ROCK,72209,,,,,100016287,18430
"FLOWERS CONSTRUCTION CO., INC.",CORPORATION,AR,"P.O. BOX 299, HARRIETT STREET,,ELAINE, AR 72333","HARRIETT STREET,, ELAINE",72333,,,,,100019945,18431
"SONIC DRIVE-IN, FORDYCE, INC.",CORPORATION,AR,104 TULAKA BLVD,HEBER SPRINGS,72543,,,,,100047540,18465
"LLOYD W. AUBRY CO., INC.",CORPORATION,AR,1215 TWIN LAKES DR,LITTLE ROCK,72205,CA,2148 DUNN ROAD,HAYWARD,94545,100057471,18477
"M. R. SMART, INC.",CORPORATION,AR,143 JACKSON STREET,CAMDEN,71701,,,,,100047154,18481
SARDIS FIRE PROTECTION DISTRICT #16,NONPROFIT,AR,24220 NORTH SARDIS ROAD,BAUXITE,72011,AR,24220 NORTH SARDIS ROAD,BAUXITE,72011,100045536,18493
"SPRINGDALE ACOUSTICS, INC.",CORPORATION,AR,1939 COMMERCE PARK DRIVE,SPRINGDALE,72764,,,,,100048588,18499
SUBIACO ABBEY,NONPROFIT,AR,405 NORTH,SUBIACO,72865,AR,405 N.,SUBIACO,72865,100036965,18507
"MORRIS GRANARY, INC.",CORPORATION,AR,109 SOUTH EDMONDS,MCCRORY,72101,,,,,100035739,18513
"DIVERSIFIED LAND, INC.",CORPORATION,AR,10503 PANTHER MTN. DR.,MAUMELLE,72113,AR,10503 PANTHER MTN. DR.,MAUMELLE,72113,100016083,18518
DESHA COUNTY MUSEUM SOCIETY,NONPROFIT,AR,670 HWY 138 E,TILLAR,71670,AR,264 HWY 165 N,DUMAS,71639,100015673,18522
"HAROLD TUCKER'S AUTO PARTS, INC.",CORPORATION,AR,810 SOUTH STREET,MOUNTAIN HOME,72653,,,,,100052110,18529
"MOUNT IDA ABSTRACT AND TITLE CO., INC.",CORPORATION,AR,130 HIGHWAY 270 E,MOUNT IDA,71957,,,,,100035896,18532
"MR. TIDY SALES, INC.",CORPORATION,AR,8608 RIVERWOOD PARK DRIVE,LITTLE ROCK,72113,,,,,100036073,18537
DAN FELTON & CO. INC.,CORPORATION,AR,6 W CHESTNUT ST,MARIANNA,72360,,,,,100019092,18544
"OAK MANOR NURSING CENTER, INC.",CORPORATION,AR,"5000 ROGERS AVENUE,SUITE 500",FORT SMITH,72903,,,,,100038013,18548
"SOUTHWEST FENCE CO., INC.",CORPORATION,AR,1509 BRENCKENRIDGE RD.,LITTLE ROCK,72227,,,,,100048188,18560
"HARGROVE FARMS, INC.",CORPORATION,AR,4037 HIGHWAY 165 SOUTH,STUTTGART,72160,AR,4037 HIGHWAY 165 SOUTH,STUTTGART,72160,100023720,18561
"POWELL VETERINARY HOSPITAL, P.A.",CORPORATION,AR,4236 HWY 278 W.,HOPE,71801,AR,4236 HWY 278 W,HOPE,71801,100041369,18565
"ARKANSAS RECREATIONAL KAMPGROUNDS, INC.",CORPORATION,AR,7820 KAMPGROUND WAY,NORTH LITTLE ROCK,72118,,,,,100003599,18577
"R. PRINCE FARMS, INC.",CORPORATION,AR,21 FRISCO,MARKED TREE,72365,,,,,100041646,18579
"ARKANSAS-MISSOURI SEED & SUPPLY, INC.",CORPORATION,AR,"P.O. BOX 91, OFF PEKIN RD.",PARAGOULD,72373,,,,,100004026,18595
"NEELEY FORESTRY SERVICE, INC.",CORPORATION,AR,2005 WASHINGTON,CAMDEN,71701,,,,,100036737,18602
"REBROD, INC.",CORPORATION,AR,211 INDUSTRIAL PARK,FLIPPIN,72634,,,,,100043150,18603
"PINNACLE ASSEMBLY OF GOD, INC.",NONPROFIT,AR,10924 INTERSTATE 30 W,LITTLE ROCK,72209,AR,7803 GUENTHER RD,ROLAND,72134,100040729,18605
"SOUTH ARKANSAS HEART & VASCULAR ASSOCIATES, P.A.",CORPORATION,AR,27 STONEGATE SHORES,HOT SPRINGS NATIONAL PARK,71913,,,,,100040562,18616
ARKANSAS REPERTORY THEATRE,NONPROFIT,AR,400 WEST CAPITOL AVE #2000,LITTLE ROCK,72201,AR,601 MAIN STREET,LITTLE ROCK,72201,100003619,18628
"ASSOCIATED DESIGNERS, INC.",CORPORATION,AR,2295 CALION ROAD,EL DORADO,71730,,,,,100004383,18631
"THE FRIENDS OF THE GARLAND COUNTY LIBRARY OF HOT SPRINGS, ARKANSAS, INCORPORATED",NONPROFIT,AR,200 WOODBINE,HOT SPRINGS,71901,AR,1427 MALVERN AVENUE,HOT SPRINGS,71901,100020741,18648
"THE BLUFF AIR, INC.",CORPORATION,AR,630 S MAIN,JONESBORO,72401,,,,,100007269,18670
"SWAN LAKE PLANTING COMPANY, INC.",CORPORATION,AR,66 MOUND CITY ROAD,MARION,72364,AR,66 MOUND CITY ROAD,MARION,72364,100049952,18682
"BARNES CEMETERY TRUST, INC.",NONPROFIT,AR,725 WEBBER CHAPEL RD.,BATESVILLE,72501,AR,454 17TH ST.,BATESVILLE,72501,100005576,18683
WIL-MAR CORPORATION,CORPORATION,AR,3165 HYW 63S,HAZEN,72064,,,,,100055291,18689
"LINCOLN AUTO SUPPLY, INC.",CORPORATION,AR,1307 SUGAR HILL RD,LINCOLN,72744,,,,,100031222,18699
"SMITH-TAYLOR HUNTING CLUB, INC.",NONPROFIT,AR,1209 RUBY DRIVE,REDFIELD,72132,AR,1209 RUBY DRIVE,REDFIELD,72132,100047358,18704
"ARKANSAS COUNTY 4-H FOUNDATION, INC.",NONPROFIT,AR,220 WEST CROSS,DEWITT,72042,AR,220 WEST CROSS,DEWITT,72042,100002896,18717
"BOSNICK FARMS, INC.",CORPORATION,AR,3507 LEE 410,MORO,72368,AR,PO BOX 158,MORO,72368,100007625,18719
"HOGUE & HOGUE, INCORPORATED",CORPORATION,AR,5306 CROWLEY'S RIDGE ROAD,JONESBORO,72404,,,,,100025180,18721
"PICH FARMS, INC.",CORPORATION,AR,"3165 HWY 63 SOUTH,PO BOX 347",HAZEN,72064,,,,,100040425,18728
