Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna_W_PPO,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna_GPPO_PPO,Exchange_-Common_Ground,Exchange_-Molina,Health_EOS_Plus,Health_EOS_PPO,HPS,Humana_WVN_HPN_HMO_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA_State_and_Trust,WEA_Broad,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"PSYCH","CHARGE","10003834","PSYCHOTHERAPY FAMILY W/PT 50 MIN","90847","375.00","127.12","101.24","121.39","318.75","205.46","106.34","206.25","227.00","228.75","300.00","229.53","136.58","206.25","144.26","318.75","171.59","213.22","190.37","218.13","206.25","101.24","318.75"
"PSYCH","CHARGE","10003835","GROUP PSYCHOTHERAPY","90853","205.00","82.61","65.55","78.73","174.25","111.36","80.76","112.75","122.38","125.05","164.00","124.48","85.74","112.75","106.91","174.25","110.55","123.26","122.39","132.95","112.75","65.55","174.25"
"PSYCH","CHARGE","10004445","BATH SALTS, SCREENING LC/MS","80371","132.00","46.62","40.08","48.08","112.20","69.11","42.08","72.60","76.86","80.52","105.60","79.41","49.75","72.60","55.33","112.20","62.17","74.59","68.62","77.36","72.60","40.08","112.20"
"PSYCH","CHARGE","10004447","BENZODIAZEPINES, LC/MS 1-12","80346","64.00","22.60","19.43","23.31","54.40","33.51","20.40","35.20","37.27","39.04","51.20","38.50","24.12","35.20","26.83","54.40","30.14","36.17","33.27","37.51","35.20","19.43","54.40"
"PSYCH","CHARGE","10004575","ROOM CHARGE AODA","","3,810.00","1,219.44","1,075.33","1,288.76","3,238.50","2,006.56","1,005.10","2,095.50","2,225.46","2,324.10","3,048.00","2,257.38","1,343.83","2,095.50","1,338.01","3,238.50","1,581.53","2,047.60","1,753.91","2,053.07","2,095.50","1,005.10","3,238.50"
"PSYCH","CHARGE","10004577","ROOM CHARGE PSYCH","","3,810.00","1,256.16","1,107.72","1,327.57","3,238.50","2,066.90","1,035.37","2,095.50","2,292.21","2,324.10","3,048.00","2,325.07","1,384.30","2,095.50","1,378.30","3,238.50","1,629.16","2,109.14","1,806.73","2,114.78","2,095.50","1,035.37","3,238.50"
"PSYCH","CHARGE","10004579","PARTIAL HOSP FULL DAY","","1,530.00","562.74","304.77","366.31","1,300.50","831.70","490.31","841.50","911.68","933.30","1,224.00","922.23","559.11","841.50","700.69","1,300.50","825.13","917.97","914.13","991.75","841.50","304.77","1,300.50"
"PSYCH","CHARGE","10004580","PARTIAL HOSP HALF DAY","","1,120.00","444.17","240.49","289.06","952.00","607.60","386.98","616.00","667.59","683.20","896.00","679.17","441.30","616.00","553.05","952.00","605.37","673.99","670.12","727.52","616.00","240.49","952.00"
"PSYCH","CHARGE","10004665","ACTIVITY THERAPY 45 MIN OR >","G0176","300.00","123.49","66.86","80.37","255.00","163.42","107.59","165.00","179.90","183.00","240.00","183.53","122.69","165.00","153.76","255.00","162.80","181.36","180.33","195.83","165.00","66.86","255.00"
"PSYCH","CHARGE","10004666","EDUCATION SERVICE 45 MIN OR >","G0177","290.00","122.82","66.50","79.93","246.50","157.40","107.00","159.50","173.87","176.90","232.00","178.72","122.02","159.50","152.92","246.50","157.66","175.81","174.44","189.61","159.50","66.50","246.50"
"PSYCH","CHARGE","10004726","CYTOGENETICS DNA PROBE EA","88271","890.00","314.33","270.26","324.15","756.50","465.95","283.71","489.50","518.24","542.90","712.00","535.40","335.41","489.50","373.05","756.50","419.18","502.95","462.68","521.56","489.50","270.26","756.50"
"PSYCH","CHARGE","10004741","GROUP PSYCHOTHERAPY PHP 45-50 MIN","90853","300.00","129.70","70.23","84.41","255.00","162.47","113.01","165.00","179.85","183.00","240.00","185.67","128.87","165.00","161.50","255.00","163.28","182.18","180.53","196.33","165.00","70.23","255.00"
"PSYCH","CHARGE","10004745","SULFONYLUREA QUALITATIVE","80377","189.00","66.75","57.39","68.84","160.65","98.95","60.25","103.95","110.05","115.29","151.20","113.70","71.23","103.95","79.22","160.65","89.02","106.81","98.25","110.76","103.95","57.39","160.65"
"PSYCH","CHARGE","10004747","BEHAVIORAL DAY TX CHILD PER HR","H2012","185.00","81.32","86.49","103.91","157.25","101.75","94.55","101.75","111.00","112.85","148.00","111.00","89.52","101.75","117.47","157.25","99.90","111.00","111.00","120.25","101.75","81.32","157.25"
"PSYCH","CHARGE","10004748","BRIDGE ON DISCHARGE PROGRAM","","130.00","47.74","39.81","47.76","110.50","70.39","43.48","71.50","77.72","79.30","104.00","79.00","50.87","71.50","57.64","110.50","62.98","75.03","69.76","78.28","71.50","39.81","110.50"
"PSYCH","CHARGE","10004761","IOP SUBSTANCE ABUSE","","565.00","229.95","244.55","293.70","480.25","303.18","267.37","310.75","341.12","344.65","452.00","365.18","253.14","310.75","331.82","480.25","310.87","348.75","341.65","372.96","310.75","229.95","480.25"
"PSYCH","CHARGE","10004762","IOP MENTAL HEALTH","","565.00","247.59","263.31","316.36","480.25","310.73","287.87","310.75","339.01","344.65","452.00","339.08","272.55","310.75","357.63","480.25","305.12","339.03","339.00","367.26","310.75","247.59","480.25"
"PSYCH","CHARGE","10004764","MISSED APPOINTMENT, 60 MIN","","65.00","27.67","29.43","35.36","55.25","35.33","32.18","35.75","39.02","39.65","52.00","40.08","30.47","35.75","39.97","55.25","35.34","39.40","39.09","42.48","35.75","27.67","55.25"
"PSYCH","CHARGE","10004771","ROOM CHARGE RESIDENTIAL","","140.00","65.82","64.31","77.08","119.00","74.87","61.04","77.00","82.84","85.40","112.00","85.52","68.20","77.00","75.83","119.00","75.54","84.23","83.30","90.59","77.00","61.04","119.00"
"PSYCH","CHARGE","10004772","RESIDENTIAL PROGRAMMING","","1,530.00","719.51","701.75","841.13","1,300.50","818.15","665.92","841.50","905.21","933.30","1,224.00","934.66","746.41","841.50","828.29","1,300.50","825.54","920.45","910.20","989.96","841.50","665.92","1,300.50"
"PSYCH","CHARGE","10004779","GROUP HOME CHARGE","","140.00","65.82","64.31","77.08","119.00","74.87","61.04","77.00","82.84","85.40","112.00","85.52","68.20","77.00","75.83","119.00","75.54","84.23","83.30","90.59","77.00","61.04","119.00"
"PSYCH","CHARGE","10004823","OVA1 OVARIAN CANCER AG","84999","965.00","340.82","293.04","351.47","820.25","505.22","307.62","530.75","561.92","588.65","772.00","580.52","363.68","530.75","404.49","820.25","454.50","545.33","501.67","565.51","530.75","293.04","820.25"
"PSYCH","CHARGE","10004828","PSYCH DIAGNOSTIC EVAL","90791","425.00","136.86","120.69","144.64","361.25","225.20","112.81","233.75","249.77","259.25","340.00","253.35","150.82","233.75","150.17","361.25","177.50","229.81","196.85","230.42","233.75","112.81","361.25"
"PSYCH","CHARGE","10004830","PSYCHOTHERAPY 30 MIN W/PT","90832","195.00","78.58","62.36","74.89","165.75","105.92","76.82","107.25","116.41","118.95","156.00","118.41","81.56","107.25","101.70","165.75","105.16","117.25","116.42","126.46","107.25","62.36","165.75"
"PSYCH","CHARGE","10004832","PSYCHOTHERAPY 45 MIN W/T","90834","285.00","114.85","91.14","109.45","242.25","154.81","112.27","156.75","170.14","173.85","228.00","173.06","119.20","156.75","148.64","242.25","153.70","171.36","170.15","184.83","156.75","91.14","242.25"
"PSYCH","CHARGE","10004834","PSYCHOTHERAPY 60 MIN W/PT","90837","380.00","153.14","121.52","145.93","323.00","206.42","149.70","209.00","226.86","231.80","304.00","230.74","158.94","209.00","198.18","323.00","204.93","228.48","226.87","246.44","209.00","121.52","323.00"
"PSYCH","CHARGE","10004836","INTERACTIVE COMPLEXITY","90785","20.00","8.06","6.40","7.68","17.00","10.86","7.88","11.00","11.94","12.20","16.00","12.14","8.37","11.00","10.43","17.00","10.79","12.03","11.94","12.97","11.00","6.40","17.00"
"PSYCH","CHARGE","10004838","THERAPY CRISIS 1ST 60 MIN","90839","510.00","205.53","163.09","195.86","433.50","277.03","200.91","280.50","304.47","311.10","408.00","309.68","213.31","280.50","265.98","433.50","275.04","306.65","304.48","330.75","280.50","163.09","433.50"
"PSYCH","CHARGE","10004840","THERAPY CRISIS EA ADDL 30 MIN","90840","255.00","102.76","81.54","97.93","216.75","138.52","100.46","140.25","152.23","155.55","204.00","154.84","106.66","140.25","132.99","216.75","137.52","153.33","152.24","165.38","140.25","81.54","216.75"
"PSYCH","CHARGE","10004851","POC DRUG SCREEN-URINE QUALITATIVE","80305","76.00","30.10","25.92","31.10","64.60","40.56","29.30","41.80","45.26","46.36","60.80","47.52","31.46","41.80","38.03","64.60","40.53","45.90","44.68","48.98","41.80","25.92","64.60"
"PSYCH","CHARGE","10004874","JAK2 GENE ANALYSIS","81270","775.00","273.71","235.34","282.27","658.75","405.75","247.05","426.25","451.28","472.75","620.00","466.22","292.07","426.25","324.85","658.75","365.01","437.96","402.89","454.17","426.25","235.34","658.75"
"PSYCH","CHARGE","10004900","DRUG SCREEN CLASS B","80307","87.00","32.23","34.27","41.18","73.95","46.64","37.47","47.85","53.33","53.07","69.60","61.18","35.47","47.85","46.55","73.95","48.14","58.73","56.95","62.83","47.85","32.23","73.95"
"PSYCH","CHARGE","10005039","BEHAVIORAL TX/HR PHP CHILD","H2012","255.00","102.76","81.54","97.93","216.75","138.52","100.46","140.25","152.23","155.55","204.00","154.84","106.66","140.25","132.99","216.75","137.52","153.33","152.24","165.38","140.25","81.54","216.75"
"PSYCH","CHARGE","10005040","BEHAVIORAL TX/HR PHP MH","H2012","255.00","158.85","86.01","103.38","216.75","138.76","138.40","140.25","151.62","155.55","204.00","152.17","157.82","140.25","197.79","216.75","136.90","152.12","151.77","164.50","140.25","86.01","216.75"
"PSYCH","CHARGE","10005041","BEHAVIORAL TX/HR PHP SA","H2012","255.00","118.62","64.23","77.20","216.75","135.73","103.35","140.25","153.19","155.55","204.00","164.62","117.86","140.25","147.70","216.75","140.33","157.27","153.95","168.21","140.25","64.23","216.75"
"PSYCH","CHARGE","10005044","HIV ANTIGEN/ANTIBODY SCREEN","87389","177.00","55.81","49.22","58.98","150.45","91.84","46.00","97.35","101.86","107.97","141.60","103.32","61.51","97.35","61.24","150.45","72.38","93.72","80.27","93.97","97.35","46.00","150.45"
"PSYCH","CHARGE","10005045","HIV-1 ANTIBODY SCREEN","86701","68.00","24.02","20.65","24.77","57.80","35.60","21.68","37.40","39.60","41.48","54.40","40.91","25.63","37.40","28.50","57.80","32.03","38.43","35.35","39.85","37.40","20.65","57.80"
"PSYCH","CHARGE","10005046","HIV-2 ANTIBODY SCREEN","86702","83.00","29.31","25.20","30.23","70.55","43.45","26.46","45.65","48.33","50.63","66.40","49.93","31.28","45.65","34.79","70.55","39.09","46.90","43.15","48.64","45.65","25.20","70.55"
"PSYCH","CHARGE","10005112","IODIDE","83018","119.00","42.03","36.14","43.34","101.15","62.30","37.93","65.45","69.29","72.59","95.20","71.59","44.85","65.45","49.88","101.15","56.05","67.25","61.86","69.74","65.45","36.14","101.15"
"PSYCH","CHARGE","10005120","N GONORRHOEA ABS, CF","86171","63.00","22.25","19.13","22.95","53.55","32.98","20.08","34.65","36.68","38.43","50.40","37.90","23.74","34.65","26.41","53.55","29.67","35.60","32.75","36.92","34.65","19.13","53.55"
"PSYCH","CHARGE","10005128","HEMOGLOBIN VARIANT QUANTITATION","83021","98.00","34.61","29.76","35.69","83.30","51.31","31.24","53.90","57.07","59.78","78.40","58.95","36.93","53.90","41.08","83.30","46.16","55.38","50.95","57.43","53.90","29.76","83.30"
"PSYCH","CHARGE","10005137","TRICHOMONAS VAGINALIS, RNA","87661","206.00","72.75","62.55","75.03","175.10","107.85","65.67","113.30","119.95","125.66","164.80","123.92","77.63","113.30","86.35","175.10","97.02","116.41","107.09","120.72","113.30","62.55","175.10"
"PSYCH","CHARGE","10005161","VITAMIN B3 (NIACIN)","84591","146.00","51.56","44.33","53.18","124.10","76.44","46.54","80.30","85.02","89.06","116.80","87.83","55.02","80.30","61.20","124.10","68.76","82.51","75.90","85.56","80.30","44.33","124.10"
"PSYCH","CHARGE","10005165","CARBAMAZEPINE, FREE","80157","84.00","29.67","25.51","30.59","71.40","43.98","26.78","46.20","48.91","51.24","67.20","50.53","31.66","46.20","35.21","71.40","39.56","47.47","43.67","49.23","46.20","25.51","71.40"
"PSYCH","CHARGE","10005235","CHRONIC URTICARIA INDEX","86352","260.00","91.83","78.95","94.70","221.00","136.12","82.88","143.00","151.40","158.60","208.00","156.41","97.99","143.00","108.98","221.00","122.46","146.93","135.16","152.37","143.00","78.95","221.00"
"PSYCH","CHARGE","10005299","GLUTAMATE RECEPTOR AB (NMDAG)","86255","227.00","49.19","43.37","51.98","192.95","80.93","40.54","124.85","89.76","138.47","181.60","91.05","54.20","124.85","53.97","192.95","63.79","82.59","70.74","82.81","124.85","40.54","192.95"
"PSYCH","CHARGE","10005306","FLT3 EXON 14/15 BY PCR","81245","623.00","220.03","189.18","226.91","529.55","326.17","198.60","342.65","362.77","380.03","498.40","374.78","234.79","342.65","261.14","529.55","293.42","352.07","323.88","365.09","342.65","189.18","529.55"
"PSYCH","CHARGE","10005307","FLT3 CODON D835 BY PCR","81246","623.00","220.03","189.18","226.91","529.55","326.17","198.60","342.65","362.77","380.03","498.40","374.78","234.79","342.65","261.14","529.55","293.42","352.07","323.88","365.09","342.65","189.18","529.55"
"PSYCH","CHARGE","10005308","NPM1 EXON 12 BY PCR","81310","1,130.00","399.09","343.14","411.56","960.50","591.60","360.22","621.50","658.00","689.30","904.00","679.78","425.86","621.50","473.65","960.50","532.21","638.58","587.45","662.21","621.50","343.14","960.50"
"PSYCH","CHARGE","10005311","INSULIN LIKE GROWTH FACTOR BP2","83519","202.00","71.34","61.34","73.57","171.70","105.76","64.39","111.10","117.62","123.22","161.60","121.52","76.13","111.10","84.67","171.70","95.14","114.15","105.01","118.38","111.10","61.34","171.70"
"PSYCH","CHARGE","10005313","21-HYDROXYLASE ANTIBODY","83519","99.00","34.96","30.06","36.06","84.15","51.83","31.56","54.45","57.65","60.39","79.20","59.56","37.31","54.45","41.50","84.15","46.63","55.95","51.47","58.02","54.45","30.06","84.15"
"PSYCH","CHARGE","10005353","VALPROIC ACID, FREE","80165","165.00","60.31","62.04","74.37","140.25","86.58","59.30","90.75","96.35","100.65","132.00","100.25","60.34","90.75","71.28","140.25","83.49","96.29","91.80","101.59","90.75","59.30","140.25"
"PSYCH","CHARGE","10005354","CANNABINOIDS, GC/M","80349","196.00","69.22","59.52","71.39","166.60","102.61","62.48","107.80","114.13","119.56","156.80","117.91","73.87","107.80","82.16","166.60","92.31","110.76","101.89","114.86","107.80","59.52","166.60"
"PSYCH","CHARGE","10005358","OXYCODONE, GC/MS","80365","112.00","39.56","34.01","40.79","95.20","58.64","35.70","61.60","65.22","68.32","89.60","67.38","42.21","61.60","46.95","95.20","52.75","63.29","58.22","65.63","61.60","34.01","95.20"
"PSYCH","CHARGE","10005386","ANTIBODY TITER IFA","86256","126.00","44.50","38.26","45.89","107.10","65.97","40.17","69.30","73.37","76.86","100.80","75.80","47.49","69.30","52.81","107.10","59.34","71.20","65.50","73.84","69.30","38.26","107.10"
"PSYCH","CHARGE","10005387","STRIATED MUSCLE AB EIA","83520","151.00","53.33","45.85","55.00","128.35","79.06","48.14","83.05","87.93","92.11","120.80","90.84","56.91","83.05","63.29","128.35","71.12","85.33","78.50","88.49","83.05","45.85","128.35"
"PSYCH","CHARGE","10005392","CARBAPENEM RESISTANT ENTERO (CRE)","87150","425.00","150.10","129.06","154.79","361.25","222.51","135.48","233.75","247.48","259.25","340.00","255.67","160.17","233.75","178.14","361.25","200.17","240.17","220.94","249.06","233.75","129.06","361.25"
"PSYCH","CHARGE","10005436","AMPHETAMINE QUANTITATION","80326","174.00","61.45","52.84","63.37","147.90","91.10","55.47","95.70","101.32","106.14","139.20","104.67","65.57","95.70","72.93","147.90","81.95","98.33","90.46","101.97","95.70","52.84","147.90"
"PSYCH","CHARGE","10005437","HB BENZODIAZEPINE QUANTITATION","80347","169.00","59.69","51.32","61.55","143.65","88.48","53.87","92.95","98.41","103.09","135.20","101.67","63.69","92.95","70.84","143.65","79.60","95.50","87.86","99.04","92.95","51.32","143.65"
"PSYCH","CHARGE","10005453","AB, HEPATITIS E IGG","86790","90.00","31.79","27.33","32.78","76.50","47.12","28.69","49.50","52.41","54.90","72.00","54.14","33.92","49.50","37.72","76.50","42.39","50.86","46.79","52.74","49.50","27.33","76.50"
"PSYCH","CHARGE","10005456","WEST NILE VIRUS RNA PCR","87798","107.00","37.79","32.49","38.97","90.95","56.02","34.11","58.85","62.31","65.27","85.60","64.37","40.32","58.85","44.85","90.95","50.40","60.47","55.63","62.70","58.85","32.49","90.95"
"PSYCH","CHARGE","10005508","ALGINATE DRESSING >16 </=48 SQ IN","A6197","35.00","12.85","10.72","12.86","29.75","18.95","11.71","19.25","20.93","21.35","28.00","21.27","13.70","19.25","15.52","29.75","16.96","20.20","18.78","21.08","19.25","10.72","29.75"
"PSYCH","CHARGE","10005511","WHFO W/O JOINTS PRECUSTOM","L3807","65.00","23.87","19.90","23.88","55.25","35.20","21.74","35.75","38.86","39.65","52.00","39.50","25.44","35.75","28.82","55.25","31.49","37.51","34.88","39.14","35.75","19.90","55.25"
"PSYCH","CHARGE","10005537","SPINAL MUSCULAR ATROPHY (SMA) GENE","81329","765.00","270.18","232.30","278.62","650.25","400.51","243.87","420.75","445.46","466.65","612.00","460.20","288.30","420.75","320.66","650.25","360.30","432.31","397.70","448.31","420.75","232.30","650.25"
"PSYCH","CHARGE","10005538","MUMPS RNA QUAL RT PCR","87798","1,040.00","367.31","315.81","378.78","884.00","544.49","331.53","572.00","605.59","634.40","832.00","625.63","391.94","572.00","435.93","884.00","489.83","587.72","540.66","609.46","572.00","315.81","884.00"
"PSYCH","CHARGE","10005539","ADENOVIRUS BY PCR","87798","480.00","169.53","145.76","174.82","408.00","251.30","153.01","264.00","279.50","292.80","384.00","288.75","180.90","264.00","201.20","408.00","226.07","271.25","249.53","281.29","264.00","145.76","408.00"
"PSYCH","CHARGE","10005540","HIV-AG, HIV1 & 2 AB, RAPID SCREEN","87806","132.00","46.62","40.08","48.08","112.20","69.11","42.08","72.60","76.86","80.52","105.60","79.41","49.75","72.60","55.33","112.20","62.17","74.59","68.62","77.36","72.60","40.08","112.20"
"PSYCH","CHARGE","10005541","OPIATES CONF/QUANT, 5 OR MORE","80364","97.00","34.26","29.46","35.33","82.45","50.78","30.92","53.35","56.48","59.17","77.60","58.35","36.56","53.35","40.66","82.45","45.69","54.82","50.43","56.84","53.35","29.46","82.45"
"PSYCH","CHARGE","10005542","POC PREG TEST CLINITEK","84703","46.00","16.25","13.97","16.75","39.10","24.08","14.66","25.30","26.79","28.06","36.80","27.67","17.34","25.30","19.28","39.10","21.67","26.00","23.91","26.96","25.30","13.97","39.10"
"PSYCH","CHARGE","10005543","HLA-DQ2/HLA-DQ8 GENOTYPE","81382","759.00","268.06","230.48","276.44","645.15","397.37","241.95","417.45","441.96","462.99","607.20","456.59","286.04","417.45","318.14","645.15","357.48","428.92","394.58","444.79","417.45","230.48","645.15"
"PSYCH","CHARGE","10005544","KRAS GENE ANALYSIS EXONS 3,4","81276","1,680.00","593.34","510.16","611.88","1,428.00","879.55","535.55","924.00","978.26","1,024.80","1,344.00","1,010.64","633.14","924.00","704.19","1,428.00","791.26","949.39","873.37","984.52","924.00","510.16","1,428.00"
"PSYCH","CHARGE","10005545","KIDNEY FUNCTION STUDY NON IMAGING","78725","2,810.00","1,031.97","860.50","1,032.41","2,388.50","1,521.58","939.82","1,545.50","1,680.02","1,714.10","2,248.00","1,707.53","1,099.59","1,545.50","1,245.95","2,388.50","1,361.25","1,621.75","1,507.90","1,692.14","1,545.50","860.50","2,388.50"
"PSYCH","CHARGE","10005546","RRX I-125 IOTHALAMATE UP TO10 UCI","A9554","1,650.00","605.96","505.27","606.22","1,402.50","893.46","551.85","907.50","986.49","1,006.50","1,320.00","1,002.64","645.67","907.50","731.61","1,402.50","799.31","952.27","885.42","993.60","907.50","505.27","1,402.50"
"PSYCH","CHARGE","10005630","21-HYDROXYLASE GENE VARIANTS","81402","975.00","344.35","296.07","355.11","828.75","510.46","310.81","536.25","567.74","594.75","780.00","586.53","367.44","536.25","408.68","828.75","459.21","550.99","506.87","571.37","536.25","296.07","828.75"
"PSYCH","CHARGE","10005635","HSV 1 PCR","87535","194.00","68.52","58.91","70.66","164.90","101.57","61.84","106.70","112.97","118.34","155.20","116.70","73.11","106.70","81.32","164.90","91.37","109.63","100.85","113.69","106.70","58.91","164.90"
"PSYCH","CHARGE","10005792","FATTY ACID PROFILE OF LIPIDS","82725","102.00","36.02","30.97","37.15","86.70","53.40","32.52","56.10","59.39","62.22","81.60","61.36","38.44","56.10","42.75","86.70","48.04","57.64","53.03","59.77","56.10","30.97","86.70"
"PSYCH","CHARGE","10005856","PT EVAL LOW COMPLEXITY","97161","300.00","110.17","91.87","110.22","255.00","162.45","100.34","165.00","179.36","183.00","240.00","182.30","117.39","165.00","133.02","255.00","145.33","173.14","160.99","180.66","165.00","91.87","255.00"
"PSYCH","CHARGE","10005857","PT EVAL MOD COMPLEXITY","97162","420.00","154.24","128.62","154.31","357.00","227.42","140.47","231.00","251.11","256.20","336.00","255.22","164.35","231.00","186.23","357.00","203.46","242.40","225.38","252.92","231.00","128.62","357.00"
"PSYCH","CHARGE","10005858","PT EVAL HIGH COMPLEXITY","97163","540.00","198.31","165.36","198.40","459.00","292.40","180.61","297.00","322.85","329.40","432.00","328.14","211.31","297.00","239.44","459.00","261.59","311.65","289.77","325.18","297.00","165.36","459.00"
"PSYCH","CHARGE","10005902","BEHAVIORAL TX/HR IOP MH","H2012","255.00","102.76","81.54","97.93","216.75","138.52","100.46","140.25","152.23","155.55","204.00","154.84","106.66","140.25","132.99","216.75","137.52","153.33","152.24","165.38","140.25","81.54","216.75"
"PSYCH","CHARGE","10005903","BEHAVIORAL TX/HR IOP SA","H2012","255.00","146.13","155.40","186.72","216.75","135.77","169.90","140.25","153.26","155.55","204.00","164.76","160.86","140.25","211.07","216.75","140.37","157.29","153.94","168.20","140.25","135.77","216.75"
"PSYCH","CHARGE","10005948","HLA CLASS II ALLELE","81383","420.00","148.33","127.54","152.97","357.00","219.89","133.89","231.00","244.56","256.20","336.00","252.66","158.28","231.00","176.05","357.00","197.81","237.35","218.34","246.13","231.00","127.54","357.00"
"PSYCH","CHARGE","10006038","COCAINE & CANNAB SCREEN","80307","87.00","30.73","26.42","31.69","73.95","45.55","27.73","47.85","50.66","53.07","69.60","52.34","32.79","47.85","36.47","73.95","40.98","49.16","45.23","50.98","47.85","26.42","73.95"
"PSYCH","CHARGE","10006040","DRUG SCREEN PANEL BLOOD","80307","175.00","61.81","53.14","63.74","148.75","91.62","55.79","96.25","101.90","106.75","140.00","105.28","65.95","96.25","73.35","148.75","82.42","98.89","90.98","102.55","96.25","53.14","148.75"
"PSYCH","CHARGE","10006041","DRUG SCREEN PANEL MECON","80307","175.00","61.81","53.14","63.74","148.75","91.62","55.79","96.25","101.90","106.75","140.00","105.28","65.95","96.25","73.35","148.75","82.42","98.89","90.98","102.55","96.25","53.14","148.75"
"PSYCH","CHARGE","10006042","DRUG SCREEN PANEL URINE","80307","175.00","61.81","53.14","63.74","148.75","91.62","55.79","96.25","101.90","106.75","140.00","105.28","65.95","96.25","73.35","148.75","82.42","98.89","90.98","102.55","96.25","53.14","148.75"
"PSYCH","CHARGE","10006043","ECSTASY SCREEN","80307","58.00","20.48","17.61","21.12","49.30","30.37","18.49","31.90","33.77","35.38","46.40","34.89","21.86","31.90","24.31","49.30","27.32","32.78","30.15","33.99","31.90","17.61","49.30"
"PSYCH","CHARGE","10006044","ETHANOL SCREEN","80307","58.00","20.48","17.61","21.12","49.30","30.37","18.49","31.90","33.77","35.38","46.40","34.89","21.86","31.90","24.31","49.30","27.32","32.78","30.15","33.99","31.90","17.61","49.30"
"PSYCH","CHARGE","10006045","ETHYL GLUCURONIDE","80307","87.00","30.73","26.42","31.69","73.95","45.55","27.73","47.85","50.66","53.07","69.60","52.34","32.79","47.85","36.47","73.95","40.98","49.16","45.23","50.98","47.85","26.42","73.95"
"PSYCH","CHARGE","10006046","HEROIN METABOLITE SCREEN","80307","58.00","20.48","17.61","21.12","49.30","30.37","18.49","31.90","33.77","35.38","46.40","34.89","21.86","31.90","24.31","49.30","27.32","32.78","30.15","33.99","31.90","17.61","49.30"
"PSYCH","CHARGE","10006047","LSD SCREEN","80307","87.00","30.73","26.42","31.69","73.95","45.55","27.73","47.85","50.66","53.07","69.60","52.34","32.79","47.85","36.47","73.95","40.98","49.16","45.23","50.98","47.85","26.42","73.95"
"PSYCH","CHARGE","10006048","MARIJUANA METAB SCREEN","80307","58.00","20.48","17.61","21.12","49.30","30.37","18.49","31.90","33.77","35.38","46.40","34.89","21.86","31.90","24.31","49.30","27.32","32.78","30.15","33.99","31.90","17.61","49.30"
"PSYCH","CHARGE","10006049","METHAQUALONE SCREEN","80307","58.00","20.48","17.61","21.12","49.30","30.37","18.49","31.90","33.77","35.38","46.40","34.89","21.86","31.90","24.31","49.30","27.32","32.78","30.15","33.99","31.90","17.61","49.30"
"PSYCH","CHARGE","10006050","NICOTINE SCREEN UR","80307","87.00","30.73","26.42","31.69","73.95","45.55","27.73","47.85","50.66","53.07","69.60","52.34","32.79","47.85","36.47","73.95","40.98","49.16","45.23","50.98","47.85","26.42","73.95"
"PSYCH","CHARGE","10006051","OXYCODONE SCREEN","80307","58.00","20.48","17.61","21.12","49.30","30.37","18.49","31.90","33.77","35.38","46.40","34.89","21.86","31.90","24.31","49.30","27.32","32.78","30.15","33.99","31.90","17.61","49.30"
"PSYCH","CHARGE","10006052","PROPOXYPHENE SCREEN","80307","58.00","20.48","17.61","21.12","49.30","30.37","18.49","31.90","33.77","35.38","46.40","34.89","21.86","31.90","24.31","49.30","27.32","32.78","30.15","33.99","31.90","17.61","49.30"
"PSYCH","CHARGE","10006053","SYNTHETIC CANNABINOID SCR","80307","87.00","30.73","26.42","31.69","73.95","45.55","27.73","47.85","50.66","53.07","69.60","52.34","32.79","47.85","36.47","73.95","40.98","49.16","45.23","50.98","47.85","26.42","73.95"
"PSYCH","CHARGE","10006054","TOXICOLOGY SCREEN URINE","80307","87.00","30.73","26.42","31.69","73.95","45.55","27.73","47.85","50.66","53.07","69.60","52.34","32.79","47.85","36.47","73.95","40.98","49.16","45.23","50.98","47.85","26.42","73.95"
"PSYCH","CHARGE","10006055","TRICYCLICS SCREEN","80307","87.00","30.73","26.42","31.69","73.95","45.55","27.73","47.85","50.66","53.07","69.60","52.34","32.79","47.85","36.47","73.95","40.98","49.16","45.23","50.98","47.85","26.42","73.95"
"PSYCH","CHARGE","10006056","METHANOL QUANT","80320","199.00","70.28","60.43","72.48","169.15","104.19","63.44","109.45","115.88","121.39","159.20","119.71","75.00","109.45","83.41","169.15","93.73","112.46","103.45","116.62","109.45","60.43","169.15"
"PSYCH","CHARGE","10006057","LSD CONFIRMATION","80323","144.00","50.86","43.73","52.45","122.40","75.39","45.90","79.20","83.85","87.84","115.20","86.63","54.27","79.20","60.36","122.40","67.82","81.38","74.86","84.39","79.20","43.73","122.40"
"PSYCH","CHARGE","10006059","CHLORPROMAZINE","80342","222.00","78.41","67.41","80.86","188.70","116.23","70.77","122.10","129.27","135.42","177.60","133.55","83.66","122.10","93.05","188.70","104.56","125.46","115.41","130.10","122.10","67.41","188.70"
"PSYCH","CHARGE","10006060","FLUPHENAZINE","80342","222.00","78.41","67.41","80.86","188.70","116.23","70.77","122.10","129.27","135.42","177.60","133.55","83.66","122.10","93.05","188.70","104.56","125.46","115.41","130.10","122.10","67.41","188.70"
