SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,BCBSAL PPO - All Plans,UHC PPO - All Plans ,Aetna PPO - All Plans ,Cigna PPO - All Plans ,Humana PPO - All Plans ,COMM Viva Health PPO - All Plans ,UHC MA - All Plans ,Humana MA - All Plans ,BCBSAL MA - All Plans ,Healthspring MA - All Plans ,Aetna/Coventry MA - All Plans ,Viva Health MA - All Plans ,Multiplan - All Plans 
SURG,Sho arthrs srg xtnsv dbrdmt,29823,96397.49076,2/13/2023,28919.24723,17351.54834,6651.426862,73262.09298,7326.209298,31232.78701,73262.09298,23617.38524,30750.79955,43378.87084,7037.016825,6651.426862,7133.414316,7133.414316,7711.799261,7422.606788,25063.3476
SURG,Sho arthrs srg dstl claviclc,29824,98463.6283,2/13/2023,29539.08849,17723.45309,6793.990353,74832.35751,7483.235751,31902.21557,74832.35751,24123.58893,31409.89743,44308.63274,7187.844866,6793.990353,7286.308494,7286.308494,7877.090264,7581.699379,25600.54336
SURG,Sho arthrs srg lss&rescj ads,29825,73860.87333,2/13/2023,22158.262,13294.9572,5096.40026,56134.26373,5613.426373,23930.92296,56134.26373,18095.91397,23561.61859,33237.393,5391.843753,5096.40026,5465.704627,5465.704627,5908.869867,5687.287247,19203.82707
SURG,Sho arthrs srg decompression,29826,98550.91808,2/13/2023,29565.27542,17739.16525,6800.013348,74898.69774,7489.869774,31930.49746,74898.69774,24144.97493,31437.74287,44347.91314,7194.21702,6800.013348,7292.767938,7292.767938,7884.073447,7588.420692,25623.2387
SURG,Sho arthrs srg rt8tr cuf rpr,29827,103336.2901,2/13/2023,31000.88703,18600.53222,7130.204017,78535.58048,7853.558048,33480.95799,78535.58048,25317.39107,32964.27654,46501.33055,7543.549177,7130.204017,7646.885467,7646.885467,8266.903208,7956.894338,26867.43543
SURG,Sho arthrs srg bicp tenodsis,29828,101264.453,2/13/2023,30379.3359,18227.60154,6987.247257,76960.98428,7696.098428,32809.68277,76960.98428,24809.79099,32303.36051,45569.00385,7392.305069,6987.247257,7493.569522,7493.569522,8101.15624,7797.362881,26328.75778
SURG,Wrist arthroscopy/surgery,29846,56545.68,2/13/2023,16963.704,10178.2224,3901.65192,42974.7168,4297.47168,18320.80032,42974.7168,13853.6916,18038.07192,25445.556,4127.83464,3901.65192,4184.38032,4184.38032,4523.6544,4354.01736,14701.8768
SURG,Wrist endoscopy/surgery,29848,39896.52571,2/13/2023,11968.95771,7181.374629,2752.860274,30321.35954,3032.135954,12926.47433,30321.35954,9774.6488,12726.9917,17953.43657,2912.446377,2752.860274,2952.342903,2952.342903,3191.722057,3072.03248,10373.09669
SURG,Knee arthroscopy dx,29870,52937.83,2/13/2023,15881.349,9528.8094,3652.71027,40232.7508,4023.27508,17151.85692,40232.7508,12969.76835,16887.16777,23822.0235,3864.46159,3652.71027,3917.39942,3917.39942,4235.0264,4076.21291,13763.8358
SURG,Knee arthroscopy/drainage,29871,50695.87,2/13/2023,15208.761,9125.2566,3498.01503,38528.8612,3852.88612,16425.46188,38528.8612,12420.48815,16171.98253,22813.1415,3700.79851,3498.01503,3751.49438,3751.49438,4055.6696,3903.58199,13180.9262
SURG,Knee arthroscopy/surgery,29873,50638.95583,2/13/2023,15191.68675,9115.01205,3494.087953,38485.60643,3848.560643,16407.02169,38485.60643,12406.54418,16153.82691,22787.53013,3696.643776,3494.087953,3747.282732,3747.282732,4051.116467,3899.199599,13166.12852
SURG,Knee arthroscopy/surgery,29874,111821.63,2/13/2023,33546.489,20127.8934,7715.69247,84984.4388,8498.44388,36230.20812,84984.4388,27396.29935,35671.09997,50319.7335,8162.97899,7715.69247,8274.80062,8274.80062,8945.7304,8610.26551,29073.6238
SURG,Knee arthroscopy/surgery,29875,52695.79647,2/13/2023,15808.73894,9485.243365,3636.009956,40048.80532,4004.880532,17073.43806,40048.80532,12910.47014,16809.95907,23713.10841,3846.793142,3636.009956,3899.488939,3899.488939,4215.663718,4057.576328,13700.90708
SURG,Knee arthroscopy/surgery,29876,53287.76698,2/13/2023,15986.33009,9591.798057,3676.855922,40498.70291,4049.870291,17265.2365,40498.70291,13055.50291,16998.79767,23979.49514,3890.00699,3676.855922,3943.294757,3943.294757,4263.021358,4103.158058,13854.81942
SURG,Knee arthroscopy/surgery,29877,60938.8125,2/13/2023,18281.64375,10968.98625,4204.778063,46313.4975,4631.34975,19744.17525,46313.4975,14930.00906,19439.48119,27422.46563,4448.533313,4204.778063,4509.472125,4509.472125,4875.105,4692.288563,15844.09125
SURG,Knee arthroscopy/surgery,29879,57591.18575,2/13/2023,17277.35573,10366.41344,3973.791817,43769.30117,4376.930117,18659.54418,43769.30117,14109.84051,18371.58825,25916.03359,4204.15656,3973.791817,4261.747746,4261.747746,4607.29486,4434.521303,14973.7083
SURG,Knee arthroscopy/surgery,29880,52139.08216,2/13/2023,15641.72465,9385.034789,3597.596669,39625.70244,3962.570244,16893.06262,39625.70244,12774.07513,16632.36721,23462.58697,3806.152998,3597.596669,3858.29208,3858.29208,4171.126573,4014.709326,13556.16136
SURG,Knee arthroscopy/surgery,29881,55483.89833,2/13/2023,16645.1695,9987.1017,3828.388985,42167.76273,4216.776273,17976.78306,42167.76273,13593.55509,17699.36357,24967.75425,4050.324578,3828.388985,4105.808477,4105.808477,4438.711867,4272.260172,14425.81357
SURG,Knee arthroscopy/surgery,29882,88789.02529,2/13/2023,26636.70759,15982.02455,6126.442745,67479.65922,6747.965922,28767.6442,67479.65922,21753.3112,28323.69907,39955.06138,6481.598846,6126.442745,6570.387872,6570.387872,7103.122024,6836.754948,23085.14658
SURG,Knee arthroscopy/surgery,29883,52335.21429,2/13/2023,15700.56429,9420.338571,3611.129786,39774.76286,3977.476286,16956.60943,39774.76286,12822.1275,16694.93336,23550.84643,3820.470643,3611.129786,3872.805857,3872.805857,4186.817143,4029.8115,13607.15571
SURG,Knee arthroscopy/surgery,29884,57466.52,2/13/2023,17239.956,10343.9736,3965.18988,43674.5552,4367.45552,18619.15248,43674.5552,14079.2974,18331.81988,25859.934,4195.05596,3965.18988,4252.52248,4252.52248,4597.3216,4424.92204,14941.2952
SURG,Knee arthroscopy/surgery,29888,110530.7547,2/13/2023,33159.22641,19895.53585,7626.622075,84003.37358,8400.337358,35811.96452,84003.37358,27080.0349,35259.31075,49738.83962,8068.745094,7626.622075,8179.275848,8179.275848,8842.460376,8510.868112,28737.99622
SURG,Knee arthroscopy/surgery,29889,119868.09,2/13/2023,35960.427,21576.2562,8270.89821,91099.7484,9109.97484,38837.26116,91099.7484,29367.68205,38237.92071,53940.6405,8750.37057,8270.89821,8870.23866,8870.23866,9589.4472,9229.84293,31165.7034
SURG,Ankle arthroscopy/surgery,29891,96799.57,2/13/2023,29039.871,17423.9226,6679.17033,73567.6732,7356.76732,31363.06068,73567.6732,23715.89465,30879.06283,43559.8065,7066.36861,6679.17033,7163.16818,7163.16818,7743.9656,7453.56689,25167.8882
SURG,Scope plantar fasciotomy,29893,18629.65,2/13/2023,5588.895,3353.337,1285.44585,14158.534,1415.8534,6036.0066,14158.534,4564.26425,5942.85835,8383.3425,1359.96445,1285.44585,1378.5941,1378.5941,1490.372,1434.48305,4843.709
SURG,Ankle arthroscopy/surgery,29895,102709.06,2/13/2023,30812.718,18487.6308,7086.92514,78058.8856,7805.88856,33277.73544,78058.8856,25163.7197,32764.19014,46219.077,7497.76138,7086.92514,7600.47044,7600.47044,8216.7248,7908.59762,26704.3556
SURG,Ankle arthroscopy/surgery,29898,101074.3276,2/13/2023,30322.29828,18193.37897,6974.128603,76816.48897,7681.648897,32748.08214,76816.48897,24763.21026,32242.7105,45483.44741,7378.425914,6974.128603,7479.500241,7479.500241,8085.946207,7782.723224,26279.32517
SURG,Unlisted px arthroscopy,29999,96999.12,2/13/2023,29099.736,17459.8416,6692.93928,73719.3312,7371.93312,31427.71488,73719.3312,23764.7844,30942.71928,43649.604,7080.93576,6692.93928,7177.93488,7177.93488,7759.9296,7468.93224,25219.7712
SURG,Intranasal biopsy,30100,27519.84,2/13/2023,8255.952,4953.5712,1898.86896,20915.0784,2091.50784,8916.42816,20915.0784,6742.3608,8778.82896,12383.928,2008.94832,1898.86896,2036.46816,2036.46816,2201.5872,2119.02768,7155.1584
SURG,Revision of nose,30120,53538.6,2/13/2023,16061.58,9636.948,3694.1634,40689.336,4068.9336,17346.5064,40689.336,13116.957,17078.8134,24092.37,3908.3178,3694.1634,3961.8564,3961.8564,4283.088,4122.4722,13920.036
SURG,Excise inferior turbinate,30130,42817.285,2/13/2023,12845.1855,7707.1113,2954.392665,32541.1366,3254.11366,13872.80034,32541.1366,10490.23483,13658.71392,19267.77825,3125.661805,2954.392665,3168.47909,3168.47909,3425.3828,3296.930945,11132.4941
SURG,Resect inferior turbinate,30140,70252.442,2/13/2023,21075.7326,12645.43956,4847.418498,53391.85592,5339.185592,22761.79121,53391.85592,17211.84829,22410.529,31613.5989,5128.428266,4847.418498,5198.680708,5198.680708,5620.19536,5409.438034,18265.63492
SURG,Remove nasal foreign body,30300,2260.25,2/13/2023,678.075,406.845,155.95725,1717.79,171.779,732.321,1717.79,553.76125,721.01975,1017.1125,164.99825,155.95725,167.2585,167.2585,180.82,174.03925,587.665
SURG,Reconstruction of nose,30400,120840.345,2/13/2023,36252.1035,21751.2621,8337.983805,91838.6622,9183.86622,39152.27178,91838.6622,29605.88453,38548.07006,54378.15525,8821.345185,8337.983805,8942.18553,8942.18553,9667.2276,9304.706565,31418.4897
SURG,Reconstruction of nose,30410,86832.06,2/13/2023,26049.618,15629.7708,5991.41214,65992.3656,6599.23656,28133.58744,65992.3656,21273.8547,27699.42714,39074.427,6338.74038,5991.41214,6425.57244,6425.57244,6946.5648,6686.06862,22576.3356
SURG,Reconstruction of nose,30420,102295.375,2/13/2023,30688.6125,18413.1675,7058.380875,77744.485,7774.4485,33143.7015,77744.485,25062.36688,32632.22463,46032.91875,7467.562375,7058.380875,7569.85775,7569.85775,8183.63,7876.743875,26596.7975
SURG,Revision of nose,30430,120146.1,2/13/2023,36043.83,21626.298,8290.0809,91311.036,9131.1036,38927.3364,91311.036,29435.7945,38326.6059,54065.745,8770.6653,8290.0809,8890.8114,8890.8114,9611.688,9251.2497,31237.986
SURG,Repair nasal stenosis,30465,72414.91571,2/13/2023,21724.47471,13034.68483,4996.629184,55035.33594,5503.533594,23462.43269,55035.33594,17741.65435,23100.35811,32586.71207,5286.288847,4996.629184,5358.703763,5358.703763,5793.193257,5575.94851,18827.87809
SURG,Rpr nsl vlv collapse w/implt,30468,72590.36,2/13/2023,21777.108,13066.2648,5008.73484,55168.6736,5516.86736,23519.27664,55168.6736,17784.6382,23156.32484,32665.662,5299.09628,5008.73484,5371.68664,5371.68664,5807.2288,5589.45772,18873.4936
SURG,Repair of nasal septum,30520,70409.24324,2/13/2023,21122.77297,12673.66378,4858.237784,53511.02486,5351.102486,22812.59481,53511.02486,17250.26459,22460.54859,31684.15946,5139.874756,4858.237784,5210.284,5210.284,5632.739459,5421.511729,18306.40324
SURG,Ablate inf turbinate submuc,30802,74881.505,2/13/2023,22464.4515,13478.6709,5166.823845,56909.9438,5690.99438,24261.60762,56909.9438,18345.96873,23887.2001,33696.67725,5466.349865,5166.823845,5541.23137,5541.23137,5990.5204,5765.875885,19469.1913
SURG,Control of nosebleed,30901,4839.938095,2/13/2023,1451.981429,871.1888571,333.9557286,3678.352952,367.8352952,1568.139943,3678.352952,1185.784833,1543.940252,2177.972143,353.315481,333.9557286,358.155419,358.155419,387.1950476,372.6752333,1258.383905
SURG,Control of nosebleed,30905,4702.9,2/13/2023,1410.87,846.522,324.5001,3574.204,357.4204,1523.7396,3574.204,1152.2105,1500.2251,2116.305,343.3117,324.5001,348.0146,348.0146,376.232,362.1233,1222.754
SURG,Nasal endoscopy dx,31231,17414.34,2/13/2023,5224.302,3134.5812,1201.58946,13234.8984,1323.48984,5642.24616,13234.8984,4266.5133,5555.17446,7836.453,1271.24682,1201.58946,1288.66116,1288.66116,1393.1472,1340.90418,4527.7284
SURG,Nasal/sinus endoscopy surg,31238,34356.31333,2/13/2023,10306.894,6184.1364,2370.58562,26110.79813,2611.079813,11131.44552,26110.79813,8417.296767,10959.66395,15460.341,2508.010873,2370.58562,2542.367187,2542.367187,2748.505067,2645.436127,8932.641467
SURG,Nasal/sinus endoscopy surg,31240,80774.056,2/13/2023,24232.2168,14539.33008,5573.409864,61388.28256,6138.828256,26170.79414,61388.28256,19789.64372,25766.92386,36348.3252,5896.506088,5573.409864,5977.280144,5977.280144,6461.92448,6219.602312,21001.25456
SURG,Nsl/sins ndsc total,31253,100169.66,2/13/2023,30050.898,18030.5388,6911.70654,76128.9416,7612.89416,32454.96984,76128.9416,24541.5667,31954.12154,45076.347,7312.38518,6911.70654,7412.55484,7412.55484,8013.5728,7713.06382,26044.1116
SURG,Nsl/sins ndsc w/prtl ethmdct,31254,56807.475,2/13/2023,17042.2425,10225.3455,3919.715775,43173.681,4317.3681,18405.6219,43173.681,13917.83138,18121.58453,25563.36375,4146.945675,3919.715775,4203.75315,4203.75315,4544.598,4374.175575,14769.9435
SURG,Nsl/sins ndsc w/tot ethmdct,31255,64378.46,2/13/2023,19313.538,11588.1228,4442.11374,48927.6296,4892.76296,20858.62104,48927.6296,15772.7227,20536.72874,28970.307,4699.62758,4442.11374,4764.00604,4764.00604,5150.2768,4957.14142,16738.3996
SURG,Exploration maxillary sinus,31256,64437.64,2/13/2023,19331.292,11598.7752,4446.19716,48972.6064,4897.26064,20877.79536,48972.6064,15787.2218,20555.60716,28996.938,4703.94772,4446.19716,4768.38536,4768.38536,5155.0112,4961.69828,16753.7864
SURG,Nsl/sins ndsc tot w/sphendt,31257,69717.12,2/13/2023,20915.136,12549.0816,4810.48128,52985.0112,5298.50112,22588.34688,52985.0112,17080.6944,22239.76128,31372.704,5089.34976,4810.48128,5159.06688,5159.06688,5577.3696,5368.21824,18126.4512
SURG,Nsl/sins ndsc sphn tiss rmvl,31259,61661.33,2/13/2023,18498.399,11099.0394,4254.63177,46862.6108,4686.26108,19978.27092,46862.6108,15107.02585,19669.96427,27747.5985,4501.27709,4254.63177,4562.93842,4562.93842,4932.9064,4747.92241,16031.9458
SURG,Endoscopy maxillary sinus,31267,94887.67854,2/13/2023,28466.30356,17079.78214,6547.249819,72114.63569,7211.463569,30743.60785,72114.63569,23247.48124,30269.16945,42699.45534,6926.800533,6547.249819,7021.688212,7021.688212,7591.014283,7306.351247,24670.79642
SURG,Nsl/sins ndsc frnt tiss rmvl,31276,60633.46,2/13/2023,18190.038,10914.0228,4183.70874,46081.4296,4608.14296,19645.24104,46081.4296,14855.1977,19342.07374,27285.057,4426.24258,4183.70874,4486.87604,4486.87604,4850.6768,4668.77642,15764.6996
SURG,Insert emergency airway,31500,33469.53565,2/13/2023,10040.8607,6024.516417,2309.39796,25436.8471,2543.68471,10844.12955,25436.8471,8200.036235,10676.78187,15061.29104,2443.276103,2309.39796,2476.745638,2476.745638,2677.562852,2577.154245,8702.07927
SURG,Change of windpipe airway,31502,24140.70333,2/13/2023,7242.211,4345.3266,1665.70853,18346.93453,1834.693453,7821.58788,18346.93453,5914.472317,7700.884363,10863.3165,1762.271343,1665.70853,1786.412047,1786.412047,1931.256267,1858.834157,6276.582867
SURG,Dx laryngoscopy excl nb,31525,28368.31,2/13/2023,8510.493,5106.2958,1957.41339,21559.9156,2155.99156,9191.33244,21559.9156,6950.23595,9049.49089,12765.7395,2070.88663,1957.41339,2099.25494,2099.25494,2269.4648,2184.35987,7375.7606
SURG,Dx laryngoscopy w/oper scope,31526,28888.5,2/13/2023,8666.55,5199.93,1993.3065,21955.26,2195.526,9359.874,21955.26,7077.6825,9215.4315,12999.825,2108.8605,1993.3065,2137.749,2137.749,2311.08,2224.4145,7511.01
SURG,Laryngoscopy w/fb removal,31530,8051.5,2/13/2023,2415.45,1449.27,555.5535,6119.14,611.914,2608.686,6119.14,1972.6175,2568.4285,3623.175,587.7595,555.5535,595.811,595.811,644.12,619.9655,2093.39
SURG,Laryngoscopy w/biopsy,31535,38802.86571,2/13/2023,11640.85971,6984.515829,2677.397734,29490.17794,2949.017794,12572.12849,29490.17794,9506.7021,12378.11416,17461.28957,2832.609197,2677.397734,2871.412063,2871.412063,3104.229257,2987.82066,10088.74509
SURG,Laryngoscopy w/bx & op scope,31536,39945.25909,2/13/2023,11983.57773,7190.146636,2756.222877,30358.39691,3035.839691,12942.26395,30358.39691,9786.588477,12742.53765,17975.36659,2916.003914,2756.222877,2955.949173,2955.949173,3195.620727,3075.78495,10385.76736
SURG,Larynscop w/tumr exc + scope,31541,57324.27,2/13/2023,17197.281,10318.3686,3955.37463,43566.4452,4356.64452,18573.06348,43566.4452,14044.44615,18286.44213,25795.9215,4184.67171,3955.37463,4241.99598,4241.99598,4585.9416,4413.96879,14904.3102
SURG,Remove vc lesion w/scope,31545,38028.53,2/13/2023,11408.559,6845.1354,2623.96857,28901.6828,2890.16828,12321.24372,28901.6828,9316.98985,12131.10107,17112.8385,2776.08269,2623.96857,2814.11122,2814.11122,3042.2824,2928.19681,9887.4178
SURG,Repair windpipe opening,31613,40560.94,2/13/2023,12168.282,7300.9692,2798.70486,30826.3144,3082.63144,13141.74456,30826.3144,9937.4303,12938.93986,18252.423,2960.94862,2798.70486,3001.50956,3001.50956,3244.8752,3123.19238,10545.8444
SURG,Dx bronchoscope/wash,31622,15734.07412,2/13/2023,4720.222235,2832.133341,1085.651114,11957.89633,1195.789633,5097.840014,11957.89633,3854.848159,5019.169644,7080.333353,1148.587411,1085.651114,1164.321485,1164.321485,1258.725929,1211.523707,4090.859271
SURG,Dx bronchoscope/brush,31623,14306.62263,2/13/2023,4291.986789,2575.192074,987.1569616,10873.0332,1087.30332,4635.345733,10873.0332,3505.122545,4563.812619,6437.980184,1044.383452,987.1569616,1058.690075,1058.690075,1144.529811,1101.609943,3719.721884
SURG,Dx bronchoscope/lavage,31624,14816.33083,2/13/2023,4444.89925,2666.93955,1022.326828,11260.41143,1126.041143,4800.49119,11260.41143,3630.001054,4726.409536,6667.348875,1081.592151,1022.326828,1096.408482,1096.408482,1185.306467,1140.857474,3852.246017
SURG,Bronchoscopy w/biopsy(s),31625,18733.7925,2/13/2023,5620.13775,3372.08265,1292.631683,14237.6823,1423.76823,6069.74877,14237.6823,4589.779163,5976.079808,8430.206625,1367.566853,1292.631683,1386.300645,1386.300645,1498.7034,1442.502023,4870.78605
SURG,Bronchoscopy/lung bx each,31628,19070.215,2/13/2023,5721.0645,3432.6387,1315.844835,14493.3634,1449.33634,6178.74966,14493.3634,4672.202675,6083.398585,8581.59675,1392.125695,1315.844835,1411.19591,1411.19591,1525.6172,1468.406555,4958.2559
SURG,Brnchsc w/ther aspir 1st,31645,12538.92,2/13/2023,3761.676,2257.0056,865.18548,9529.5792,952.95792,4062.61008,9529.5792,3072.0354,3999.91548,5642.514,915.34116,865.18548,927.88008,927.88008,1003.1136,965.49684,3260.1192
SURG,Needle biopsy chest lining,32400,10250.05,2/13/2023,3075.015,1845.009,707.25345,7790.038,779.0038,3321.0162,7790.038,2511.26225,3269.76595,4612.5225,748.25365,707.25345,758.5037,758.5037,820.004,789.25385,2665.013
SURG,Core ndl bx lng/med perq,32408,19715.24,2/13/2023,5914.572,3548.7432,1360.35156,14983.5824,1498.35824,6387.73776,14983.5824,4830.2338,6289.16156,8871.858,1439.21252,1360.35156,1458.92776,1458.92776,1577.2192,1518.07348,5125.9624
SURG,Insertion of chest tube,32551,30149.29,2/13/2023,9044.787,5426.8722,2080.30101,22913.4604,2291.34604,9768.36996,22913.4604,7386.57605,9617.62351,13567.1805,2200.89817,2080.30101,2231.04746,2231.04746,2411.9432,2321.49533,7838.8154
SURG,Aspirate pleura w/o imaging,32554,2344.37,2/13/2023,703.311,421.9866,161.76153,1781.7212,178.17212,759.57588,1781.7212,574.37065,747.85403,1054.9665,171.13901,161.76153,173.48338,173.48338,187.5496,180.51649,609.5362
SURG,Insert heart pm ventricular,33207,233483.665,2/13/2023,70045.0995,42027.0597,16110.37289,177447.5854,17744.75854,75648.70746,177447.5854,57203.49793,74481.28914,105067.6493,17044.30755,16110.37289,17277.79121,17277.79121,18678.6932,17978.24221,60705.7529
SURG,Insrt heart pm atrial & vent,33208,147316.049,2/13/2023,44194.8147,26516.88882,10164.80738,111960.1972,11196.01972,47730.39988,111960.1972,36092.43201,46993.81963,66292.22205,10754.07158,10164.80738,10901.38763,10901.38763,11785.28392,11343.33577,38302.17274
SURG,Insert pulse gen dual leads,33213,236701.27,2/13/2023,71010.381,42606.2286,16332.38763,179892.9652,17989.29652,76691.21148,179892.9652,57991.81115,75507.70513,106515.5715,17279.19271,16332.38763,17515.89398,17515.89398,18936.1016,18225.99779,61542.3302
SURG,Insert 1 electrode pm-defib,33216,52789.205,2/13/2023,15836.7615,9502.0569,3642.455145,40119.7958,4011.97958,17103.70242,40119.7958,12933.35523,16839.7564,23755.14225,3853.611965,3642.455145,3906.40117,3906.40117,4223.1364,4064.768785,13725.1933
SURG,Relocate pocket for defib,33223,10923.39,2/13/2023,3277.017,1966.2102,753.71391,8301.7764,830.17764,3539.17836,8301.7764,2676.23055,3484.56141,4915.5255,797.40747,753.71391,808.33086,808.33086,873.8712,841.10103,2840.0814
SURG,L ventric pacing lead add-on,33225,307115.6167,2/13/2023,92134.685,55280.811,21190.97755,233407.8687,23340.78687,99505.4598,233407.8687,75243.32608,97969.88172,138202.0275,22419.44002,21190.97755,22726.55563,22726.55563,24569.24933,23647.90248,79850.06033
SURG,Remove&replace pm gen singl,33227,97654.64,2/13/2023,29296.392,17577.8352,6738.17016,74217.5264,7421.75264,31640.10336,74217.5264,23925.3868,31151.83016,43944.588,7128.78872,6738.17016,7226.44336,7226.44336,7812.3712,7519.40728,25390.2064
SURG,Remv&replc pm gen dual lead,33228,109742.7079,2/13/2023,32922.81236,19753.68741,7572.246842,83404.45797,8340.445797,35556.63735,83404.45797,26886.96343,35007.92381,49384.21854,8011.217674,7572.246842,8120.960381,8120.960381,8779.416629,8450.188505,28533.10404
SURG,Remv&replc pm gen mult leads,33229,172451.845,2/13/2023,51735.5535,31041.3321,11899.17731,131063.4022,13106.34022,55874.39778,131063.4022,42250.70203,55012.13856,77603.33025,12588.98469,11899.17731,12761.43653,12761.43653,13796.1476,13278.79207,44837.4797
SURG,Insrt pulse gen w/dual leads,33230,233336.63,2/13/2023,70000.989,42000.5934,16100.22747,177335.8388,17733.58388,75601.06812,177335.8388,57167.47435,74434.38497,105001.4835,17033.57399,16100.22747,17266.91062,17266.91062,18666.9304,17966.92051,60667.5238
SURG,Removal of pm generator,33233,379005.3233,2/13/2023,113701.597,68220.9582,26151.36731,288044.0457,28804.40457,122797.7248,288044.0457,92856.30422,120902.6981,170552.3955,27667.3886,26151.36731,28046.39393,28046.39393,30320.42587,29183.4099,98541.38407
SURG,Removal of pacemaker system,33234,241109.95,2/13/2023,72332.985,43399.791,16636.58655,183243.562,18324.3562,78119.6238,183243.562,59071.93775,76914.07405,108499.4775,17601.02635,16636.58655,17842.1363,17842.1363,19288.796,18565.46615,62688.587
SURG,Removal pacemaker electrode,33235,44292.57,2/13/2023,13287.771,7972.6626,3056.18733,33662.3532,3366.23532,14350.79268,33662.3532,10851.67965,14129.32983,19931.6565,3233.35761,3056.18733,3277.65018,3277.65018,3543.4056,3410.52789,11516.0682
SURG,Insj/rplcmt defib w/lead(s),33249,279992.2658,2/13/2023,83997.67973,50398.60784,19319.46634,212794.122,21279.4122,90717.49411,212794.122,68598.10511,89317.53278,125996.5196,20439.4354,19319.46634,20719.42767,20719.42767,22399.38126,21559.40446,72797.9891
SURG,Rmvl& replc pulse gen 1 lead,33262,194353.16,2/13/2023,58305.948,34983.5688,13410.36804,147708.4016,14770.84016,62970.42384,147708.4016,47616.5242,61998.65804,87458.922,14187.78068,13410.36804,14382.13384,14382.13384,15548.2528,14965.19332,50531.8216
SURG,Rmvl & rplcmt dfb gen 2 lead,33263,202779.1133,2/13/2023,60833.734,36500.2404,13991.75882,154112.1261,15411.21261,65700.43272,154112.1261,49680.88277,64686.53715,91250.601,14802.87527,13991.75882,15005.65439,15005.65439,16222.32907,15613.99173,52722.56947
SURG,Rmvl & rplcmt dfb gen mlt ld,33264,202993.746,2/13/2023,60898.1238,36538.87428,14006.56847,154275.247,15427.5247,65769.9737,154275.247,49733.46777,64755.00497,91347.1857,14818.54346,14006.56847,15021.5372,15021.5372,16239.49968,15630.51844,52778.37396
SURG,Ins/rep subq defibrillator,33270,7784.36,2/13/2023,2335.308,1401.1848,537.12084,5916.1136,591.61136,2522.13264,5916.1136,1907.1682,2483.21084,3502.962,568.25828,537.12084,576.04264,576.04264,622.7488,599.39572,2023.9336
SURG,Tcat insj/rpl perm ldls pm,33274,97703.43333,2/13/2023,29311.03,17586.618,6741.5369,74254.60933,7425.460933,31655.9124,74254.60933,23937.34117,31167.39523,43966.545,7132.350633,6741.5369,7230.054067,7230.054067,7816.274667,7523.164367,25402.89267
SURG,Insert i-aort percut device,33967,70517.49,2/13/2023,21155.247,12693.1482,4865.70681,53593.2924,5359.32924,22847.66676,53593.2924,17276.78505,22495.07931,31732.8705,5147.77677,4865.70681,5218.29426,5218.29426,5641.3992,5429.84673,18334.5474
SURG,Repair blood vessel lesion,35226,1461.03,2/13/2023,438.309,262.9854,100.81107,1110.3828,111.03828,473.37372,1110.3828,357.95235,466.06857,657.4635,106.65519,100.81107,108.11622,108.11622,116.8824,112.49931,379.8678
SURG,Ins cath ren art 1st unilat,36251,100916.745,2/13/2023,30275.0235,18165.0141,6963.255405,76696.7262,7669.67262,32697.02538,76696.7262,24724.60253,32192.44166,45412.53525,7366.922385,6963.255405,7467.83913,7467.83913,8073.3396,7770.589365,26238.3537
SURG,Ins cath ren art 1st bilat,36252,62628.56333,2/13/2023,18788.569,11273.1414,4321.37087,47597.70813,4759.770813,20291.65452,47597.70813,15343.99802,19978.5117,28182.8535,4571.885123,4321.37087,4634.513687,4634.513687,5010.285067,4822.399377,16283.42647
SURG,Non-routine bl draw 3/> yrs,36410,8696.886364,2/13/2023,2609.065909,1565.439545,600.0851591,6609.633636,660.9633636,2817.791182,6609.633636,2130.737159,2774.30675,3913.598864,634.8727045,600.0851591,643.5695909,643.5695909,695.7509091,669.66025,2261.190455
SURG,Insert tunneled cv cath,36561,39576.74839,2/13/2023,11873.02452,7123.814711,2730.795639,30078.32878,3007.832878,12822.86648,30078.32878,9696.303356,12624.98274,17809.53678,2889.102633,2730.795639,2928.679381,2928.679381,3166.139871,3047.409626,10289.95458
SURG,Insj picc 5 yr+ w/o imaging,36569,15385.425,2/13/2023,4615.6275,2769.3765,1061.594325,11692.923,1169.2923,4984.8777,11692.923,3769.429125,4907.950575,6923.44125,1123.136025,1061.594325,1138.52145,1138.52145,1230.834,1184.677725,4000.2105
SURG,Insj picc rs&i 5 yr+,36573,9733.597524,2/13/2023,2920.079257,1752.047554,671.6182291,7397.534118,739.7534118,3153.685598,7397.534118,2384.731393,3105.01761,4380.118886,710.5526192,671.6182291,720.2862168,720.2862168,778.6878019,749.4870093,2530.735356
SURG,Removal tunneled cv cath,36589,24553.56333,2/13/2023,7366.069,4419.6414,1694.19587,18660.70813,1866.070813,7955.35452,18660.70813,6015.623017,7832.586703,11049.1035,1792.410123,1694.19587,1816.963687,1816.963687,1964.285067,1890.624377,6383.926467
