name,city,state,address,website
GLANKLER EARLY LEARNING CENTER,FREMONT,CA,39207 SUNDALE DR.,"https://glankler.fremont.k12.ca.us/"
KENDALL ELEMENTARY,SAN BERNARDINO,CA,4951 STATE ST.,"https://kendall.sbcusd.com/"
SHACKLETTE ELEMENTARY,LOUISVILLE,KY,5310 MERCURY DRIVE,"https://www.jefferson.kyschools.us/schools/profiles/shacklette"
HAMPTON MS,ALLISON PARK,PA,4589 SCHOOL RD,"https://www.ht-sd.org/page.cfm?p=2686"
WOODCREST ELEMENTARY,RIVERSIDE,CA,16940 KRAMERIA AVE.,"http://woodcrest.riversideunified.org/"
SCOTLANDVILLE MIDDLE PRE-ENGINEERING ACADEMY,BATON ROUGE,LA,9147 ELM GROVE GARDEN,"https://www.gospema.org/"
FAIRVIEW SPECIAL PROGRAMS,SAN ANGELO,TX,2405 FAIRVIEW SCHOOL RD,"https://schools.texastribune.org/districts/paint-rock-isd/fairview-special-programs/"
APOLLO ELEMENTARY SCHOOL,BOSSIER CITY,LA,2400 VIKING DRIVE,"https://www.bossierschools.org/apollo"
COMMUNITY SCHOOL,CUMBERLAND,RI,15 ARNOLD MILLS ROAD,"http://communityschoolri.com/"
HAROLD C. JOHNSON ELEMENTARY,YORK,SC,400 EAST JEFFERSON STREET,"https://www.york.k12.sc.us/Domain/9"
DOWNSVILLE COMMUNITY CHARTER SCHOOL,DOWNSVILLE,LA,4787 HIGHWAY 151,"https://www.downsvilledemons.org/"
WOODSBORO H S,WOODSBORO,TX,508 KASTEN ST,"https://jshs.wisd.net/"
YORK INTERNATIONAL,THORNTON,CO,9200 YORK ST,"https://www.york.com/"
T. S. MACQUIDDY ELEMENTARY,WATSONVILLE,CA,330 MARTINELLI ST.,"https://mac-pajaro-ca.schoolloop.com/"
EARLY CHILDHOOD SPECIAL ED,EDINA,MN,5701 NORMANDALE RD,"http://ecse.mpls.k12.mn.us/"
MARTINEZ EARLY INTERVENTION PRESCHOOL PROGRAM (MEIPP),MARTINEZ,CA,921 SUSANA ST.,"https://meipp-martinez-ca.schoolloop.com/"
R E TOBLER ELEMENTARY SCHOOL,LAS VEGAS,NV,6510 W. BUCKSKIN AVE.,"https://www.toblerelementary.com/"
GTEC,ALMA,MI,327 EAST CENTER ST,"https://www.gogtech.com/"
ESPERANZA ELEMENTARY SCHOOL,TUCSON,AZ,2353 E BANTAM ROAD,"https://www.dvusd.org/esperanza"
BARBARA MORGAN STEM ACADEMY,MERIDIAN,ID,1825 CHATEAU DRIVE,"https://www.westada.org/barbaramorgan"
WEST-MEC - WICKENBURG HIGH SCHOOL,WICKENBURG,AZ,1090 S. VULTURE MINE RD.,"https://www.wickenburgschools.org/Domain/11"
CESAR E. CHAVEZ MIDDLE,SAN BERNARDINO,CA,6650 N. MAGNOLIA AVE.,"https://chavez.sbcusd.com/"
ROWAN COUNTY SENIOR HIGH SCHOOL,MOREHEAD,KY,499 VIKING DRIVE,"https://www.rowan.k12.ky.us/1/Home"
FRONTIER 7-8,WOLF POINT,MT,6996 ROY ST.,"http://www.frontierk8.org/staff-directory/"
COSHOCTON COUNTY CAREER CENTER,COSHOCTON,OH,23640 AIRPORT RD,"https://www.coshoctoncareers.org/"
SCHOOL OF INFORMATION TECHNOLOGY,PATERSON,NJ,150 PARK AVENUE,"https://soit-pps-nj.schoolloop.com/"
GATEWAY TO COLLEGE,BURIEN,WA,614 SW 120TH STREET,"https://sfcc.spokane.edu/Become-a-Student/High-School/Gateway-to-College?sa=X&ved=2ahUKEwiema-prL7yAhWtSjABHZQuB7YQ9QF6BAgKEAI"
HENDERSON MIDDLE SCHOOL,CHAMBLEE,GA,2830 HENDERSON MILL RD,"http://www.hendersonms.dekalb.k12.ga.us/"
PS 198 ISADOR E IDA STRAUS,NEW YORK,NY,1700 3RD AVE,"https://www.ps198m.org/"
LONGFELLOW ELEM SCHOOL,ROCK ISLAND,IL,4198 7TH AVE,"https://longfellow.ccsd21.org/"
LINCOLN ELEMENTARY SCHOOL,LAKEWOOD,OH,15615 CLIFTON BLVD,"https://www.gahannaschools.org/schools/Lincoln_Elementary/lincoln_home.aspx"
SOUTH KNOX ELEMENTARY SCHOOL,VINCENNES,IN,6078 E SR 61,"http://www.sknox.k12.in.us/?q=content/welcome-south-knox-elementary-school"
GLENWOOD ELEMENTARY,VIRGINIA BEACH,VA,2213 ROUND HILL DR,"https://glenwoodes.vbschools.com/"
SOUTHMORELAND EL SCH,SCOTTDALE,PA,100 SCOTTIE WAY,"https://pa01000599.schoolwires.net/Domain/197"
HIGHLINE COMMUNITY ELEMENTARY SCHOOL,AURORA,CO,11000 EAST EXPOSITION,"https://www.cherrycreekschools.org/highline"
UNIVERSITY HEIGHTS MIDDLE,RIVERSIDE,CA,1155 MASSACHUSETTS AVE.,"http://uni.riversideunified.org/"
CANUTILLO JJAEP,EL PASO,TX,7965 ARTCRAFT RD,"http://www.city-data.com/school/canutillo-jjaep-school-tx.html"
PS 753 SCHOOL FOR CAREER DEVELOPMENT,BROOKLYN,NY,510 CLERMONT AVE,"https://www.schools.nyc.gov/schools/K753"
CLIFFORD D. MURRAY ELEMENTARY,AZUSA,CA,505 E. RENWICK RD.,"https://www.azusa.org/murray"
EDINBURGH COMMUNITY HIGH SCHOOL,EDINBURGH,IN,300 S KEELEY ST,"https://www.ecsc.k12.in.us/"
EDCSD,CASTLE ROCK,CO,801 SOUTH PERRY STREET STE 130,"https://www.edcsd.org/"
ELLSWORTH ELEMENTARY-MIDDLE SCHOOL,ELLSWORTH,ME,20 FORREST AVENUE,"https://www.ellsworthschools.org/o/ellsworth-elementary-middle-school"
277-GRANDVIEW MIDDLE - ALC,MOUND,MN,1881 COMMERCE BLVD,"https://www.elementaryschool.me/schooldetails/47160/277-grandview-middle---alc"
COVENTRY HIGH SCHOOL,COVENTRY,RI,40 RESERVOIR ROAD,"https://www.coventryschools.net/"
TWENTYNINE PALMS JUNIOR HIGH,TWENTYNINE PALMS,CA,5798 UTAH TRAIL,"https://www.morongousd.com/twentyninepalmsjuniorhighschool_home.aspx"
WELLS (IDA B.) HIGH,SAN FRANCISCO,CA,1099 HAYES ST.,"https://www.sfusd.edu/school/ida-b-wells-high-school"
BRIDGE CITY MIDDLE,BRIDGE CITY,TX,300 BOWER DR,"https://bcms.bridgecityisd.net/"
JACKSON CAREER TECHNOLOGY MAGNET ELEMENTARY,JACKSON,TN,668 LEXINGTON AVE,"https://www.jmcss.org/domain/834"
CONNECTICUT IB ACADEMY,EAST HARTFORD,CT,857 FORBES ST.,"https://ciba.easthartford.org/"
HOLSTON MIDDLE SCHOOL,KNOXVILLE,TN,600 CHILHOWEE DR,"https://www.knoxschools.org/Domain/64"
READING INTERMEDIATE HS,READING,PA,215 NORTH 12TH ST,"https://www.readingsd.org/central"
BLUE RIDGE ELEMENTARY,SENECA,SC,995 SOUTH OAK STREET,"https://bre.sdoc.org/"
KELSO VIRTUAL ACADEMY,KELSO,WA,1904 ALLEN ST,"https://www.kelso.wednet.edu/o/kva"
GERALD P. CARR INTERMEDIATE,SANTA ANA,CA,2120 W. EDINGER ST.,"https://www.sausd.us/carr"
VISTA CHARTER SCHOOL,MONTROSE,CO,932 NORTH PARK AVENUE BUILDING A,"https://www.vistacharter.org/"
PARCELAS AGUAS CLARAS,CEIBA,PR,CARR 3 KM 1 HM 2 PARCELAS AGUAS CLARAS,"https://puertorico.hometownlocator.com/schools/profiles,n,parcelas%20aguas%20claras,z,00735,t,pb,i,1127889.cfm"
THUNDER RIDGE MIDDLE SCHOOL,AURORA,CO,5250 SOUTH PICADILLY STREET,"https://www.cherrycreekschools.org/thunderridge"
DANVILLE HIGH SCHOOL,DANVILLE,IL,202 E FAIRCHILD ST,"http://dhs.danville118.org/"
KINGSLEY-PIERSON HIGH SCHOOL,KINGSLEY,IA,322 QUEST AVENUE,"http://www.k-pcsd.org/"
VAIL RANCH MIDDLE,TEMECULA,CA,33340 CAMINO PIEDRA ROJO,"https://www.tvusd.k12.ca.us/vrms"
JULIE KORENSTEIN ELEMENTARY,NORTH HOLLYWOOD,CA,7650 BEN AVE.,"https://korensteines-lausd-ca.schoolloop.com/"
HERITAGE HIGH SCHOOL GOVERNOR'S STEM ACADEMY,NEWPORT NEWS,VA,5800 MARSHALL AVE,"http://heritage.nn.k12.va.us/gsa.html"
SUGAR GROVE ELEMENTARY,SUGAR GROVE VA,VA,242 TEAS RD,"https://sges.scsb.org/"
WAYNE ELEM SCHOOL,WAYNE,IL,5N443 SCHOOL ST,"https://www.u-46.org/wayne"
PS/IS 210 21ST CENTURY ACADEMY,NEW YORK,NY,501-503 W 152ND ST,"https://www.schools.nyc.gov/schools/M210"
RAUL P ELIZONDO ELEMENTARY SCHOOL,NORTH LAS VEGAS,NV,4865 GOLDFIELD ST.,"https://www.elizondobulldogs.org/"
LEETONIA HIGH SCHOOL,LEETONIA,OH,450 WALNUT ST,"https://www.leetonia.k12.oh.us/"
MANUEL BOU GALI,COROZAL,PR,CARR 891 KM 13 HM 2,"https://www.findagrave.com/memorial/160373120/manuel-bou_gal_"
CLEARVIEW HIGH SCHOOL,LORAIN,OH,4700 BROADWAY,"https://www.clearview.k12.oh.us/clearviewhighschool_home.aspx"
THIRTEENTH & GREEN EL SCH,READING,PA,501 N 13TH ST,"https://www.readingsd.org/13thgreen"
BROUILLET ELEMENTARY,PUYALLUP,WA,17207 94TH AVE E,"https://bro.puyallup.k12.wa.us/"
ASHLAND MIDDLE SCHOOL,ASHLAND,MS,123 SCHOOL STREET,"https://www.ashlandcityschools.org/ms"
MARGARETTA HIGH SCHOOL,CASTALIA,OH,209 LOWELL ST,"https://www.margaretta.k12.oh.us/"
SENECA RIDGE MIDDLE,STERLING,VA,98 SENECA RIDGE DR,"https://www.lcps.org/srms"
PS 145 ANDREW JACKSON,BROOKLYN,NY,100 NOLL ST,"http://www.ps145k.org/"
SALMON RIVER JR/SR HIGH SCHOOL,RIGGINS,ID,ACE'S PLACE,"https://jsd243.org/"
JOHN R HUMMEL ELEMENTARY SCHOOL,LAS VEGAS,NV,9800 PLACID ST.,"https://schools.ccsd.net/hummel"
FIELDCREST PRIMARY SCHOOL,MINONK,IL,523 JOHNSON ST,"https://www.unit6.org/"
PIONEER PATH,CHANNAHON,IL,24920 S SAGE ST,"http://www.csd17.org/index.php/schools/pioneer-path"
ACADEMY I,JERSEY CITY,NJ,209 BERGEN AVENUE,"https://njacademylearning.com/"
BENNETT ELEMENTARY SCHOOL,FORT COLLINS,CO,1125 BENNETT ROAD,"https://elem.bsd29j.com/"
FARADAY ELEM SCHOOL,CHICAGO,IL,3250 W MONROE ST,"https://faradayelementary.org/"
ADLAI STEVENSON ELEM SCHOOL,ELK GROVE VILLAGE,IL,1414 ARMSTRONG LN,"https://www.district87.org/stevenson"
CHURCH POINT HIGH SCHOOL,CHURCH POINT,LA,305 EAST LOUGARRE STREET,"https://www.acadia.k12.la.us/cphs/"
OLD ORCHARD BEACH HIGH SCHOOL,OLD ORCHARD BEACH,ME,40 E EMERSON CUMMINGS BLVD,"https://oobhs.rsu23.org/"
RIVERSIDE HIGH SCHOOL,DE GRAFF,OH,2096 COUNTY ROAD 24 S,"https://www.painesville-township.k12.oh.us/"
TEKOPPEL ELEMENTARY SCHOOL,EVANSVILLE,IN,111 N TEKOPPEL AVE,"https://tekoppel.evscschools.com/"
SOUTH PARK ELEM.,MOBERLY,MO,701 S FOURTH,"http://www.moberly.k12.mo.us/spfaculty.html"
PEYTON JUNIOR HIGH SCHOOL,PEYTON,CO,13885 BRADSHAW ROAD,"https://peyton.k12.co.us/"
KINROSS CORRECTIONAL FACILITY,KINCHELOE,MI,16770 SOUTH WATER TOWER DR,"https://www.michigan.gov/corrections/0,4551,7-119-68854_1381_1388-5164--,00.html"
FAMILY COURT ELEMENTARY SCHOOL,BIRMINGHAM,AL,120 2ND COURT N,"https://www.rvaschools.net/Domain/18"
KEALAKEHE INTERMEDIATE SCHOOL,KAILUA-KONA,HI,74-5062 ONIPAA ST,"https://www.kishawks.org/"
SUNNY HILL ELEM SCHOOL,CARPENTERSVILLE,IL,2500 HELM RD,"https://www.barrington220.org/sunnyhill"
ALTA ELEMENTARY SCHOOL,ALTA,IA,1009 MAIN ST,"https://www.alta-aurelia.org/domain/24"
EASTERN KY EDUCATION CENTER,WEST LIBERTY,KY,200 ROAD TO JUSTICE,"https://osha.eku.edu/"
STEVENSVILLE HIGH SCHOOL,STEVENSVILLE,MT,300 PARK STREET,"https://www.stevensvilleschools.org/high-school/"
HOWE ELEMENTARY,MINNEAPOLIS,MN,3733 43RD AVE S,"http://hiawatha.mpls.k12.mn.us/howe_campus"
SNAIL LAKE KINDERGARTEN CENTER,SHOREVIEW,MN,350 HIGHWAY 96 WEST,"https://www.moundsviewschools.org/snaillake"
OPTIONS,ROSEVILLE,MN,2675 LONG LAKE ROAD,"https://www.optionsminnesota.com/"
ALTERNATIVE EDUCATIONAL ACADEMY OF OGEMAW COUNTY,WEST BRANCH,MI,2389 S M 76,"https://www.ogemawaea.net/"
NOB HILL ELEM SCHOOL,COUNTRY CLUB HILL,IL,3701 168TH ST,"https://www.phsd144.net/nobhill"
MADISON JR HIGH SCHOOL,NAPERVILLE,IL,1000 RIVER OAK DR,"https://www.naperville203.org/Domain/25"
BYRON HIGH SCHOOL 9-12,BYRON,IL,696 N COLFAX ST,"https://www.byron226.org/"
MERCED HIGH,MERCED,CA,205 W. OLIVE AVE.,"https://mhs.muhsd.org/merced-high-school"
DR FRANCISCO VAZQUEZ,BARCELONETA,PR,CARR 140 KM 3 HM 3 BO MAGUEYES,"https://www.doximity.com/pub/francisco-vazquez-md"
SARAH DYER BARNES SCHOOL,JOHNSTON,RI,24 BARNES AVENUE,"https://prek-5.johnstonschools.org/select_school_here/sarah_dyer_barnes_elementary_school"
LOUIS WIENER JR ELEMENTARY SCHOOL,LAS VEGAS,NV,450 E. ELDORADO LN.,"https://lwjes.vegas/"
WEST EL,GRAND PRAIRIE,TX,2911 KINGSWOOD BLVD,"https://www.extendedstayamerica.com/hotels/tx/el-paso/west"
GRAVES COUNTY HIGH SCHOOL,MAYFIELD,KY,1220 EAGLES WAY,"https://www.graves.kyschools.us/"
MONCLOVA ELEMENTARY SCHOOL,MONCLOVA,OH,8035 MONCLOVA RD,"https://www.anthonywayneschools.org/monclova"
LABRAE MIDDLE SCHOOL,LEAVITTSBURG,OH,1001 N LEAVITT RD,"https://labrae.school/"
JAMES BURD EL SCH,SHIPPENSBURG,PA,600 BRAD STREET,"https://www.shipk12.org/schools/james-burd-elementary/"
ACADEMY ONLINE,COLORADO SPRINGS,CO,1110 CHAPEL HILLS DRIVE,"https://www.academy.com/"
LIGHTHOUSE LEARNING CENTER - JJAEP,CLUTE,TX,1035 DIXIE DR,"https://txschools.gov/schools/020905005/overview"
LINCOLN-WEST HIGH SCHOOL,CLEVELAND,OH,3202 W 30TH ST,"https://www.clevelandmetroschools.org/lwsciencehealth"
AMBROSE ELEMENTARY SCHOOL,AMBROSE,GA,3753 VICKERS XING,"http://ambroseelem.ga.cce.schoolinsites.com/"
WELCHESTER ELEMENTARY SCHOOL,GOLDEN,CO,13000 WEST 10TH AVENUE,"https://welchester.jeffcopublicschools.org/"
CLINTON INTERMEDIATE SCHOOL,CLINTON,MO,709 S 8TH STREET,"https://cis.clintoncardinals.org/"
STRAWBRIDGE ELEMENTARY SCHOOL,WESTMONT,NJ,307 STRAWBRIDGE AVENUE,"https://www.haddontwpschools.com/strawbridge"
ODIN ATTENDANCE CENTER K-8,ODIN,IL,102 S MERRITT ST,"https://www.illinoisreportcard.com/School.aspx?schoolid=130587220262001"
SUTTER ELEMENTARY,ANTIOCH,CA,3410 LONGVIEW RD.,"https://se-scusd-ca.schoolloop.com/"
FISD JJAEP,FLORESVILLE,TX,335 ALTERNATIVE LN,"https://alt.fisd.us/"
IJLA CHARTER HIGH SCHOOL,CHICAGO,IL,2520 S WESTERN AVE,"https://www.institutochicago.org/apps/pages/index.jsp?uREC_ID=374330&type=d&pREC_ID=842775"
BELMONT ELEMENTARY,WOODBRIDGE,VA,751 NORWOOD LN,"https://belmontes.pwcs.edu/"
LAKE ELEMENTARY,ORLAND,CA,4672 CO RD. N.,"https://www.lakeschool.org/"
BRYANT RANCH ELEMENTARY,YORBA LINDA,CA,24695 PASEO DE TORONTO,"https://www.bryantranchschool.com/"
PARKSIDE ELEMENTARY,SAN BERNARDINO,CA,3775 N. WATERMAN AVE.,"https://www.pittsburg.k12.ca.us/parkside"
SUTRO ELEMENTARY,SAN FRANCISCO,CA,235 12TH AVE.,"https://www.sfusd.edu/school/sutro-elementary-school"
RYAN ELEMENTARY SCHOOL,WESTMINSTER,CO,5851 WEST 115TH AVENUE,"https://ryan.jeffcopublicschools.org/"
JULIA P. BRYANT ELEMENTARY SCHOOL,STATESBORO,GA,421 W MAIN ST,"https://jpbes-bcss-ga.schoolloop.com/"
BYRON ELEMENTARY SCHOOL,BYRON,GA,202 NEW DUNBAR RD,"https://www.peachschools.org/4/Home"
TREUTLEN MIDDLE/HIGH SCHOOL,SOPERTON,GA,7892 GA HIGHWAY 29,"https://www.treutlen.k12.ga.us/1/Home"
BUNGER MIDDLE SCHOOL,EVANSDALE,IA,157 S ROOSEVELT RD,"https://www.waterlooschools.org/schoolsites/bunger/files/2020/08/20-21-BUNGER-MIDDLE-SCHOOL-Staff-List-1.pdf"
MURRAY ELEMENTARY SCHOOL,MURRAY,IA,216 SHERMAN,"https://nationalblueribbonschools.ed.gov/awardwinners/winning/20ia107pu_murray_elementary_school.html"
BURNHAM ELEM INCLUSIVE ACADEMY,CHICAGO,IL,9928 S CRANDON AVE,"https://www.burnham.cps.edu/"
JOHN MIDDLETON ELEM SCHOOL,SKOKIE,IL,8300 SAINT LOUIS AVE,"https://www.sd735.org/middleton"
HAMILTON HEIGHTS HIGH SCHOOL,ARCADIA,IN,25802 SR 19,"https://www.hhschuskies.org/"
RUSTON HIGH SCHOOL,RUSTON,LA,900 BEARCAT DRIVE,"https://rustonhigh.lincolnschools.org/"
ARNAUDVILLE ELEMENTARY SCHOOL,ARNAUDVILLE,LA,120 WEST RAILROAD AVE.,"https://arnaudvilleelem.slpsb.org/"
M.E. NORMAN ELEMENTARY SCHOOL,MORGAN CITY,LA,900 SPRUCE ST,"https://www.stmaryk12.net/norman"
MAGNOLIA TRACE ELEMENTARY SCHOOL,MANDEVILLE,LA,1405 HIGHWAY 1088,"http://magnoliatraceelementary.stpsb.org/"
DRURY HIGH,NORTH ADAMS,MA,1130 SOUTH CHURCH STREET,"https://dhs.napsk12.org/"
HUBBARD HIGH SCHOOL,HUBBARD,OH,350 HALL AVE,"https://www.hubbard.k12.oh.us/"
ROSSFORD JUNIOR HIGH SCHOOL,ROSSFORD,OH,651 SUPERIOR ST,"https://www.rossfordschools.org/JuniorSeniorHigh.aspx"
FOSTER EL SCH,PITTSBURGH,PA,700 VERMONT AVE,"https://foster.mtlsd.org/"
WASHINGTON TWP MIDDLE/HIGH SCHOOL,VALPARAISO,IN,381 E SR 2,"https://wmhs.eastporter.k12.in.us/"
WASCO INDEPENDENCE HIGH,WASCO,CA,1445 POSO DR.,"https://ihs.wascouhsd.org/"
CULDESAC SCHOOL,CULDESAC,ID,600 CULDESAC AVENUE,"https://www.culsch.org/"
CARROLLTON HIGH SCHOOL,CARROLLTON,OH,252 3RD ST NE,"https://www.carrollton.k12.oh.us/"
PETERSBURG ELEMENTARY SCHOOL,PETERSBURG,IN,1415 E ALFORD ST,"https://petersburg.pcsc.k12.in.us/"
KNOCH HS,SAXONBURG,PA,345 KNOCH RD,"https://highschool.southbutler.org/"
ROBERT D. CAMPBELL JR. HIGH,WINCHESTER,KY,620 BOONE AVE.,"https://www2.clarkschools.net/Home/documents/2020-21/Return-to-school_Plans/Campbell_Return-to-school_Plan.pdf"
BELLEWOOD,LOUISVILLE,KY,11103 PARK ROAD,"http://the.bellewoodky.org/"
MADISON KINDERGARTEN ACADEMY,RICHMOND,KY,300 BOND ST.,"https://www.madison.kyschools.us/7/home"
LETA HORN SMITH,PRINCETON,TX,2101 FOREST MEADOW DR,"https://www.princetonisd.net/Page/6653"
GONZALES PRI ACADEMY,GONZALES,TX,424 ST MATTHEW,"https://www.gonzalesisd.net/Domain/13"
DR LINDA HENRIE EL,DALLAS,TX,253 W LAWSON RD,"https://henrieelementary.mesquiteisd.org/"
WEST GROVES EARLY LEARNING CENTER,GROVES,TX,5840 W JEFFERSON,"https://www.pngisd.org/domain/2022"
ST PHILIP'S COLLEGE EARLY COLLEGE H S WITH SAISD,SAN ANTONIO,TX,1801 MARTIN LUTHER KING DR RM 119,"https://schools.saisd.net/page/025.homepage"
OCEAN DRIVE ELEMENTARY,NORTH MYRTLE BEACH,SC,901 11TH AVENUE NORTH,"https://www.horrycountyschools.net/Ocean_Drive_Elementary"
DEERFIELD ELEMENTARY,LEXINGTON,SC,638 LONGS POND ROAD,"https://schools.lexington1.net/DES"
DOBY'S BRIDGE ELEMENTARY,FORT MILL,SC,1000 DRAGON WAY,"http://dbes.fortmillschools.org/"
QUEST LEADERSHIP ACADEMY,GREENVILLE,SC,29 RIDGEWAY DRIVE,"http://www.sccharter.org/choose-a-school/quest-leadership-academy/"
ATWOOD-HAMMOND GRADE SCHOOL,ATWOOD,IL,316 N ILLINOIS ST,"https://www.cusd305.org/o/ahgs"
CAMELOT SAFE ACAD - GARFIELD PARK,CHICAGO,IL,230 N KOLMAR AVE,"https://www.k12jobspot.com/School/43210"
FIELD SCHOOL,HARVEY,IL,14700 WALLACE ST,"https://thefieldschool.org/"
LINCOLN SCHOOL,MUNDELEIN,IL,200 W MAPLE AVE,"https://lincoln.elmhurst205.org/"
NORTHEASTERN MIDDLE SCHOOL,FOUNTAIN CITY,IN,7295 US 27 NORTH,"https://www.nws.k12.in.us/nms-home"
LAPEL MIDDLE SCHOOL,LAPEL,IN,2883 S SR 13,"https://flcs.k12.in.us/schools/lapel_middle_school"
BRENTWOOD RESIDENTIAL CENTER,DIX HILLS,NY,1230 COMMACK RD,"https://ocfs.ny.gov/programs/rehab/facilities/"
SYRACUSE LATIN SCHOOL,SYRACUSE,NY,345 JAMESVILLE AVE,"http://www.syracusecityschools.com/syrlatin"
QUIL CEDA TULALIP ELEMENTARY,TULALIP,WA,2415 74TH ST. N.E.,"https://www.msd25.org/o/quil-ceda-tulalip-elementary-school"
PLEASANT PLAINS HIGH SCHOOL,PLEASANT PLAINS,IL,500 N CARTWRIGHT ST,"https://www.ppcusd8.org/"
SANDOVAL JR HIGH SCHOOL,SANDOVAL,IL,859 W MISSOURI AVE,"https://www.sandoval501.org/"
ADA ELEMENTARY SCHOOL,ADA,OH,435 GRAND AVE,"https://www.ada.k12.oh.us/"
CRAWFORDSVILLE MIDDLE SCHOOL,CRAWFORDSVILLE,IN,705 WALLACE AVE,"https://www.cville.k12.in.us/Domain/9"
GLENWOOD ELEMENTARY SCHOOL,KEARNEY,NE,8105 9TH AVE,"https://www.csdecatur.net/Glennwood"
CYNTHIA JENKINS SCHOOL,JAMAICA,NY,179-37 137TH AVE,"https://www.schools.nyc.gov/schools/Q037"
OGALLALA HIGH SCHOOL,OGALLALA,NE,602 EAST G,"https://www.opsd.org/"
ST IGNATIUS ELEMENTARY SCHOOL,ST IGNATIUS,MT,300 BLAINE,"https://web.stignatiusschools.org/"
QUEENS METROPOLITAN HIGH SCHOOL,REGO PARK,NY,91-30 METROPOLITAN AVE,"https://www.queensmetro.com/"
BRIDGES,ANTIOCH,CA,501 W. 17TH ST.,"http://www.bridges.ca/"
JACKSON MIDDLE,CHAMPLIN,MN,6000 109TH AVE N,"https://www.ahschools.us/jms"
KING DAVID KALAKAUA MIDDLE SCHOOL,HONOLULU,HI,821 KALIHI ST,"https://www.kalakauamiddle.org/"
BRYANT ELEM SCHOOL,HARVEY,IL,14700 MAIN ST,"https://www.harvey152.org/o/bryant"
GORDON W MITCHELL,EAST BRIDGEWATER,MA,435 CENTRAL STREET,"https://ebms.ebps.net/"
INTERNATIONAL LEADERSHIP OF TEXAS (ILT),GARLAND,TX,3301 N SHILOH RD,"https://www.iltexas.org/"
SAN MIGUEL ELEMENTARY,SUNNYVALE,CA,777 SAN MIGUEL AVE.,"https://www.sesd.org/sanmiguel"
MARTIN MURPHY MIDDLE,SAN JOSE,CA,141 AVENIDA ESPANA,"https://martinmurphy.mhusd.org/"
SAINT MARYS MIDDLE SCHOOL,SAINT MARYS,GA,205 MARTHA DR,"http://smms.camden.k12.ga.us/"
KLUCKHOHN ELEMENTARY SCHOOL,LE MARS,IA,1338 CENTRAL AVE SE,"http://www.lemars.k12.ia.us/?page_id=631"
HAGER ELEMENTARY SCHOOL,ASHLAND,KY,1600 BLACKBURN AVE,"https://www.ashland.k12.ky.us/5/Home"
BOWLING GREEN HIGH SCHOOL,BOWLING GREEN,KY,1801 ROCKINGHAM LANE,"https://www.b-g.k12.ky.us/school_home.aspx?schoolid=1"
DEFIANCE GR SCH,DEFIANCE,PA,124 HITCHENS RD,"https://www.areavibes.com/defiance-pa/schools/defiance+gr+school-422397000748/"
MONROE COUNTY VOCATIONAL CENTER,LINDSIDE,WV,JAMES MONROE DRIVE,"https://monroe-k12.wvnet.edu/mctc/"
POQUOSON HIGH,POQUOSON,VA,51 ODD RD,"https://www.poquoson.k12.va.us/phs"
TROUP COUNTY HIGH SCHOOL,LAGRANGE,GA,1920 HAMILTON RD,"https://www.troup.k12.ga.us/3/Home"
PS 65 MOTHER HALE ACADEMY,BRONX,NY,677 E 141ST ST,"https://www.schools.nyc.gov/schools/X065"
HALIFAX COUNTY MIDDLE,SOUTH BOSTON,VA,1011 MIDDLE SCHOOL CIR,"https://www.halifax.k12.va.us/schools/middleschool"
NORTH MIAMI MIDDLE/HIGH SCHOOL,DENVER,IN,570 E 900 N,"https://www.nmcs.k12.in.us/"
MALCOLM X SHABAZZ HIGH SCHOOL,NEWARK,NJ,80 JOHNSON AVE,"https://www.nps.k12.nj.us/mxs/"
THE CLASSICAL ACADEMY HIGH SCHOOL,COLORADO SPRINGS,CO,975 STOUT ROAD,"http://tcatitans.org/"
CREEKSIDE HIGH,SONOMA,CA,950 BRD.WAY,"https://cec.iusd.org/"
GEORGIA CENTER,REYNOLDS,GA,14 LOUISIANA CT,"https://www.georgiacenter.uga.edu/"
SOUTH PASADENA MIDDLE,SOUTH PASADENA,CA,1500 FAIR OAKS,"https://spms.spusd.net/"
WHITE ROCK ELEMENTARY SCHOOL,OAK RIDGE,NJ,2 FRANCINE PLACE,"https://www.jefftwp.org/WhiteRock"
DR. C OWEN ROUNDY ELEMENTARY SCHOOL,LAS VEGAS,NV,2755 MOHAWK ST.,"https://roundyracers.com/"
LAKE QUINAULT HIGH SCHOOL,AMANDA PARK,WA,6130 US HWY 101,"https://lakequinaultschools.org/"
HORACE CURETON ELEMENTARY,SAN JOSE,CA,3720 E. HILLS DR.,"https://cureton.arusd.org/"
HOLMES ELEMENTARY SCHOOL,LINCOLN,NE,5230 SUMNER ST,"https://holmes.lps.org/"
KOPACHUCK MIDDLE SCHOOL,GIG HARBOR,WA,10414 56TH ST NW,"https://kms.psd401.net/"
CENTRO DE ADIESTRAMIENTO Y BELLAS ARTES,AGUADILLA,PR,EDIF 608 BASE RAMEY,"https://dataexplorer.agile-ed.com/__FriendlyUrls_SwitchView?ReturnUrl=%2FLookup%2FPR%2F702367-Centro-De-Adiestramiento-Y-Bellas-Artes"
ROSALIND FRANKLIN STEM ELEMENTARY,PASCO,WA,6010 ROAD 52,"https://www.psd1.org/franklin"
FORKS INTERMEDIATE SCHOOL,FORKS,WA,121 S SPARTAN AVE,"https://www.qvschools.org/Domain/121"
