Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,AETNA_HMO-PPO,AETNA_WHOLE_HEALTH_ACO,BCBS_NEBRASKA_BLUE_PRINT,BCBS_NEBRASKA_NETWORK_BLUE,ELAP_LLC,MIDLANDS_CHOICE,NE_TOTAL_CARE_CENTENE,PHCS_MULTIPLAN,UHC,UHC_ACO,VNA_CYPRESS
9210090,ABD VASC FU/LIMITED,Inpatient,0921,93979,"Duplex scan of aorta, inferior vena cava, iliac vasculature, or bypass grafts; unilateral or limited study",,0,729.00,656.10,656.10,699.84,N/A,N/A,692.55,699.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9210090,ABD VASC FU/LIMITED,Outpatient,0921,93979,"Duplex scan of aorta, inferior vena cava, iliac vasculature, or bypass grafts; unilateral or limited study",,0,729.00,656.10,656.10,699.84,N/A,N/A,692.55,699.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9210100,CAROTID STDY FU/LTD,Inpatient,0921,93882,Duplex scan of extracranial arteries; unilateral or limited study,,0,886.00,797.40,797.40,850.56,N/A,N/A,841.70,850.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9210100,CAROTID STDY FU/LTD,Outpatient,0921,93882,Duplex scan of extracranial arteries; unilateral or limited study,,0,886.00,797.40,797.40,850.56,N/A,N/A,841.70,850.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9210155,RENAL ART STDY LIMIT,Inpatient,0921,93976,"Duplex scan of arterial inflow and venous outflow of abdominal, pelvic, scrotal contents and/or retroperitoneal organs; limited study",,0,702.00,631.80,631.80,673.92,N/A,N/A,666.90,673.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9210155,RENAL ART STDY LIMIT,Outpatient,0921,93976,"Duplex scan of arterial inflow and venous outflow of abdominal, pelvic, scrotal contents and/or retroperitoneal organs; limited study",,0,702.00,631.80,631.80,673.92,N/A,N/A,666.90,673.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9210170,RENAL ART STDY COMPL,Inpatient,0921,93975,"Duplex scan of arterial inflow and venous outflow of abdominal, pelvic, scrotal contents and/or retroperitoneal organs; complete study",,0,983.00,884.70,884.70,943.68,N/A,N/A,933.85,943.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9210170,RENAL ART STDY COMPL,Outpatient,0921,93975,"Duplex scan of arterial inflow and venous outflow of abdominal, pelvic, scrotal contents and/or retroperitoneal organs; complete study",,0,983.00,884.70,884.70,943.68,N/A,N/A,933.85,943.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9210180,FISTULA HEMODIALYSIS,Inpatient,0921,93990,"Duplex scan of hemodialysis access (including arterial inflow, body of access and venous outflow)",,0,515.00,463.50,463.50,494.40,N/A,N/A,489.25,494.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9210180,FISTULA HEMODIALYSIS,Outpatient,0921,93990,"Duplex scan of hemodialysis access (including arterial inflow, body of access and venous outflow)",,0,515.00,463.50,463.50,494.40,N/A,N/A,489.25,494.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9210185,"Dup Aorta/lliac, Complete",Inpatient,0921,93978,"Duplex scan of aorta, inferior vena cava, iliac vasculature, or bypass grafts; complete study",,0,921.00,828.90,828.90,884.16,N/A,N/A,874.95,884.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9210185,"Dup Aorta/lliac, Complete",Outpatient,0921,93978,"Duplex scan of aorta, inferior vena cava, iliac vasculature, or bypass grafts; complete study",,0,921.00,828.90,828.90,884.16,N/A,N/A,874.95,884.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9210190,ABI W/Exercise,Inpatient,0921,93924,"Noninvasive physiologic studies of lower extremity arteries, at rest and following treadmill stress testing, (ie, bidirectional Doppler waveform or volume plethysmography recording and analysis at rest with ankle/brachial indices immediately after and at timed intervals following performance of a standardized protocol on a motorized treadmill plus recording of time of onset of claudication or other symptoms, maximal walking time, and time to recovery) complete bilateral study",,0,1159.00,1043.10,1043.10,1112.64,N/A,N/A,1101.05,1112.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9210190,ABI W/Exercise,Outpatient,0921,93924,"Noninvasive physiologic studies of lower extremity arteries, at rest and following treadmill stress testing, (ie, bidirectional Doppler waveform or volume plethysmography recording and analysis at rest with ankle/brachial indices immediately after and at timed intervals following performance of a standardized protocol on a motorized treadmill plus recording of time of onset of claudication or other symptoms, maximal walking time, and time to recovery) complete bilateral study",,0,1159.00,1043.10,1043.10,1112.64,N/A,N/A,1101.05,1112.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9420005,DIABETIC TEACH P/30 MIN (CR),Inpatient,0942,G0108,Diab manage trn  per indiv,,0,52.00,46.80,46.80,49.92,N/A,N/A,49.40,49.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9420005,DIABETIC TEACH P/30 MIN (CR),Outpatient,0942,G0108,Diab manage trn  per indiv,,0,52.00,46.80,46.80,49.92,N/A,N/A,49.40,49.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9420015,MNT INITIAL ASSESSMENT 15 MIN,Inpatient,0942,97802,"Medical nutrition therapy; initial assessment and intervention, individual, face-to-face with the patient, each 15 minutes",,0,43.00,38.70,38.70,41.28,N/A,N/A,40.85,41.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9420015,MNT INITIAL ASSESSMENT 15 MIN,Outpatient,0942,97802,"Medical nutrition therapy; initial assessment and intervention, individual, face-to-face with the patient, each 15 minutes",,0,43.00,38.70,38.70,41.28,N/A,N/A,40.85,41.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9420020,MNT REASSESSMENT 15 MIN,Inpatient,0942,97803,"Medical nutrition therapy; re-assessment and intervention, individual, face-to-face with the patient, each 15 minutes",,0,43.00,38.70,38.70,41.28,N/A,N/A,40.85,41.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9420020,MNT REASSESSMENT 15 MIN,Outpatient,0942,97803,"Medical nutrition therapy; re-assessment and intervention, individual, face-to-face with the patient, each 15 minutes",,0,43.00,38.70,38.70,41.28,N/A,N/A,40.85,41.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9420025,DIABETES GROUP TRAIN EA 30 M,Inpatient,0942,G0109,Diab manage trn ind/group,,0,52.00,46.80,46.80,49.92,N/A,N/A,49.40,49.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9420025,DIABETES GROUP TRAIN EA 30 M,Outpatient,0942,G0109,Diab manage trn ind/group,,0,52.00,46.80,46.80,49.92,N/A,N/A,49.40,49.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9420030,MNT GROUP 2 OR MORE 30 MIN,Inpatient,0942,97804,"Medical nutrition therapy; group (2 or more individual(s)), each 30 minutes",,0,34.00,30.60,30.60,32.64,N/A,N/A,32.30,32.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9420030,MNT GROUP 2 OR MORE 30 MIN,Outpatient,0942,97804,"Medical nutrition therapy; group (2 or more individual(s)), each 30 minutes",,0,34.00,30.60,30.60,32.64,N/A,N/A,32.30,32.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9420035,DIABETIC ED P/30MIN (DIETARY),Inpatient,0942,G0108,Diab manage trn  per indiv,,0,52.00,46.80,46.80,49.92,N/A,N/A,49.40,49.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9420035,DIABETIC ED P/30MIN (DIETARY),Outpatient,0942,G0108,Diab manage trn  per indiv,,0,52.00,46.80,46.80,49.92,N/A,N/A,49.40,49.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9430005,CARDIAC REHAB W/ECG,Inpatient,0943,93798,Physician or other qualified health care professional services for outpatient cardiac rehabilitation; with continuous ECG monitoring (per session),,0,300.00,270.00,270.00,288.00,N/A,N/A,285.00,288.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9430005,CARDIAC REHAB W/ECG,Outpatient,0943,93798,Physician or other qualified health care professional services for outpatient cardiac rehabilitation; with continuous ECG monitoring (per session),,0,300.00,270.00,270.00,288.00,N/A,N/A,285.00,288.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9430020,CARDIAC REHAB W/O ECG,Inpatient,0943,93797,Physician or other qualified health care professional services for outpatient cardiac rehabilitation; without continuous ECG monitoring (per session),,0,201.00,180.90,180.90,192.96,N/A,N/A,190.95,192.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9430020,CARDIAC REHAB W/O ECG,Outpatient,0943,93797,Physician or other qualified health care professional services for outpatient cardiac rehabilitation; without continuous ECG monitoring (per session),,0,201.00,180.90,180.90,192.96,N/A,N/A,190.95,192.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9480005,THERAPEUTIC PROCD STRG ENDUR,Inpatient,0948,G0237,Therapeutic procd strg endur,,0,100.00,90.00,90.00,96.00,N/A,N/A,95.00,96.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9480005,THERAPEUTIC PROCD STRG ENDUR,Outpatient,0948,G0237,Therapeutic procd strg endur,,0,100.00,90.00,90.00,96.00,N/A,N/A,95.00,96.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9600001,OUTPT VISIT EST MINIMAL,ProFee,0960,99211,"Office or other outpatient visit for the evaluation and management of an established patient, that may not require the presence of a physician or other qualified health care professional. Usually, the presenting problem(s) are minimal. Typically, 5 minutes are spent performing or supervising these services.",,0,64.00,57.60,15.32,57.60,17.29,15.32,16.25,16.25,16.59,15.57,N/A,24.42,N/A,N/A,17.02
9600002,OUTPT VISIT EST LIMITED,ProFee,0960,99212,"Office or other outpatient visit for the evaluation and management of an established patient, which requires at least 2 of these 3 key components: A problem focused history; A problem focused examination; Straightforward medical decision making. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are self limited or minor. Typically, 10 minutes are spent face-to-face with the patient and/or family.",,0,103.00,92.70,45.61,102.88,83.17,73.67,45.61,45.61,102.88,96.48,N/A,68.54,N/A,N/A,67.82
9600003,OUTPT VISIT EST MODERATE,ProFee,0960,99213,"Office or other outpatient visit for the evaluation and management of an established patient, which requires at least 2 of these 3 key components: An expanded problem focused history; An expanded problem focused examination; Medical decision making of low complexity. Counseling and coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of low to moderate severity. Typically, 15 minutes are spent face-to-face with the patient and/or family.",,0,119.00,107.10,87.19,171.56,98.84,87.19,92.52,92.52,94.46,88.65,N/A,139.02,N/A,N/A,171.56
9600004,OUTPT VISIT EST EXTENDED,ProFee,0960,99214,"Office or other outpatient visit for the evaluation and management of an established patient, which requires at least 2 of these 3 key components: A detailed history; A detailed examination; Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of moderate to high severity. Typically, 25 minutes are spent face-to-face with the patient and/or family.",,0,199.00,179.10,134.51,214.48,151.85,134.51,142.73,142.73,145.72,136.76,N/A,214.48,N/A,N/A,149.46
9600005,OUTPT VISIT ESTAB COMPREHENS,ProFee,0960,99215,"Office or other outpatient visit for the evaluation and management of an established patient, which requires at least 2 of these 3 key components: A comprehensive history; A comprehensive examination; Medical decision making of high complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of moderate to high severity. Typically, 40 minutes are spent face-to-face with the patient and/or family.",,0,315.00,283.50,190.37,489.02,214.90,190.37,202.00,202.00,206.23,193.54,N/A,489.02,N/A,N/A,276.22
9600013,OFFICE VISIT NEW MODERATE,ProFee,0960,99203,"Office or other outpatient visit for the evaluation and management of a new patient, which requires these 3 key components: A detailed history; A detailed examination; Medical decision making of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of moderate severity. Typically, 30 minutes are spent face-to-face with the patient and/or family.",,0,258.00,232.20,129.42,232.20,146.10,129.42,137.33,137.33,140.21,131.58,N/A,206.35,N/A,N/A,143.80
9600014,OUTPT VISIT NEW EXTENDED,ProFee,0960,99204,"Office or other outpatient visit for the evaluation and management of a new patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; Medical decision making of moderate complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of moderate to high severity. Typically, 45 minutes are spent face-to-face with the patient and/or family.",,0,319.00,287.10,221.00,352.38,249.49,221.00,234.51,234.51,239.42,224.69,N/A,352.38,N/A,N/A,245.56
9600015,OUTPT VISIT NEW COMPREHENSIV,ProFee,0960,99205,"Office or other outpatient visit for the evaluation and management of a new patient, which requires these 3 key components: A comprehensive history; A comprehensive examination; Medical decision making of high complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of moderate to high severity. Typically, 60 minutes are spent face-to-face with the patient and/or family.",,0,392.00,352.80,287.33,458.14,324.37,287.33,304.89,304.89,311.28,292.12,N/A,458.14,N/A,N/A,319.26
9600020,LAMINECTOMY LUMBAR,ProFee,0960,63047,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; lumbar",,0,7235.00,6511.50,1750.18,6511.50,1975.75,1750.18,1857.13,1857.13,1896.02,1779.35,N/A,2790.56,N/A,N/A,1944.64
9600025,LAMINECTOMY EA ADD'L,ProFee,0960,63048,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; each additional segment, cervical, thoracic, or lumbar (List separately in addition to code for primary procedure)",,0,2140.00,1926.00,327.53,1926.00,369.74,327.53,347.54,347.54,354.82,332.99,N/A,522.23,N/A,N/A,363.92
9600030,ARTHRODESIS LUMBAR,ProFee,0960,22612,"Arthrodesis, posterior or posterolateral technique, single level; lumbar (with lateral transverse technique, when performed)",,0,7421.00,6678.90,2523.67,6678.90,2848.95,2523.67,2677.90,2677.90,2733.98,2565.73,N/A,4023.85,N/A,N/A,2804.08
9600035,ARTHRODESIS LUMBAR EA ADD'L,ProFee,0960,22614,"Arthrodesis, posterior or posterolateral technique, single level; each additional vertebral segment (List separately in addition to code for primary procedure)",,0,2074.00,1866.60,607.66,1866.60,685.98,607.66,644.80,644.80,658.30,617.79,N/A,968.88,N/A,N/A,675.18
9600040,POST INSTRU 3-6 SEGMENTS,ProFee,0960,22842,"Posterior segmental instrumentation (eg, pedicle fixation, dual rods with multiple hooks and sublaminar wires); 3 to 6 vertebral segments (List separately in addition to code for primary procedure)",,0,6330.00,5697.00,1251.94,5697.00,1413.30,1251.94,1328.44,1328.44,1356.26,1272.80,N/A,1891.88,N/A,N/A,1391.04
9600045,AUTOGRAFT MORSELIZED,ProFee,0960,20937,Autograft for spine surgery only (includes harvesting the graft); morselized (through separate skin or fascial incision) (List separately in addition to code for primary procedure),,0,1118.00,1006.20,262.82,1006.20,296.69,262.82,278.88,278.88,284.72,267.20,N/A,419.05,N/A,N/A,292.02
9600050,BONE MARROW ASPIRATION,ProFee,0960,38220,Diagnostic bone marrow; aspiration(s),,0,521.00,468.90,104.90,468.90,118.43,104.90,111.31,111.31,113.65,106.65,N/A,167.26,N/A,N/A,116.56
9600055,AUTOGRAFT SPINE,ProFee,0960,20936,"Autograft for spine surgery only (includes harvesting the graft); local (eg, ribs, spinous process, or laminar fragments) obtained from same incision (List separately in addition to code for primary procedure)",,0,934.00,840.60,467.00,840.60,467.00,467.00,467.00,467.00,700.50,747.20,N/A,840.60,N/A,N/A,700.50
9600060,LAMINOTOMY LUMBAR,ProFee,0960,63042,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, reexploration, single interspace; lumbar",,0,8054.00,7248.60,2058.66,7248.60,2324.00,2058.66,2184.47,2184.47,2230.22,2092.97,N/A,3282.42,N/A,N/A,2287.40
9600065,LAMINOTOMY LUMBAR EA ADD'L,ProFee,0960,63044,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, reexploration, single interspace; each additional lumbar interspace (List separately in addition to code for primary procedure)",,0,1941.00,1746.90,970.50,1746.90,970.50,970.50,970.50,970.50,1455.75,1552.80,N/A,1746.90,N/A,N/A,1455.75
9600070,INSERT SPINE FIXATION,ProFee,0960,22840,"Posterior non-segmental instrumentation (eg, Harrington rod technique, pedicle fixation across 1 interspace, atlantoaxial transarticular screw fixation, sublaminar wiring at C1, facet screw fixation) (List separately in addition to code for primary procedure)",,0,5111.00,4599.90,1182.46,4599.90,1334.86,1182.46,1254.72,1254.72,1280.99,1202.16,N/A,1885.36,N/A,N/A,1313.84
9600075,ARTHRODESIS CERVICAL BELOW C2,ProFee,0960,22551,"Arthrodesis, anterior interbody, including disc space preparation, discectomy, osteophytectomy and decompression of spinal cord and/or nerve roots; cervical below C2",,0,8409.00,7568.10,2669.63,7568.10,3013.72,2669.63,2832.78,2832.78,2892.10,2714.13,N/A,4256.58,N/A,N/A,2966.26
9600080,ARTHRODESIS ADDL BELOW C2,ProFee,0960,22552,"Arthrodesis, anterior interbody, including disc space preparation, discectomy, osteophytectomy and decompression of spinal cord and/or nerve roots; cervical below C2, each additional interspace (List separately in addition to code for primary procedure)",,0,2366.00,2129.40,614.18,2129.40,693.34,614.18,689.85,689.85,665.36,660.96,N/A,979.27,N/A,N/A,682.42
9600085,INSERT SPINE DEVICE 2-3 SEG,ProFee,0960,22845,Anterior instrumentation; 2 to 3 vertebral segments (List separately in addition to code for primary procedure),,0,5664.00,5097.60,1127.52,5097.60,1272.84,1127.52,1196.42,1196.42,1221.48,1146.31,N/A,1797.77,N/A,N/A,1252.80
9600090,APPLY SPINE PROSTHETIC DEVIC,ProFee,0960,22853,"Insertion of interbody biomechanical device(s) (eg, synthetic cage, mesh) with integral anterior instrumentation for device anchoring (eg, screws, flanges), when performed, to intervertebral disc space in conjunction with interbody arthrodesis, each interspace (List separately in addition to code for primary procedure)",,0,2586.00,2327.40,401.11,2327.40,452.81,401.11,425.62,425.62,434.54,407.80,N/A,639.55,N/A,N/A,445.68
9600095,EXPLORE SPINAL FUSION,ProFee,0960,22830,Exploration of spinal fusion,,0,5295.00,4765.50,1337.76,4765.50,1510.18,1337.76,1419.51,1419.51,1420.34,1360.06,N/A,2090.45,N/A,N/A,1486.40
9600100,INSERT SPINE DEVICE 4-7 SEG,ProFee,0960,22846,Anterior instrumentation; 4 to 7 vertebral segments (List separately in addition to code for primary procedure),,0,6076.00,5468.40,1171.94,5468.40,1322.99,1171.94,1243.56,1243.56,1269.61,1191.48,N/A,1868.60,N/A,N/A,1302.16
9600105,REMOVE POSTERIOR SEG DEVICE,ProFee,0960,22852,Removal of posterior segmental instrumentation,,0,3814.00,3432.60,1131.37,3432.60,1277.19,1131.37,1200.51,1200.51,1225.65,1150.23,N/A,1803.91,N/A,N/A,1257.08
9600110,REMOVE ANTERIOR DEVICE,ProFee,0960,22855,Removal of anterior instrumentation,,0,5028.00,4525.20,1756.51,4525.20,1982.91,1756.51,1863.85,1863.85,1902.89,1785.79,N/A,2800.66,N/A,N/A,1951.68
9600115,ARTHRODESIS INTERSPACE,ProFee,0960,22633,"Arthrodesis, combined posterior or posterolateral technique with posterior interbody technique including laminectomy and/or discectomy sufficient to prepare interspace (other than for decompression), single interspace and segment; lumbar",,0,7268.00,6541.20,3036.11,6541.20,3427.44,3036.11,3221.65,3221.65,3289.12,3086.72,N/A,4652.90,N/A,N/A,3373.46
9600120,SOMATOSENSORY TEST UPPER LIMB,ProFee,0960,95925,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in upper limbs",,0,507.00,456.30,211.43,456.30,238.68,211.43,253.50,253.50,229.05,214.95,N/A,353.04,N/A,N/A,234.92
9600125,SOMATOSENSORY TEST LOWER LIMB,ProFee,0960,95926,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in lower limbs",,0,502.00,451.80,214.34,451.80,241.97,214.34,251.00,251.00,232.21,217.92,N/A,341.76,N/A,N/A,238.16
9600130,LAMINECTOMY LUMBAR W/REMOVAL,ProFee,0960,63012,"Laminectomy with removal of abnormal facets and/or pars inter-articularis with decompression of cauda equina and nerve roots for spondylolisthesis, lumbar (Gill type procedure)",,0,6415.00,5773.50,1878.93,5773.50,2121.10,1878.93,1993.75,1993.75,2035.51,1910.25,N/A,2995.85,N/A,N/A,2087.70
9600135,INCISE & DRAIN LUMBAR/SACRAL,ProFee,0960,22015,"Incision and drainage, open, of deep abscess (subfascial), posterior spine; lumbar, sacral, or lumbosacral",,0,2821.00,2538.90,1491.35,2538.90,1683.57,1491.35,1644.41,1644.41,1615.63,1575.54,N/A,2377.88,N/A,N/A,1657.06
9600140,REMOVAL OF VERTEBRAL BODY,ProFee,0960,63081,"Vertebral corpectomy (vertebral body resection), partial or complete, anterior approach with decompression of spinal cord and/or nerve root(s); cervical, single segment",,0,8670.00,7803.00,2869.13,7803.00,3238.93,2869.13,3038.47,3038.47,3102.10,2916.95,N/A,4403.21,N/A,N/A,3187.92
9600145,NECK SPINE FUSION,ProFee,0960,22554,"Arthrodesis, anterior interbody technique, including minimal discectomy to prepare interspace (other than for decompression); cervical below C2",,0,6887.00,6198.30,1987.97,6198.30,2244.20,1987.97,2109.46,2109.46,2153.64,2021.11,N/A,3169.71,N/A,N/A,2208.86
9600150,ADD'L SPINE FUSION,ProFee,0960,22585,"Arthrodesis, anterior interbody technique, including minimal discectomy to prepare interspace (other than for decompression); each additional interspace (List separately in addition to code for primary procedure)",,0,1919.00,1727.10,510.05,1727.10,575.79,510.05,541.22,541.22,552.55,518.55,N/A,813.24,N/A,N/A,566.72
9600155,NECK SPINE DISC SURGERY,ProFee,0960,63020,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc; 1 interspace, cervical",,0,7384.00,6645.60,1832.15,6645.60,2068.29,1832.15,1944.11,1944.11,1984.83,1862.68,N/A,2921.26,N/A,N/A,2035.72
9600160,LAMINOTOMY LUMBAR 1 INTERSPAC,ProFee,0960,63030,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc; 1 interspace, lumbar",,0,6450.00,5805.00,1545.59,5805.00,1744.80,1545.59,1640.04,1640.04,1674.39,1571.35,N/A,2464.35,N/A,N/A,1717.32
9600165,ADD'L LUMBAR/CERVIC INTERSPA,ProFee,0960,63035,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc; each additional interspace, cervical or lumbar (List separately in addition to code for primary procedure)",,0,1880.00,1692.00,297.23,1692.00,335.54,297.23,333.07,333.07,322.00,302.19,N/A,473.92,N/A,N/A,330.26
9600170,REMOVE POSTERIOR NONSEG INST,ProFee,0960,22850,"Removal of posterior nonsegmental instrumentation (eg, Harrington rod)",,0,3237.00,2913.30,1176.03,2913.30,1327.61,1176.03,1247.90,1247.90,1274.03,1195.63,N/A,1875.11,N/A,N/A,1306.70
9600175,I & D P-SPINE CERV/THORACIC,ProFee,0960,22010,"Incision and drainage, open, of deep abscess (subfascial), posterior spine; cervical, thoracic, or cervicothoracic",,0,2846.00,2561.40,1542.98,2561.40,1741.85,1542.98,1637.27,1637.27,1671.56,1568.69,N/A,2460.19,N/A,N/A,1714.42
9600180,DRAIN/INJECT MAJOR JOINT/BURSA,ProFee,0960,20610,"Arthrocentesis, aspiration and/or injection, major joint or bursa (eg, shoulder, hip, knee, subacromial bursa); without ultrasound guidance",,0,312.00,280.80,74.72,280.80,84.35,74.72,79.28,79.28,80.94,75.96,N/A,124.24,N/A,N/A,83.02
9600185,REINSERT SPINAL FIXATION DEV,ProFee,0960,22849,Reinsertion of spinal fixation device,,0,5816.00,5234.40,2073.26,5234.40,2340.48,2073.26,2199.96,2199.96,2246.03,2107.81,N/A,3305.69,N/A,N/A,2303.62
9600190,IMPLANT SPINE INFUSION PUMP,ProFee,0960,62361,Implantation or replacement of device for intrathecal or epidural drug infusion; nonprogrammable pump,,0,2401.00,2160.90,610.60,2160.90,784.31,694.76,637.29,637.29,650.64,610.60,N/A,1107.76,N/A,N/A,763.58
9600195,"REMOVE IMPLANT,DEEP",ProFee,0960,20680,"Removal of implant; deep (eg, buried wire, pin, screw, metal band, nail, rod or plate)",,0,1478.00,1330.20,691.34,1330.20,780.45,691.34,733.59,733.59,748.96,702.87,N/A,1102.31,N/A,N/A,768.16
9600200,LAMINECTOMY >2 VERT SEG CERV,ProFee,0960,63015,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), more than 2 vertebral segments; cervical",,0,8566.00,7709.40,2301.68,7709.40,2598.34,2301.68,2442.34,2442.34,2493.48,2340.04,N/A,3669.90,N/A,N/A,2557.42
9600205,IMPLANT NEURO ELECTRODES,ProFee,0960,63655,"Laminectomy for implantation of neurostimulator electrodes, plate/paddle, epidural",,0,6294.00,5664.60,1321.42,5664.60,1491.73,1321.42,1402.17,1402.17,1431.53,1343.44,N/A,2106.92,N/A,N/A,1468.24
9600210,INSERT REPLACE STIM GENERATOR,ProFee,0960,63685,"Insertion or replacement of spinal neurostimulator pulse generator or receiver, direct or inductive coupling",,0,3181.00,2862.90,599.64,2862.90,665.83,614.81,625.85,625.85,638.96,599.64,N/A,940.41,N/A,N/A,655.34
9600215,TRANSPEDICULAR W/DECOMP SPIN,ProFee,0960,63056,"Transpedicular approach with decompression of spinal cord, equina and/or nerve root(s) (eg, herniated intervertebral disc), single segment; lumbar (including transfacet, or lateral extraforaminal approach) (eg, far lateral herniated intervertebral disc)",,0,9413.00,8471.70,2344.45,8471.70,2646.62,2344.45,2487.72,2487.72,2539.82,2383.52,N/A,3862.45,N/A,N/A,2604.94
9600220,EXCISE LUMBAR SEGMENT,ProFee,0960,22102,"Partial excision of posterior vertebral component (eg, spinous process, lamina or facet) for intrinsic bony lesion, single vertebral segment; lumbar",,0,2311.00,2079.90,1279.64,2079.90,1444.57,1279.64,1357.84,1357.84,1386.27,1300.97,N/A,2040.31,N/A,N/A,1421.82
9600225,ADD'L SEGMENT SPINE FUSION,ProFee,0960,22634,"Arthrodesis, combined posterior or posterolateral technique with posterior interbody technique including laminectomy and/or discectomy sufficient to prepare interspace (other than for decompression), single interspace and segment; each additional interspace and segment (List separately in addition to code for primary procedure)",,0,1836.00,1652.40,771.26,1652.40,870.67,771.26,818.40,818.40,835.54,784.12,N/A,1229.74,N/A,N/A,856.96
9600230,EXCISE INTRASPINAL LESION,ProFee,0960,63267,"Laminectomy for excision or evacuation of intraspinal lesion other than neoplasm, extradural; lumbar",,0,6854.00,6168.60,2154.47,6168.60,2432.16,2154.47,2286.14,2286.14,2334.01,2190.38,N/A,3435.19,N/A,N/A,2393.86
