name,ccn,homepage_url,state_code,street,city,state,zip,beds,telephone
MORTON PLANT HOSPITAL,100127,https://www.baycare.org/hospitals/morton-plant-hospital/patients-and-visitors,FL,300 Pinellas Street,Clearwater,FL,33756,689,(727) 462-7000
JAY HOSPITAL,100048,https://www.ebaptisthealthcare.org/JayHospital,FL,14114 Alabama Street,Jay,FL,32565,21,(850) 675-8000
MEMORIAL HOSPITAL WEST,100281,https://www.mhs.net/locations/memorial-west,FL,703 North Flamingo Road,Pembroke Pines,FL,33028,486,(954) 436-5000
NORTH BALDWIN INFIRMARY,010129,https://www.infirmaryhealth.org/locations/north-baldwin-infirmary/,AL,1815 Hand Avenue,Bay Minette,AL,36507,48,(251) 937-5521
USA HEALTH UNIVERSITY HOSPITAL,010087,https://www.usahealthsystem.com/locations/university-hospital,AL,2451 Fillingim Street,Mobile,AL,36617,201,(251) 471-7000
BAPTIST MEDICAL CENTER SOUTH,010023,https://www.baptistfirst.org/locations/baptist-medical-center-south,AL,2105 East South Boulevard,Montgomery,AL,36116,387,(334) 288-2100
"BOONE MEMORIAL HOSPITAL, INC",511313,https://www.bmh.org/,WV,701 Madison Avenue,Madison,WV,25130,25,(304) 369-1230
SUBURBAN HOSPITAL,210022,https://www.hopkinsmedicine.org/suburban_hospital/,MD,8600 Old Georgetown Road,Bethesda,MD,20814,228,(301) 896-3100
SARAH BUSH LINCOLN HEALTH CENTER,140189,https://www.sarahbush.org,IL,1000 Health Center Drive,Mattoon,IL,61938,99,(217) 258-2525
ALTA BATES SUMMIT MEDICAL CENTER,050043,https://www.sutterhealth.org/absmc,CA,350 Hawthorne Avenue,Oakland,CA,94609,461,(510) 655-4000
RANDOLPH HOSPITAL,340123,https://www.randolphhealth.org/,NC,364 White Oak Street,Asheboro,NC,27204,145,(336) 625-5151
ADVENTIST HEALTH AND RIDEOUT,050133,https://www.adventisthealth.org/rideout/,CA,726 Fourth Street,Marysville,CA,95901,209,(530) 749-4300
SOUTHWESTERN MEDICAL CENTER,370097,https://swmconline.com/,OK,5602 Southwest Lee Boulevard,Lawton,OK,73505,140,(580) 531-4700
RIDGEVIEW PSYCHIATRIC HOSPITAL AND CENTER,444003,https://www.ridgeview.com/,TN,240 West Tyrone Road,Oak Ridge,TN,37830,16,(865) 482-1076
ST LUKE'S HOSPITAL,351325,https://www.dcstlukes.org/,ND,702 First Street Southwest,Crosby,ND,58730,50,(701) 965-6384
MISSION COMMUNITY HOSPITAL,050704,https://www.mchonline.org/,CA,14850 Roscoe Boulevard,Panorama City,CA,91402,145,(818) 787-2222
WEST HOLT MEMORIAL HOSPITAL,281343,https://www.westholtmed.org,NE,406 West Neely Street,Atkinson,NE,68713,17,(402) 925-2811
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,490143,https://www.riversideonline.com/locations/hospitals/riverside-doctors-hospital-williamsburg,VA,1500 Commonwealth Avenue,Williamsburg,VA,23185,40,(757) 585-2200
HIGHLANDS CASHIERS HOSPITAL,341316,https://missionhealth.org/member-hospitals/highlands-cashiers/?doing_wp_cron=1608564972.9446051120758056640625,NC,190 Hospital Drive,Highlands,NC,28741,24,(828) 526-1200
POUDRE VALLEY HOSPITAL,060010,https://www.uchealth.org/locations/uchealth-poudre-valley-hospital/,CO,1024 South Lemay Avenue,Fort Collins,CO,80524,303,(970) 495-7000
DEER'S HEAD CENTER,212003,https://health.maryland.gov/deershead/Pages/home.aspx,MD,351 Deer's Head Hospital Road,Salisbury,MD,21802,146,(410) 543-4000
CHRISTUS OCHSNER ST PATRICK HOSPITAL,190027,https://www.christushealth.org/southwest-louisiana/st-patrick,LA,524 Dr. Michael DeBakey Drive,Lake Charles,LA,70601,148,(337) 436-2511
VA HOSP,19047F,https://www.va.gov/southeast-louisiana-health-care/locations/new-orleans-va-medical-center/,LA,2400 Canal Street,New Orleans,LA,70119,0,(800) 935-8387
BAYLOR SCOTT AND WHITE MEDICAL CENTER  IRVING,450079,https://www.bswhealth.com/locations/irving/about/,TX,1901 North MacArthur Boulevard,Irving,TX,75061,222,(972) 579-8100
MORTON PLANT HOSPITAL,100127,https://www.baycare.org/hospitals/morton-plant-hospital/patients-and-visitors,FL,300 Pinellas Street,Clearwater,FL,33756,689,(727) 462-7000
JAY HOSPITAL,100048,https://www.ebaptisthealthcare.org/JayHospital,FL,14114 Alabama Street,Jay,FL,32565,21,(850) 675-8000
MEMORIAL HOSPITAL WEST,100281,https://www.mhs.net/locations/memorial-west,FL,703 North Flamingo Road,Pembroke Pines,FL,33028,486,(954) 436-5000
NORTH BALDWIN INFIRMARY,010129,https://www.infirmaryhealth.org/locations/north-baldwin-infirmary/,AL,1815 Hand Avenue,Bay Minette,AL,36507,48,(251) 937-5521
ST JOHNS MEDICAL CENTER,530015,https://www.stjohns.health/,WY,625 East Broadway,Jackson,WY,83001,108,(307) 733-3636
USA HEALTH UNIVERSITY HOSPITAL,010087,https://www.usahealthsystem.com/locations/university-hospital,AL,2451 Fillingim Street,Mobile,AL,36617,201,(251) 471-7000
BAPTIST MEDICAL CENTER SOUTH,010023,https://www.baptistfirst.org/locations/baptist-medical-center-south,AL,2105 East South Boulevard,Montgomery,AL,36116,387,(334) 288-2100
"BOONE MEMORIAL HOSPITAL, INC",511313,https://www.bmh.org/,WV,701 Madison Avenue,Madison,WV,25130,25,(304) 369-1230
SUBURBAN HOSPITAL,210022,https://www.hopkinsmedicine.org/suburban_hospital/,MD,8600 Old Georgetown Road,Bethesda,MD,20814,228,(301) 896-3100
GREYSTONE PARK PSYCH HOSP,314016,https://www.nj.gov/health/integratedhealth/hospitals/greystone/,NJ,59 Koch Avenue,Morris Plains,NJ,07950,468,(973) 538-1800
SARAH BUSH LINCOLN HEALTH CENTER,140189,https://www.sarahbush.org,IL,1000 Health Center Drive,Mattoon,IL,61938,99,(217) 258-2525
NORTHSIDE HOSPITAL CHEROKEE,110008,https://www.northside.com/locations/northside-hospital-cherokee,GA,450 Northside Cherokee Boulevard,Canton,GA,30115,236,(770) 224-1000
GORDON MEMORIAL HOSPITAL DISTRICT,281358,https://www.gordonmemorial.org,NE,300 East Eighth Street,Gordon,NE,69343,25,(308) 282-0401
SGMC BERRIEN CAMPUS,110234,https://www.sgmc.org/our-locations/sgmc-berrien-campus/,GA,1221 East McPherson Avenue,Nashville,GA,31639,36,(229) 433-8600
ADVENTHEALTH OCALA,100062,https://www.adventhealth.com/hospital/adventhealth-ocala,FL,1500 Southwest First Avenue,Ocala,FL,34471,385,(352) 351-7200
EVANSVILLE PSYCHIATRIC CHILDREN'S CENTER,15J200,https://www.in.gov/fssa/dmha/state-psychiatric-hospitals/evansville-psychiatric-childrens-center/,IN,3300 East Morgan Avenue,Evansville,IN,47715,0,(812) 477-6436
ELLSWORTH COUNTY MEDICAL CENTER,171327,https://www.ewmed.com/,KS,1604 Aylward Avenue,Ellsworth,KS,67439,18,(785) 472-3111
"CONWAY REGIONAL MEDICAL CENTER, INC",040029,https://www.conwayregional.org/locations/medicalcenter,AR,2302 College Avenue,Conway,AR,72034,150,(501) 329-3831
FRANCISCAN HEALTH MUNSTER,150165,https://www.franciscanhealth.org/find-a-location/franciscan-health-munster-218612,IN,701 Superior Avenue,Munster,IN,46321,63,(219) 922-4200
CONNECTICUT MENTAL HEALTH CENTER,074011,https://portal.ct.gov/DMHAS/CMHC/Agency-Files/CMHC-Home-Page,CT,34 Park Street,New Haven,CT,06519,32,(203) 974-7300
LOGAN REGIONAL HOSPITAL,460015,https://intermountainhealthcare.org/locations/logan-regional-hospital/?utm_campaign=gmb-website&utm_medium=organic&utm_source=google,UT,1400 North 500 East,Logan,UT,84341,132,(435) 716-1000
VIDANT EDGECOMBE HOSPITAL,340107,https://locations.ecuhealth.org/tarboro/ecu-health-edgecombe-hospital.html,NC,111 Hospital Drive,Tarboro,NC,27886,117,(252) 641-7700
NORTHEASTERN CENTER,154050,https://www.nec.org/,IN,220 South Main Street,Kendallville,IN,46755,16,(260) 347-2453
SSM HEALTH DEPAUL HOSPITAL ST LOUIS,260104,https://www.ssmhealth.com/locations/depaul-hospital-st-louis,MO,12303 DePaul Drive,Bridgeton,MO,63044,497,(314) 344-6000
MARSHFIELD MEDICAL CENTER - EAU CLAIRE,520210,https://www.marshfieldclinic.org/locations/centers/Eau%20Claire%20-%20Marshfield%20Medical%20Center,WI,2310 Craig Road,Eau Claire,WI,54701,44,(715) 858-8100
THREE CROSSES REGIONAL HOSPITAL LLC,320091,https://www.threecrossesregional.com/,NM,2560 Samaritan Drive,Las Cruces,NM,88001,0,(800) 421-8274
UVA ENCOMPASS HEALTH REHABILITATION HOSPITAL,493029,https://www.encompasshealth.com/uvarehab,VA,515 Ray C. Hunt Drive,Charlottesville,VA,22908,50,(434) 244-2000
BEAR LAKE MEMORIAL HOSPITAL,131316,https://www.blmhospital.com,ID,164 South Fifth Street,Montpelier,ID,83254,57,(208) 847-1630
ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,110107,https://www.navicenthealth.org,GA,777 Hemlock Street,Macon,GA,31201,656,(478) 633-1000
MOUNT SINAI BETH ISRAEL,330169,https://www.mountsinai.org/locations/beth-israel,NY,281 First Avenue,New York,NY,10003,505,(212) 420-2000
"L A DOWNTOWN MEDICAL CENTER, LLC",050763,https://ladowntownmc.com/,CA,1711 West Temple Street,Los Angeles,CA,90026,234,(213) 989-6100
GRISELL MEMORIAL HOSPITAL,171300,https://www.grisellmemorialhospital.org/,KS,210 South Vermont Avenue,Ransom,KS,67572,23,(785) 731-2231
COMMUNITY HOSPITAL,531307,https://www.bannerhealth.com/locations/torrington/community-hospital,WY,2000 Campbell Drive,Torrington,WY,82240,25,(307) 532-4181
FROEDTERT MEMORIAL LUTHERAN HOSPITAL,520177,https://www.froedtert.com/locations/hospital/froedtert-hospital,WI,9200 West Wisconsin Avenue,Milwaukee,WI,53226,702,(414) 805-3000
CASS LAKE INDIAN HEALTH SERVICES HOSPITAL,241358,https://www.ihs.gov/bemidji/index.cfm/healthcarefacilities/casslake/,MN,425 Seventh Street Northwest,Cass Lake,MN,56633,0,(218) 335-3200
WASHINGTON DC VA MEDICAL CENTER,09002F,https://www.washingtondc.va.gov/,DC,50 Irving Street Northwest,Washington,DC,20422,0,(202) 745-8000
NEWARK-WAYNE COMMUNITY HOSPITAL,330030,https://www.rochesterregional.org/Locations/newark-wayne-community-hospital,NY,1200 Driving Park Avenue,Newark,NY,14513,297,(315) 332-2022
ENCOMPASS HEALTH VALLEY OF THE SUN REHAB HOSPITAL,033032,https://www.encompasshealth.com/valleyofthesunrehab,AZ,13460 North 67th Avenue,Glendale,AZ,85304,75,(623) 878-8800
SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,330406,https://www.sphp.com/physical-rehabilitation/,NY,1270 Belmont Avenue,Schenectady,NY,12308,115,(518) 382-4500
SPECTRUM HEALTH - BUTTERWORTH CAMPUS,230038,https://www.spectrumhealth.org/locations/butterworth-hospital,MI,100 Michigan Street Northeast,Grand Rapids,MI,49503,"1,431",(616) 391-1774
SNOQUALMIE VALLEY HOSPITAL,501338,https://snoqualmiehospital.org/,WA,9801 Frontier Avenue Southeast,Snoqualmie,WA,98065,28,(425) 831-2300
SELECT SPECIALTY HOSPITAL - CHARLESTON,512002,https://charleston.selectspecialtyhospitals.com/,WV,"333 Laidley Street, 3rd Floor East",Charleston,WV,25322,32,(304) 720-7234
FORREST GENERAL HOSPITAL,250078,https://www.forresthealth.org/our-locations/forrest-general-hospital/,MS,6051 U.S. Highway 49,Hattiesburg,MS,39401,493,(601) 288-7000
JACKSON GENERAL HOSPITAL,511320,https://wvumedicine.org/jackson-general-hospital/,WV,122 Pinnell Street,Ripley,WV,25271,25,(304) 372-2731
BEAUFORT COUNTY MEMORIAL HOSPITAL,420067,https://www.bmhsc.org,SC,955 Ribaut Road,Beaufort,SC,29902,195,(843) 522-5200
FRANCISCAN HEALTH LAFAYETTE,150109,https://www.franciscanhealth.org/find-a-location/franciscan-health-lafayette-east-218241,IN,1701 South Creasy Lane,Lafayette,IN,47905,199,(765) 502-4000
PIEDMONT CARTERSVILLE MEDICAL CENTER,110030,https://www.piedmont.org/locations/piedmont-cartersville/about,GA,960 Joe Frank Harris Parkway,Cartersville,GA,30120,119,(470) 490-1000
SOUTHCOAST BEHAVIORAL HEALTH,224041,https://www.southcoastbehavioral.com,MA,581 Faunce Corner Road,Dartmouth,MA,02747,144,(833) 763-0839
ASCENSION SAINT THOMAS THREE RIVERS,441303,https://healthcare.ascension.org/locations/tennessee/tnnas/waverly-ascension-saint-thomas-three-rivers,TN,451 Highway 13 South,Waverly,TN,37185,25,(931) 296-4203
MONTGOMERY COUNTY MEMORIAL HOSPITAL,161363,https://www.mcmh.org/,IA,2301 Eastern Avenue,Red Oak,IA,51566,25,(712) 623-7000
ORANGE CITY AREA HEALTH SYSTEM,161360,https://www.ochealthsystem.org/,IA,1000 Lincoln Circle Southeast,Orange City,IA,51041,25,(712) 737-2000
LADY OF THE SEA GENERAL HOSPITAL,191325,https://www.losgh.org,LA,200 West 134 Place,Cut Off,LA,70345,23,(985) 632-6401
US ARMY HOSPITAL FORT IRWIN,05041F,https://weed-irwin.tricare.mil,CA,"Building 390, North Loop Road",Fort Irwin,CA,92310,0,(866) 957-9224
ASCENSION PROVIDENCE ROCHESTER HOSPITAL,230254,https://healthcare.ascension.org/locations/michigan/miroc/rochester-ascension-providence-rochester-hospital,MI,1101 West University Drive,Rochester,MI,48307,224,(248) 652-5000
ESSEX COUNTY HOSPITAL CENTER,314020,https://essexcountynj.org/department-of-health-and-rehabilitation/,NJ,204 Grove Avenue,Cedar Grove,NJ,07102,180,(973) 571-2800
SAN MATEO MEDICAL CENTER,050113,https://www.smchealth.org/san-mateo-medical-center,CA,222 West 39th Avenue,San Mateo,CA,94403,447,(650) 573-2222
HEGG MEMORIAL HEALTH CENTER,161336,https://www.hegghc.org,IA,1202 21st Avenue,Rock Valley,IA,51247,25,(712) 476-8000
VA HOSP,33009F,https://www.albany.va.gov/,NY,113 Hollland Avenue,Albany,NY,12208,0,(518) 626-5000
MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,171375,https://www.mchks.com,KS,400 West Eighth Street,Beloit,KS,67420,69,(785) 738-2266
HCA FLORIDA ENGLEWOOD HOSPITAL,100267,https://www.hcafloridahealthcare.com/locations/englewood-hospital,FL,700 Medical Boulevard,Englewood,FL,34223,100,(941) 475-6571
EUCLID HOSPITAL,360082,https://my.clevelandclinic.org/locations/euclid-hospital,OH,18901 Lakeshore Boulevard,Euclid,OH,44119,166,(216) 531-9000
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ST AUG,103049,https://www.encompasshealth.com/locations/staugustinerehab,FL,65 Silver Lane,Saint Augustine,FL,32084,0,(904) 640-2000
STERLING REGIONAL MEDCENTER,060076,https://www.bannerhealth.com/locations/sterling/sterling-regional-medcenter,CO,615 Fairhurst Street,Sterling,CO,80751,25,(970) 522-0122
METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,250167,https://www.methodisthealth.org/locations/methodist-olive-branch-hospital,MS,4250 Bethel Road,Olive Branch,MS,38654,57,(662) 932-9000
PAULDING COUNTY HOSPITAL,361300,https://www.pauldingcountyhospital.com,OH,1035 West Wayne Street,Paulding,OH,45879,25,(419) 399-4080
MCLAREN BAY SPECIAL CARE,232020,https://www.mclaren.org/bay-special-care/mclaren-bay-special-care-home,MI,"3250 East Midland Road, Suite 1",Bay City,MI,48706,31,(989) 667-6802
MONTROSE REGIONAL HEALTH,060006,https://www.montrosehospital.com,CO,800 South Third Street,Montrose,CO,81401,57,(970) 249-2211
"MEDICAL BEHAVIORAL HOSPITAL OF NORTHERN ARIZONA, L",034036,https://www.neuropsychiatrichospitals.net/find-a-location/,AZ,181 Whipple Street,Prescott,AZ,86301,24,(928) 227-3424
GOOD SAMARITAN HOSPITAL,050257,https://www.goodsamhospital.com/,CA,901 Olive Drive,Bakersfield,CA,93308,64,(661) 215-7500
CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE,113301,https://www.choa.org/srer,GA,1001 Johnson Ferry Road Northeast,Atlanta,GA,30342,319,(404) 785-2273
RESTON HOSPITAL CENTER,490107,https://hcavirginia.com/locations/reston-hospital-center/,VA,1850 Town Center Parkway,Reston,VA,20190,209,(703) 689-9000
UF HEALTH JACKSONVILLE,100001,https://ufhealthjax.org/about/uf-health-jacksonville.aspx,FL,655 West Eighth Street,Jacksonville,FL,32209,605,(904) 244-0411
LINCOLN MEDICAL & MENTAL HEALTH CENTER,330080,https://www.nychealthandhospitals.org/lincoln/,NY,234 East 149th Street,Bronx,NY,10451,347,(718) 579-5000
VIBRA HOSPITAL OF SOUTHEASTERN MASSACHUSETTS,222043,https://vhmass.com/,MA,4499 Acushnet Avenue,New Bedford,MA,02745,90,(508) 995-6900
CALDWELL MEDICAL CENTER,181322,https://caldwellmedical.com/,KY,100 Medical Center Drive,Princeton,KY,42445,25,(270) 365-0300
MERCYONE DUBUQUE MEDICAL CENTER,160069,https://www.mercyone.org/Dubuque/location/mercyone-dubuque-medical-center,IA,250 Mercy Drive,Dubuque,IA,52001,179,(563) 589-8000
COLLETON MEDICAL CENTER,420030,https://colletonmedical.com/,SC,501 Robertson Boulevard,Walterboro,SC,29488,135,(843) 782-2000
SOUTHSIDE HOSPITAL,330043,https://ssuh.northwell.edu/,NY,301 East Main Street,Bay Shore,NY,11706,304,(631) 968-3000
SPRINGHILL MEMORIAL HOSPITAL,010144,https://www.springhillmedicalcenter.com/,AL,3719 Dauphin Street,Mobile,AL,36608,200,(251) 344-9630
MOUNT CARMEL BEHAVIORAL HEALTH,364062,https://www.mountcarmelbehavioralhealth.com/,OH,4646 Hilton Corporate Drive,Columbus,OH,43232,80,(866) 236-1057
SELECT SPECIALTY HOSPITAL LAUREL HIGHLANDS INC,392036,https://www.selectspecialtyhospitals.com/locations-and-tours/pa/latrobe/laurel-highlands/,PA,"One Mellon Way, 3rd Floor",Latrobe,PA,15650,40,(724) 539-3870
MORGAN MEDICAL CENTER,111304,https://morganmedical.org/,GA,1740 Lions Club Road,Madison,GA,30650,25,(706) 342-1667
ASPIRE HEALTH PARTNERS,104067,https://www.aspirehealthpartners.com/programs-and-services/,FL,1800 Mercy Drive,Orlando,FL,32808,90,(407) 875-3700
CAVALIER COUNTY MEMORIAL HOSPITAL ASSOCIATION,351323,https://www.lph.hospital/home,ND,909 Second Street,Langdon,ND,58249,25,(701) 256-6100
BLUFFTON REGIONAL MEDICAL CENTER,150075,https://www.blufftonregional.com,IN,303 South Main Street,Bluffton,IN,46714,44,(260) 824-3210
M HEALTH FAIRVIEW SOUTHDALE HOSPITAL,240078,https://www.mhealthfairview.org/locations/m-health-fairview-southdale-hospital,MN,6401 France Avenue South,Edina,MN,55435,332,(952) 924-5000
US ARMY TRIPLER GEN HOSP,12001F,https://tripler.tricare.mil/,HI,One Jarrett White Road,Honolulu,HI,96859,0,(808) 433-6661
HONORHEALTH SONORAN CROSSING MEDICAL CENTER,030146,https://www.honorhealth.com/locations/hospitals/sonoran-crossing-medical-center,AZ,33400 North 32nd Avenue,Phoenix,AZ,85085,70,(623) 683-5000
MEDSTAR GOOD SAMARITAN HOSPITAL,210056,https://www.medstargoodsam.org,MD,5601 Loch Raven Boulevard,Baltimore,MD,21239,214,(443) 444-4600
LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL,210064,https://www.lifebridgehealth.org/Levindale/Levindale2.aspx,MD,2434 West Belvedere Avenue,Baltimore,MD,21215,330,(410) 601-2400
TOWNER COUNTY MEDICAL CENTER,351331,https://tcmedcenter.org/,ND,Highway 281 North,Cando,ND,58324,50,(701) 968-4411
PRISMA HEALTH TUOMEY HOSPITAL,420070,https://www.prismahealth.org/locations/hospitals/tuomey-hospital,SC,129 North Washington Street,Sumter,SC,29150,258,(803) 774-9000
FREEMAN NEOSHO HOSPITAL,261331,https://www.freemanhealth.com/location/freeman-neosho-hospital,MO,113 West Hickory Street,Neosho,MO,64850,25,(417) 451-1234
COTTAGE HOSPITAL,301301,https://www.cottagehospital.org,NH,90 Swiftwater Road,Woodsville,NH,03785,35,(603) 747-9000
MERCY HOSPITAL AURORA,261316,https://www.mercy.net/practice/mercy-hospital-aurora,MO,500 Porter Avenue,Aurora,MO,65605,25,(417) 678-2122
PAOLI HOSPITAL,390153,https://www.mainlinehealth.org/locations/paoli-hospital,PA,255 West Lancaster Avenue,Paoli,PA,19301,231,(484) 565-1000
RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,054009,https://www.uclahealth.org/resnick/,CA,150 UCLA Medical Plaza,Los Angeles,CA,90095,74,(310) 825-9111
MORRISTOWN MEDICAL CENTER,310015,https://www.atlantichealth.org/locations/hospitals/morristown-medical-center.html,NJ,100 Madison Avenue,Morristown,NJ,07960,739,(973) 971-5000
ATRIUM HEALTH ANSON,340084,https://atriumhealth.org/locations/detail/atrium-health-anson,NC,2301 US Highway 74 West,Wadesboro,NC,28170,15,(704) 994-4500
VANDERBILT BEDFORD HOSPITAL,440137,https://search.vanderbilthealth.com/locations/vanderbilt-bedford-hospital,TN,2835 Highway 231 North,Shelbyville,TN,37160,49,(931) 685-5433
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LV,293026,https://www.encompasshealth.com/lasvegasrehab,NV,1250 South Valley View Boulevard,Las Vegas,NV,89102,79,(702) 877-8898
WESTERN MENTAL HEALTH INSTITUTE,444008,https://www.tn.gov/behavioral-health/hospitals/western.html,TN,11100 Old Highway 64 West,Bolivar,TN,38008,150,(731) 228-2000
GOOD SHEPHERD SPECIALTY HOSPITAL,392033,https://www.goodshepherdrehab.org/location/good-shepherd-specialty-hospital/,PA,2545 Schoenersville Road,Bethlehem,PA,18017,32,(484) 884-5000
ARTESIA GENERAL HOSPITAL,320030,https://www.artesiageneral.com,NM,702 North 13th Street,Artesia,NM,88210,34,(575) 748-3333
STONEY LODGE HOSPITAL,334059,https://www.stonylodgehospital.com,NY,40 Croton Dam Road,Ossining,NY,10562,0,(914) 941-7400
HOUSTON METHODIST HOSPITAL,450358,https://www.houstonmethodist.org/locations/texas-medical-center/,TX,6565 Fannin Street,Houston,TX,77030,"1,090",(713) 790-3311
SAINT MICHAEL'S MEDICAL CENTER,310096,https://www.smmcnj.com/,NJ,111 Central Avenue,Newark,NJ,07102,147,(973) 877-5000
CHILDRENS HOSPITAL OF THE KINGS DAUGHTERS INC,493301,https://www.chkd.org,VA,601 Children's Lane,Norfolk,VA,23507,186,(757) 668-7000
SELECT SPECIALTY HOSPITAL-GREENSBORO,342020,https://www.selectspecialtyhospitals.com/locations-and-tours/nc/greensboro/greensboro/,NC,"1200 North Elm Street, 5th Floor",Greensboro,NC,27401,30,(336) 832-5700
US AIR FORCE HOSP - CLOSED,03005F,https://www.luke.af.mil/units/56thmedicalgroup.asp,AZ,7219 Litchfield Road,Luke Air Force Base,AZ,85309-1526,0,(623) 856-2273
NEVADA REGIONAL MEDICAL CENTER,260061,https://www.nrmchealth.com/,MO,800 South Ash Street,Nevada,MO,64772,71,(417) 667-3355
BEHAVIORAL HOSPITAL OF BELLAIRE,454107,https://bhbhospital.com,TX,5314 Dashwood Drive,Houston,TX,77081,122,(713) 600-9500
HIGHLANDS ARH REGIONAL MEDICAL CENTER,180005,https://www.arh.org/portfolio_page/highlands-arh-regional-medical-center/,KY,5000 Kentucky Route 321,Prestonsburg,KY,41653,150,(606) 886-8511
PROGRESS WEST HOSPITAL,260219,https://www.progresswest.org,MO,2 Progress Point Parkway,O'Fallon,MO,63368,68,(636) 344-1000
"VALIR REHABILITATION HOSPITAL OF OKC, LLC",373025,https://www.valir.com/rehabilitation-hospital,OK,700 Northwest 7th Street,Oklahoma City,OK,73102,50,(405) 236-3131
HOLLY HILL MENTAL HEALTH SERVICES,344014,https://hollyhillhospital.com,NC,3019 Falstaff Road,Raleigh,NC,27610,296,(919) 250-7000
CRETE AREA MEDICAL CENTER,281354,https://www.bryanhealth.com/locations/hospitals/crete-area-medical-center/,NE,2910 Betten Drive,Crete,NE,68333,24,(402) 826-2102
BERTRAND CHAFFEE HOSPITAL,330111,https://bertrandchaffee.com/,NY,224 East Main Street,Springville,NY,14141,103,(716) 592-2871
HCA FLORIDA ST PETERSBURG HOSPITAL,100180,https://www.hcafloridahealthcare.com/locations/st-petersburg-hospital,FL,6500 38th Avenue North,Saint Petersburg,FL,33710,168,(727) 384-1414
DELRAY MEDICAL CENTER,100258,https://www.delraymedicalctr.com,FL,5352 Linton Boulevard,Delray Beach,FL,33484,508,(561) 498-4440
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,110129,https://www.mystfrancis.com/,GA,2122 Manchester Expressway,Columbus,GA,31904,325,(706) 596-4000
NORTHWEST HEALTH-LA PORTE,150006,https://www.nwhealthlaporte.com/,IN,1331 State Street,La Porte,IN,46350,74,(219) 326-1234
OSF SAINT CLARE MEDICAL CENTER,141337,https://www.osfhealthcare.org/saint-clare/,IL,530 Park Avenue East,Princeton,IL,61356,25,(815) 875-2811
ALTA VIEW HOSPITAL,460044,https://intermountainhealthcare.org/locations/alta-view-hospital/,UT,9660 South 1300 East,Sandy,UT,84094,57,(801) 501-2600
HENRY FORD HEALTH WEST BLOOMFIELD HOSPITAL,230302,https://www.henryford.com/locations/west-bloomfield/about,MI,6777 West Maple Road,West Bloomfield,MI,48322,191,(248) 325-1000
NORTH MISSISSIPPI STATE HOSPITAL,254009,https://www.nmsh.state.ms.us/,MS,1937 Briar Ridge Road,Tupelo,MS,38804,50,(662) 690-4200
MEMORIAL HOSPITAL LOS BANOS,050528,https://www.sutterhealth.org/mhlb,CA,520 West I Street,Los Banos,CA,93635,26,(209) 826-0591
KINDRED HOSPITAL LIMA,362020,https://www.kindredhealthcare.com/locations/ltac/kindred-hospital-lima,OH,730 West Market Street,Lima,OH,45801,26,(419) 224-1888
ST MARY'S GOOD SAMARITAN HOSPITAL,111329,https://www.stmaryshealthcaresystem.org/locations/st-marys-good-samaritan-hospital,GA,5401 Lake Oconee Parkway,Greensboro,GA,30642,25,(706) 453-7331
SLIDELL MEMORIAL HOSPITAL,190040,https://slidellmemorial.org,LA,1001 Gause Boulevard,Slidell,LA,70458,231,(985) 280-2200
FRANKLIN COUNTY MEDICAL CENTER,131322,https://www.fcmc.org/,ID,44 North First East,Preston,ID,83263,55,(208) 852-0137
TEXAS COUNTY MEMORIAL HOSPITAL,260024,https://www.tcmh.org,MO,1333 South Sam Houston Boulevard,Houston,MO,65483,47,(417) 967-5435
FORT MADISON COMMUNITY HOSPITAL,160122,https://www.greatriverhealth.org/contact-us/,IA,5445 Avenue O,Fort Madison,IA,52627,50,(319) 372-6530
ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MA,103044,https://www.encompasshealth.com/martinrehab,FL,5850 Southeast Community Drive,Stuart,FL,34997,80,(772) 324-3500
CHI SAINT JOSEPH MOUNT STERLING,180064,https://www.chisaintjosephhealth.org/sterling,KY,225 Falcon Drive,Mount Sterling,KY,40353,42,(859) 497-5000
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CITY,453042,https://www.encompasshealth.com/locations/cityviewrehab,TX,6701 Oakmont Boulevard,Fort Worth,TX,76132,77,(817) 370-4700
HCA FLORIDA FAWCETT HOSPITAL,100236,https://www.hcafloridahealthcare.com/locations/fawcett-hospital,FL,21298 Olean Boulevard,Port Charlotte,FL,33952,253,(941) 629-1181
UH CLEVELAND MEDICAL CENTER,360137,https://www.uhhospitals.org/locations/uh-cleveland-medical-center,OH,11100 Euclid Avenue,Cleveland,OH,44106,703,(440) 596-5990
